obs_id,taxon_name,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,submitted_name,subgroup,common_name,body_part,sample_info,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id,realm
bc285,Sardinops sagax,1,plants/detritus+animals (troph. 2.2-2.79),selective plankton feeding,2.61,subtropical,fusiform / normal,pelagic-neritic,200,39.5,Sardinops sagax,Finfish,South American pilchard,whole,"Sardine, wild, whole fish, raw",NA,NA,NA,0.669362517,1.912046035,NA,6.43,fi59,"USA, Alaska, British Columbia, Pacific Northwest waters",Summer,FA converted using XFA,2009,0900304,marine
bc172,Scardinius erythrophthalmus,4,mainly animals (troph. 2.8 and up),variable,2.89,temperate,fusiform / normal,benthopelagic,NA,NA,Scardinius erythrophthalmus,Finfish,Rudd,muscle_skinless,"Rudd, wild, skinless fillet, raw",61,0.5,0.6,NA,NA,19,2.5,fi32,"Greece, Evros River",Summer 1987,NA,1989,0900172,freshbrack
bc173,Scardinius erythrophthalmus,4,mainly animals (troph. 2.8 and up),variable,2.89,temperate,fusiform / normal,benthopelagic,NA,NA,Scardinius erythrophthalmus,Finfish,Rudd,muscle_skinless,"Rudd, wild, skinless fillet, raw",58,0.6,0.6,NA,NA,19,1.8,fi32,"Greece, Evros River",Summer 1988,NA,1989,0900173,freshbrack
bc291,Scomber japonicus,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,64,Scomber japonicus,Finfish,Chub mackerel,muscle_skinless,"Mackerel, wild, skinless muscle tissue, raw",NA,NA,NA,0.054496688,0.287629461,21.73,0.93,fi63,"Italy, Adriatic Sea, Gulf of Manfredonia",NA,FA converted using XFA,2009,0900310,marine
bc478,Scomber japonicus,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,64,Somber japonicus,Finfish,Chub mackerel,muscle_skinless,"Chub mackerel, wild, skinless fillet, raw",NA,NA,NA,0.007219944,0.030212316,22.63,0.18,fi82,"Turkey, Iskenderun Bay, Mediterranean Sea",Jan 2004,FA converted using XFA,2008,0900497,marine
bc479,Scomber japonicus,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,64,Somber japonicus,Finfish,Chub mackerel,muscle_skinless,"Chub mackerel, wild, skinless fillet, raw",NA,NA,NA,0.064239966,0.247839375,20.56,1.57,fi82,"Turkey, Iskenderun Bay, Mediterranean Sea",Apr 2004,FA converted using XFA,2008,0900498,marine
bc480,Scomber japonicus,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,64,Somber japonicus,Finfish,Chub mackerel,muscle_skinless,"Chub mackerel, wild, skinless fillet, raw",NA,NA,NA,0.034610989,0.136845296,21.62,1.01,fi82,"Turkey, Iskenderun Bay, Mediterranean Sea",Oct 2004,FA converted using XFA,2008,0900499,marine
bc887,Scomber japonicus,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,64,Scomber japonicus,Finfish,Chub mackerel,muscle,"Chub mackerel, wild, fillet, frozen",NA,NA,NA,0.07855154,0.28699017,22.2,1.9,fi138,"USA, Gulf of Mexico",May 1991,FA converted using XFA,1997,0900906,marine
bc888,Scomber japonicus,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,64,Scomber japonicus,Finfish,Chub mackerel,muscle,"Chub mackerel, wild, fillet, frozen",NA,NA,NA,0.30790002,1.3226691,20.7,7.9,fi138,"USA, Gulf of Mexico",Oct 1992,FA converted using XFA,1997,0900907,marine
bc889,Scomber japonicus,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,64,Scomber japonicus,Finfish,Chub mackerel,muscle,"Chub mackerel, wild, fillet, frozen",NA,NA,NA,0.26101162,1.5055834,23.5,7.2,fi138,"USA, Gulf of Mexico",Oct 1992,FA converted using XFA,1997,0900908,marine
bc1411,Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,Scomber scombrus,Finfish,Atlantic mackerel,muscle_organs,"Mackerel, wild, raw",15,0.8,0.62,1.76,2.8,17,25,fi361,"Norway, The North Sea",Oct 2007,NA,2012,0902328,brackmarine
bc405,Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,Scomber scombrus,Finfish,Atlantic mackerel,muscle,"Atlantic mackerel, wild, edible flesh, raw",NA,NA,NA,NA,NA,NA,NA,fi80,"Greece, Aegean Sea",NA,"mean of lipid value (fall, winter) used for FA calculation; FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet",1995,0900424,brackmarine
bc447,Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,Scomber scombrus,Finfish,Atlantic mackerel,muscle,"Atlantic mackerel, wild, edible flesh, raw",NA,NA,NA,NA,NA,18,10,fi80,"Greece, Aegean Sea",Fall,FAT- (analyzed according to AOAC 1975),1995,0900466,brackmarine
bc657,Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,Scomber scombrus,Finfish,Atlantic mackerel,muscle_skinless,"Mackerel, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,18.7,fi105,"Unknown, East of Copensay",Sep 2001,NA,2006,0900676,brackmarine
bc658,Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,Scomber scombrus,Finfish,Atlantic mackerel,muscle_skinless,"Mackerel, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,16.9,fi105,"Unknown, East of Copensay",Sep 2001,NA,2006,0900677,brackmarine
bc679,Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,Scomber scombrus,Finfish,Atlantic mackerel,muscle_skinless,"Atlantic macerel, wild, fillet, less skin, raw",NA,NA,NA,NA,NA,17.5,20.6,fi116,"Canada, Mill Cove, Halifax",Oct 1982,NA,1986,0900698,brackmarine
bc680,Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,Scomber scombrus,Finfish,Atlantic mackerel,muscle_skinless,"Atlantic macerel, wild, fillet, less skin, raw",NA,NA,NA,NA,NA,18.3,1.8,fi116,"Canada, Mill Cove, Halifax",Jun 1983,NA,1986,0900699,brackmarine
c797,Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,Scomber scombrus,Finfish,Atlantic Mackerel,muscle,"Atlantic Mackerel, muscle",8,1.01,0.639,NA,NA,19.6,9.6,27,NA,NA,NA,NA,NA,brackmarine
c799,Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,Scomber scombrus,Finfish,Atlantic Mackerel,muscle,"Atlantic Mackerel, muscle, light muscle",NA,NA,NA,NA,NA,NA,9.6,55,NA,NA,NA,NA,NA,brackmarine
c800,Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,Scomber scombrus,Finfish,Atlantic Mackerel,muscle,"Atlantic Mackerel, muscle, dark muscle",NA,NA,NA,NA,NA,18.6,11.8,27,NA,NA,NA,NA,NA,brackmarine
c801,Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,Scomber scombrus,Finfish,Atlantic Mackerel,muscle,"Atlantic Mackerel, muscle, dark muscle",NA,NA,NA,NA,NA,NA,12.3,55,NA,NA,NA,NA,NA,brackmarine
c802,Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,Scomber scombrus,Finfish,Atlantic Mackerel,viscera,"Atlantic Mackerel, offal",NA,NA,NA,NA,NA,14.7,17.7,27,NA,NA,NA,NA,NA,brackmarine
c808,Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,Scomber scombrus,Finfish,Atlantic Mackerel,muscle,"Atlantic Mackerel, muscle",NA,NA,NA,1.45,2.16,NA,NA,55,NA,NA,NA,NA,NA,brackmarine
bc36,Scomberomorus commerson,1.8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.380000114440918,tropical,fusiform / normal,pelagic-neritic,70,240,Scomberomorus commerson,Finfish,Narrow-barred spanish mackerel,muscle_organs,"Spanish mackerel (portion), raw",NA,NA,NA,NA,NA,21.5,3.6,fi2,"Thailand, Gulf of Thailand",Oct-Nov,NNP calc. as % of TN,1999,0900036,marine
bc606,Scophthalmus rhombus,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.22,temperate,short and / or deep,demersal,50,75,Scophthalmus rhombus,Finfish,Brill,muscle_skinless,"Brill, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,1,fi105,"Unknown, East Frisia, North Sea",May 2004,NA,2006,0900625,marine
bc607,Scophthalmus rhombus,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.22,temperate,short and / or deep,demersal,50,75,Scophthalmus rhombus,Finfish,Brill,muscle_skinless,"Brill, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.8,fi105,"Unknown, East Frisia, North Sea",May 2004,NA,2006,0900626,marine
bc1366,Scorpaena porcus,1.25,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.78,temperate,fusiform / normal,demersal,800,40.5,Scorpaena porcus,Finfish,Black scorpionfish,muscle,"Black scorpionfish, wild, fillet, raw",NA,NA,NA,NA,NA,17.78,0.8,fi65,"Italy, Egadi Islands",Jun/Jul 2003,NA,2006,0902283,marine
bc299,Scorpaena porcus,1.25,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.78,temperate,fusiform / normal,demersal,800,40.5,Scorpaena porcus,Finfish,Black scorpionfish,muscle,"Black scorpionfish, wild, fillet, raw",NA,NA,NA,NA,NA,NA,NA,fi65,"Italy, Egadi Islands",Jun 2003,FA calc. for individual month based on a mean lipid value (Jun/Jul); FA converted using XFA,2006,0900318,marine
bc300,Scorpaena porcus,1.25,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.78,temperate,fusiform / normal,demersal,800,40.5,Scorpaena porcus,Finfish,Black scorpionfish,muscle,"Black scorpionfish, wild, fillet, raw",NA,NA,NA,NA,NA,NA,NA,fi65,"Italy, Egadi Islands",Jul 2003,FA calc. for individual month based on a mean lipid value (Jun/Jul); FA converted using XFA,2006,0900319,marine
seadata126,Scorpaena porcus,1.25,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.78,temperate,fusiform / normal,demersal,800,40.5,Scorpaena porcus,Finfish,NA,muscle,"NA, edible muscle",78.3,1.1207,NA,NA,NA,20.46,0.55,sea11,Marmara Sea,NA,NA,NA,NA,marine
af582,Sebastes alutus,8.14,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,deep-water,fusiform / normal,bathydemersal,825,53,Sebastes alutus,Finfish,Pacific ocean perch,muscle_skinless,"Pacific ocean perch, skinless fillet, raw",NA,NA,NA,NA,NA,19,1.43,fi195,"USA, Washington/Oregon/N Carolina",NA,NA,1976,0901886,marine
af574,Sebastes crameri,3,NA,NA,NA,temperate,fusiform / normal,bathydemersal,600,58,Sebastes crameri,Finfish,Darkblotched rockfish,muscle_skinless,"Darkblotched rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,19.8,2.19,fi195,"USA, SE Alaska",NA,NA,1976,0901878,marine
af579,Sebastes elongatus,5,NA,NA,NA,temperate,fusiform / normal,demersal,425,39,Sebastes elongatus,Finfish,Greenstriped rockfish,muscle_skinless,"Greenstriped rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,20.3,0.73,fi195,"USA, Washington/Oregon",NA,NA,1976,0901883,marine
af586,Sebastes entomelas,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.29,temperate,fusiform / normal,pelagic-neritic,549,60,Sebastes entomelas,Finfish,Widow rockfish,muscle_skinless,"Widow rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,19.6,1.6,fi195,"USA, SE Alaska",NA,NA,1976,0901890,marine
af585,Sebastes flavidus,6.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.51,temperate,fusiform / normal,reef-associated,549,66,Sebastes flavidus,Finfish,Yellowtail rockfish,muscle_skinless,"Yellowtail rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,18.9,1.56,fi195,"USA, Washington/Oregon",NA,NA,1976,0901889,marine
bc960,Sebastes flavidus,6.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.51,temperate,fusiform / normal,reef-associated,549,66,Sebastes flavidus,Finfish,Yellowtail rockfish,muscle,"Yellowtail rockfish, wild, fillet, raw",NA,NA,NA,NA,NA,18.78,3.58,fi156,"USA, south of Astoria Canyon, North Pacific",Aug 1977,NA,1979,0900979,marine
c817,Sebastes flavidus,6.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.51,temperate,fusiform / normal,reef-associated,549,66,Sebastes flavidus,Finfish,Yellowtail Rockfish,muscle,"Yellowtail Rockfish, muscle",8,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,marine
c818,Sebastes flavidus,6.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.51,temperate,fusiform / normal,reef-associated,549,66,Sebastes flavidus,Finfish,Yellowtail Rockfish,muscle,"Yellowtail Rockfish, muscle",NA,NA,NA,NA,NA,18.9,1.6,27,NA,NA,NA,NA,NA,marine
af577,Sebastes goodei,2.5,mainly animals (troph. 2.8 and up),variable,3.46,temperate,fusiform / normal,demersal,425,56,Sebastes goodei,Finfish,Chilipepper rockfish,muscle_skinless,"Chilipepper rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,20.8,2.35,fi195,"USA, N California",NA,NA,1976,0901881,brackmarine
af573,Sebastes melanops,6.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.9,temperate,fusiform / normal,reef-associated,366,63,Sebastes melanops,Finfish,Black rockfish,muscle_skinless,"Black rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,18.7,1.84,fi195,"USA, SE Alaska",NA,NA,1976,0901877,marine
bc962,Sebastes melanops,6.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.9,temperate,fusiform / normal,reef-associated,366,63,Sebastes melanops,Finfish,Black rockfish,muscle,"Black rockfish, wild, fillet, raw",NA,NA,NA,NA,NA,19.15,3.88,fi156,"USA, mouth of Columbia River",Aug 1977,NA,1979,0900981,marine
bc1215,Sebastes mentella,11,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathypelagic,1441,77.5,Sebastes mentella,Finfish,Beaked redfish,muscle,"Deepwater redfish, wild, fillet, raw",12,0.15,0.26,NA,NA,18.5,2.1,im11,"Iceland, North Atlantic",NA,NA,2011,0901254,marine
bc643,Sebastes mentella,11,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathypelagic,1441,77.5,Sebastes mentella,Finfish,Beaked redfish,muscle_skinless,"Beaked redfish, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,1.8,fi105,"Unknown, Tampen",Sep 2001,NA,2006,0900662,marine
bc644,Sebastes mentella,11,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathypelagic,1441,77.5,Sebastes mentella,Finfish,Beaked redfish,muscle_skinless,"Beaked redfish, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,3.3,fi105,"Unknown, Tampen",Sep 2001,NA,2006,0900663,marine
c821,Sebastes norvegicus,10,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic-oceanic,1000,100,Sebastes norvegicus,Finfish,Golden Redfish,muscle,"Golden Redfish, muscle",141,0.633,0.683,NA,NA,18.4,3.1,27,NA,NA,NA,NA,NA,marine
c823,Sebastes norvegicus,10,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic-oceanic,1000,100,Sebastes norvegicus,Finfish,Golden Redfish,whole,"Golden Redfish, whole",NA,NA,NA,NA,NA,17.3,2.2,27,NA,NA,NA,NA,NA,marine
c825,Sebastes norvegicus,10,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic-oceanic,1000,100,Sebastes norvegicus,Finfish,Golden Redfish,viscera,"Golden Redfish, offal",NA,NA,NA,NA,NA,16.3,6.8,27,NA,NA,NA,NA,NA,marine
c827,Sebastes norvegicus,10,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic-oceanic,1000,100,Sebastes norvegicus,Finfish,Golden Redfish,muscle,"Golden Redfish, muscle",NA,NA,NA,0.14,0.07,NA,NA,55,NA,NA,NA,NA,NA,marine
af576,Sebastes paucispinis,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.51,subtropical,fusiform / normal,reef-associated,476,91,Sebastes paucispinis,Finfish,Bocaccio rockfish,muscle_skinless,"Bocaccio rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,18.6,1.04,fi195,"USA, Washington",NA,NA,1976,0901880,marine
af581,Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,838,76,Sebastes pinniger,Finfish,Canary rockfish,muscle_skinless,"Canary rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,18.7,1.39,fi195,"USA, SE Alaska/Washington/Oregon",NA,NA,1976,0901885,marine
bc282,Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,838,76,Sebastes pinniger,Finfish,Canary rockfish,muscle_skinless,"Canary rock Fish, wild, skinless fillet, raw",NA,NA,NA,0.342824772,0.534559245,NA,3.31,fi59,"USA, Alaska, British Columbia, Pacific Northwest waters",Spring,FA converted using XFA,2009,0900301,marine
bc961,Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,838,76,Sebastes pinniger,Finfish,Canary rockfish,muscle,"Orange rockfish, wild, fillet, raw",NA,NA,NA,NA,NA,18.88,2.05,fi156,"USA, south of Astoria Canyon, North Pacific",Aug 1977,NA,1979,0900980,marine
c834,Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,838,76,Sebastes pinniger,Finfish,Canary Rockfish,muscle,"Canary Rockfish, muscle",NA,NA,NA,NA,NA,18.4,2.3,27,NA,NA,NA,NA,NA,marine
af584,Sebastes rosaceus,4,NA,NA,NA,subtropical,fusiform / normal,demersal,128,36,Sebastes rosaceus,Finfish,Rosy rockfish,muscle_skinless,"Rosy rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,19.3,0.84,fi195,"USA, Washington",NA,NA,1976,0901888,marine
af583,Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,549,104,Sebastes ruberrimus,Finfish,Yelloweye rockfish,muscle_skinless,"Yelloweye rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,17.2,0.2,fi195,"USA, SE Alaska/Washington",NA,NA,1976,0901887,marine
bc641,Sebastes viviparus,20,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.03,temperate,short and / or deep,demersal,300,66.5,Sebastes viviparus,Finfish,Norway redfish,muscle_skinless,"Red fish, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,2.3,fi105,"Unknown, Nordhavid",Sep 2001,NA,2006,0900660,marine
bc642,Sebastes viviparus,20,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.03,temperate,short and / or deep,demersal,300,66.5,Sebastes viviparus,Finfish,Norway redfish,muscle_skinless,"Red fish, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,1.9,fi105,"Unknown, Nordhavid",Sep 2001,NA,2006,0900661,marine
bc336,Sillago sihama,1,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.18,tropical,elongated,reef-associated,60,31,Sillago sihama,Finfish,silver sillago,muscle,"silver sillago, wild, fillet, raw",NA,NA,NA,0.10363353,0.127099973,NA,1.43,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900355,brackmarine
bc174,Silurus glanis,2.8333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,temperate,elongated,benthopelagic,30,500,Silurus glanis,Finfish,Wels catfish,muscle_skinless,"Sheatfish, wild, skinless fillet, raw",27,0.6,0.4,NA,NA,18,3.2,fi32,"Greece, Evros River",Summer 1987,NA,1989,0900174,freshbrack
bc175,Silurus glanis,2.8333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,temperate,elongated,benthopelagic,30,500,Silurus glanis,Finfish,Wels catfish,muscle_skinless,"Sheatfish, wild, skinless fillet, raw",24,0.6,0.4,NA,NA,18,3.8,fi32,"Greece, Evros River",Summer 1988,NA,1989,0900175,freshbrack
bc187,Silurus glanis,2.8333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,temperate,elongated,benthopelagic,30,500,Silurus glanis,Finfish,Wels catfish,muscle,"Wels catfish, wild, muscle tissue, raw",NA,NA,NA,0.010030392,0.05378616,NA,0.54,fi34,"Turkey, Adana, Seyhan Dam Lake",NA,FA converted using XFA,2007,0900187,freshbrack
bc232,Silurus glanis,2.8333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,temperate,elongated,benthopelagic,30,500,Silurus glanis,Finfish,Wels catfish,muscle_skinless,"Sheatfish, wild, skinless, boneless fillet, raw",NA,NA,NA,0.2498,0.3747,NA,3.5,fi47,"Greece, Evros River",Jul-Aug 1987,FA converted using XFA,1991,0900232,freshbrack
bc86,Silurus glanis,2.8333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,temperate,elongated,benthopelagic,30,500,Silurus glanis,Finfish,Wels catfish,muscle,"European catfish, wild, boneless fillet, raw",NA,NA,1.31,NA,NA,17.17,1.12,fi16,"Turkey, Seyhan dam lake",NA,FOL-: analyzed using HPLC,2009,0900086,freshbrack
af202,Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,Solea solea,Finfish,Common sole,muscle,"Common sole, wild, edible muscle tissue, raw",62.5988,7.2671,1.1391,NA,NA,17.95,1.18,fi92,"Unknown (samples from local fish market, Istanbul)","Winter (Dec 2006, Jan, Feb 2007)",NA,2010,0901506,brackmarine
af203,Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,Solea solea,Finfish,Common sole,muscle,"Common sole, wild, edible muscle tissue, raw",70.4694,6.0642,1.4187,NA,NA,18.36,1.62,fi92,"Unknown (samples from local fish market, Istanbul)","Spring (Mar, Apr, May 2007)",NA,2010,0901507,brackmarine
af204,Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,Solea solea,Finfish,Common sole,muscle,"Common sole, wild, edible muscle tissue, raw",78.7263,5.8136,1.4496,NA,NA,20.2,1.88,fi92,"Unknown (samples from local fish market, Istanbul)","Summer (Jun, Jul, Aug 2007)",NA,2010,0901508,brackmarine
af205,Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,Solea solea,Finfish,Common sole,muscle,"Common sole, wild, edible muscle tissue, raw",44.2052,15.236,3.5635,NA,NA,17.25,1.61,fi92,"Unknown (samples from local fish market, Istanbul)","Autumn (Sep, Oct, Nov 2007)",NA,2010,0901509,brackmarine
bc308,Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,Solea solea,Finfish,Common sole,muscle,"Common sole, wild, fillet, raw",NA,NA,NA,0.042096598,0.10236754,NA,0.74,fi66,"Turkey, local fish market (Meiterranean and Aegean Sea)",NA,FA converted using XFA,2007,0900327,brackmarine
bc420,Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,Solea solea,Finfish,Common sole,muscle,"Common sole, wild, edible flesh, raw",NA,NA,NA,NA,NA,NA,NA,fi80,"Greece, Aegean Sea",NA,"mean of lipid value (spring, fall, winter) used for FA calculation; FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet",1995,0900439,brackmarine
bc462,Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,Solea solea,Finfish,Common sole,muscle,"Common sole, wild, edible flesh, raw",NA,NA,NA,NA,NA,18,0.7,fi80,"Greece, Aegean Sea",Spring,FAT- (analyzed according to AOAC 1975),1995,0900481,brackmarine
bc463,Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,Solea solea,Finfish,Common sole,muscle,"Common sole, wild, edible flesh, raw",NA,NA,NA,NA,NA,16,1,fi80,"Greece, Aegean Sea",Winter,FAT- (analyzed according to AOAC 1975),1995,0900482,brackmarine
bc919,Sparus aurata,1.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,150,70,Sparus aurata,Finfish,Gilthead seabream,muscle_skinless,"Gilthead sea bream, wild, skinless fillet, raw",NA,NA,NA,NA,NA,20.05,1.16,fi145,Unknown,Jan,FAT- (analyzed according to AOAC 1984),2002,0900938,brackmarine
bc920,Sparus aurata,1.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,150,70,Sparus aurata,Finfish,Gilthead seabream,muscle_skinless,"Gilthead sea bream, wild, skinless fillet, raw",NA,NA,NA,NA,NA,19.45,0.85,fi145,Unknown,May,FAT- (analyzed according to AOAC 1984),2002,0900939,brackmarine
bc394,Spondyliosoma cantharus,2,mainly animals (troph. 2.8 and up),variable,3.27,subtropical,fusiform / normal,benthopelagic,300,60,Spondyliosoma cantharus,Finfish,Black seabream,muscle,"Black bream, wild, edible flesh, raw",NA,NA,NA,NA,NA,19,0.2,fi80,"Greece, Aegean Sea",Winter,FAT- (analyzed according to AOAC 1975),1995,0900413,marine
bc881,Spondyliosoma cantharus,2,mainly animals (troph. 2.8 and up),variable,3.27,subtropical,fusiform / normal,benthopelagic,300,60,Spondyliosoma cantharus,Finfish,Black seabream,muscle,"Black seabream, wild, fully grown, muscle tissue, raw",NA,NA,NA,0.0339298883,0.1567963859,NA,0.737,fi135,"Spain, Canary Islands, North Atlantic",Jan,FAT expressed per DM - conversion to FW; FA converted using XFA,2004,0900900,marine
