obs_id,taxon_name,common_name,subgroup,sample_info,body_part,nutrient,concentration,RDA_percentage,location,season,biblio_id,bibliography,comments_on_data_processing_methods,publication_year,food_item_id,caldata,irondata,zincdata,epadata,dhadata,proteindata,fatdata,data_here
bc310,Aspitrigla cuculus,Red gurnard,Finfish,"East Atlantic red gurnard,  wild, fillet, raw",muscle,epa,0.018991364,1.8991364,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900329,0,0,0,1,1,0,1,3
bc311,Balistes capriscus,"Triggerfishes, durgons nei",Finfish,"Grey triggerfish,  wild, fillet, raw",muscle,epa,0.015765698,1.5765698000000001,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900330,0,0,0,1,1,0,1,3
bc312,Sarpa salpa,Salema,Finfish,"Salema, wild, fillet, raw",muscle,epa,0.06794219,6.794219,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900331,0,0,0,1,1,0,1,3
bc313,Bothus podas,Wide-eyed flounder,Finfish,"Wide-eyed flounder, wild, fillet, raw",muscle,epa,0.025146645,2.5146645,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900332,0,0,0,1,1,0,1,3
bc314,Caranx crysos,Blue runner,Finfish,"Blue runner, wild, fillet, raw",muscle,epa,0.34804382,34.804382000000004,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900333,0,0,0,1,1,0,1,3
bc315,Chelon labrosus,Thicklip grey mullet,Finfish,"Thicklip grey mullet, wild, fillet, raw",muscle,epa,0.098861323,9.8861323,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900334,0,0,0,1,1,0,1,3
bc316,Diplodus annularis,Annular seabream,Finfish,"Annular seabream, wild, fillet, raw",muscle,epa,0.075960704,7.5960704,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900335,0,0,0,1,1,0,1,3
bc317,Diplodus puntazzo,Sharpsnout seabream,Finfish,"Sharpsnout seabream, wild, fillet, raw",muscle,epa,0.038486368,3.8486368,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900336,0,0,0,1,1,0,1,3
bc318,Diplodus vulgaris,Common two-banded seabream,Finfish,"Common two-banded seabream, wild, fillet, raw",muscle,epa,0.04384796,4.384796,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900337,0,0,0,1,1,0,1,3
bc319,Echelus myrus,Painted eel,Finfish,"Painted eel, wild, fillet, raw",muscle,epa,0.146495648,14.6495648,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900338,0,0,0,1,1,0,1,3
bc321,Helicolenus dactylopterus,Blackbelly rosefish,Finfish,"Blackbelly rosefish, wild, fillet, raw",muscle,epa,0.0132748,1.32748,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900340,0,0,0,1,1,0,1,3
bc322,Lagocephalus lagocephalus,Oceanic puffer,Finfish,"Oceanic puffer, wild, fillet, raw",muscle,epa,0.020875218,2.0875218,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900341,0,0,0,1,1,0,1,3
bc323,Lithognathus mormyrus,Sand steenbras,Finfish,"Striped seabream, wild, fillet, raw",muscle,epa,0.070493995,7.049399500000001,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900342,0,0,0,1,1,0,1,3
bc324,Liza aurata,Golden grey mullet,Finfish,"Golden grey mullet, wild, fillet, raw",muscle,epa,0.199357,19.9357,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900343,0,0,0,1,1,0,1,3
bc325,Liza carinata,NA,Finfish,"Keeled mullet, wild, fillet, raw",muscle,epa,0.926263184,92.6263184,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900344,0,0,0,1,1,0,1,3
bc326,Liza ramada,Thinlip grey mullet,Finfish,"Thinlip mullet, wild, fillet, raw",muscle,epa,0.086030994,8.6030994,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900345,0,0,0,1,1,0,1,3
bc327,Liza saliens,Leaping mullet,Finfish,"Leaping mullet, wild, fillet, raw",muscle,epa,0.01058237,1.058237,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900346,0,0,0,1,1,0,1,3
bc328,Lophius budegassa,Blackbellied angler,Finfish,"Black-bellied angler, wild, fillet, raw",muscle,epa,0.014500458,1.4500458,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900347,0,0,0,1,1,0,1,3
bc329,Merluccius merluccius,European hake,Finfish,"European hake, wild, fillet, raw",muscle,epa,0.032889248,3.2889248,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900348,0,0,0,1,1,0,1,3
bc330,Mugil cephalus,Flathead grey mullet,Finfish,"Flathead mullet, wild, fillet, raw",muscle,epa,0.170965683,17.0965683,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900349,0,0,0,1,1,0,1,3
bc331,Mycteroperca rubra,Mottled grouper,Finfish,"Mottled grouper, wild, fillet, raw",muscle,epa,0.041560536,4.1560536,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900350,0,0,0,1,1,0,1,3
bc332,Pagrus caeruleostictus,Bluespotted seabream,Finfish,"Bluespotted seabream, wild, fillet, raw",muscle,epa,0.030405616,3.0405616,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900351,0,0,0,1,1,0,1,3
bc333,Solea lascaris,Sand sole,Finfish,"Sand sole, wild, fillet, raw",muscle,epa,0.032159656,3.2159656,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900352,0,0,0,1,1,0,1,3
bc334,Phycis phycis,Forkbeard,Finfish,"Forkbeard, wild, fillet, raw",muscle,epa,0.017286005,1.7286005,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900353,0,0,0,1,1,0,1,3
bc335,Saurida undosquamis,Brushtooth lizardfish,Finfish,"Brushtooth lizardfish, wild, fillet, raw",muscle,epa,0.046604096,4.6604095999999995,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900354,0,0,0,1,1,0,1,3
bc336,Sillago sihama,silver sillago,Finfish,"silver sillago, wild, fillet, raw",muscle,epa,0.10363353,10.363353,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900355,0,0,0,1,1,0,1,3
bc337,Sphyraena chrysotaenia,Yellowstripe barracuda,Finfish,"Yellowstripe barracuda, wild, fillet, raw",muscle,epa,0.131130055,13.1130055,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900356,0,0,0,1,1,0,1,3
bc338,Sphyraena sphyraena,European barracuda,Finfish,"European barracuda, wild, fillet, raw",muscle,epa,0.231342613,23.1342613,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900357,0,0,0,1,1,0,1,3
bc339,Spicara maena,Blotched picarel,Finfish,"Blotched picarel, wild, fillet, raw",muscle,epa,0.14269852,14.269852,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900358,0,0,0,1,1,0,1,3
bc340,Trachinotus ovatus,Pompano,Finfish,"Derbio, wild, fillet, raw",muscle,epa,0.02980616,2.9806160000000004,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900359,0,0,0,1,1,0,1,3
bc341,Umbrina cirrosa,Shi drum,Finfish,"Shi drum, wild, fillet, raw",muscle,epa,0.046641472,4.6641472,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900360,0,0,0,1,1,0,1,3
bc342,Upeneus moluccensis,Goldblond goatfish,Finfish,"Goldblond goatfish, wild, fillet, raw",muscle,epa,0.08898318,8.898318,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900361,0,0,0,1,1,0,1,3
bc343,Mullus barbatus,Red mullet,Finfish,"Red mullet, wild, muscle, raw",muscle,epa,0.414824644,41.482464400000005,"Turkey, Mediterranean Sea, Iskenderun Bay",Oct (Autumn) 2004,fi68,"Polat A., Kuzu S. Özyurt G., Tokur B. (2009). Fatty acid composition of red mullet (Mullus barbatus): a seasonal differntiation. Journal of Muscle Foods 20:70-78",FA converted using XFA,2009,0900362,0,0,0,1,1,1,1,4
bc344,Mullus barbatus,Red mullet,Finfish,"Red mullet, wild, muscle, raw",muscle,epa,0.221691951,22.1691951,"Turkey, Mediterranean Sea, Iskenderun Bay",Jan (Winter) 2005,fi68,"Polat A., Kuzu S. Özyurt G., Tokur B. (2009). Fatty acid composition of red mullet (Mullus barbatus): a seasonal differntiation. Journal of Muscle Foods 20:70-78",FA converted using XFA,2009,0900363,0,0,0,1,1,1,1,4
bc345,Mullus barbatus,Red mullet,Finfish,"Red mullet, wild, muscle, raw",muscle,epa,0.150044064,15.0044064,"Turkey, Mediterranean Sea, Iskenderun Bay",Apr (Spring) 2005,fi68,"Polat A., Kuzu S. Özyurt G., Tokur B. (2009). Fatty acid composition of red mullet (Mullus barbatus): a seasonal differntiation. Journal of Muscle Foods 20:70-78",FA converted using XFA,2009,0900364,0,0,0,1,1,1,1,4
bc346,Dicentrarchus labrax,European seabass,Finfish,"Sea bass, wild, fillet, raw",muscle,epa,0.1232992,12.32992,"Greece, Aegean Sea",May 2000,fi70,"Alasalvar C., Taylor K.D.A., Yubcov E., Shahidi F., Alexis M. (2002). Differentiation of cultured and wild sea bass (Dicentrarchus labrax): total lipid content, fatty acid and trace mineral composition. Food Chemistry 79: 145-150",FA converted using XFA; minerals expressed per DM - conversion to FW,2002,0900365,0,1,1,1,1,1,1,6
bc352,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,epa,0.2671,26.71,"Portugal coast, Penice",Jan 1998,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900371,0,0,0,1,1,0,1,3
bc353,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,epa,0.0831,8.309999999999999,"Portugal coast, Penice",Feb 1998,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900372,0,0,0,1,1,0,1,3
bc354,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,epa,0.1159,11.59,"Portugal coast, Penice",Mar 1998,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900373,0,0,0,1,1,0,1,3
bc355,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,epa,0.2039,20.39,"Portugal coast, Penice",Apr 1998,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900374,0,0,0,1,1,0,1,3
bc356,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,epa,0.0806,8.06,"Portugal coast, Penice",May 1997,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900375,0,0,0,1,1,0,1,3
bc357,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,epa,0.1524,15.24,"Portugal coast, Penice",Jul 1997,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900376,0,0,0,1,1,0,1,3
bc358,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,epa,0.6368,63.68000000000001,"Portugal coast, Penice",Aug 1997,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900377,0,0,0,1,1,0,1,3
bc359,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,epa,0.6163,61.629999999999995,"Portugal coast, Penice",Sep 1997,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900378,0,0,0,1,1,0,1,3
bc360,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,epa,0.4919,49.19,"Portugal coast, Penice",Oct 1997,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900379,0,0,0,1,1,0,1,3
bc361,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,epa,0.604,60.4,"Portugal coast, Penice",Nov 1997,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900380,0,0,0,1,1,0,1,3
bc362,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,epa,0.6385,63.849999999999994,"Portugal coast, Penice",Dec 1997,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900381,0,0,0,1,1,0,1,3
bc363,Engraulis encrasicolus,European anchovy,Finfish,"Anchovy, wild, skin-on fillet, raw",muscle,epa,0.520800918711097,52.0800918711097,"Italy, North Adriatic Sea",Autumn 2006,fi73,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",FAME converted using ShF and XFA,2010,0900382,0,0,0,1,1,0,1,3
bc364,Engraulis encrasicolus,European anchovy,Finfish,"Anchovy, wild, skin-on fillet, raw",muscle,epa,0.881727265228362,88.1727265228362,"Italy, North Adriatic Sea",Spring 2006,fi73,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",FAME converted using ShF and XFA,2010,0900383,0,0,0,1,1,0,1,3
bc367,Sardina pilchardus,European pilchard,Finfish,"Sardine, wild, skinless fillet, raw",muscle_skinless,epa,0.756033342730508,75.6033342730508,"Italy, North Adriatic Sea",Autumn 2006,fi73,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",FAME converted using ShF and XFA,2010,0900386,0,0,0,1,1,0,1,3
bc368,Sardina pilchardus,European pilchard,Finfish,"Sardine, wild, skinless fillet, raw",muscle_skinless,epa,0.177021601011753,17.7021601011753,"Italy, North Adriatic Sea",Spring 2006,fi73,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",FAME converted using ShF and XFA,2010,0900387,0,0,0,1,1,0,1,3
bc371,Sprattus sprattus,European sprat,Finfish,"Sprat, wild, skinless fillet, raw",muscle_skinless,epa,0.269298688878943,26.929868887894298,"Italy, North Adriatic Sea",Winter 2006,fi73,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",FAME converted using ShF and XFA,2010,0900390,0,0,0,1,1,0,1,3
bc372,Sprattus sprattus,European sprat,Finfish,"Sprat, wild, skinless fillet, raw",muscle_skinless,epa,1.05664477054923,105.66447705492298,"Italy, North Adriatic Sea",Spring 2006,fi73,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",FAME converted using ShF and XFA,2010,0900391,0,0,0,1,1,0,1,3
bc375,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, skinless fillet, raw",muscle_skinless,epa,0.162992816943728,16.299281694372798,"Italy, North Adriatic Sea",Autumn 2006,fi73,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",FAME converted using ShF and XFA,2010,0900394,0,0,0,1,1,0,1,3
bc376,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, skinless fillet, raw",muscle_skinless,epa,0.191306809089774,19.1306809089774,"Italy, North Adriatic Sea",Spring 2006,fi73,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",FAME converted using ShF and XFA,2010,0900395,0,0,0,1,1,0,1,3
bc379,Gadus morhua,Atlantic cod,Finfish,"Cod, wild, skinless fillet, frozen",muscle_skinless,epa,0.00408930460584546,0.408930460584546,"Poland, Baltic Sea",NA,fi74,"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",FAME converted using ShF and XFA,2011,0900398,0,0,0,1,1,1,1,4
bc380,Clupea harengus,Atlantic herring,Finfish,"Herring, wild, skinless fillet, frozen",muscle_skinless,epa,0.205817751522833,20.5817751522833,"Poland, Baltic Sea",NA,fi74,"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",FAME converted using ShF and XFA,2011,0900399,0,0,0,1,1,1,1,4
bc381,Salmo salar,Atlantic salmon,Finfish,"Baltic salmon, wild, skinless fillet, raw",muscle_skinless,epa,0.459944841948386,45.9944841948386,"Poland, Baltic Sea",NA,fi74,"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",FAME converted using ShF and XFA,2011,0900400,0,0,0,1,1,1,1,4
bc382,Theragra chalcogramma,Alaska pollock,Finfish,"Walleye pollock, wild, skinless fillet, frozen",muscle_skinless,epa,0.0149056774596101,1.49056774596101,"China, Pacific",NA,fi74,"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",FAME converted using ShF and XFA,2011,0900401,0,0,0,1,1,1,1,4
bc383,Limanda aspera,Yellowfin sole,Finfish,"Sole, frozen, wild, skinless fillet, frozen",muscle_skinless,epa,0.0856484331762253,8.564843317622529,"China, Pacific",NA,fi74,"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",FAME converted using ShF and XFA,2011,0900402,0,0,0,1,1,1,1,4
bc384,Pagellus bogaraveo,Blackspot seabream,Finfish,"Blackspot seabream, wild, ventral white muscle fillet, raw",muscle,epa,0.018,1.7999999999999998,"Spain, Galician Atlantic coast",NA,fi76,"Álvarez V., Medina I., Prego R., Aubourg S.P. (2009). Lipid and mineral distribution in different zones of farmed and wild blackspot seabream (Pagellus bogaraveo). Eur. J. Lipid Sci. Technol. 111: 957-966",NA,2009,0900403,1,1,1,1,1,0,1,6
bc386,Pagellus bogaraveo,Blackspot seabream,Finfish,"Blackspot seabream, wild, tail white muscle fillet, raw",muscle,epa,0.018,1.7999999999999998,"Spain, Galician Atlantic coast",NA,fi76,"Álvarez V., Medina I., Prego R., Aubourg S.P. (2009). Lipid and mineral distribution in different zones of farmed and wild blackspot seabream (Pagellus bogaraveo). Eur. J. Lipid Sci. Technol. 111: 957-966",NA,2009,0900405,1,1,1,1,1,0,1,6
bc387,Hippoglossus hippoglossus,Atlantic halibut,Finfish,"Atlantic halibut, wild, ventral white fillet (skinless, boneless, visible fat removed), raw",muscle_skinless,epa,0.016,1.6,"Norway, Northern Sea",Aug,fi77,"Olsson G.B., Olsen R.L., Carlehög M., Ofstad R. (2003). Seasonal variations in chemical and sensory characteristics of farmed and wild Atlantic halibut (Hippoglossus hippoglossus). Aquaculture 217: 191-205",FA: tr= <0.001g FA/100g muscle,2003,0900406,0,0,0,1,1,0,1,3
bc390,Sarda orientalis,Striped bonito,Finfish,"Oriental bonito, wild, dorsal white muscle fillet, raw",muscle,epa,0.1449726,14.49726,"Japan, Nagasaki, East China Sea",Oct 2002,fi79,"Osako K., Saito H., Weng W., Kuwahara K., Tanaka M. (2009). Lipid characteristics of coastal migratory Sarda orientalis tissues. Fish Sci 75: 1055-1066",FA converted using XFA,2009,0900409,0,0,0,1,1,0,1,3
