obs_id,taxon_name,common_name,subgroup,sample_info,body_part,ca_mg,fe_mg,zn_mg,epa,dha,fat,protein,location,season,biblio_id,bibliography,comments_on_data_processing_methods,publication_year,food_item_id,caldata,irondata,zincdata,epadata,dhadata,proteindata,fatdata,data_here
bc33,Epinephelus sexfasciatus,Sixbar grouper,Finfish,"Grouper, wild, muscle fillet, raw",muscle,NA,NA,NA,NA,NA,0.6,18.9,"Thailand, Gulf of Thailand",Oct-Nov,fi2,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",NNP calc. as % of TN,1999,0900033,0,0,0,0,0,1,1,2
bc330,Mugil cephalus,Flathead grey mullet,Finfish,"Flathead mullet, wild, fillet, raw",muscle,NA,NA,NA,0.170965683,0.086497201,2.13,NA,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900349,0,0,0,1,1,0,1,3
bc331,Mycteroperca rubra,Mottled grouper,Finfish,"Mottled grouper, wild, fillet, raw",muscle,NA,NA,NA,0.041560536,0.117860604,0.72,NA,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900350,0,0,0,1,1,0,1,3
bc332,Pagrus caeruleostictus,Bluespotted seabream,Finfish,"Bluespotted seabream, wild, fillet, raw",muscle,NA,NA,NA,0.030405616,0.153564534,1.02,NA,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900351,0,0,0,1,1,0,1,3
bc333,Solea lascaris,Sand sole,Finfish,"Sand sole, wild, fillet, raw",muscle,NA,NA,NA,0.032159656,0.223749096,1.07,NA,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900352,0,0,0,1,1,0,1,3
bc334,Phycis phycis,Forkbeard,Finfish,"Forkbeard, wild, fillet, raw",muscle,NA,NA,NA,0.017286005,0.114857545,0.55,NA,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900353,0,0,0,1,1,0,1,3
bc335,Saurida undosquamis,Brushtooth lizardfish,Finfish,"Brushtooth lizardfish, wild, fillet, raw",muscle,NA,NA,NA,0.046604096,0.09856896,1.08,NA,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900354,0,0,0,1,1,0,1,3
bc336,Sillago sihama,silver sillago,Finfish,"silver sillago, wild, fillet, raw",muscle,NA,NA,NA,0.10363353,0.127099973,1.43,NA,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900355,0,0,0,1,1,0,1,3
bc337,Sphyraena chrysotaenia,Yellowstripe barracuda,Finfish,"Yellowstripe barracuda, wild, fillet, raw",muscle,NA,NA,NA,0.131130055,0.3746573,3.15,NA,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900356,0,0,0,1,1,0,1,3
bc338,Sphyraena sphyraena,European barracuda,Finfish,"European barracuda, wild, fillet, raw",muscle,NA,NA,NA,0.231342613,1.151438152,8.23,NA,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900357,0,0,0,1,1,0,1,3
bc339,Spicara maena,Blotched picarel,Finfish,"Blotched picarel, wild, fillet, raw",muscle,NA,NA,NA,0.14269852,0.79194836,3.2,NA,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900358,0,0,0,1,1,0,1,3
bc340,Trachinotus ovatus,Pompano,Finfish,"Derbio, wild, fillet, raw",muscle,NA,NA,NA,0.02980616,0.28254396,1.8,NA,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900359,0,0,0,1,1,0,1,3
bc341,Umbrina cirrosa,Shi drum,Finfish,"Shi drum, wild, fillet, raw",muscle,NA,NA,NA,0.046641472,0.121825808,0.92,NA,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900360,0,0,0,1,1,0,1,3
bc342,Upeneus moluccensis,Goldblond goatfish,Finfish,"Goldblond goatfish, wild, fillet, raw",muscle,NA,NA,NA,0.08898318,0.359348236,2.08,NA,"Turkey, Mediterranean Sea",NA,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",FA converted using XFA,2009,0900361,0,0,0,1,1,0,1,3
bc343,Mullus barbatus,Red mullet,Finfish,"Red mullet, wild, muscle, raw",muscle,NA,NA,NA,0.414824644,0.228075088,5.76,18.97,"Turkey, Mediterranean Sea, Iskenderun Bay",Oct (Autumn) 2004,fi68,"Polat A., Kuzu S. Özyurt G., Tokur B. (2009). Fatty acid composition of red mullet (Mullus barbatus): a seasonal differntiation. Journal of Muscle Foods 20:70-78",FA converted using XFA,2009,0900362,0,0,0,1,1,1,1,4
bc344,Mullus barbatus,Red mullet,Finfish,"Red mullet, wild, muscle, raw",muscle,NA,NA,NA,0.221691951,0.398465925,5.33,17.9,"Turkey, Mediterranean Sea, Iskenderun Bay",Jan (Winter) 2005,fi68,"Polat A., Kuzu S. Özyurt G., Tokur B. (2009). Fatty acid composition of red mullet (Mullus barbatus): a seasonal differntiation. Journal of Muscle Foods 20:70-78",FA converted using XFA,2009,0900363,0,0,0,1,1,1,1,4
bc345,Mullus barbatus,Red mullet,Finfish,"Red mullet, wild, muscle, raw",muscle,NA,NA,NA,0.150044064,0.358328916,3.68,20.43,"Turkey, Mediterranean Sea, Iskenderun Bay",Apr (Spring) 2005,fi68,"Polat A., Kuzu S. Özyurt G., Tokur B. (2009). Fatty acid composition of red mullet (Mullus barbatus): a seasonal differntiation. Journal of Muscle Foods 20:70-78",FA converted using XFA,2009,0900364,0,0,0,1,1,1,1,4
bc346,Dicentrarchus labrax,European seabass,Finfish,"Sea bass, wild, fillet, raw",muscle,NA,1.54595,1.0682,0.1232992,0.226824,1.4,19.2,"Greece, Aegean Sea",May 2000,fi70,"Alasalvar C., Taylor K.D.A., Yubcov E., Shahidi F., Alexis M. (2002). Differentiation of cultured and wild sea bass (Dicentrarchus labrax): total lipid content, fatty acid and trace mineral composition. Food Chemistry 79: 145-150",FA converted using XFA; minerals expressed per DM - conversion to FW,2002,0900365,0,1,1,1,1,1,1,6
bc347,Rutilus frisii,Kutum,Finfish,"Caspian kutum, wild, edible flesh, raw",muscle,NA,NA,0.150696,NA,NA,6.7,21.4,"Iran, Caspian sea",Nov,fi71,"Pirestani S., Ali Sahari M., Barzegar M., Seyfabadi S.J. (2009). Chemical compositions and minerals of some commercially important fish species from the South Caspian Sea. International Food Research Journal 16: 39-44",minerals expressed per DM - conversion to FW; all mineral values in brackets: values seem in many cases very low compared to reference data and no explanation is provided;,2009,0900366,0,0,1,0,0,1,1,3
bc348,Liza aurata,Golden grey mullet,Finfish,"Golden grey mullet, wild, edible flesh, raw",muscle,NA,NA,0.193032,NA,NA,4.9,21.3,"Iran, Caspian sea",Nov,fi71,"Pirestani S., Ali Sahari M., Barzegar M., Seyfabadi S.J. (2009). Chemical compositions and minerals of some commercially important fish species from the South Caspian Sea. International Food Research Journal 16: 39-44",minerals expressed per DM - conversion to FW; all mineral values in brackets: values seem in many cases very low compared to reference data and no explanation is provided;,2009,0900367,0,0,1,0,0,1,1,3
bc349,Cyprinus carpio,Common carp,Finfish,"Common carp, wild, edible flesh, raw",muscle,NA,NA,0.165168,NA,NA,3.6,19.4,"Iran, Caspian sea",Nov,fi71,"Pirestani S., Ali Sahari M., Barzegar M., Seyfabadi S.J. (2009). Chemical compositions and minerals of some commercially important fish species from the South Caspian Sea. International Food Research Journal 16: 39-44",minerals expressed per DM - conversion to FW; all mineral values in brackets: values seem in many cases very low compared to reference data and no explanation is provided;,2009,0900368,0,0,1,0,0,1,1,3
bc350,Sander lucioperca,Pike-perch,Finfish,"Pike perch, wild, edible flesh, raw",muscle,NA,NA,0.074482,NA,NA,2,20.4,"Iran, Caspian sea",Nov,fi71,"Pirestani S., Ali Sahari M., Barzegar M., Seyfabadi S.J. (2009). Chemical compositions and minerals of some commercially important fish species from the South Caspian Sea. International Food Research Journal 16: 39-44",minerals expressed per DM - conversion to FW; all mineral values in brackets: values seem in many cases very low compared to reference data and no explanation is provided;,2009,0900369,0,0,1,0,0,1,1,3
bc351,Clupeonella cultriventris,Caspian sea sprat,Finfish,"Common kilka, wild, edible flesh, raw",muscle,NA,NA,0.503116,NA,NA,10.2,18.4,"Iran, Caspian sea",Nov,fi71,"Pirestani S., Ali Sahari M., Barzegar M., Seyfabadi S.J. (2009). Chemical compositions and minerals of some commercially important fish species from the South Caspian Sea. International Food Research Journal 16: 39-44",minerals expressed per DM - conversion to FW; all mineral values in brackets: values seem in many cases very low compared to reference data and no explanation is provided;,2009,0900370,0,0,1,0,0,1,1,3
bc352,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,NA,NA,NA,0.2671,0.4584,3.2,NA,"Portugal coast, Penice",Jan 1998,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900371,0,0,0,1,1,0,1,3
bc353,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,NA,NA,NA,0.0831,0.2768,1.4,NA,"Portugal coast, Penice",Feb 1998,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900372,0,0,0,1,1,0,1,3
bc354,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,NA,NA,NA,0.1159,0.3246,1.7,NA,"Portugal coast, Penice",Mar 1998,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900373,0,0,0,1,1,0,1,3
bc355,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,NA,NA,NA,0.2039,0.3872,2.6,NA,"Portugal coast, Penice",Apr 1998,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900374,0,0,0,1,1,0,1,3
bc356,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,NA,NA,NA,0.0806,0.2421,1.6,NA,"Portugal coast, Penice",May 1997,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900375,0,0,0,1,1,0,1,3
bc357,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,NA,NA,NA,0.1524,0.4445,2.1,NA,"Portugal coast, Penice",Jul 1997,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900376,0,0,0,1,1,0,1,3
bc358,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,NA,NA,NA,0.6368,1.0742,7.5,NA,"Portugal coast, Penice",Aug 1997,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900377,0,0,0,1,1,0,1,3
bc359,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,NA,NA,NA,0.6163,0.8737,6.3,NA,"Portugal coast, Penice",Sep 1997,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900378,0,0,0,1,1,0,1,3
bc36,Scomberomorus commerson,Narrow-barred spanish mackerel,Finfish,"Spanish mackerel (portion), raw",muscle_organs,NA,NA,NA,NA,NA,3.6,21.5,"Thailand, Gulf of Thailand",Oct-Nov,fi2,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",NNP calc. as % of TN,1999,0900036,0,0,0,0,0,1,1,2
bc360,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,NA,NA,NA,0.4919,0.6977,4.7,NA,"Portugal coast, Penice",Oct 1997,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900379,0,0,0,1,1,0,1,3
bc361,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,NA,NA,NA,0.604,1.004,6.8,NA,"Portugal coast, Penice",Nov 1997,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900380,0,0,0,1,1,0,1,3
bc362,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, edible flesh, raw",muscle,NA,NA,NA,0.6385,1.0597,7.3,NA,"Portugal coast, Penice",Dec 1997,fi72,"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",NA,2001,0900381,0,0,0,1,1,0,1,3
bc363,Engraulis encrasicolus,European anchovy,Finfish,"Anchovy, wild, skin-on fillet, raw",muscle,NA,NA,NA,0.520800918711097,0.786013267533626,4.53,NA,"Italy, North Adriatic Sea",Autumn 2006,fi73,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",FAME converted using ShF and XFA,2010,0900382,0,0,0,1,1,0,1,3
bc364,Engraulis encrasicolus,European anchovy,Finfish,"Anchovy, wild, skin-on fillet, raw",muscle,NA,NA,NA,0.881727265228362,1.16565214979173,5.79,NA,"Italy, North Adriatic Sea",Spring 2006,fi73,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",FAME converted using ShF and XFA,2010,0900383,0,0,0,1,1,0,1,3
bc367,Sardina pilchardus,European pilchard,Finfish,"Sardine, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,0.756033342730508,1.4699790635299,7.36,NA,"Italy, North Adriatic Sea",Autumn 2006,fi73,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",FAME converted using ShF and XFA,2010,0900386,0,0,0,1,1,0,1,3
bc368,Sardina pilchardus,European pilchard,Finfish,"Sardine, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,0.177021601011753,0.783580985784842,2.87,NA,"Italy, North Adriatic Sea",Spring 2006,fi73,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",FAME converted using ShF and XFA,2010,0900387,0,0,0,1,1,0,1,3
bc371,Sprattus sprattus,European sprat,Finfish,"Sprat, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,0.269298688878943,0.602071825306406,3.79,NA,"Italy, North Adriatic Sea",Winter 2006,fi73,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",FAME converted using ShF and XFA,2010,0900390,0,0,0,1,1,0,1,3
bc372,Sprattus sprattus,European sprat,Finfish,"Sprat, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,1.05664477054923,1.80159978280054,11.1,NA,"Italy, North Adriatic Sea",Spring 2006,fi73,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",FAME converted using ShF and XFA,2010,0900391,0,0,0,1,1,0,1,3
bc375,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,0.162992816943728,0.327134953680949,2.25,NA,"Italy, North Adriatic Sea",Autumn 2006,fi73,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",FAME converted using ShF and XFA,2010,0900394,0,0,0,1,1,0,1,3
bc376,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Horse mackerel, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,0.191306809089774,0.681223949840249,3.02,NA,"Italy, North Adriatic Sea",Spring 2006,fi73,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",FAME converted using ShF and XFA,2010,0900395,0,0,0,1,1,0,1,3
bc379,Gadus morhua,Atlantic cod,Finfish,"Cod, wild, skinless fillet, frozen",muscle_skinless,NA,NA,NA,0.00408930460584546,0.0274301429244586,0.08,17.4,"Poland, Baltic Sea",NA,fi74,"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",FAME converted using ShF and XFA,2011,0900398,0,0,0,1,1,1,1,4
bc38,Seriolina nigrofasciata,Blackbanded trevally,Finfish,"Black-banded trevally, wild, muscle fillet, raw",muscle,NA,NA,NA,NA,NA,9.2,18.1,"Thailand, Gulf of Thailand",Oct-Nov,fi2,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",NNP calc. as % of TN,1999,0900038,0,0,0,0,0,1,1,2
bc380,Clupea harengus,Atlantic herring,Finfish,"Herring, wild, skinless fillet, frozen",muscle_skinless,NA,NA,NA,0.205817751522833,0.679594407219286,3.7,18.1,"Poland, Baltic Sea",NA,fi74,"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",FAME converted using ShF and XFA,2011,0900399,0,0,0,1,1,1,1,4
bc381,Salmo salar,Atlantic salmon,Finfish,"Baltic salmon, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,0.459944841948386,3.23096520974193,13.1,18.4,"Poland, Baltic Sea",NA,fi74,"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",FAME converted using ShF and XFA,2011,0900400,0,0,0,1,1,1,1,4
bc382,Theragra chalcogramma,Alaska pollock,Finfish,"Walleye pollock, wild, skinless fillet, frozen",muscle_skinless,NA,NA,NA,0.0149056774596101,0.0246263543538878,0.09,12.2,"China, Pacific",NA,fi74,"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",FAME converted using ShF and XFA,2011,0900401,0,0,0,1,1,1,1,4
bc383,Limanda aspera,Yellowfin sole,Finfish,"Sole, frozen, wild, skinless fillet, frozen",muscle_skinless,NA,NA,NA,0.0856484331762253,0.0609097335727417,0.5,13.4,"China, Pacific",NA,fi74,"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",FAME converted using ShF and XFA,2011,0900402,0,0,0,1,1,1,1,4
bc384,Pagellus bogaraveo,Blackspot seabream,Finfish,"Blackspot seabream, wild, ventral white muscle fillet, raw",muscle,64,0.136,0.256,0.018,0.22,0.53,NA,"Spain, Galician Atlantic coast",NA,fi76,"Álvarez V., Medina I., Prego R., Aubourg S.P. (2009). Lipid and mineral distribution in different zones of farmed and wild blackspot seabream (Pagellus bogaraveo). Eur. J. Lipid Sci. Technol. 111: 957-966",NA,2009,0900403,1,1,1,1,1,0,1,6
bc385,Pagellus bogaraveo,Blackspot seabream,Finfish,"Blackspot seabream, wild, dorsal white muscle fillet, raw",muscle,39,0.152,0.263,NA,NA,NA,NA,"Spain, Galician Atlantic coast",NA,fi76,"Álvarez V., Medina I., Prego R., Aubourg S.P. (2009). Lipid and mineral distribution in different zones of farmed and wild blackspot seabream (Pagellus bogaraveo). Eur. J. Lipid Sci. Technol. 111: 957-966",NA,2009,0900404,1,1,1,0,0,0,0,3
bc386,Pagellus bogaraveo,Blackspot seabream,Finfish,"Blackspot seabream, wild, tail white muscle fillet, raw",muscle,69,0.186,0.356,0.018,0.203,0.52,NA,"Spain, Galician Atlantic coast",NA,fi76,"Álvarez V., Medina I., Prego R., Aubourg S.P. (2009). Lipid and mineral distribution in different zones of farmed and wild blackspot seabream (Pagellus bogaraveo). Eur. J. Lipid Sci. Technol. 111: 957-966",NA,2009,0900405,1,1,1,1,1,0,1,6
bc387,Hippoglossus hippoglossus,Atlantic halibut,Finfish,"Atlantic halibut, wild, ventral white fillet (skinless, boneless, visible fat removed), raw",muscle_skinless,NA,NA,NA,0.016,0.033,0.13,NA,"Norway, Northern Sea",Aug,fi77,"Olsson G.B., Olsen R.L., Carlehög M., Ofstad R. (2003). Seasonal variations in chemical and sensory characteristics of farmed and wild Atlantic halibut (Hippoglossus hippoglossus). Aquaculture 217: 191-205",FA: tr= <0.001g FA/100g muscle,2003,0900406,0,0,0,1,1,0,1,3
bc388,Psetta maxima,Turbot,Finfish,"Turbot, wild, fillet (without visible fat), raw",muscle,NA,NA,NA,NA,NA,0.7,19.2,"Ireland, off the coast of Cork, Celtic Sea",Aug 2000,fi78,"Ruff N., Fitzgerald R.D., Cross T.F., Kerry J.P. Comparative composition and shelf-life of fillets of wild and cultured turbot (Scophthalmus maximus) and Atlantic halibut (Hippoglossus hippoglossus) (2002) Aquaculture International, 10, 241-256",FAT- (analyzed according to AOAC 1999),2002,0900407,0,0,0,0,0,1,1,2
bc389,Hippoglossus hippoglossus,Atlantic halibut,Finfish,"Atlantic halibut, wild, fillet (without visible fat), raw",muscle,NA,NA,NA,NA,NA,0.5,22.6,"Iceland, off the north-west coast, Atlantic Sea",Jul 2001,fi78,"Ruff N., Fitzgerald R.D., Cross T.F., Kerry J.P. Comparative composition and shelf-life of fillets of wild and cultured turbot (Scophthalmus maximus) and Atlantic halibut (Hippoglossus hippoglossus) (2002) Aquaculture International, 10, 241-256",FAT- (analyzed according to AOAC 1999),2002,0900408,0,0,0,0,0,1,1,2
bc390,Sarda orientalis,Striped bonito,Finfish,"Oriental bonito, wild, dorsal white muscle fillet, raw",muscle,NA,NA,NA,0.1449726,0.5486218,3.2,NA,"Japan, Nagasaki, East China Sea",Oct 2002,fi79,"Osako K., Saito H., Weng W., Kuwahara K., Tanaka M. (2009). Lipid characteristics of coastal migratory Sarda orientalis tissues. Fish Sci 75: 1055-1066",FA converted using XFA,2009,0900409,0,0,0,1,1,0,1,3
bc391,Sarda orientalis,Striped bonito,Finfish,"Oriental bonito, wild, dorsal white muscle fillet, raw",muscle,NA,NA,NA,0.0434448,0.1665384,0.8,NA,"Japan, Nagasaki, East China Sea",Jun 2005,fi79,"Osako K., Saito H., Weng W., Kuwahara K., Tanaka M. (2009). Lipid characteristics of coastal migratory Sarda orientalis tissues. Fish Sci 75: 1055-1066",FA converted using XFA,2009,0900410,0,0,0,1,1,0,1,3
bc392,Sarda orientalis,Striped bonito,Finfish,"Oriental bonito, wild, dorsal white muscle fillet, raw",muscle,NA,NA,NA,0.0397119,0.1623311,0.9,NA,"Japan, Nagasaki, East China Sea",Jun 2005,fi79,"Osako K., Saito H., Weng W., Kuwahara K., Tanaka M. (2009). Lipid characteristics of coastal migratory Sarda orientalis tissues. Fish Sci 75: 1055-1066",FA converted using XFA,2009,0900411,0,0,0,1,1,0,1,3
bc394,Spondyliosoma cantharus,Black seabream,Finfish,"Black bream, wild, edible flesh, raw",muscle,NA,NA,NA,NA,NA,0.2,19,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900413,0,0,0,0,0,1,1,2
bc398,Zeus faber,John dory,Finfish,"Jhan Dory, wild, edible flesh, raw",muscle,NA,NA,NA,NA,NA,1,20,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900417,0,0,0,0,0,1,1,2
