ref_info,seanuts_id2,food_name_clean,species_name,nutrient,concentration,subgroup,abs_lat,latitude,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,max_length,length_from_study,commonlength,commonlengthf,commonlengthref,lengthfemale,maxlengthref,length_source_1,mean_length,tl,food_item_id_2,country_region,season,isscaap_cat,feedingtyperef,feeding_habit,demerspelag,brackishwater,brack,marine,fresh,trophic_level,diettroph,dietsetroph,foodsetroph,isotroph,isosetroph,ecotroph,ecosetroph,weight,weightfemale,maxweightref,weight_from_study
"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",261,European_perch_wild_dorsal_muscle_raw,Perca fluviatilis,ca_mg,8.8,finfish,54.117096,54.117096,60,60,3.66,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,60,NA,25,NA,556,NA,59043,NA,60,4.4,900131,NA,Jun-97,Miscellaneous freshwater fishes,2939,NA,demersal,NA,-1,NA,-1,3.66,4.35,NA,0.58,NA,NA,NA,NA,4750,NA,2058,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",1886,NA,Perna viridis,ca_mg,522.6,mollusc,22.57,NA,11,11,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,"collected from landing stations in India, no specific locations published",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M.S. Astorga-España, E.M. Rodríguez-Rodríguez, C. Díaz-Romero, Comparison of mineral and trace element concentrations in two molluscs from the Strait of Magellan (Chile) Journal of Food Composition and Analysis, 20 (3-4) (2007), pp. 273–279",1716,NA,Perunytitus purpuratus,ca_mg,180,mollusc,NA,-53.5,NaN,NaN,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,10/1/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M.S. Astorga-España, E.M. Rodríguez-Rodríguez, C. Díaz-Romero, Comparison of mineral and trace element concentrations in two molluscs from the Strait of Magellan (Chile) Journal of Food Composition and Analysis, 20 (3-4) (2007), pp. 273–279",1717,NA,Perunytitus purpuratus,ca_mg,140,mollusc,NA,-53.5,NaN,NaN,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,11/1/2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M.S. Astorga-España, E.M. Rodríguez-Rodríguez, C. Díaz-Romero, Comparison of mineral and trace element concentrations in two molluscs from the Strait of Magellan (Chile) Journal of Food Composition and Analysis, 20 (3-4) (2007), pp. 273–279",1718,NA,Perunytitus purpuratus,ca_mg,150,mollusc,NA,-53.5,NaN,NaN,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,12/1/2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M.S. Astorga-España, E.M. Rodríguez-Rodríguez, C. Díaz-Romero, Comparison of mineral and trace element concentrations in two molluscs from the Strait of Magellan (Chile) Journal of Food Composition and Analysis, 20 (3-4) (2007), pp. 273–279",1720,NA,Perunytitus purpuratus,ca_mg,100,mollusc,NA,-53.5,NaN,NaN,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,2/1/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",20,NA,Pila sp.,ca_mg,812,mollusc,14.903036,14.903036,15,15,NaN,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,15,NA,902189,NA,dry season,"Abalones, winkles, conchs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gokoglu, Nalan, Mehmet Gokoglu, and Pinar Yerlikaya. ""Seasonal variations in proximate and elemental composition of pearl oyster (Pinctada radiata, Leach, 1814)."" Journal of the Science of Food and Agriculture 86.13 (2006): 2161-2165.",1760,NA,Pinctada radiata,ca_mg,58.49844639,mollusc,NA,NA,6,6,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,9/3/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gokoglu, Nalan, Mehmet Gokoglu, and Pinar Yerlikaya. ""Seasonal variations in proximate and elemental composition of pearl oyster (Pinctada radiata, Leach, 1814)."" Journal of the Science of Food and Agriculture 86.13 (2006): 2161-2165.",1761,NA,Pinctada radiata,ca_mg,79.8921264,mollusc,NA,NA,6,6,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,11/3/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gokoglu, Nalan, Mehmet Gokoglu, and Pinar Yerlikaya. ""Seasonal variations in proximate and elemental composition of pearl oyster (Pinctada radiata, Leach, 1814)."" Journal of the Science of Food and Agriculture 86.13 (2006): 2161-2165.",1762,NA,Pinctada radiata,ca_mg,87.34009498,mollusc,NA,NA,6,6,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,1/3/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gokoglu, Nalan, Mehmet Gokoglu, and Pinar Yerlikaya. ""Seasonal variations in proximate and elemental composition of pearl oyster (Pinctada radiata, Leach, 1814)."" Journal of the Science of Food and Agriculture 86.13 (2006): 2161-2165.",1763,NA,Pinctada radiata,ca_mg,64.18197807,mollusc,NA,NA,6,6,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,3/3/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gokoglu, Nalan, Mehmet Gokoglu, and Pinar Yerlikaya. ""Seasonal variations in proximate and elemental composition of pearl oyster (Pinctada radiata, Leach, 1814)."" Journal of the Science of Food and Agriculture 86.13 (2006): 2161-2165.",1764,NA,Pinctada radiata,ca_mg,42.18514393,mollusc,NA,NA,6,6,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,5/3/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gokoglu, Nalan, Mehmet Gokoglu, and Pinar Yerlikaya. ""Seasonal variations in proximate and elemental composition of pearl oyster (Pinctada radiata, Leach, 1814)."" Journal of the Science of Food and Agriculture 86.13 (2006): 2161-2165.",1765,NA,Pinctada radiata,ca_mg,37.23702879,mollusc,NA,NA,6,6,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,7/3/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",1741,NA,Placopectens magellanicus,ca_mg,9.2,mollusc,NA,NA,NaN,20,2,filtering plankton,mainly plants/detritus (troph. 2-2.19),NA,20,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,summer 1980,NA,NA,filtering plankton,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,204,NA,Platichthys stellatus,ca_mg,18,finfish,52.372895,52.372895,89.66666667,83,3.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),catadromous,91,NA,57.5,NA,12193,NA,2850,NA,91,NA,NA,NA,NA,NA,9013,NA,demersal,NA,-1,NA,-1,3.5,3.58,0.113,0.5,NA,NA,NA,NA,9100,NA,2850,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1998,Murbaila,Platycephalus indicus,ca_mg,150,finfish,23.81,NA,100,NaN,4.09,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,60,NA,3476,NA,7050,NA,100,NA,NA,Cox's Bazar,July–September 2012,NA,NA,NA,reef-associated,NA,-1,NA,0,4.09,3.6,0.58,0.72,NA,NA,NA,NA,3500,NA,40637,NA
"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",217,Atka_mackerel_wild_fillet_raw,Pleurogrammus monopterygius,ca_mg,14.1,finfish,57.241325,57.241325,54.375,52.25,3.64,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,52.25,NA,NA,NA,NA,NA,56527,NA,54.375,3.33,900840,NA,NA,Miscellaneous coastal fishes,9021,NA,demersal,NA,0,NA,0,3.64,3.38,NA,0.74,NA,NA,NA,NA,2.00E+03,NA,56344,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",174,European_plaice_wild_fillet_with_skin_raw,Pleuronectes platessa,ca_mg,28,finfish,63.968654,63.968654,100,100,3.23,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,100,NA,40,NA,3397,NA,4705,NA,100,3.26,901249,NA,NA,"Flounders, halibuts, soles",4645,NA,demersal,NA,-1,NA,0,3.23,NA,NA,0.5,NA,NA,NA,NA,7.00E+03,NA,173,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",254,Pollock_saithe_wild_fillet_raw,Pollachius virens,ca_mg,10,finfish,63.968654,63.968654,127.4444444,118.5,3.61,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,130,NA,60,NA,4645,NA,1371,NA,130,4.4,901253,NA,NA,"Cods, hakes, haddocks",4587,NA,demersal,NA,0,NA,0,3.61,4.31,0.351,0.72,NA,NA,NA,NA,3.20E+04,NA,7251,NA
"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",32,Golden_apple_snail_wild_shelled_raw,Pomacea canaliculata,ca_mg,444,mollusc,14.903036,14.903036,15,15,NaN,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,15,NA,900604,NA,dry season,"Abalones, winkles, conchs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musaiger A.O., Al-Rumaidh M.J. (2005). Proximate and mineral composition of crab meat consumed in Bahrain. International Journal of Food Sciences and Nutrition 56(4): 231-235",60,Crab_wild_male_meat_raw,Portunus pelagicus,ca_mg,115,crustacean,26.0667,26.0667,14,18.2,3.58,variable,mainly animals (troph. 2.8 and up),NA,17,NA,NA,NA,NA,NA,NA,NA,14,3,901054,NA,NA,"Crabs, sea-spiders",NA,variable,NA,NA,NA,NA,NA,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musaiger A.O., Al-Rumaidh M.J. (2005). Proximate and mineral composition of crab meat consumed in Bahrain. International Journal of Food Sciences and Nutrition 56(4): 231-235",61,Crab_wild_female_meat_raw,Portunus pelagicus,ca_mg,112,crustacean,26.0667,26.0667,14,18.2,3.58,variable,mainly animals (troph. 2.8 and up),NA,17,NA,NA,NA,NA,NA,NA,NA,14,3,901052,NA,NA,"Crabs, sea-spiders",NA,variable,NA,NA,NA,NA,NA,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gökoðlu, Nalan, and Pýnar Yerlikaya. ""Determinaton of proximate composition and mineral contents of blue crab (Callinectes sapidus) and swim crab (Portunus pelagicus) caught off the Gulf of Antalya."" Food Chemistry 80.4 (2003): 495-498.",1751,NA,Portunus pelagicus,ca_mg,150.9,crustacean,NA,NA,14,18.2,3.58,variable,mainly animals (troph. 2.8 and up),NA,20,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,7/1/2017,NA,NA,variable,NA,NA,NA,NA,NA,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gökoðlu, Nalan, and Pýnar Yerlikaya. ""Determinaton of proximate composition and mineral contents of blue crab (Callinectes sapidus) and swim crab (Portunus pelagicus) caught off the Gulf of Antalya."" Food Chemistry 80.4 (2003): 495-498.",1752,NA,Portunus pelagicus,ca_mg,87.6,crustacean,NA,NA,14,18.2,3.58,variable,mainly animals (troph. 2.8 and up),NA,20,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,7/1/2017,NA,NA,variable,NA,NA,NA,NA,NA,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",255,NA,Prochilodus reticulatus,ca_mg,10,finfish,NA,NA,28,NaN,2,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),NA,NaN,NA,NA,NA,NA,NA,37057,NA,28,NA,NA,NA,NA,NA,NA,NA,benthopelagic,NA,-1,NA,-1,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Perea A. Gómez E. Mayorga Y., Triana C.Y. (2008). Caracterización nutricional de pescados de produccion y consumo regional en Bucaramanga, Colombia. Archivos Latinoamericanos de Nutricion 58(1): 91-97",202,Prochilod_wild_boneless_skinless_fillet_raw,Prochilodus reticulatus magdalenae,ca_mg,19,finfish,5.816764,5.816764,28,28,NaN,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),NA,NaN,NA,NA,NA,NA,NA,NA,NA,28,2,900968,NA,NA,Miscellaneous freshwater fishes,NA,NA,NA,NA,NA,NA,NA,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",213,NA,Protonibea diacanthus,ca_mg,14.5,finfish,NA,NA,150,NaN,3.93,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,100,NA,9772,NA,9772,NA,150,NA,NA,NA,NA,NA,NA,NA,demersal,NA,-1,NA,0,3.93,3.5,0.6,0.69,NA,NA,NA,NA,NA,NA,NA,NA
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2010,turbotfish,Psetta maxima,ca_mg,30.5,finfish,NA,NA,100,100,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,Black Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perea A. Gómez E. Mayorga Y., Triana C.Y. (2008). Caracterización nutricional de pescados de produccion y consumo regional en Bucaramanga, Colombia. Archivos Latinoamericanos de Nutricion 58(1): 91-97",180,Sorubim_wild_boneless_skinless_fillet_raw,Pseudoplatystoma fasciatum,ca_mg,24.5,finfish,5.816764,5.816764,104,104,4.38,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,104,NA,NA,NA,NA,NA,40637,NA,104,4.4,900969,NA,NA,Miscellaneous freshwater fishes,9096,NA,demersal,NA,0,NA,-1,4.38,NA,NA,0.78,NA,NA,NA,NA,7.00E+04,NA,35381,NA
"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",17,cleaned_fish_raw,Puntioplites proctozystron,ca_mg,851.73,finfish,12.265754,12.265754,30,30,2.7,variable,plants/detritus+animals (troph. 2.2-2.79),potamodromous,30,NA,NA,NA,NA,NA,4792,NA,30,2.7,901092,NA,"Oct, Nov 2001","Carps, barbels and other cyprinids",NA,NA,benthopelagic,NA,0,NA,-1,2.7,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",23,NA,Puntius sophore,ca_mg,800,finfish,NA,NA,19.30434783,16,NaN,NA,NA,amphidromous,NaN,NA,NA,NA,NA,NA,94495,NA,20,NA,NA,NA,NA,NA,NA,NA,benthopelagic,NA,-1,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",1872,NA,Puntius sophore,ca_mg,944.6,finfish,22.57,NA,19.30434783,16,NaN,NA,NA,amphidromous,NaN,NA,NA,NA,NA,NA,94495,NA,20,NA,NA,"collected from landing stations in India, no specific locations published",NA,NA,NA,NA,benthopelagic,NA,-1,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mahanty, A., Ganguly, S., Verma, A., Sahoo, S., Mitra, P., Paria, P., Sharma, A.P., Singh, B.K. and Mohanty, B.P., 2014. Nutrient profile of small indigenous fish Puntius sophore: proximate composition, amino acid, fatty acid and micronutrient profiles. National Academy Science Letters, 37(1), pp.39-44.",1887,NA,Puntius sophore,ca_mg,974.8,finfish,22.57,NA,19.30434783,16,NaN,NA,NA,amphidromous,NaN,NA,NA,NA,NA,NA,94495,NA,20,NA,NA,"The fishes were collected from ponds and wetlands in and around Kolkata, West Bengal",NA,NA,NA,NA,benthopelagic,NA,-1,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2025,sea snail,Rapana venosa,ca_mg,125.5,mollusc,NA,NA,NaN,16.1,3.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,16.1,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,Black Sea,NA,NA,NA,hunting macrofauna (predator),NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",19,cleaned_fish_raw,Rasbora tornieri,ca_mg,812.59,finfish,12.265754,12.265754,17,17,3.2,NA,mainly animals (troph. 2.8 and up),non-migratory,17,NA,NA,NA,NA,NA,30857,NA,17,3.2,901089,NA,"Oct, Nov 2001","Carps, barbels and other cyprinids",NA,NA,benthopelagic,NA,0,NA,-1,3.2,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",171,NA,Rastrelliger kanagurta,ca_mg,30.3,finfish,NA,NA,37.91176471,32,3.190000057,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,25,NA,30573,NA,90102,NA,38,NA,NA,NA,NA,NA,NA,NA,pelagic-neritic,NA,0,NA,0,3.190000057,NA,NA,0.3788,NA,NA,NA,NA,NA,NA,NA,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",279,Greenland_halibut_wild_fillet_raw,Reinhardtius hippoglossoides,ca_mg,5.9,finfish,63.968654,63.968654,76.5,66,4.09,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,66,NA,56,NA,55110,130,56370,NA,76.5,4.48,901250,NA,NA,"Flounders, halibuts, soles",6394,NA,benthopelagic,NA,0,NA,0,4.09,4.38,0.144,0.81,NA,NA,NA,NA,7.00E+03,4.50E+04,173,NA
"Pirestani S., Ali Sahari M., Barzegar M., Seyfabadi S.J. (2009). Chemical compositions and minerals of some commercially important fish species from the South Caspian Sea. International Food Research Journal 16: 39-44",269,Caspian_kutum_wild_edible_flesh_raw,Rutilus frisii kutum,ca_mg,7.59,finfish,35.707481,35.707481,70,70,NaN,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,70,NA,NA,NA,NA,NA,NA,NA,70,3.5,900366,NA,Nov,"Carps, barbels and other cyprinids",NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",186,Roach_wild_dorsal_muscle_raw,Rutilus rutilus,ca_mg,21.63,finfish,54.084241,54.084241,50,50,2.87,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),potamodromous,50,NA,25,NA,556,NA,59043,NA,50,2.8,900117,NA,Jun-97,"Carps, barbels and other cyprinids",4938,NA,benthopelagic,NA,-1,NA,-1,2.87,2.96,NA,0.31,NA,NA,NA,NA,1840,NA,4699,NA
"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",199,Roach_wild_dorsal_muscle_raw,Rutilus rutilus,ca_mg,19.5,finfish,54.00394,54.00394,50,50,2.87,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),potamodromous,50,NA,25,NA,556,NA,59043,NA,50,2.8,900121,NA,Jun-97,"Carps, barbels and other cyprinids",4938,NA,benthopelagic,NA,-1,NA,-1,2.87,2.96,NA,0.31,NA,NA,NA,NA,1840,NA,4699,NA
"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",201,Roach_wild_dorsal_muscle_raw,Rutilus rutilus,ca_mg,19.12,finfish,54.117096,54.117096,50,50,2.87,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),potamodromous,50,NA,25,NA,556,NA,59043,NA,50,2.8,900120,NA,Jun-97,"Carps, barbels and other cyprinids",4938,NA,benthopelagic,NA,-1,NA,-1,2.87,2.96,NA,0.31,NA,NA,NA,NA,1840,NA,4699,NA
"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",223,Roach_wild_dorsal_muscle_raw,Rutilus rutilus,ca_mg,13.02,finfish,54.084241,54.084241,50,50,2.87,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),potamodromous,50,NA,25,NA,556,NA,59043,NA,50,2.8,900119,NA,Jun-97,"Carps, barbels and other cyprinids",4938,NA,benthopelagic,NA,-1,NA,-1,2.87,2.96,NA,0.31,NA,NA,NA,NA,1840,NA,4699,NA
"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",227,Roach_wild_dorsal_muscle_raw,Rutilus rutilus,ca_mg,12.78,finfish,54.00394,54.00394,50,50,2.87,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),potamodromous,50,NA,25,NA,556,NA,59043,NA,50,2.8,900118,NA,Jun-97,"Carps, barbels and other cyprinids",4938,NA,benthopelagic,NA,-1,NA,-1,2.87,2.96,NA,0.31,NA,NA,NA,NA,1840,NA,4699,NA
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",245,NA,Salvelinus alpinus alpinus,ca_mg,11,finfish,NA,NA,107,NaN,3.460000038,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NaN,NA,40,NA,4779,NA,40637,NA,107,NA,NA,NA,NA,NA,NA,NA,benthopelagic,NA,-1,NA,-1,3.460000038,4.39,0.51,0.68,NA,NA,NA,NA,1.50E+04,NA,4779,NA
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",272,NA,Salvelinus alpinus alpinus,ca_mg,7,finfish,NA,NA,107,NaN,3.460000038,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NaN,NA,40,NA,4779,NA,40637,NA,107,NA,NA,NA,NA,NA,NA,NA,benthopelagic,NA,-1,NA,-1,3.460000038,4.39,0.51,0.68,NA,NA,NA,NA,1.50E+04,NA,4779,NA
"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",228,Brook_trout_wild_female_flesh_raw,Salvelinus fontinalis,ca_mg,12.7,finfish,47.878794,47.878794,86,86,3.74,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,86,NA,26.35,NA,12193,NA,7248,NA,86,3.1,900060,NA,Aug-Sep 1993,"Salmons, trouts, smelts",6258,NA,demersal,NA,-1,NA,-1,3.74,3.31,0,0.56,NA,NA,NA,NA,8.00E+03,NA,100229,NA
