Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,Fresh,Brack,Saltwater,DepthRangeDeep,Length,nutrient,concentration,reference,abs_lat,seanuts_id2,subgroup,source,part,page_id,level_1,level_2,realm
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,ca_mg,NA,27,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,ca_mg,9,79,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,ca_mg,NA,72,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,zn_mg,NA,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,zn_mg,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,zn_mg,NA,27,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,zn_mg,0.4,79,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,zn_mg,NA,72,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fe_mg,NA,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fe_mg,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fe_mg,NA,27,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fe_mg,0.4,79,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fe_mg,NA,72,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,protein_g,NA,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,protein_g,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,protein_g,18.4,27,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,protein_g,18.8,79,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,protein_g,NA,72,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fat_g,1.8,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fat_g,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fat_g,2.3,27,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fat_g,1.8,79,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fat_g,3.1,72,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fapun3,NA,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fapun3,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fapun3,NA,27,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fapun3,NA,79,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fapun3,NA,72,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fapun_all_g,0.6,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fapun_all_g,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fapun_all_g,NA,27,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fapun_all_g,0.7,79,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,fapun_all_g,NA,72,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,mn_mg,NA,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,mn_mg,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,mn_mg,NA,27,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,mn_mg,NA,79,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,mn_mg,NA,72,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,mg_mg,NA,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,mg_mg,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,mg_mg,NA,27,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,mg_mg,NA,79,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,mg_mg,NA,72,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,epa,0.2,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,epa,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,epa,NA,27,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,epa,NA,79,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,epa,NA,72,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,dha,0.3,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,dha,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,dha,NA,27,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,dha,NA,79,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,NA,NA,marine,838,76,dha,NA,72,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,ca_mg,32,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,52.372895,167,finfish,seanuts,unknown,NA,NA,NA,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,fat_g,1.3,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,52.372895,167,finfish,seanuts,unknown,NA,NA,NA,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,zn_mg,0.36,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,52.372895,167,finfish,seanuts,unknown,NA,NA,NA,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,fe_mg,0.18000000000000002,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,52.372895,167,finfish,seanuts,unknown,NA,NA,NA,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,ca_mg,NA,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,ca_mg,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,ca_mg,15,21,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,zn_mg,NA,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,zn_mg,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,zn_mg,NA,21,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,fe_mg,NA,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,fe_mg,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,fe_mg,0.8,21,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,protein_g,NA,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,protein_g,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,protein_g,20,21,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,fat_g,1.2,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,fat_g,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,fat_g,NA,21,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,fapun3,NA,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,fapun3,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,fapun3,NA,21,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,fapun_all_g,0.4,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,fapun_all_g,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,fapun_all_g,NA,21,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,mn_mg,NA,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,mn_mg,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,mn_mg,NA,21,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,mg_mg,NA,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,mg_mg,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,mg_mg,NA,21,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,epa,NA,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,epa,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,epa,NA,21,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,dha,0.2,23,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,dha,NA,69,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,NA,NA,marine,549,104,dha,NA,21,NA,NA,NA,cine,muscle,6436,Fish,Saltwater Fish,marine
Sebastes viviparus,20,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.03,temperate,short and / or deep,demersal,NA,NA,marine,300,66.5,fat_g,2.3,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",56.511018,1095,finfish,seanuts,unknown,NA,NA,NA,marine
Sebastes viviparus,20,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.03,temperate,short and / or deep,demersal,NA,NA,marine,300,66.5,fat_g,2.3,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",56.511018,1095,finfish,seanuts,unknown,NA,NA,NA,marine
Sebastes viviparus,20,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.03,temperate,short and / or deep,demersal,NA,NA,marine,300,66.5,fat_g,1.9,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",56.511018,1096,finfish,seanuts,unknown,NA,NA,NA,marine
Sebastes viviparus,20,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.03,temperate,short and / or deep,demersal,NA,NA,marine,300,66.5,fat_g,1.9,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",56.511018,1096,finfish,seanuts,unknown,NA,NA,NA,marine
Sillago sihama,1,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.18,tropical,elongated,reef-associated,NA,brack,marine,60,31,fapun_all_g,0.303872569,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",37.370157,1126,finfish,seanuts,unknown,NA,NA,NA,brackmarine
Sillago sihama,1,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.18,tropical,elongated,reef-associated,NA,brack,marine,60,31,fapun3,0.23240116900000002,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",37.370157,1126,finfish,seanuts,unknown,NA,NA,NA,brackmarine
Sillago sihama,1,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.18,tropical,elongated,reef-associated,NA,brack,marine,60,31,epa,0.10363353000000002,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",37.370157,1126,finfish,seanuts,unknown,NA,NA,NA,brackmarine
Sillago sihama,1,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.18,tropical,elongated,reef-associated,NA,brack,marine,60,31,dha,0.127099973,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",37.370157,1126,finfish,seanuts,unknown,NA,NA,NA,brackmarine
Sillago sihama,1,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.18,tropical,elongated,reef-associated,NA,brack,marine,60,31,fat_g,1.43,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",37.370157,1126,finfish,seanuts,unknown,NA,NA,NA,brackmarine
Sillago sihama,1,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.18,tropical,elongated,reef-associated,NA,brack,marine,60,31,fat_g,3.3900000000000006,"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",20.593684,1465,finfish,seanuts,unknown,NA,NA,NA,brackmarine
Silurus glanis,2.8333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,temperate,elongated,benthopelagic,fresh,brack,NA,30,500,fapun_all_g,0.1162944,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",37,1128,finfish,seanuts,unknown,NA,NA,NA,freshbrack
