sciname,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,Land,ASFA,Synopsis,DateSynopsis,Flag,VancouverAquarium,Sp2000_NameCode,Sp2000_HierarchyCode,Sp2000_AuthorRefNumber,E_Append,E_DateAppend,SpecCode
Aluterus monoceros,Elimia,variata,19,"(Lea, 1861)",squat elimia,NA,NA,NA,NA,2059,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:10.000Z,0,NA,NA,NA,NA,0,ITS-71847,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,4274
Chanda nama,Caecosphaeroma,burgundum,19,"Dollfus, 1898",NA,NA,NA,NA,NA,593,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:54.000Z,0,NA,NA,NA,NA,0,ITS-542628,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,10132
Anchoa hepsetus,Siphonaria,zelandica,89373,"Quoy & Gaimard, 1833",NA,NA,NA,NA,NA,1964,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,247,2012-11-27T00:00:00.000Z,NA,NA,2015-05-11T10:20:57.000Z,0,NA,NA,NA,NA,0,AFD-Pul-55,Animalia-Mollusca-Gastropoda-Basommatophora,AFD-Pul-QUOY1833A,NA,NA,1133
Anguilla bicolor,Hemitoma,ostheinerae,19,unspecified,NA,NA,NA,NA,NA,1937,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:20.000Z,0,NA,NA,NA,NA,0,ITS-204825,Animalia-Mollusca-Gastropoda-Archaeogastropoda,NA,NA,NA,1274
Arius madagascariensis,Lischkeia,actinophora,19,"(Dall, 1890)",NA,NA,NA,NA,NA,1953,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:27.000Z,0,NA,NA,NA,NA,0,ITS-204865,Animalia-Mollusca-Gastropoda-Archaeogastropoda,NA,NA,NA,1291
Arripis trutta,Ceratostoma,nuttalli,19,"(Conrad, 1837)",NA,Cenut_u0.jpg,NA,NA,NA,2011,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:57.000Z,0,NA,NA,NA,NA,0,ITS-73241,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,5048
Atherina boyeri,Buccinum,amaliae,19,"Verkruzen, 1878",NA,NA,NA,NA,NA,1998,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:53.000Z,0,NA,NA,NA,NA,0,ITS-567296,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,1696
Bagrus docmak,Odostomia,richi,19,"Dall & Bartsch, 1909",NA,NA,NA,NA,NA,1990,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:38.000Z,0,NA,NA,NA,NA,0,ITS-75632,Animalia-Mollusca-Gastropoda-Heterostropha,NA,NA,NA,6519
Bothus podas,Laemodonta,forestieri,19,"(Souverbie & Montrouzieri, 1864)",NA,NA,NA,NA,NA,2146,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:24.000Z,0,NA,NA,NA,NA,0,AFD-Pul-540,Animalia-Mollusca-Gastropoda-Pulmonata,AFD-Pul-0972,NA,NA,207
Brevoortia aurea,Crepipatella,dorsata,19,"(Broderip, 1834)",Pacific half-slippersnail,NA,NA,NA,NA,2032,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,SHL,NA,NA,95344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Found on rocks and snail shells along the intertidal zone and deeper (Ref. 95344).,NA,2,2005-12-11T00:00:00.000Z,286,2014-04-22T00:00:00.000Z,NA,NA,2015-05-11T10:20:03.000Z,0,NA,NA,NA,NA,0,ITS-567425,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,1587
Brycon orbignyanus,Tellina,lineata,19,"Turton, 1819",rose-petal tellin,Telin_u1.jpg,NA,NA,NA,1876,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,8,2007-03-01T00:00:00.000Z,NA,NA,2015-05-11T10:21:01.000Z,0,NA,NA,NA,NA,0,ITS-81097,Animalia-Mollusca-Bivalvia-Veneroida,NA,NA,NA,48557
Carcharhinus limbatus,Eulithidium,pulloide,19,"(Carpenter, 1864)",sullied pheasant,NA,NA,NA,NA,1954,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:13.000Z,0,NA,NA,NA,NA,0,ITS-567567,Animalia-Mollusca-Gastropoda-Archaeogastropoda,NA,NA,NA,874
Catostomus commersonii,Scurria,mesoleuca,19,"(Menke, 1851)",NA,NA,NA,NA,NA,2137,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,8,2007-07-31T00:00:00.000Z,NA,NA,2015-05-11T10:20:56.000Z,0,NA,NA,NA,NA,0,ITS-69734,Animalia-Mollusca-Gastropoda-Patellogastropoda,NA,NA,NA,2965
Centrophorus squamosus,Amimopina,macleayi,19,"(Brazier, 1876)",NA,NA,NA,NA,NA,2143,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:41.000Z,0,NA,NA,NA,NA,0,AFD-Pul-853,Animalia-Mollusca-Gastropoda-Pulmonata,AFD-Pul-0018,NA,NA,653
Centroscyllium fabricii,Austrorhytida,capillacea,19,"(Férussac, 1832)",NA,NA,NA,NA,NA,2152,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:48.000Z,0,NA,NA,NA,NA,0,AFD-Pul-919,Animalia-Mollusca-Gastropoda-Pulmonata,AFD-Pul-0374,NA,NA,656
Centroscymnus coelolepis,Lomanotus,genei,899,"Verany, 1846",NA,NA,NA,NA,NA,2119,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,9.4,TL,NA,NA,899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:27.000Z,0,NA,NA,NA,NA,0,ITS-205282,Animalia-Mollusca-Gastropoda-Nudibranchia,NA,NA,NA,662
Cephalopholis taeniops,Pyrgocythara,filosa,7797,"Rehder, 1943",filose mangelia,NA,NA,NA,NA,2001,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,8,15,83435,NA,NA,NA,NA,NA,NA,NA,NA,0.65,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,29,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:52.000Z,0,NA,NA,NA,NA,0,ITS-74917,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,3,2011-08-12,4936
Chela cachius,Microcharon,profundalis,19,"Karaman, 1940",NA,NA,NA,NA,NA,562,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:31.000Z,0,NA,NA,NA,NA,0,ITS-545520,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,13220
Chelidonichthys lucerna,Anidolyta,duebenii,85339,"(Loven, 1846)",NA,NA,NA,NA,NA,2083,NA,O,NA,NA,0,0,0,1,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,205,2010-11-17T00:00:00.000Z,NA,NA,2015-05-11T10:19:43.000Z,0,NA,NA,NA,NA,0,ITS-205240,Animalia-Mollusca-Gastropoda-Notaspidea,NA,NA,NA,1366
Chelon labrosus,Colus,calathus,19,"Dall, 1919",NA,NA,NA,NA,NA,1998,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:01.000Z,0,NA,NA,NA,NA,0,ITS-656332,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,2499
Chirocentrus dorab,Conus,sponsalis,2877,"Hwass, 1792",NA,Cospo_u0.jpg,NA,NA,NA,2001,Coninae,O,NA,NA,0,0,0,1,benthic,NA,NA,1,40,99748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,"Known at a depth of 15 m, on alga-covered reefs (Ref. 337).  A vermivore (Ref. 96679). Members of the super group Prosobranchia are gonochoric (Ref. 833).",NA,4,2005-12-11T00:00:00.000Z,293,2015-02-09T00:00:00.000Z,NA,NA,2015-05-11T10:20:02.000Z,0,NA,NA,NA,NA,0,ITS-75384,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,6358
Clarias macrocephalus,Piliscus,commodus,19,"(Middendorff, 1851)",NA,NA,NA,NA,NA,2075,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,274,274,83435,NA,NA,NA,NA,NA,NA,NA,NA,2.2,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:46.000Z,0,NA,NA,NA,NA,0,ITS-72710,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,4805
Clupea harengus,Symbion,pandora,376,"Funch & Kristensen, 1995",NA,NA,NA,NA,NA,33,NA,NA,35,NA,0,0,0,1,demersal,NA,NA,20,40,19,NA,NA,NA,NA,NA,NA,NA,50.0,0.035,TL,NA,NA,1173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,1,"Commensally inhabits the mouth appendages of Norway lobsters (<i>Nephrops norvegicus</i>) with carapace lengths of greater than 3.5 mm.  Feeding stages alternating with brief, non-feeding, free-swimming stages.  Sessile, solitary feeding stages with multiciliated cells in the gut, anus just behind a ciliated mouth ring, and internal budding with extensive regeneration of feeding apparatus (Ref. 376).  
REPRODUCTION:
Brooding of asexual larva (Pandora larva), male and female.  Females brooding chordoid larva with a mesodermal, ventral rod of plate-like muscle cells (chordoid structure) and a pair of protonephridia with multiciliated terminal (Ref. 35). Inhabits the mouth appendages of Norway lobsters (<i>Nephrops norvegicus</i>) with carapace lengths of greater than 3.5 mm.  Commensal with lobster.  Feeding stages alternating with brief, non-feeding, free-swimming stages.  Sessile, solitary feeding stages with multiciliated cells in the gut, anus just behind a ciliated mouth ring, and internal budding with extensive regeneration of feeding apparatus (Ref. 376). Brooding of asexual larva (Pandora larva), male and female.  Females brooding chordoid larva with a mesodermal, ventral rod of plate-like muscle cells (chordoid structure) and a pair of protonephridia with multiciliated terminal (Ref. 35).",NA,4,2005-12-08T00:00:00.000Z,64,2008-11-14T00:00:00.000Z,NA,NA,2015-05-11T10:21:00.000Z,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,24
Clupeoides borneensis,Conus,harasewychi,19,"Petuch, 1987",NA,NA,NA,NA,NA,2001,Coninae,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2007-03-16T00:00:00.000Z,NA,NA,2015-05-11T10:20:02.000Z,0,NA,NA,NA,NA,0,ITS-567396,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,1561
Coregonus macrophthalmus,Cervinia,langi,19,"Montagna, 1981",NA,NA,NA,NA,NA,717,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:57.000Z,0,NA,NA,NA,NA,0,ITS-667938,Animalia-Arthropoda-Maxillopoda-Harpacticoida,NA,NA,NA,28065
Cynoscion arenarius,Cerithiopsida,rowelli,19,"(Bartsch, 1911)",NA,NA,NA,NA,NA,2037,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:57.000Z,0,NA,NA,NA,NA,0,ITS-567334,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,1170
Cynoscion jamaicensis,Cerithiopsidella,alcima,19,"(Bartsch, 1911)",NA,NA,NA,NA,NA,2037,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:57.000Z,0,NA,NA,NA,NA,0,ITS-567335,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,1171
Cynoscion nothus,Cerithiopsis,albovittata,86671,"(Adams, 1850)",NA,NA,NA,NA,NA,2037,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,11,11,83435,NA,NA,NA,NA,NA,NA,NA,NA,0.4,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,11,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:19:57.000Z,0,NA,NA,NA,NA,0,ITS-567339,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,1175
Rasbora borapetensis,Bopyrione,toloensis,19,"Markham, 1982",NA,NA,NA,NA,NA,517,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:51.000Z,0,NA,NA,NA,NA,0,ITS-543385,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,10834
Labeobarbus intermedius,Cirolana,undulata,3113,"Barnard, 1914",NA,NA,NA,NA,NA,521,NA,O,NA,NA,0,0,0,0,NA,NA,NA,0,NA,3113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2005-12-11T00:00:00.000Z,4,2008-06-24T00:00:00.000Z,NA,NA,2015-05-11T10:19:59.000Z,0,NA,NA,NA,NA,0,ITS-543738,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,11371
Menticirrhus americanus,Erginus,puniceus,19,"Lindberg, 1988",NA,NA,NA,NA,NA,2137,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:11.000Z,0,NA,NA,NA,NA,0,ITS-567548,Animalia-Mollusca-Gastropoda-Patellogastropoda,NA,NA,NA,409
Dasyatis sabina,Haliotis,walallensis,19,"Stearns, 1899",flat abalone,NA,NA,NA,NA,2757,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,0,21,865,NA,NA,NA,NA,NA,NA,NA,NA,17.5,TL,NA,NA,865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very high,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,It is found on rocks or in crevices in low intertidal to 21 meters in depth (Ref. 865).,NA,2,2005-12-11T00:00:00.000Z,5,2014-03-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:19.000Z,0,NA,NA,NA,NA,0,ITS-69501,Animalia-Mollusca-Gastropoda-Archaeogastropoda,NA,NA,NA,2574
