asfis_scientific_name,food_name_in_english,taxonkey,lwa,lwb,slmax,slmax_nov28,slmax_source,tl,tl_se,tl_nov28,tlse_nov28,number,sci_name,food_item_id,subgroup,country_region,type,isscaap,isscaap_cat,habitat,x3_alpha,food_name_in_own_language,processing,asfis_english_name,season,other,latitude,abs_lat,length_from_study,length_3,n_x,water_g,fat_g,fatce_g,fat_g_2,fasat_g,fams_g,fapu_g,faun_g,fatrn_g,facid_g,fapun3_g,fapun6_g,fapun9_g,epa_g,dha_g,food_item_id_2,max_length_study,comments_on_data_processing_methods_y,publication_year,biblioid_y,compiler,edible,enerc_kj_original,enerc_kcal_original,enera_kcal,dm_g,water_g_2,xn,nt_g,protcnt_g,protcnp_g,prot_g,npro_g,nnp_mg,fat_g_3,fatce_g_2,fat_g_1,fasat_g_2,fams_g_2,fapu_g_2,faun_g_2,ca_mg,fe_mg,id_mcg,k_mg,mg_mg,mn_mg,se_mcg,hg_mcg,pb_mcg,sr_mcg,retol_mcg,retol13_mcg,retoldh_mcg,retolsum_mcg,carta_mcg,cartb_mcg,atx_mcg,zea_mcg,cartoid_mcg,chocal_mcg,tocpha_mg,vitb6a_mg,vitb12_mcg,vitc_mg,zn_mg,food_name_clean,database,nutrient_ref,biblioid
Nephrops norvegicus,"Lobster, wild, raw",690273,0.02302,0.8935,8.0,NA,NA,2.88,0.31,NA,NA,613,Nephrops norvegicus,901266,Crustacean,"Iceland, North Atlantic",W,43,"Lobsters, spiny-rock lobsters",marine,NEP,Humar,r,Norway lobster,NA,NA,63.968654,63.968654,NA,NA,NA,NA,0.5,NA,NA,0.051839703,0.05649637,0.080513468,0.039366889,0.001598569,NA,0.071881634,0.008990428,NA,0.032009918,0.035551025,901266,NA,FAME converted using ShF and XFA,2011,im11,OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.05,0.06,0.08,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lobster_wild_raw,NA,NA,NA
Nephrops norvegicus,"Lobster, wild, raw",690273,0.02302,0.8935,8.0,NA,NA,2.88,0.31,NA,NA,615,Nephrops norvegicus,901267,Crustacean,"Iceland, North Atlantic",W,43,"Lobsters, spiny-rock lobsters",marine,NEP,Humar,r,Norway lobster,NA,NA,63.968654,63.968654,NA,NA,NA,NA,0.78,NA,NA,0.105277742,0.117193365,0.188701128,0.058543196,0.00296457,NA,0.169311079,0.020029889,NA,0.073998792,0.086094436,901267,NA,FAME converted using ShF and XFA,2011,im11,OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,0.11,0.12,0.19,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lobster_wild_raw,NA,NA,NA
Nephrops norvegicus,"Norway lobster, wild, female, edible muscle, raw",690273,0.02302,0.8935,8.0,NA,NA,2.88,0.31,NA,NA,616,Nephrops norvegicus,901011,Crustacean,"Portugal, Algarve _off coast",W,43,"Lobsters, spiny-rock lobsters",marine,NEP,NA,r,Norway lobster,NA,NA,37.017954,37.017954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901011,NA,Se content <40mcg/100g FW,2009,fi162,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.0,2.0,NA,340.0,60.0,0.07,tr,NA,NA,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,Norway_lobster_wild_female_edible_muscle_raw,NA,NA,NA
Nephrops norvegicus,"Langoustine, wild, edible muscle raw",690273,0.02302,0.8935,8.0,NA,NA,2.88,0.31,NA,NA,617,Nephrops norvegicus,901226,Crustacean,"Greece, Argolicos Bay",W,43,"Lobsters, spiny-rock lobsters",marine,NEP,NA,r,Norway lobster,Oct,"mean length and weight: 17.5cm, 33.5g",37.37083333,37.37083333,17.5,5359.375,NA,NA,0.7,NA,NA,0.0142618,0.1157597,0.1773758,NA,NA,0.427,0.146461,0.0309148,NA,0.065331,0.0787815,901226,17.5,NA,2010,fi232,S.E.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,0.01,0.12,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Langoustine_wild_edible_muscle_raw,NA,NA,NA
Nephrops norvegicus,"Norway lobster, wild, male, edible muscle, raw",690273,0.02302,0.8935,8.0,NA,NA,2.88,0.31,NA,NA,618,Nephrops norvegicus,901010,Crustacean,"Portugal, Algarve _off coast",W,43,"Lobsters, spiny-rock lobsters",marine,NEP,NA,r,Norway lobster,NA,NA,37.017954,37.017954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901010,NA,Se content <40mcg/100g FW,2009,fi162,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.0,1.99,NA,350.0,60.0,0.08,tr,NA,NA,1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,Norway_lobster_wild_male_edible_muscle_raw,NA,NA,NA
Nephrops norvegicus,"Norway lobster, wild edible flesh, raw",690273,0.02302,0.8935,8.0,NA,NA,2.88,0.31,NA,NA,619,Nephrops norvegicus,901195,Crustacean,"Portugal, Algarve, off the south coast",W,43,"Lobsters, spiny-rock lobsters",marine,NEP,NA,r,Norway lobster,Winter _Dec 2000,carapace length: 2.2-2.8cm,37.017954,37.017954,2.8,21.952,NA,75.2,NA,NA,0.1,0.011536713,0.013053492,0.019856016,NA,NA,NA,NA,NA,NA,0.006342894,0.009054711,901195,2.8,FAT-/PROT- _analyzed according to AOAC 1998; FA converted using XFA; Lipid fractions calculated based on FAT _proximate,2003,fi220,DR,NA,401.4,NA,NA,NA,75.2,NA,NA,NA,NA,20.4,NA,NA,NA,NA,0.1,0.01,0.01,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norway_lobster_wild_edible_flesh_raw,NA,NA,NA
Nephrops norvegicus,"Norway lobster, wild edible flesh, raw",690273,0.02302,0.8935,8.0,NA,NA,2.88,0.31,NA,NA,621,Nephrops norvegicus,901196,Crustacean,"Portugal, Algarve, off the south coast",W,43,"Lobsters, spiny-rock lobsters",marine,NEP,NA,r,Norway lobster,Summer _Jun 2001,carapace length: 2.2-2.8cm,37.017954,37.017954,2.8,21.952,NA,74.7,NA,NA,0.2,0.025187724,0.024176538,0.041458626,NA,NA,NA,NA,NA,NA,0.01424853,0.020131794,901196,2.8,FAT-/PROT- _analyzed according to AOAC 1998; FA converted using XFA; Lipid fractions calculated based on FAT _proximate,2003,fi220,DR,NA,405.1,NA,NA,NA,74.7,NA,NA,NA,NA,21.2,NA,NA,NA,NA,0.2,0.03,0.02,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norway_lobster_wild_edible_flesh_raw,NA,NA,NA
Nephrops norvegicus,"Lobster, wild, raw",690273,0.02302,0.8935,8.0,NA,NA,2.88,0.31,NA,NA,622,Nephrops norvegicus,901265,Crustacean,"Iceland, North Atlantic",W,43,"Lobsters, spiny-rock lobsters",marine,NEP,Humar,r,Norway lobster,NA,NA,63.968654,63.968654,NA,NA,NA,NA,0.6,NA,NA,0.067171373,0.072308811,0.123320354,0.03552786,0.002271602,NA,0.1085596,0.015203992,NA,0.05204254,0.049944343,901265,NA,FAME converted using ShF and XFA,2011,im11,OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,0.07,0.07,0.12,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lobster_wild_raw,NA,NA,NA
Notopterus notopterus,"Bronze featherback, wild, edible portion, raw",NA,0.00692,3.01,60.0,NA,http://www.fishbase.org/summary/7990,3.5,0.6,3.5,0.0,624,Notopterus notopterus,900181,Finfish,"Bangladesh, Khulna, Mouri River",W,13,Miscellaneous freshwater fishes,freshwater,ONN,Foli,r,Bronze featherback,02-Feb,NA,22.816667,22.816667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900181,NA,FAT-/PROT-: analyzed according to Pearson _1977,2007,fi33,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bronze_featherback_wild_edible_portion_raw,NA,NA,NA
Notopterus spp,"Spotted featherback, wild, skinned, minced, raw",NA,NA,NA,122.0,NA,NA,3.7,0.59,3.7,0.59,623,Notopterus chitala,900020,Finfish,"Thailand, main rivers _Chaopraya, Bangprakong, Mae-klong, Thajean",W,13,Miscellaneous freshwater fishes,freshwater,FKN,Pla Graai,r,Knifefishes,May-Oct,NA,15.484682,15.484682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900020,NA,NNP calc. as % of TN,1999,fi2,DR,NA,NA,NA,NA,NA,80.3,6.25,2.7,16.7,NA,NA,2.5,216,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spotted_featherback_wild_skinned_minced_raw,NA,NA,NA
Notothenia gibberifrons,"Humped rockcod, wild, fillet _belly flaps removed, raw",NA,0.00457,3.2,55.0,NA,http://www.fishbase.org/summary/Gobionotothen-gibberifrons.html,3.2,0.4,3.3,0.2,625,Notothenia gibberifrons,900088,Finfish,"Unknown, Antarctic waters",W,33,Miscellaneous coastal fishes,marine,NOG,NA,r,Humped rockcod,Mar-81,"mean length and weight of fish: 37.7cm, 596g",-82.862752,82.862752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900088,37.7,NA,1991,fi19,DR,NA,NA,NA,NA,NA,79.8,6.25,NA,18.5,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Humped_rockcod_wild_fillet_belly_flaps_removed_raw,NA,NA,NA
Notothenia neglecta,"Yellowbelly rockcod, wild, fillet _belly flaps removed, raw",NA,0.00617,3.19,45.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=58010,3.1,0.4,3.3,0.2,626,Notothenia neglecta,900087,Finfish,"Unknown, Antarctic waters",W,33,Miscellaneous coastal fishes,marine,NON,NA,r,Yellowbelly rockcod,Mar-81,"mean length and weight of fish: 31.7cm, 570g",-82.862752,82.862752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900087,31.7,NA,1991,fi19,DR,NA,NA,NA,NA,NA,78.4,6.25,NA,19.1,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yellowbelly_rockcod_wild_fillet_belly_flaps_removed_raw,NA,NA,NA
Notothenia neglecta,"Rock perch, adult fish, muscle flesh, middle portion, raw",NA,0.00617,3.19,45.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=58011,3.1,0.4,3.3,0.2,627,Notothenia neglecta,900891,Finfish,"Antarctic, South Shetlands Archipelago, King George Islands, Admiralty Bay",W,33,Miscellaneous coastal fishes,marine,NON,NA,r,Yellowbelly rockcod,NA,NA,-62.0,62.0,NA,NA,NA,NA,3.19,NA,NA,0.70818,0.81026,NA,NA,NA,NA,1.41636,0.15312,NA,0.51678,0.79431,900891,NA,NA,2007,fi131,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19,NA,NA,0.71,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rock_perch_adult_fish_muscle_flesh_middle_portion_raw,NA,NA,NA
Oblada melanura,"Saddled bream, wild, edible flesh, raw",NA,0.01202,3.04,34.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=850,3.0,0.1,3.4,0.35,628,Obliada melanura,900432,Finfish,"Greece, Aegean Sea",W,33,Miscellaneous coastal fishes,marine,SBS,Melanouri,r,Saddled seabream,Winter,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900432,NA,FAT- _analyzed according to AOAC 1975,1995,fi80,DR,NA,NA,NA,NA,NA,77,6.25,NA,19.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saddled_bream_wild_edible_flesh_raw,NA,NA,NA
Octopus vulgaris,"Common octopus, wild, edible flesh, raw",NA,NA,NA,130.0,NA,http://www.sealifebase.ca/summary/Octopus-vulgaris.html,NA,NA,NA,NA,632,Octapus vulgaris,900494,Molluscs,"Greece, Aegean Sea",W,57,"Squids, cuttlefishes, octopuses",marine,OCC,Chtapodi,r,Common octopus,Winter,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900494,NA,FAT- _analyzed according to AOAC 1975,1995,fi80,DR,NA,NA,NA,NA,NA,88,6.25,NA,11.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common_octopus_wild_edible_flesh_raw,NA,NA,NA
Octopus vulgaris,"Common octopus, wild, edible flesh, raw",NA,NA,NA,130.0,NA,http://www.sealifebase.ca/summary/Octopus-vulgaris.html,NA,NA,NA,NA,630,Octapus vulgaris,900493,Molluscs,"Greece, Aegean Sea",W,57,"Squids, cuttlefishes, octopuses",marine,OCC,Chtapodi,r,Common octopus,Fall,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900493,NA,FAT- _analyzed according to AOAC 1975,1995,fi80,DR,NA,NA,NA,NA,NA,83,6.25,NA,13.0,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common_octopus_wild_edible_flesh_raw,NA,NA,NA
Octopus vulgaris,"Common octopus, wild, edible flesh, raw",NA,NA,NA,130.0,NA,http://www.sealifebase.ca/summary/Octopus-vulgaris.html,NA,NA,NA,NA,629,Octapus vulgaris,900492,Molluscs,"Greece, Aegean Sea",W,57,"Squids, cuttlefishes, octopuses",marine,OCC,Chtapodi,r,Common octopus,Spring,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900492,NA,FAT- _analyzed according to AOAC 1975,1995,fi80,DR,NA,NA,NA,NA,NA,82,6.25,NA,15.0,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common_octopus_wild_edible_flesh_raw,NA,NA,NA
Octopus vulgaris,"Common octopus, wild, edible flesh, raw",NA,NA,NA,130.0,NA,http://www.sealifebase.ca/summary/Octopus-vulgaris.html,NA,NA,NA,NA,631,Octapus vulgaris,900451,Molluscs,"Greece, Aegean Sea",W,57,"Squids, cuttlefishes, octopuses",marine,OCC,Chtapodi,r,Common octopus,NA,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,0.5,0.08565105,0.03969195,0.083562,NA,NA,NA,NA,NA,NA,0.0376029,0.04387005,900451,NA,"mean of lipid value _spring, fall, winter used for FA calculation; FAT- _analyzed according to AOAC 1975; FA converted using XFA; FA tr= <0.1g/100g fillet",1995,fi80,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.09,0.04,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common_octopus_wild_edible_flesh_raw,NA,NA,NA
Octopus vulgaris,"Common octopus, wild, arm flesh, raw",NA,NA,NA,32.0,NA,NA,3.55,0.73,NA,NA,633,Octopus vulgaris,901220,Molluscs,"Unknown, Eastern Medierranean Sea",W,57,"Squids, cuttlefishes, octopuses",marine,OCC,NA,r,Common octopus,Spring,NA,34.553128,34.553128,NA,NA,NA,83.41,0.54,NA,NA,0.063578983,0.018229886,0.12758664,0.016221891,NA,NA,0.106243234,0.019493343,NA,0.038287273,0.066715065,901220,NA,FAT-/PROT- _no analytical methods given; FA converted using XFA,2008,fi225,DR,NA,NA,NA,NA,NA,83.41,NA,NA,NA,NA,14.83,NA,NA,0.54,NA,NA,0.06,0.02,0.13,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common_octopus_wild_arm_flesh_raw,NA,NA,NA
Octopus vulgaris,"Common octopus, wild, arm flesh, raw",NA,NA,NA,32.0,NA,NA,3.55,0.73,NA,NA,634,Octopus vulgaris,901221,Molluscs,"Unknown, Eastern Medierranean Sea",W,57,"Squids, cuttlefishes, octopuses",marine,OCC,NA,r,Common octopus,Autumn,NA,34.553128,34.553128,NA,NA,NA,82.53,0.94,NA,NA,0.177356952,0.057070008,0.32120712,0.04700592,NA,NA,0.252867744,0.065808288,NA,0.073702872,0.176151672,901221,NA,FAT-/PROT- _no analytical methods given; FA converted using XFA,2008,fi225,DR,NA,NA,NA,NA,NA,82.53,NA,NA,NA,NA,14.78,NA,NA,0.94,NA,NA,0.18,0.06,0.32,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common_octopus_wild_arm_flesh_raw,NA,NA,NA
Octopus vulgaris,"Common octopus, wild, arm flesh, raw",NA,NA,NA,32.0,NA,NA,3.55,0.73,NA,NA,635,Octopus vulgaris,901222,Molluscs,"Unknown, Eastern Medierranean Sea",W,57,"Squids, cuttlefishes, octopuses",marine,OCC,NA,r,Common octopus,Winter,NA,34.553128,34.553128,NA,NA,NA,80.71,0.98,NA,NA,0.18777784,0.044989776,0.33229628,0.075816104,NA,NA,0.267631488,0.0624858,NA,0.10157948,0.163680752,901222,NA,FAT-/PROT- _no analytical methods given; FA converted using XFA,2008,fi225,DR,NA,NA,NA,NA,NA,80.71,NA,NA,NA,NA,15.28,NA,NA,0.98,NA,NA,0.19,0.04,0.33,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common_octopus_wild_arm_flesh_raw,NA,NA,NA
Odax pullus,"Butterfish, wild, female, skinless fillet, frozen",NA,0.00692,3.08,40.0,NA,http://www.fishbase.us/summary/Odax-pullus.html,2.1,0.1,2.1,0.0,636,Odax pullus,900201,Finfish,New Zealand,W,33,Miscellaneous coastal fishes,marine,OXP,NA,r,Butterfish,Jul-85,"mean length and weight of fish: 43cm, 1262g",-40.900557,40.900557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900201,43.0,NA,1985,fi42,DR,0.387,NA,NA,NA,NA,80.1,NA,NA,17.9,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butterfish_wild_female_skinless_fillet_frozen,NA,NA,NA
Oncorhynchus gorbusha,"Humpback salmon, wild, skinless dorsal muscle fillet, frozen",600240,0.00336,3.299999952,62.0,NA,NA,4.19,0.42,NA,NA,637,Oncorhynchus gorbuscha,900504,Finfish,"Russia, Siberia",W,23,"Salmons, trouts, smelts",marine,PIN,NA,r,Pink salmon,NA,NA,61.01371,61.01371,NA,NA,NA,68.9,NA,NA,NA,NA,NA,NA,NA,NA,1.871598,NA,NA,NA,0.166696,0.328416,900504,NA,FA expressed per DM - conversion to FW,2006,fi84,DR,NA,NA,NA,NA,NA,68.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Humpback_salmon_wild_skinless_dorsal_muscle_fillet_frozen,NA,NA,NA
Oncorhynchus gorbusha,"Pink salmon _marine waters, wild, skinless fillet, raw",NA,0.01148,3.08,76.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=240,4.2,0.7,4.5,0.4,638,Oncorhynchus gorbusha,900302,Finfish,"USA, Alaska, British Columbia, Pacific Northwest waters",W,23,"Salmons, trouts, smelts",marine,PIN,NA,r,Pink salmon,Summer,"mean length and weight of fish: 49.5cm, 1528g",53.726668,53.726668,49.5,121287.375,NA,NA,3.95,NA,NA,0.817220145,1.239468265,1.377619915,NA,NA,NA,1.240885205,0.127170365,NA,0.289409995,0.68509049,900302,49.5,FA converted using XFA,2009,fi59,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,NA,NA,0.82,1.24,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pink_salmon_marine_waters_wild_skinless_fillet_raw,NA,NA,NA
Oncorhynchus kisutch,"Coho salmon, wild, skinless fillet, raw",NA,0.01148,3.08,88.0,108.0,http://www.fishbase.us/summary/245,4.25,0.74,4.2,0.7,639,Oncorhynchus kisutch,900779,Finfish,"USA, WA, Neah Bay",W,23,"Salmons, trouts, smelts",marine,COH,NA,r,Coho_=silversalmon,Sep-89,NA,48.368122,48.368122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900779,NA,"FAT- _analyzed according to AOAC 1984, method 43.257-43.277; tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g",1992,fi120,DR,NA,NA,116.0,NA,NA,75.6,NA,NA,20.5,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tr,NA,NA,NA,NA,NA,NA,5.4,tr,NA,Coho_salmon_wild_skinless_fillet_raw,NA,NA,NA
Oncorhynchus kisutch,"Coho salmon, wild, skinless fillet, raw",NA,0.01148,3.08,88.0,108.0,http://www.fishbase.us/summary/245,4.25,0.74,4.2,0.7,641,Oncorhynchus kisutch,900778,Finfish,"USA, WA, Neah Bay",W,23,"Salmons, trouts, smelts",marine,COH,NA,r,Coho_=silversalmon,Jul-89,NA,48.368122,48.368122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900778,NA,"FAT- _analyzed according to AOAC 1984, method 43.257-43.277; tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g",1992,fi120,DR,NA,NA,114.0,NA,NA,74.5,NA,NA,22.1,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tr,NA,NA,NA,NA,NA,NA,4.1,1.6,NA,Coho_salmon_wild_skinless_fillet_raw,NA,NA,NA
Oncorhynchus kisutch,NA,NA,0.01148,3.08,88.0,108.0,http://www.fishbase.us/summary/245,4.25,0.74,4.2,0.7,640,Oncorhynchus kisutch,902296,Finfish,NA,NA,NA,NA,marine,NA,NA,r,"Coho salmon (silver), fillet, raw",NA,NA,52.372895,52.372895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,8.0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA
Oncorhynchus kisutch,NA,NA,0.01148,3.08,88.0,108.0,http://www.fishbase.us/summary/245,4.25,0.74,4.2,0.7,642,Oncorhynchus kisutch,902291,Finfish,NA,NA,NA,NA,marine,NA,NA,r,"Coho salmon (silver), raw",NA,NA,52.372895,52.372895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,66.0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA
Oncorhynchus kisutch,NA,NA,0.01148,3.08,76.0,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=240&AT=pink+salmon,NA,NA,4.5,0.4,645,Oncorhynchusægorbuschaææ,902297,Finfish,NA,NA,NA,NA,marine,NA,NA,r,"Hump salmon (pink), raw",NA,NA,52.372895,52.372895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,29.0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,0.67,NA,NA,NA,NA
