ref_info,updated_ref_info,seanuts_id2,species_name,nutrient,concentration,country_region,latitude_details,latitude,longitude,weight_from_study_g,length_from_study,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,278,Oncorhynchus nerka,zn_mg,0.5,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,245,Salvelinus alpinus alpinus,ca_mg,11,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,272,Salvelinus alpinus alpinus,ca_mg,7,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,245,Salvelinus alpinus alpinus,fat_g,2,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,272,Salvelinus alpinus alpinus,fat_g,3.3,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,245,Salvelinus alpinus alpinus,fe_mg,0.3,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,272,Salvelinus alpinus alpinus,fe_mg,0.7,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,245,Salvelinus alpinus alpinus,protcnt_g,18,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,272,Salvelinus alpinus alpinus,protcnt_g,21,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,245,Salvelinus alpinus alpinus,zn_mg,0.4,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,272,Salvelinus alpinus alpinus,zn_mg,0.6,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,169,Thymallus arcticus,ca_mg,31,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,169,Thymallus arcticus,dha,0.1,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,169,Thymallus arcticus,fat_g,1.9,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,169,Thymallus arcticus,fe_mg,1,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,169,Thymallus arcticus,protcnt_g,20,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",,169,Thymallus arcticus,zn_mg,0.7,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,,,
"Lourenco H.M., Anacleto P., Afonso C., Ferraria V., Martins M.F., Carvalho M.L., Lino A.R., Nunes M.L. (2009). Elemental composition of cephalopods from Portuguese continental waters. Food Chemistry 113: 1146-1153",,220,Loligo vulgaris,ca_mg,13.6,"Octopus (Octopus vulgaris), squid (Loligo vulgaris) and cuttlefish (Sepia officinalis), were purchased at the Peniche auction, in central Portugal (Atlantic North-eastern European coast), from May to September in 2004–2005.",,39.356711,-9.38087,,,
"Lourenco H.M., Anacleto P., Afonso C., Ferraria V., Martins M.F., Carvalho M.L., Lino A.R., Nunes M.L. (2009). Elemental composition of cephalopods from Portuguese continental waters. Food Chemistry 113: 1146-1153",,220,Loligo vulgaris,fe_mg,0.17,"Octopus (Octopus vulgaris), squid (Loligo vulgaris) and cuttlefish (Sepia officinalis), were purchased at the Peniche auction, in central Portugal (Atlantic North-eastern European coast), from May to September in 2004–2005.",,39.356711,-9.38087,,,
"Lourenco H.M., Anacleto P., Afonso C., Ferraria V., Martins M.F., Carvalho M.L., Lino A.R., Nunes M.L. (2009). Elemental composition of cephalopods from Portuguese continental waters. Food Chemistry 113: 1146-1153",,220,Loligo vulgaris,zn_mg,1.26,"Octopus (Octopus vulgaris), squid (Loligo vulgaris) and cuttlefish (Sepia officinalis), were purchased at the Peniche auction, in central Portugal (Atlantic North-eastern European coast), from May to September in 2004–2005.",,39.356711,-9.38087,,,
"Lourenco H.M., Anacleto P., Afonso C., Ferraria V., Martins M.F., Carvalho M.L., Lino A.R., Nunes M.L. (2009). Elemental composition of cephalopods from Portuguese continental waters. Food Chemistry 113: 1146-1153",,189,Octopus vulgaris,ca_mg,21.3,"Octopus (Octopus vulgaris), squid (Loligo vulgaris) and cuttlefish (Sepia officinalis), were purchased at the Peniche auction, in central Portugal (Atlantic North-eastern European coast), from May to September in 2004–2005.",,39.356711,-9.38087,,,
"Lourenco H.M., Anacleto P., Afonso C., Ferraria V., Martins M.F., Carvalho M.L., Lino A.R., Nunes M.L. (2009). Elemental composition of cephalopods from Portuguese continental waters. Food Chemistry 113: 1146-1153",,189,Octopus vulgaris,fe_mg,0.42,"Octopus (Octopus vulgaris), squid (Loligo vulgaris) and cuttlefish (Sepia officinalis), were purchased at the Peniche auction, in central Portugal (Atlantic North-eastern European coast), from May to September in 2004–2005.",,39.356711,-9.38087,,,
"Lourenco H.M., Anacleto P., Afonso C., Ferraria V., Martins M.F., Carvalho M.L., Lino A.R., Nunes M.L. (2009). Elemental composition of cephalopods from Portuguese continental waters. Food Chemistry 113: 1146-1153",,189,Octopus vulgaris,zn_mg,1.77,"Octopus (Octopus vulgaris), squid (Loligo vulgaris) and cuttlefish (Sepia officinalis), were purchased at the Peniche auction, in central Portugal (Atlantic North-eastern European coast), from May to September in 2004–2005.",,39.356711,-9.38087,,,
"Lourenco H.M., Anacleto P., Afonso C., Ferraria V., Martins M.F., Carvalho M.L., Lino A.R., Nunes M.L. (2009). Elemental composition of cephalopods from Portuguese continental waters. Food Chemistry 113: 1146-1153",,1662,Sepia officinalis,ca_mg,13.4,"Octopus (Octopus vulgaris), squid (Loligo vulgaris) and cuttlefish (Sepia officinalis), were purchased at the Peniche auction, in central Portugal (Atlantic North-eastern European coast), from May to September in 2004–2005.",,39.356711,-9.38087,,,
"Lourenco H.M., Anacleto P., Afonso C., Ferraria V., Martins M.F., Carvalho M.L., Lino A.R., Nunes M.L. (2009). Elemental composition of cephalopods from Portuguese continental waters. Food Chemistry 113: 1146-1153",,1662,Sepia officinalis,fe_mg,0.14,"Octopus (Octopus vulgaris), squid (Loligo vulgaris) and cuttlefish (Sepia officinalis), were purchased at the Peniche auction, in central Portugal (Atlantic North-eastern European coast), from May to September in 2004–2005.",,39.356711,-9.38087,,,
"Lourenco H.M., Anacleto P., Afonso C., Ferraria V., Martins M.F., Carvalho M.L., Lino A.R., Nunes M.L. (2009). Elemental composition of cephalopods from Portuguese continental waters. Food Chemistry 113: 1146-1153",,1662,Sepia officinalis,zn_mg,1.77,"Octopus (Octopus vulgaris), squid (Loligo vulgaris) and cuttlefish (Sepia officinalis), were purchased at the Peniche auction, in central Portugal (Atlantic North-eastern European coast), from May to September in 2004–2005.",,39.356711,-9.38087,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1585,Micropogonias furnieri,fapun3,0.0525168,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 1999","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1590,Micropogonias furnieri,fapun3,0.36582125,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2000","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1585,Micropogonias furnieri,fat_g,0.6,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2001","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1590,Micropogonias furnieri,fat_g,3.29,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2002","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1586,Oreochromis niloticus,fapun3,0.122967656,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2003","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1591,Oreochromis niloticus,fapun3,0.13723625,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2004","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1586,Oreochromis niloticus,fat_g,1.92,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2005","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1591,Oreochromis niloticus,fat_g,1.33,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2006","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1587,Prochilodus brevis,fapun3,1.2024585,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2007","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1592,Prochilodus brevis,fapun3,0.70529276,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2008","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1587,Prochilodus brevis,fat_g,9.7,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2009","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1592,Prochilodus brevis,fat_g,6.67,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2010","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1584,Sardinella brachysoma,fapun3,0.480926,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2011","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1589,Sardinella brachysoma,fapun3,1.30857164,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2012","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1584,Sardinella brachysoma,fat_g,4,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2013","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1589,Sardinella brachysoma,fat_g,10.62,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2014","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1588,Xiphopenaeus kroyeri,fapun3,0.078205,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2015","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1593,Xiphopenaeus kroyeri,fapun3,0.11201864,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2016","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1588,Xiphopenaeus kroyeri,fat_g,0.94,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2017","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",,1593,Xiphopenaeus kroyeri,fat_g,1.16,"in the City of São Paulo, where the samples were obtained through donation. The seasons chosen for analysis were summer and winter, and the samples were collected in one month of each season during 2018","approximate location used, actual location unknown",-23.55052,-46.633309,,,
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",,1723,Acanthina monodon,ca_mg,93,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2001",,-53.730172,-70.828769,,,
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",,1723,Acanthina monodon,fe_mg,2.52,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2002",,-53.730172,-70.828769,,,
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",,1723,Acanthina monodon,zn_mg,3.54,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2003",,-53.730172,-70.828769,,,
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",,1724,Aulacomya ater,ca_mg,102,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2004",,-53.730172,-70.828769,,,
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",,1724,Aulacomya ater,fe_mg,4.62,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2005",,-53.730172,-70.828769,,,
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",,1724,Aulacomya ater,zn_mg,2.25,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2006",,-53.730172,-70.828769,,,
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",,1725,Fissurella picta,ca_mg,27,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2007",,-53.730172,-70.828769,,,
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",,1725,Fissurella picta,fe_mg,8.11,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2008",,-53.730172,-70.828769,,,
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",,1725,Fissurella picta,zn_mg,1.51,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2009",,-53.730172,-70.828769,,,
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",,1722,Mytilus chilensis,ca_mg,60,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2010",,-53.730172,-70.828769,,,
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",,1726,Mytilus chilensis,ca_mg,68,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2011",,-53.730172,-70.828769,,,
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",,1727,Mytilus chilensis,ca_mg,57,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2012",,-53.730172,-70.828769,,,
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",,1728,Mytilus chilensis,ca_mg,53,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2013",,-53.730172,-70.828769,,,
