ref_info,Bibliography,biblioid2,seanuts_id2,food_item_id_2,food_name_clean,database,nutrient_ref,species_name,genus_species,subgroup,prot_g,protcnt_g,protein_g,fat_g,fapun3,fapun_all_g,epa,dha,ca_mg,zn_mg,fe_mg,tl,length_from_study,length_source,abs_lat,latitude,slmax,slmax_nov28,slmax_source,lwa,lwb,country_region,isscaap_cat,isscaap,season,asfis_scientific_name_fishbase_swap_in_progress,season.x,season.y,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,FoodTroph,FoodSeTroph,IsoTroph,IsoseTroph,EcoTroph,EcoseTroph,StockCode,SpecCode.x,SpecCode.y,Genus,Species,FBname,Subfamily,DemersPelag,AnaCat,DepthRangeShallow,DepthRangeDeep,LTypeMaxM,LTypeMaxF,LTypeComM,LTypeComF,Length,CommonLength,CommonLengthF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Sp2000_HierarchyCode,reference,Fresh,Marine,BrackishWater,Brack,LengthFemale,MaxLengthRef,notes,weight_from_study,Mar_fresh,wild_farmed,body_parts_included_excluded,included_excluded,X20,vit_a_IU,K_mg,mg_mg,X32
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1855,NA,NA,NA,NA,Epinephelus spp,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,162.1,1,2.6,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1856,NA,NA,NA,NA,Euthynnus affinis,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,7.12,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,4.5,NA,4.47,0.8,NA,NA,NA,NA,110,96,96,Euthynnus,affinis,Kawakawa,Scombrinae,pelagic-neritic,oceanodromous,0,200,FL,NA,FL,NA,100,60,NA,168,14000,NA,30874,NA,NA,0,NA,NA,0,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1857,NA,NA,NA,NA,Katsuwonus pelamis,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,206.3,2.8,2.7,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,4.43,0.474,4.03,0.64,NA,NA,NA,NA,121,107,107,Katsuwonus,pelamis,Skipjack tuna,Scombrinae,pelagic-oceanic,oceanodromous,0,260,FL,NA,FL,NA,110,80,NA,168,34500,NA,168,NA,NA,0,NA,NA,0,NA,89423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1858,NA,NA,NA,NA,Leiognathus splendens,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,330.8,2.5,2.2,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1859,NA,NA,NA,NA,Nemipterus japonicus,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3810,hunting macrofauna (predator),1065,NA,NA,3.76999998092651,0.5119,NA,NA,NA,NA,4744,4559,4559,Nemipterus,japonicus,Japanese threadfin bream,NA,demersal,non-migratory,5,80,TL,NA,TL,NA,32,25,NA,5450,596,NA,1448,NA,NA,0,NA,NA,0,NA,3836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1860,NA,NA,NA,NA,Rastrelliger kanagurta,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),30531,hunting macrofauna (predator),NA,NA,NA,3.19000005722046,0.3788,NA,NA,NA,NA,125,111,111,Rastrelliger,kanagurta,Indian mackerel,Scombrinae,pelagic-neritic,oceanodromous,20,90,TL,NA,TL,NA,38,25,NA,30573,NA,NA,NA,NA,NA,0,NA,NA,0,NA,90102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1861,NA,NA,NA,NA,Sardinella longiceps,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,523.9,4,7.8,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plants/detritus+animals (troph. 2.2-2.79),188,grazing on aquatic plants,188,NA,NA,2.41000008583069,0.2222,NA,NA,NA,NA,1704,1511,1511,Sardinella,longiceps,Indian oil sardine,Dorosomatinae,pelagic-neritic,oceanodromous,20,200,SL,NA,SL,NA,23,20,NA,188,200,NA,4883,NA,NA,0,NA,NA,0,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sankar, T. V., Anandan, R., Mathew, S., Asha, K. K., Lakshmanan, P. T., Varkey, J., ... & Mohanty, B. P. (2013). Chemical composition and nutritional value of Anchovy (Stolephorus commersonii) caught from Kerala Coast, India. Eur. J. Exp. Biol, 3(1), 85-89.",NA,NA,1862,NA,NA,NA,NA,Stolephorus commersonii,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1863,NA,NA,NA,NA,Stolephorus waitei,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,6,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594,578,578,Stolephorus,waitei,Spotty-face anchovy,Engraulinae,pelagic-neritic,oceanodromous,0,50,SL,NA,SL,NA,9.4,6.5,NA,189,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1864,NA,NA,NA,NA,Thunnus albacares,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,7.05,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,4.41,0.409,4.48,0.93,NA,NA,NA,NA,157,143,143,Thunnus,albacares,Yellowfin tuna,Scombrinae,pelagic-oceanic,oceanodromous,1,250,FL,NA,FL,NA,239,150,NA,168,200000,NA,26550,NA,NA,0,NA,NA,-1,NA,40637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1865,NA,NA,NA,NA,Trichiurus lepturus,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,159.7,1.3,1.9,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),6181,hunting macrofauna (predator),6181,4.42,0.373,4.2,0.75,NA,NA,NA,NA,1305,1288,1288,Trichiurus,lepturus,Largehead hairtail,Trichiurinae,benthopelagic,amphidromous,0,589,TL,NA,TL,NA,234,100,NA,26999,5000,NA,NA,NA,NA,0,NA,NA,-1,NA,26340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1866,NA,NA,NA,NA,Ailia coila,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,2410,10.2,10.9,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13334,NA,Ailia,coila,Gangetic ailia,NA,pelagic,NA,NA,NA,TL,NA,TL,NA,30,18,NA,4833,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1867,NA,NA,NA,NA,Amblypharyngodon mola,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,841.7,3.9,11.9,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19294,24301,24301,Amblypharyngodon,mola,Mola carplet,Danioninae,benthopelagic,NA,NA,NA,TL,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,0,NA,41236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1868,NA,NA,NA,NA,Anabas testudineus,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,252.6,0.9,2.3,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plants/detritus+animals (troph. 2.2-2.79),12693,hunting macrofauna (predator),12975,2.98,0.37,2.76,0.32,NA,NA,NA,NA,511,495,495,Anabas,testudineus,Climbing perch,NA,demersal,potamodromous,0,NA,TL,NA,TL,NA,25,12.5,NA,2686,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1869,NA,NA,NA,NA,Clarias batrachus,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,222.3,0.7,2.2,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),13497,hunting macrofauna (predator),12975,NA,NA,3.42,0.5,NA,NA,NA,NA,3250,3054,3054,Clarias,batrachus,Philippine catfish,NA,demersal,potamodromous,1,NA,TL,NA,TL,NA,47,26.25,NA,12193,1190,NA,40637,NA,NA,-1,NA,NA,-1,NA,40637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1870,NA,NA,NA,NA,Gudusia chapra,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,3440,12.3,36.5,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1794,1601,1601,Gudusia,chapra,Indian river shad,Dorosomatinae,pelagic,potamodromous,NA,NA,TL,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,1479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1871,NA,NA,NA,NA,Heteropneustes fossilis,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,164.4,1.2,2.4,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),44151,hunting macrofauna (predator),59235,3.59,0.281,3.89,0.63,NA,NA,NA,NA,5116,4885,4885,Heteropneustes,fossilis,Stinging catfish,NA,demersal,NA,NA,1,TL,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,6028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1872,NA,NA,NA,NA,Puntius sophore,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,944.6,5.4,11.6,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10460,10137,10137,Puntius,sophore,Pool barb,Barbinae,benthopelagic,amphidromous,NA,NA,NG,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,94495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1873,NA,NA,NA,NA,Sperata seenghala,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,64.1,0.4,1.3,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10434,10111,10111,Sperata,seenghala,Giant river-catfish,NA,demersal,potamodromous,NA,NA,TL,NA,TL,NA,150,40,NA,4833,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1874,NA,NA,NA,NA,Tenualosa ilisha,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,119,0.9,3,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly plants/detritus (troph. 2-2.19),4837,grazing on aquatic plants,4837,NA,NA,2.89,0.29,NA,NA,NA,NA,1789,1596,1596,Tenualosa,ilisha,Hilsa shad,Dorosomatinae,pelagic-neritic,anadromous,NA,200,SL,NA,SL,TL,60,36,42,4832,680,2490,4832,NA,NA,-1,NA,NA,-1,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1875,NA,NA,NA,NA,Xenentodon cancila,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,5310,21.3,7.51,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),9497,NA,NA,NA,NA,3.86,0.62,NA,NA,NA,NA,10447,10124,10124,Xenentodon,cancila,Freshwater garfish,NA,pelagic-neritic,amphidromous,0,2,TL,NA,TL,NA,40,30,NA,4833,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1876,NA,NA,NA,NA,Lates calcarifer,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,241.9,5.56,11.8,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4959,hunting macrofauna (predator),4959,NA,NA,3.82999992370606,0.6,NA,NA,NA,NA,360,346,346,Lates,calcarifer,Barramundi,NA,demersal,catadromous,10,40,TL,NA,NG,NA,200,150,NA,9799,60000,NA,28138,NA,NA,-1,NA,NA,-1,NA,7050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1877,NA,NA,NA,NA,Mugil cephalus,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,263.9,5.1,12.8,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly plants/detritus (troph. 2-2.19),4944,variable,4944,NA,NA,2.48,0.17,NA,NA,NA,NA,801,785,785,Mugil,cephalus,Flathead grey mullet,NA,benthopelagic,catadromous,0,120,SL,NA,SL,NA,100,50,NA,7399,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,2804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1878,NA,NA,NA,NA,Cyprinus carpio,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,409.3,3.2,0.5,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plants/detritus+animals (troph. 2.2-2.79),6258,hunting macrofauna (predator),6258,3.06,NA,3.05,0.39,NA,NA,NA,NA,1643,1450,1450,Cyprinus,carpio,Common carp,Cyprininae,benthopelagic,potamodromous,NA,NA,TL,NA,TL,NA,120,31,NA,3561,40090,NA,72380,NA,NA,-1,NA,NA,-1,NA,27549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1879,NA,NA,NA,NA,Neolissochilus hexagonolepis,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,1175,1.9,2,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plants/detritus+animals (troph. 2.2-2.79),40948,NA,NA,NA,NA,3,0.37,NA,NA,NA,NA,12451,12125,12125,Neolissochilus,hexagonolepis,Copper mahseer,No subfamily,benthopelagic,potamodromous,NA,NA,TL,NA,NA,NA,120,NA,NA,NA,11000,NA,4832,NA,NA,-1,NA,NA,0,NA,4537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1880,NA,NA,NA,NA,Oncorhynchus mykiss,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,418.6,1.3,1.3,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),26523,hunting macrofauna (predator),26523,4.08,0.281,3.53,0.63,NA,NA,NA,NA,253,239,239,Oncorhynchus,mykiss,Rainbow trout,Salmoninae,benthopelagic,anadromous,0,200,TL,NA,TL,NA,122,60,NA,5504,25400,NA,7251,NA,NA,-1,NA,NA,-1,NA,96339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1881,NA,NA,NA,NA,Schizothorax richardsonii,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,414.7,2.2,0.6,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly plants/detritus (troph. 2-2.19),6351,variable,6351,NA,NA,2,0,NA,NA,NA,NA,9023,8705,8705,Schizothorax,richardsonii,Snowtrout,Barbinae,demersal,potamodromous,NA,NA,TL,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,0,NA,4832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1882,NA,NA,NA,NA,Tor putitora,NA,finfish,NA,NA,NA,NA,NA,NA,NA,NA,116,1.3,0.9,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plants/detritus+animals (troph. 2.2-2.79),40948,NA,NA,NA,NA,2.87,0.38,NA,NA,NA,NA,9515,9194,9194,Tor,putitora,Putitor mahseer,No subfamily,benthopelagic,potamodromous,0,NA,TL,NA,TL,NA,275,183,NA,6694,54000,NA,1479,NA,NA,-1,NA,NA,0,NA,6695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1883,NA,NA,NA,NA,Penaeus monodon,NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,419.3,7.34,16.41,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1884,NA,NA,NA,NA,Fenneropenaeus indicus,NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,429.7,6.09,10.81,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1885,NA,NA,NA,NA,Crassostrea madrasensis,NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,145,0.43,3.7,NA,NA,NA,22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
