Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,DemersPelag,DepthRangeDeep,Length,user_supplied_name,submitted_name,score,exclude,realm,obs_id,taxize_name,subgroup,common_name,body_part,food_name_in_english,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata103,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,1.55,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2043",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata104,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",150,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2036",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata105,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",NA,8.27,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2040",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata106,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,1.28,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2044",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata107,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",120,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2037",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata108,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",NA,7.25,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2041",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata109,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,1.86,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2045",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata68,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",60,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2010",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata69,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",NA,4.32,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2014",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata70,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,0.998,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2018",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata80,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",68,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2011",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata81,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",NA,7.08,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2015",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata82,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,0.785,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2019",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata83,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",57,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2012",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata84,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",NA,2.85,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2016",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata85,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,1.15,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2020",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata86,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",53,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2013",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata87,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",NA,1.97,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2017",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata88,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,1.02,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2021",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata98,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",60,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2034",NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata99,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",NA,2.88,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2038",NA,NA,NA,NA
Mytilus coruscus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,temperate,benthic,100,10,Mytilus coruscus,Mytilus coruscus,0.988,NA,marine,af809,Mytilus coruscus,Mollusc,Korean mussel,NA,"Mussel, raw",NA,NA,NA,NA,NA,NA,NA,fi230,"Unknown (samples from markets of Kochi-city/Kanazawa-city, Japan)",NA,VITB12: Lactobacillus leichmannii,2001,0902113
Mytilus coruscus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,temperate,benthic,100,10,Mytilus coruscus,Mytilus coruscus,0.988,NA,marine,af852,Mytilus coruscus,Mollusc,Korean mussel,NA,"Thick shell mussel, farmed, flesh, raw",37.56544,1.77422,1.219276,0.218573303904,0.185637600576,14.18042,1.875604,fi198,"China, Shengsi Islands",Spring (Apr),all values expressed per DM - conversion to FW; FA converted using XFA,2010,0902156
Mytilus coruscus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,temperate,benthic,100,10,Mytilus coruscus,Mytilus coruscus,0.988,NA,marine,af853,Mytilus coruscus,Mollusc,Korean mussel,NA,"Thick shell mussel, farmed, flesh, raw",29.74348,2.38532,1.190226,0.22900486268,0.332554887544,10.220366,2.392622,fi198,"China, Shengsi Islands",Summer (Jul),all values expressed per DM - conversion to FW; FA converted using XFA,2010,0902157
Mytilus coruscus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,temperate,benthic,100,10,Mytilus coruscus,Mytilus coruscus,0.988,NA,marine,af854,Mytilus coruscus,Mollusc,Korean mussel,NA,"Thick shell mussel, farmed, flesh, raw",37.4803,1.535906,1.672198,0.378712684504,0.568069026756,12.337047,3.556697,fi198,"China, Shengsi Islands",Autumn (Oct),all values expressed per DM - conversion to FW; FA converted using XFA,2010,0902158
Mytilus coruscus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,temperate,benthic,100,10,Mytilus coruscus,Mytilus coruscus,0.988,NA,marine,af855,Mytilus coruscus,Mollusc,Korean mussel,NA,"Thick shell mussel, farmed, flesh, raw",62.79228,3.328506,1.325106,0.219794401152,0.339867268448,12.801726,2.438424,fi198,"China, Shengsi Islands",Winter (Jan),all values expressed per DM - conversion to FW; FA converted using XFA,2010,0902159
Mytilus edulis,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,60,11,Mytilus edulis,Mytilus edulis,0.988,NA,brackmarine,bc1440,Mytilus edulis,Mollusc,NA,NA,"Mussels, wild, meat, raw",85,15,1,NA,NA,NA,1.7,fc002,"Canada, Arctic Circle, NorthWest Territories, Broughton Island (Qikiqtarjuak)",1985 to 1988,proximate composition determined by AOAC methods (1984); crude fat determinations (16.064); protein by methods 47.021 and 47.023,1992,0902357
Mytilus edulis,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,60,11,Mytilus edulis,Mytilus edulis,0.988,NA,brackmarine,bc1505,Mytilus edulis,Mollusc,NA,NA,"Mussels, wild, meat, raw",NA,NA,NA,0.1,0.1,NA,NA,fc005,"Canada, Arctic Circle, NorthWest Territories, Baffin Island (community of Broughton Island)",1985 to 1988,Samples were taken in the wild (informed by the author); tr=trace amount (0.05 g/100 g wet weight); nd = not detectable levels ranging from 0.04 (22:5) to 1.38 (20:4) mg/g dry weight,1991,0902422
Mytilus edulis,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,60,11,Mytilus edulis,Mytilus edulis,0.988,NA,brackmarine,c496,Mytilus edulis,Mollusc,Blue Mussel,muscle,"Blue Mussel, muscle",NA,NA,NA,0.13,0.17,NA,NA,55,NA,NA,NA,NA,NA
Mytilus edulis,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,60,11,Mytilus edulis,Mytilus edulis,0.988,NA,brackmarine,c500,Mytilus edulis,Mollusc,Blue Mussel,whole,"Blue Mussel, whole",85,10.8,3.95,NA,NA,11.6,1.7,27,NA,NA,NA,NA,NA
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,af625,Mytilus galloprovincialis,Mollusc,Mediterranean mussel,NA,"Mussel, farmed, edible meat, raw",37,2.1,2,0.135618276,0.11936216,NA,NA,fi169,"Spain, Catalonia (NE Iberian Peninsular), Ebro Delta",Jul 2002,FA converted using XFA,2009,0901929
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,af626,Mytilus galloprovincialis,Mollusc,Mediterranean mussel,NA,"Mussel, farmed, edible meat, raw",82,2.9,1.76,0.213573448,0.22011176,NA,NA,fi169,"Spain, Valencia Harbour (E Iberian Peninsular)",Jul 2002,FA converted using XFA,2009,0901930
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,bc1031,Mytilus galloprovincialis,Mollusc,Mediterranean mussel,NA,"Mediterranean mussel, edible flesh, raw",NA,NA,NA,0.323660524,0.225269224,8.89,2.27,fi173,"Greece, Aegean Sea (samples from fish markets of Macedonia, Attica or Peloponnese)",Jun,FA converted using XFA; FA tr= <0.05% of FACID,2004,0901050
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,bc428,Mytilus galloprovincialis,Mollusc,Mediterranean mussel,NA,"Mediterranean mussel, wild, edible flesh, raw",NA,NA,NA,NA,NA,NA,NA,fi80,"Greece, Aegean Sea",NA,"mean of lipid value (spring, fall, winter) used for FA calculation; FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet",1995,0900447
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,bc470,Mytilus galloprovincialis,Mollusc,Mediterranean mussel,NA,"Mediterranean mussel, wild, edible flesh, raw",NA,NA,NA,NA,NA,8,2,fi80,"Greece, Aegean Sea",Spring,FAT- (analyzed according to AOAC 1975),1995,0900489
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,bc471,Mytilus galloprovincialis,Mollusc,Mediterranean mussel,NA,"Mediterranean mussel, wild, edible flesh, raw",NA,NA,NA,NA,NA,13,2,fi80,"Greece, Aegean Sea",Fall,FAT- (analyzed according to AOAC 1975),1995,0900490
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,bc472,Mytilus galloprovincialis,Mollusc,Mediterranean mussel,NA,"Mediterranean mussel, wild, edible flesh, raw",NA,NA,NA,NA,NA,11,1,fi80,"Greece, Aegean Sea",Winter,FAT- (analyzed according to AOAC 1975),1995,0900491
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,seadata13,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",53.1,3.29,2.07,NA,NA,NA,NA,sea2,Savudrijska vala,NA,NA,NA,NA
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,seadata14,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",50.5,1.65,3.08,NA,NA,NA,NA,sea2,Vabriga,NA,NA,NA,NA
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,seadata15,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",67.3,9.41,1.77,NA,NA,NA,NA,sea2,ModriÛ,NA,NA,NA,NA
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,seadata16,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",44.7,1.61,5.28,NA,NA,NA,NA,sea2,Novigrad,NA,NA,NA,NA
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,seadata17,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",73.2,9.44,2.59,NA,NA,NA,NA,sea2,Sutvid,NA,NA,NA,NA
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,seadata18,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",81.1,10.9,2.39,NA,NA,NA,NA,sea2,Brijesta,NA,NA,NA,NA
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,seadata19,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",43.8,3.61,3.5,NA,NA,NA,NA,sea2,Bjejevica,NA,NA,NA,NA
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,seadata20,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",65.5,5.94,2.33,NA,NA,NA,NA,sea2,Mali Ston,NA,NA,NA,NA
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,seadata21,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",42.9,1.64,2.44,NA,NA,NA,NA,sea2,Bistrina,NA,NA,NA,NA
Mytilus galloprovincialis,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.69,tropical,benthic,200,15,Mytilus galloprovincialis,Mytilus galloprovincialis,0.988,NA,marine,seadata22,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",78.5,2.38,3.2,NA,NA,NA,NA,sea2,Sobra,NA,NA,NA,NA
Nacella deaurata,NA,NA,grazing on aquatic plants,NA,temperate,benthic,96,6.1,Nacella deaurata,Nacella deaurata,0.988,NA,marine,seadata65,Nacella deaurata,Mollusc,NA,NA,"NA, whole, edible flesh",83,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2022",NA,NA,NA,NA
Nacella deaurata,NA,NA,grazing on aquatic plants,NA,temperate,benthic,96,6.1,Nacella deaurata,Nacella deaurata,0.988,NA,marine,seadata66,Nacella deaurata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,55.1,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2026",NA,NA,NA,NA
Nacella deaurata,NA,NA,grazing on aquatic plants,NA,temperate,benthic,96,6.1,Nacella deaurata,Nacella deaurata,0.988,NA,marine,seadata67,Nacella deaurata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,0.85,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2030",NA,NA,NA,NA
Nacella deaurata,NA,NA,grazing on aquatic plants,NA,temperate,benthic,96,6.1,Nacella deaurata,Nacella deaurata,0.988,NA,marine,seadata89,Nacella deaurata,Mollusc,NA,NA,"NA, whole, edible flesh",105,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2023",NA,NA,NA,NA
Nacella deaurata,NA,NA,grazing on aquatic plants,NA,temperate,benthic,96,6.1,Nacella deaurata,Nacella deaurata,0.988,NA,marine,seadata90,Nacella deaurata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,8.05,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2027",NA,NA,NA,NA
Nacella deaurata,NA,NA,grazing on aquatic plants,NA,temperate,benthic,96,6.1,Nacella deaurata,Nacella deaurata,0.988,NA,marine,seadata91,Nacella deaurata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,0.793,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2031",NA,NA,NA,NA
Nacella deaurata,NA,NA,grazing on aquatic plants,NA,temperate,benthic,96,6.1,Nacella deaurata,Nacella deaurata,0.988,NA,marine,seadata92,Nacella deaurata,Mollusc,NA,NA,"NA, whole, edible flesh",74,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2024",NA,NA,NA,NA
Nacella deaurata,NA,NA,grazing on aquatic plants,NA,temperate,benthic,96,6.1,Nacella deaurata,Nacella deaurata,0.988,NA,marine,seadata93,Nacella deaurata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,4.39,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2028",NA,NA,NA,NA
Nacella deaurata,NA,NA,grazing on aquatic plants,NA,temperate,benthic,96,6.1,Nacella deaurata,Nacella deaurata,0.988,NA,marine,seadata94,Nacella deaurata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,0.862,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2032",NA,NA,NA,NA
Nacella deaurata,NA,NA,grazing on aquatic plants,NA,temperate,benthic,96,6.1,Nacella deaurata,Nacella deaurata,0.988,NA,marine,seadata95,Nacella deaurata,Mollusc,NA,NA,"NA, whole, edible flesh",63,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2025",NA,NA,NA,NA
Nacella deaurata,NA,NA,grazing on aquatic plants,NA,temperate,benthic,96,6.1,Nacella deaurata,Nacella deaurata,0.988,NA,marine,seadata96,Nacella deaurata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,3.44,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2029",NA,NA,NA,NA
