Food Item ID,Food Item ID,Subgroup,"Country, region",Type,ISSCAAP,3_alpha,Food name in own language,Food name in English,Processing,Scientific name,ASFIS English name,ASFIS Scientific name,Season,Other,n,Comments on data processing/methods,Publication year,BiblioID,Compiler,Latest revision in version,CA(mg),FE(mg),ZN(mg),F20D5N3(g),F22D6N3(g),AS(mcg),CD(mcg),HG(mcg),PB(mcg)
0901657,0901657,Finfish,"Unknown (samples from fish market, Hangzhou, China)",,11,FCG,,"Grass carp, skinless, boneless fillet, raw",r,Ctenopharyngodon idellus,Grass carp(=White amur),Ctenopharyngodon idellus,,,,FA converted using XFA,2008,fi127,DR,1.0,,,,0.012189485,0.05540675,,,,
0901694,0901694,Finfish,"India, Tamilnadu, Tuticorin fish-landing center",,36,SKJ,,"Skipjack tuna, wild, steak, raw",r,Katsuwonus pelamis,Skipjack tuna,Katsuwonus pelamis,,"mean length and weight of fish: 74cm, 6000g",1,CHOLE- (analyzed according to AOAC 1995); FAT expressed per DM - conversion to FW; FAME converted using XFA,2010,fi150,DR,1.0,,,,0.039553952,0.059421267,,,,
0901707,0901707,Finfish,Unknown,,23,COH,Salmón coho,"Salmon, skinless fillet, frozen",r,Oncorhynchus kisutch,Coho(=Silver)salmon,Oncorhynchus kisutch,,,,all values given as range (proximates/FA/minerals),2008,fi151,DR,1.0,41206,40945,,0.41,,,,,
0901711,0901711,Finfish,Unknown (samples from fish market in Mexico City),,36,ALB,Albacora,"Albacore, fillet, raw",r,Thunnus alalunga,Albacore,Thunnus alalunga,,,4,,2004,fi152,DR,1.0,,,,0.33915,0.9625,,,,
0901712,0901712,Finfish,Unknown (samples from fish market in Mexico City),,38,RGM,Aleta mantarraya,"California butterfly ray, fillet, raw",r,Gymnura marmorata,California butterfly ray,Gymnura marmorata,,,4,,2004,fi152,DR,1.0,,,,0.01066,0.12663,,,,
0901713,0901713,Finfish,Unknown (samples from fish market in Mexico City),,36,BFT,Atún,"Atlantic bluefin tuna, fillet, raw",r,Thunnus thynnus,Atlantic bluefin tuna,Thunnus thynnus,,,4,,2004,fi152,DR,1.0,,,,0.01337,0.15624,,,,
0901714,0901714,Finfish,Unknown (samples from fish market in Mexico City),,33,BEM,Bagre,"Gafftopsail sea catfish, fillet, raw",r,Bagre marinus,Gafftopsail sea catfish,Bagre marinus,,,4,,2004,fi152,DR,1.0,,,,0.02738,0.3438,,,,
0901715,0901715,Finfish,Unknown (samples from fish market in Mexico City),,33,RPU,Besuga,"Vermilion snapper, fillet, raw",r,Rhomboplites aurorubens,Vermilion snapper,Rhomboplites aurorubens,,,4,,2004,fi152,DR,1.0,,,,0.0226,0.20781,,,,
0901716,0901716,Finfish,Unknown (samples from fish market in Mexico City),,38,CCR,Cazón,"Smalltail shark, fillet, raw",r,Carcharhinus porosus,Smalltail shark,Carcharhinus porosus,,,4,,2004,fi152,DR,1.0,,,,0.00153,0.02072,,,,
0901717,0901717,Finfish,Unknown (samples from fish market in Mexico City),,33,LHT,Cintilla,"Largehead hairtail, fillet, raw",r,Trichiurus lepturus,Largehead hairtail,Trichiurus lepturus,,,4,,2004,fi152,DR,1.0,,,,0.01662,0.2103,,,,
0901718,0901718,Finfish,Unknown (samples from fish market in Mexico City),,37,RUB,Cojinuda,"Blue runner, fillet, raw",r,Caranx crysus,Blue runner,Caranx crysos,,,4,,2004,fi152,DR,1.0,,,,0.068,0.46685,,,,
0901719,0901719,Finfish,Unknown (samples from fish market in Mexico City),,33,SNR,Huachinango golfo,"Northern red snapper, fillet, raw",r,Lutjanus campechanus,Northern red snapper,Lutjanus campechanus,,,4,,2004,fi152,DR,1.0,,,,0.00471,0.01859,,,,
0901720,0901720,Finfish,Unknown (samples from fish market in Mexico City),,33,LWP,Huachinango pacifico,"Pacific red snapper, fillet, raw",r,Lutjanus peru,Pacific red snapper,Lutjanus peru,,,4,,2004,fi152,DR,1.0,,,,0.00607,0.08576,,,,
0901721,0901721,Finfish,Unknown (samples from fish market in Mexico City),,37,CVJ,Jurel,"Crevalle jack, fillet, raw",r,Caranx hippos,Crevalle jack,Caranx hippos,,,4,,2004,fi152,DR,1.0,,,,0.00401,0.11767,,,,
0901722,0901722,Finfish,Unknown (samples from fish market in Mexico City),,33,GPR,Mero,"Red grouper, fillet, raw",r,Epinephelus morio,Red grouper,Epinephelus morio,,,4,,2004,fi152,DR,1.0,,,,0.00987,0.06338,,,,
0901723,0901723,Finfish,Unknown (samples from fish market in Mexico City),,33,DUX,Mojarra,"Caitipa mojarra, fillet, raw",r,Diapterus rhombeus,,Diapterus spp,,,4,,2005,fi152,DR,1.0,,,,0.03193,0.11453,,,,
0901724,0901724,Finfish,Unknown (samples from fish market in Mexico City),,36,KGM,Peto carito,"King mackerel, fillet, raw",r,Scomberomorus cavalla,King mackerel,Scomberomorus cavalla,,,4,,2004,fi152,DR,1.0,,,,0.1061,0.52174,,,,
0901725,0901725,Finfish,Unknown (samples from fish market in Mexico City),,33,SNO,Robalo,"Common snook, fillet, raw",r,Centropomus undecimalis,Common snook,Centropomus undecimalis,,,4,,2004,fi152,DR,1.0,,,,0.02256,0.11248,,,,
0901726,0901726,Finfish,Unknown (samples from fish market in Mexico City),,33,SWF,Trucha,"Spotted weakfish, fillet, raw",r,Cynoscion nebulosus,Spotted weakfish,Cynoscion nebulosus,,,4,,2004,fi152,DR,1.0,,,,0.10615,0.5067,,,,
0901727,0901727,Finfish,Unknown (samples from fish market in Mexico City),,33,SNL,Villajaiba,"Lane snapper, fillet, raw",r,Lutjanus synagris,Lane snapper,Lutjanus synagris,,,4,,2004,fi152,DR,1.0,,,,0.0401,0.1823,,,,
0901728,0901728,Finfish,Unknown (samples from fish market in Mexico City),,37,LNM,Jorobado,"Lookdown, fillet, raw",r,Selene vomer,Lookdown,Selene vomer,,,4,,2004,fi152,DR,1.0,,,,0.12768,0.68596,,,,
0901736,0901736,Finfish,Unknown,,33,SUR,,"Yellowfin surgeon fish, muscle flesh, raw",r,Acanthurus xanthopterus,,Acanthuridae,Oct,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901737,0901737,Finfish,Unknown,,33,AUJ,,"Black fin sea catfish, muscle flesh, raw",r,Arius jella,Blackfin sea catfish,Arius jella,Jul,"mean length and weight of fish: 25cm, 300g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901738,0901738,Finfish,Unknown,,33,AUJ,,"Black fin sea catfish, muscle flesh, raw",r,Arius jella,Blackfin sea catfish,Arius jella,Mar,"mean length and weight of fish: 32cm, 315g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901739,0901739,Finfish,Unknown,,34,DRI,,"Indian drift fish, muscle flesh, raw",r,Ariomma indicus,Indian driftfish,Ariomma indica,,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901740,0901740,Finfish,Unknown,,37,SGY,,"Spot tail needle fish, muscle flesh, raw",r,Strongylura strongylura,Spottail needlefish,Strongylura strongylura,Feb,"mean length and weight of fish: 35cm, 145g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901741,0901741,Finfish,Unknown,,31,UKX,,"Flounder, muscle flesh, raw",r,Pseudorhombus sp,,Pseudorhombus spp,Mar,"mean length and weight of fish: 15cm, 40g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901742,0901742,Finfish,Unknown,,31,UKX,,"Flounder, muscle flesh, raw",r,Pseudorhombus sp,,Pseudorhombus spp,Mar,"mean length and weight of fish: 14cm, 29.5g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901743,0901743,Finfish,Unknown,,37,HAS,,"Torpedo scad, muscle flesh, raw",r,Megalaspis cordyla,Torpedo scad,Megalaspis cordyla,Feb,"mean length and weight of fish: 21cm, 100g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901744,0901744,Finfish,Unknown,,37,HAS,,"Torpedo scad, skin-on fillet, raw",r,Megalaspis cordyla,Torpedo scad,Megalaspis cordyla,Mar,"mean length and weight of fish: 21cm, 100g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901745,0901745,Finfish,Unknown,,37,POP,,"Pompano, muscle flesh, raw",r,Trachynotus ovatus,Pompano,Trachinotus ovatus,,"mean length and weight of fish: 19cm, 193g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901746,0901746,Finfish,Unknown,,37,CVJ,,"Black tailed trevally, muscle flesh, raw",r,Caranx hippos,Crevalle jack,Caranx hippos,Oct,"mean length and weight of fish: 14cm, 968g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901747,0901747,Finfish,Unknown,,37,OBJ,,"Needle scaled queen fish, muscle flesh, raw",r,Scomberoides tol,Needlescaled queenfish,Scomberoides tol,Mar,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901748,0901748,Finfish,Unknown,,37,POP,,"Pompano, muscle flesh, raw",r,Trachynotus ovatus,Pompano,Trachinotus ovatus,Oct,"mean length and weight of fish: 20cm, 220g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901749,0901749,Finfish,Unknown,,37,HAS,,"Torpedo scad, muscle flesh, raw",r,Megalaspis cordyla,Torpedo scad,Megalaspis cordyla,Mar,"mean length and weight of fish: 20cm, 120g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901750,0901750,Finfish,Unknown,,37,POB,,"Black pomfret, muscle flesh, raw",r,Parastromateus niger,Black pomfret,Parastromateus niger,Mar,"mean length and weight of fish: 23cm, 250g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901751,0901751,Finfish,Unknown,,37,RUS,,"Indian scad, muscle flesh, raw",r,Decapterus russelli,Indian scad,Decapterus russelli,Mar,"mean length and weight of fish: 18cm, 49g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901752,0901752,Finfish,Unknown,,37,OBJ,,"Needle scaled queen fish, muscle flesh, raw",r,Scomberoides tol,Needlescaled queenfish,Scomberoides tol,Mar,"mean length and weight of fish: 36cm, 285g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901753,0901753,Finfish,Unknown,,37,HAS,,"Torpedo scad, muscle flesh, raw",r,Megalaspis cordyla,Torpedo scad,Megalaspis cordyla,Mar,"mean length and weight of fish: 37cm,424g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901754,0901754,Finfish,Unknown,,37,NGS,,"Malabar trevelly, muscle flesh, raw",r,Carangoides malabaricus,Malabar trevally,Carangoides malabaricus,Mar,mean length and weight of fish: 16cm75g,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901755,0901755,Finfish,Unknown,,37,NGS,,"Malabar trevelly, muscle flesh, raw",r,Carangoides malabaricus,Malabar trevally,Carangoides malabaricus,,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901756,0901756,Finfish,Unknown,,37,CVJ,,"Black tailed trevally, muscle flesh, raw",r,Caranx hippos,Crevalle jack,Caranx hippos,Mar,"mean length and weight of fish: 20cm, 99g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901757,0901757,Finfish,Unknown,,37,TRE,,"Banded scad, muscle flesh, raw",r,Caranx para,"Jacks, crevalles nei",Caranx spp,Mar,"mean length and weight of fish: 15cm, 32g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901758,0901758,Finfish,Unknown,,37,TUP,,"Cleft belly trevally, muscle flesh, raw",r,Atropus atropus female,Cleftbelly trevally,Atropus atropos,Mar,"mean length and weight of fish: 23cm, 181g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901759,0901759,Finfish,Unknown,,37,TUP,,"Cleft belly trevally, muscle flesh, raw",r,Atropus atropus,Cleftbelly trevally,Atropus atropos,Mar,"mean length and weight of fish: 18cm,91g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901760,0901760,Finfish,Unknown,,25,MIL,,"Mikfish, muscle flesh, raw",r,Chanos chanos,Milkfish,Chanos chanos,Dec,"mean length and weight of fish: 35cm, 300g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901761,0901761,Finfish,Unknown,,35,DOB,,"Silver bar, muscle flesh, raw",r,Chirocentrus dorab,Dorab wolf-herring,Chirocentrus dorab,Oct,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901762,0901762,Finfish,Unknown,,35,CNU,,"White fin wolf herring, muscle flesh, raw",r,Chirocentrus nudus,Whitefin wolf-herring,Chirocentrus nudus,Mar,"mean length and weight of fish: 49cm, 94g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901763,0901763,Finfish,Unknown,,35,CNU,,"White fin wolf herring, muscle flesh, raw",r,Chirocentrus nudus,Whitefin wolf-herring,Chirocentrus nudus,Mar,"mean length and weight of fish: 45cm, 364g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901764,0901764,Finfish,Unknown,,12,TLM,,"Tilapia, female, muscle flesh, raw",r,Oreochromis mossambica,Mozambique tilapia,Oreochromis mossambicus,Dec,"mean length and weight of fish: 16cm, 65g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901765,0901765,Finfish,Unknown,,12,ERC,,"Orange chromicle, muscle flesh, raw",r,Etroplus maculatus,Orange chromide,Etroplus maculatus,Dec,"mean length and weight of fish: 7cm, 7.5g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901766,0901766,Finfish,Unknown,,24,PHT,,"Tardoore, muscle flesh, raw",r,Opisthoptertus tardoor,Tardoore,Opisthopterus tardoore,Jul,"mean length and weight of fish: 15cm, 30g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901767,0901767,Finfish,Unknown,,24,PHT,,"Tardoore, muscle flesh, raw",r,Opisthoptertus tardoor,Tardoore,Opisthopterus tardoore,Oct,"mean length and weight of fish: 16cm, 44g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901768,0901768,Finfish,Unknown,,24,PHT,,"Tardoore, muscle flesh, raw",r,Opisthoptertus tardoor,Tardoore,Opisthopterus tardoore,Mar,"mean length and weight of fish: 24cm, 110g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901769,0901769,Finfish,Unknown,,35,RAS,,"Rainbow sardine, muscle flesh, raw",r,Dussumieria acuta,Rainbow sardine,Dussumieria acuta,Mar,"mean length and weight of fish: 17cm, 41g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901770,0901770,Finfish,Unknown,,35,SDM,,"Blacktrip sardinella, muscle flesh, raw",r,Sardinella melanura,Blacktip sardinella,Sardinella melanura,Mar,"mean length and weight of fish: 16cm, 49g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901771,0901771,Finfish,Unknown,,35,RAL,,"Oil sardine, muscle flesh, raw",r,Dussumieria hasselti,Slender rainbow sardine,Dussumieria elopsoides,Jun,"mean length and weight of fish: 16cm, 25g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901772,0901772,Finfish,Unknown,,31,YOD,,"Carrot tongue sole, muscle flesh, raw",r,Cynoglossus dubius,Carrot tonguesole,Cynoglossus dubius,Mar,"mean length and weight of fish: 33cm, 213g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901773,0901773,Finfish,Unknown,,31,YOX,,"Flounder, muscle flesh, raw",r,Cynoglossus sp,Tonguesole nei,Cynoglossus spp,Mar,"mean length and weight of fish: 19cm, 38g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901774,0901774,Finfish,Unknown,,11,CMG,,"Mrigal, muscle flesh, raw",r,Cirrhinal mrigata,Mrigal carp,Cirrhinus mrigala,,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901775,0901775,Finfish,Unknown,,11,LRH,,"Rohu (adult), muscle flesh, raw",r,Labeo rohita,Roho labeo,Labeo rohita,,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901776,0901776,Finfish,Unknown,,33,CEV,,"Ladyfish, muscle flesh, raw",r,Elops machnata,Tenpounder,Elops machnata,Dec,"mean length and weight of fish: 52cm, 900g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901777,0901777,Finfish,Unknown,,35,EYD,,"Dussumier's thryssa, muscle flesh, raw",r,Tryssa dusumeri,Dussumier's thryssa,Thryssa dussumieri,Feb,"mean length and weight of fish: 15cm, 30g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901778,0901778,Finfish,Unknown,,33,HUO,,"Spade fish, muscle flesh, raw",r,Ephippus orbis,Orbfish,Ephippus orbis,Mar,"mean length and weight of fish: 11cm, 42g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901779,0901779,Finfish,Unknown,,33,GEF,,"Whipfin silver biddy, muscle flesh, raw",r,Gerres filamentoses,Whipfin silver-biddy,Gerres filamentosus,,"mean length and weight of fish:15cm, 84g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901780,0901780,Finfish,Unknown,,34,GEF,,"Whipfin silver biddy, muscle flesh, raw",r,Gerres filamentoses,Whipfin silver-biddy,Gerres filamentosus,Oct,"mean length and weight of fish: 18cm, 84g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901781,0901781,Finfish,Unknown,,33,BGX,,"Grunter, muscle flesh, raw",r,Pomadasys furcatum,,Pomadasys spp,Feb,"mean length and weight of fish: 19cm, 100g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901782,0901782,Finfish,Unknown,,33,KAH,,"Javelin grunter, muscle flesh, raw",r,Pomadasys kaakan,Javelin grunter,Pomadasys kaakan,Mar,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901783,0901783,Finfish,Unknown,,33,BGX,,"Grunter, muscle flesh, raw",r,Pomadasys sp,,Pomadasys spp,Mar,"mean length and weight of fish: 15cm, 63g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901784,0901784,Finfish,Unknown,,37,HAX,,"Needle fish, muscle flesh, raw",r,Hemiramphus lutkei,,Hemiramphus spp,Oct,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901785,0901785,Finfish,Unknown,,37,TRF,,"False trevally, muscle flesh, raw",r,Lactarius lactarius,False trevally,Lactarius lactarius,Jul,"mean length and weight of fish: 14cm, 40g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901786,0901786,Finfish,Unknown,,33,LGE,,"Pugnose ponyfish, muscle flesh, raw",r,Leiognathus equulus,Common ponyfish,Leiognathus equulus,May,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901787,0901787,Finfish,Unknown,,33,LGP,,"Splendid ponyfish, muscle flesh, raw",r,Leiognathus splendens,Splendid ponyfish,Leiognathus splendens,May,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901788,0901788,Finfish,Unknown,,33,LCV,,"Orange fin pony fish, muscle flesh, raw",r,Leiognathus bindus,Orangefin ponyfish,Leiognathus bindus,Mar,"mean length and weight of fish: 8cm, 7g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901789,0901789,Finfish,Unknown,,33,LTS,,"Emperor, muscle flesh, raw",r,Lethrinus cinerius,Pink ear emperor,Lethrinus lentjan,Oct,"mean length and weight of fish: 244cm, 1200g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901790,0901790,Finfish,Unknown,,33,LJG,,"Humpback red snapper, muscle flesh, raw",r,Lutjanus gibbus,Humpback red snapper,Lutjanus gibbus,Mar,"mean length and weight of fish: 31cm, 850g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901791,0901791,Finfish,Unknown,,33,PFM,,"Blue spotted job fish, muscle flesh, raw",r,Pristipomoides filamentoses,Crimson jobfish,Pristipomoides filamentosus,Oct,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901792,0901792,Finfish,Unknown,,33,TAI,,"Oxeye tarpon, muscle flesh, raw",r,Megalops cyprinoides,Indo-Pacific tarpon,Megalops cyprinoides,Dec,"mean length and weight of fish: 18cm, 69g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901793,0901793,Finfish,Unknown,,33,VMC,,"Long arm mullet, muscle flesh, raw",r,Vaiamugil cunnesius,Longarm mullet,Valamugil cunnesius,,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901794,0901794,Finfish,Unknown,,33,UPI,,"Striped goatfish, muscle flesh, raw",r,Upenus vittatus,Yellowstriped goatfish,Upeneus vittatus,Mar,"mean length and weight of fish: 15cm, 50g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901795,0901795,Finfish,Unknown,,34,UPI,,"Striped goatfish, muscle flesh, raw",r,Upenus vittatus,Yellowstriped goatfish,Upeneus vittatus,,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901796,0901796,Finfish,Unknown,,38,RYH,,"Eagle ray, muscle flesh, raw",r,Myliobatis nieuhofli,Banded eagle ray,Aetomylaeus niehofii,Mar,"mean length and weight of fish: 27cm, 1040g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901797,0901797,Finfish,Unknown,,33,THB,,"Pink perch, muscle flesh, raw",r,Nemipterus bleekeri,Threadfin breams nei,Nemipterus spp,Mar,"mean length and weight of fish: 22cm, 119g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901798,0901798,Finfish,Unknown,,33,NNJ,,"Pink perch, muscle flesh, raw",r,Nemipterus japonicus,Japanese threadfin bream,Nemipterus japonicus,Mar,"mean length and weight of fish: 21cm, 130g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901799,0901799,Finfish,Unknown,,33,THD,,"Rosy monacle bream, muscle flesh, raw",r,Parascolopsis eriomma,,Nemipteridae,Feb,"mean length and weight of fish: 27cm, 375g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901800,0901800,Finfish,Unknown,,33,FOT,,"Four finger thread fin, muscle flesh, raw",r,Eleutheronema tetradactylus,Fourfinger threadfin,Eleutheronema tetradactylum,,"mean length and weight of fish: 33cm, 500g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901801,0901801,Finfish,Unknown,,33,OAX,,"Blackspot threadfin, muscle flesh, raw",r,Polynemus sextarius,Blackspot threadfin,Polydactylus sextarius,Mar,"mean length and weight of fish: 15cm, 43g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901802,0901802,Finfish,Unknown,,33,BIG,,"Bull eye, muscle flesh, raw",r,Priacanthus sp,Bigeyes nei,Priacanthus spp,Mar,"mean length and weight of fish: 18cm, 75g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901803,0901803,Finfish,Unknown,,31,HAI,,"Indian tiny turbot, muscle flesh, raw",r,Psettodes erumei,Indian halibut,Psettodes erumei,Mar,"mean length and weight of fish: 33cm, 587g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901804,0901804,Finfish,Unknown,,33,NBA,,"Bloched croaker, muscle flesh, raw",r,Nibea maculata,Blotched croaker,Nibea maculata,Jan,"mean length and weight of fish: 23cm, 150g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
0901805,0901805,Finfish,Unknown,,33,JOX,,"Karut croaker, muscle flesh, raw",r,Johnius carutta,,Johnius spp,Oct,"mean length and weight of fish: 18cm, 65g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1.0,,,,,,,,,
