ref_info,seanuts_id2,food_name_clean,species_name,nutrient,concentration,subgroup,abs_lat,latitude.x,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,country_region,updated_ref_info,location,latitude_details,latitude.y,longitude,weight_from_study_g,length_from_study,X13,abs_lat2,log_length,log_concentration,reference
"Andrade A.D., Rubira A.F., Matsushita M., Souza N.E. (1995). ω3 fatty acids in freshwater fish from South Brazil. JAOCS 72(10): 1207-1210",1286,NA,Pseudoplatystoma corruscans,epa,0.045230278,finfish,23.421,NA,166,166,4.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,"The fish studied were purchased fresh from fish markets in Maringa, Parana, Brazil",NA,-23.421,-51.933056,NA,NA,NA,23.421,5.111987788356544,-3.095988549148241,"Andrade A.D., Rubira A.F., Matsushita M., Souza N.E. (1995). ω3 fatty acids in freshwater fish from South Brazil. JAOCS 72(10): 1207-1210"
"Perea A. Gómez E. Mayorga Y., Triana C.Y. (2008). Caracterización nutricional de pescados de produccion y consumo regional en Bucaramanga, Colombia. Archivos Latinoamericanos de Nutricion 58(1): 91-97",180,Sorubim_wild_boneless_skinless_fillet_raw,Pseudoplatystoma fasciatum,epa,0.01,finfish,5.816764,5.816764,104,104,4.38,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6443908991413725,-4.605170185988091,"Perea A. Gómez E. Mayorga Y., Triana C.Y. (2008). Caracterización nutricional de pescados de produccion y consumo regional en Bucaramanga, Colombia. Archivos Latinoamericanos de Nutricion 58(1): 91-97"
"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",982,Swamp_barb_wild_boneless_skinless_fillet_raw,Puntius brevis,epa,0.01574542,finfish,15.190255,15.190255,12,12,2.91,browsing on substrate,mainly plants/detritus (troph. 2-2.19),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4849066497880004,-4.151205749649961,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8"
"Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373",1611,NA,Rapana venosa,epa,0.083,mollusc,34,NA,NaN,16.1,3.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,Korea,NA,34,128,NA,NA,NA,34,2.7788192719904172,-2.488914671185539,"Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373"
"Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373",1612,NA,Rapana venosa,epa,0.291,mollusc,36,NA,NaN,16.1,3.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,Korea,NA,36,126,NA,NA,NA,36,2.7788192719904172,-1.2344320118106447,"Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373"
"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",1349,NA,Rastrelliger kanagurta,epa,0.193181104,finfish,4.210484,NA,37.91176471,32,3.1900000569999998,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,The samples were obtained from local market  in Malaysia and were procured at four different times to obtain four replicates.,"approximate location used, actual location unknown",4.210484,101.975766,NA,NA,NA,4.210484,3.4657359027997265,-1.6441271673700006,"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60"
"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",989,silver_fish_wild_whole_raw,Rastrineobola argentea,epa,0.14587456,finfish,0.033333,-0.033333,9,9,3.410000086,selective plankton feeding,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1972245773362196,-1.9250082046610286,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72"
"Lytle J.S., Lytle T.F. (1994). Fatty acid and cholesterol content of sharks and rays. Journal of Food Composition and Analysis 7: 110-118",994,Atlantic_sharpnose_shark_wild_fillet_along_dorsal_line_raw,Rhizoprionodon terraenovae,epa,0.01,finfish,25.304304,25.304304,110,110,4.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.700480365792417,-4.605170185988091,"Lytle J.S., Lytle T.F. (1994). Fatty acid and cholesterol content of sharks and rays. Journal of Food Composition and Analysis 7: 110-118"
"Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373",1624,NA,Ruditapes philippinarum,epa,0.208,mollusc,34,NA,NaN,8,2,filtering plankton,mainly plants/detritus (troph. 2-2.19),non-migratory,NA,NA,Korea,NA,34,128,NA,NA,NA,34,2.0794415416798357,-1.5702171992808192,"Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373"
"Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373",1625,NA,Ruditapes philippinarum,epa,0.103,mollusc,36,NA,NaN,8,2,filtering plankton,mainly plants/detritus (troph. 2-2.19),non-migratory,NA,NA,Korea,NA,36,126,NA,NA,NA,36,2.0794415416798357,-2.2730262907525014,"Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373"
"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",995,Kutum_wild_muscle_tissue_raw,Rutilus frisii,epa,0.17597208,finfish,37,37,70,70,3.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.248495242049359,-1.7374299328917004,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223"
"Pirestani S., Sahari M.A., Barzegar M., Nikoopour H. (2010). Lipid, cholesterol and fatty acid profile of some commercially important fish species from south Caspian Sea. J Food Biochem 34: 886-895",996,Caspian_kutum_wild_edible_flesh_raw,Rutilus frisii kutum,epa,0.27876758,finfish,35.707481,35.707481,70,70,3.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.248495242049359,-1.2773768909318908,"Pirestani S., Sahari M.A., Barzegar M., Nikoopour H. (2010). Lipid, cholesterol and fatty acid profile of some commercially important fish species from south Caspian Sea. J Food Biochem 34: 886-895"
"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",999,Baltic_salmon_wild_skinless_fillet_raw,Salmo salar,epa,0.459944842,finfish,55.028022,55.028022,144.2142857,123,3.76,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.812184355372417,-0.7766487053842709,"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84"
"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",228,Brook_trout_wild_female_flesh_raw,Salvelinus fontinalis,epa,0.24,finfish,47.878794,47.878794,86,86,3.74,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.454347296253507,-1.4271163556401458,"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162"
"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",283,Brook_trout_wild_female_flesh_raw,Salvelinus fontinalis,epa,0.08,finfish,52.998485,52.998485,86,86,3.74,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.454347296253507,-2.5257286443082556,"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162"
"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",284,Lake_trout_wild_female_flesh_raw,Salvelinus namaycush,epa,0.14,finfish,52.636704,52.636704,150,150,3.77,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0106352940962555,-1.9661128563728327,"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162"
"Appavoo et al, 1991",1792,NA,Salvelinus namaycush,epa,0.1,finfish,67.038639,NA,150,150,3.77,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,come back,"Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.","Colville Lake and Fort Good Hope, Canada",NA,67.038639,-126.088107,NA,NA,NA,67.038639,5.0106352940962555,-2.3025850929940455,"Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119."
"Kuhnlein et al, 2002",1840,NA,Salvelinus namaycush,epa,0.2,finfish,67.524849,NA,150,150,3.77,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,come back,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566.","Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,NA,NA,NA,67.524849,5.0106352940962555,-1.6094379124341003,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566."
"Kuhnlein et al, 1991",1815,NA,Salvelinus naresi,epa,0.4,finfish,67.524849,NA,40,107,3.46,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,come back,"Kuhnlein, H.V., Kubow, S. and Soueida, R., 1991. Lipid components of traditional Inuit foods and diets of Baffin Island. Journal of Food Composition and Analysis, 4(3), pp.227-236.","Broughton Island, Northwest Territories, Canada,",NA,67.524849,-63.766102,NA,NA,NA,67.524849,4.672828834461906,-0.916290731874155,"Kuhnlein, H.V., Kubow, S. and Soueida, R., 1991. Lipid components of traditional Inuit foods and diets of Baffin Island. Journal of Food Composition and Analysis, 4(3), pp.227-236."
"Jankowska B., Zakęś Z., Żmijewski T., Szczepkowski M. (2003) A comparison of selected quality features of the tissue and slaughter yield of wild and cultivated pikeperch (Sander lucioperca). Eur Food Res Technol 217: 401-405",1002,Pike_perch_wild_skinless_fillet_raw,Sander lucioperca,epa,0.033573,finfish,53.866389,53.866389,100,100,4.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.605170185988092,-3.3940331064781373,"Jankowska B., Zakęś Z., Żmijewski T., Szczepkowski M. (2003) A comparison of selected quality features of the tissue and slaughter yield of wild and cultivated pikeperch (Sander lucioperca). Eur Food Res Technol 217: 401-405"
"Celik M., Diler A., Küçükgülmez A. (2005). A comparison of the proximate compositions and fatty acid profiles of zander (Sander lucioperca) from two different regions and climatic conditions. Food Chemistry 92: 637-641",1004,Zander_wild_fillet_raw,Sander lucioperca,epa,0.00251029,finfish,38.023757,38.023757,100,100,4.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.605170185988092,-5.987356994663822,"Celik M., Diler A., Küçükgülmez A. (2005). A comparison of the proximate compositions and fatty acid profiles of zander (Sander lucioperca) from two different regions and climatic conditions. Food Chemistry 92: 637-641"
"Celik M., Diler A., Küçükgülmez A. (2005). A comparison of the proximate compositions and fatty acid profiles of zander (Sander lucioperca) from two different regions and climatic conditions. Food Chemistry 92: 637-641",1005,Zander_wild_fillet_raw,Sander lucioperca,epa,0.002842752,finfish,36.967401,36.967401,100,100,4.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.605170185988092,-5.862982681915586,"Celik M., Diler A., Küçükgülmez A. (2005). A comparison of the proximate compositions and fatty acid profiles of zander (Sander lucioperca) from two different regions and climatic conditions. Food Chemistry 92: 637-641"
"Pirestani S., Sahari M.A., Barzegar M., Nikoopour H. (2010). Lipid, cholesterol and fatty acid profile of some commercially important fish species from south Caspian Sea. J Food Biochem 34: 886-895",1008,Pike_perch_wild_edible_flesh_raw,Sander lucioperca,epa,0.054579322,finfish,35.707481,35.707481,100,100,4.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.605170185988092,-2.9081001859117492,"Pirestani S., Sahari M.A., Barzegar M., Nikoopour H. (2010). Lipid, cholesterol and fatty acid profile of some commercially important fish species from south Caspian Sea. J Food Biochem 34: 886-895"
"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",1009,Zander_wild_muscle_tissue_raw,Sander lucioperca,epa,0.009422673,finfish,37,37,100,100,4.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.605170185988092,-4.664636472683758,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223"
"Osako K., Saito H., Weng W., Kuwahara K., Tanaka M. (2009). Lipid characteristics of coastal migratory Sarda orientalis tissues. Fish Sci 75: 1055-1066",1011,Oriental_bonito_wild_dorsal_white_muscle_fillet_raw,Sarda orientalis,epa,0.0434448,finfish,32.750286,32.750286,100.25,95,4.2100000380000004,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.553876891600541,-3.136264112223258,"Osako K., Saito H., Weng W., Kuwahara K., Tanaka M. (2009). Lipid characteristics of coastal migratory Sarda orientalis tissues. Fish Sci 75: 1055-1066"
"Osako K., Saito H., Weng W., Kuwahara K., Tanaka M. (2009). Lipid characteristics of coastal migratory Sarda orientalis tissues. Fish Sci 75: 1055-1066",1012,Oriental_bonito_wild_dorsal_white_muscle_fillet_raw,Sarda orientalis,epa,0.1449726,finfish,32.750286,32.750286,100.25,95,4.2100000380000004,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.553876891600541,-1.931210519935037,"Osako K., Saito H., Weng W., Kuwahara K., Tanaka M. (2009). Lipid characteristics of coastal migratory Sarda orientalis tissues. Fish Sci 75: 1055-1066"
"Osako K., Saito H., Weng W., Kuwahara K., Tanaka M. (2009). Lipid characteristics of coastal migratory Sarda orientalis tissues. Fish Sci 75: 1055-1066",1013,Oriental_bonito_wild_dorsal_white_muscle_fillet_raw,Sarda orientalis,epa,0.0397119,finfish,32.750286,32.750286,100.25,95,4.2100000380000004,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.553876891600541,-3.226104388093651,"Osako K., Saito H., Weng W., Kuwahara K., Tanaka M. (2009). Lipid characteristics of coastal migratory Sarda orientalis tissues. Fish Sci 75: 1055-1066"
"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342",1014,Bonito_wild_edible_part_raw,Sarda sarda,epa,0.64443782,finfish,42.163403,42.163403,91.05,90,4.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.499809670330265,-0.43937693914702297,"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342"
"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547",1017,Atlantic_bonito_adult_fish_muscle_flesh_middle_portion_raw,Sarda sarda,epa,0.27328,finfish,23.372169,-23.372169,91.05,90,4.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.499809670330265,-1.2972583683819319,"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547"
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1018,Atlantic_bonito_wild_edible_flesh_raw,Sarda sarda,epa,0.04522,finfish,39.019184,39.019184,91.05,90,4.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.499809670330265,-3.0962158121323133,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
"Caponio F., Summo C., Bilancia M.T., DelCuratolo D., Lestingi A., Laudadio V. (2004). Nutritional value of the lipid fraction of sardines (Sardina pilchardus W.) as a function of total length and fishing period. Industrie Alimentari 43(442): 1295-1301",1022,Sardine_wild_small_size_fillet_raw,Sardina pilchardus,epa,0.030018492,finfish,41.87194,41.87194,26.94444444,25,2.79,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682006,-3.505941687216431,"Caponio F., Summo C., Bilancia M.T., DelCuratolo D., Lestingi A., Laudadio V. (2004). Nutritional value of the lipid fraction of sardines (Sardina pilchardus W.) as a function of total length and fishing period. Industrie Alimentari 43(442): 1295-1301"
"Caponio F., Summo C., Bilancia M.T., DelCuratolo D., Lestingi A., Laudadio V. (2004). Nutritional value of the lipid fraction of sardines (Sardina pilchardus W.) as a function of total length and fishing period. Industrie Alimentari 43(442): 1295-1301",1023,Sardine_wild_large_size_fillet_raw,Sardina pilchardus,epa,0.04239365,finfish,41.87194,41.87194,26.94444444,25,2.79,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682006,-3.160756692110939,"Caponio F., Summo C., Bilancia M.T., DelCuratolo D., Lestingi A., Laudadio V. (2004). Nutritional value of the lipid fraction of sardines (Sardina pilchardus W.) as a function of total length and fishing period. Industrie Alimentari 43(442): 1295-1301"
"Caponio F., Summo C., Bilancia M.T., DelCuratolo D., Lestingi A., Laudadio V. (2004). Nutritional value of the lipid fraction of sardines (Sardina pilchardus W.) as a function of total length and fishing period. Industrie Alimentari 43(442): 1295-1301",1024,Sardine_wild_large_size_fillet_raw,Sardina pilchardus,epa,0.223955595,finfish,41.87194,41.87194,26.94444444,25,2.79,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682006,-1.4963074833857133,"Caponio F., Summo C., Bilancia M.T., DelCuratolo D., Lestingi A., Laudadio V. (2004). Nutritional value of the lipid fraction of sardines (Sardina pilchardus W.) as a function of total length and fishing period. Industrie Alimentari 43(442): 1295-1301"
"Caponio F., Summo C., Bilancia M.T., DelCuratolo D., Lestingi A., Laudadio V. (2004). Nutritional value of the lipid fraction of sardines (Sardina pilchardus W.) as a function of total length and fishing period. Industrie Alimentari 43(442): 1295-1301",1025,Sardine_wild_small_size_fillet_raw,Sardina pilchardus,epa,0.157890744,finfish,41.87194,41.87194,26.94444444,25,2.79,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682006,-1.8458519788180776,"Caponio F., Summo C., Bilancia M.T., DelCuratolo D., Lestingi A., Laudadio V. (2004). Nutritional value of the lipid fraction of sardines (Sardina pilchardus W.) as a function of total length and fishing period. Industrie Alimentari 43(442): 1295-1301"
"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",1027,Sardine_wild_skinless_fillet_raw,Sardina pilchardus,epa,0.756033343,finfish,41.85509,41.85509,26.94444444,25,2.79,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682006,-0.27966979927782426,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314"
"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",1029,Sardine_wild_skinless_fillet_raw,Sardina pilchardus,epa,0.177021601,finfish,41.85509,41.85509,26.94444444,25,2.79,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682006,-1.731483514306505,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314"
"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",1031,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,epa,0.9418079,finfish,34.208024,34.208024,28.75,25,3.130000114,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682006,-0.05995395301504125,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",1038,Sardine_wild_fillet_raw,Sardinella aurita,epa,0.36205767,finfish,38.963745,38.963745,28.75,25,3.130000114,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682006,-1.0159517704524945,"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638"
"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402",1039,Round_sardinella_red_muscle_flesh_raw,Sardinella aurita,epa,1.368863,finfish,14.764504,14.764504,28.75,25,3.130000114,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682006,0.31398046825265147,"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402"
"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402",1040,Round_sardinella_white_muscle_flesh_raw,Sardinella aurita,epa,0.318495,finfish,14.764504,14.764504,28.75,25,3.130000114,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682006,-1.1441485026802705,"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402"
"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547",1041,Brazilian_sardinella_adult_fish_muscle_flesh_middle_portion_raw,Sardinella brasiliensis,epa,0.69615,finfish,23.372169,-23.372169,26.5,25,3.1,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682006,-0.36219012462684247,"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547"
