sciname,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,GenCode,SubGenCode,BodyShapeI,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,PD50,Emblematic,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,SpecCode
Micromesistius poutassou,Micromesistius,poutassou,1371,"(Risso, 1827)",Blue whiting,Mipou_u4.jpg,NA,NA,NA,183,NA,908,NA,elongated,R,NA,NA,0,0,0,-1,bathypelagic,oceanodromous,51243,150,3000,3663,300,400,NA,20.0,1371,NA,NA,33.12,50.0,TL,NA,NA,1371,22.0,TL,NA,NA,1371,830.0,NA,40637,MIPOU_U0,NA,MIPOU_L0,NA,4931,highly commercial,low,Reliable: based on ex-vessel price for this species,NA,"from 100,000 to 500,000","Norway, USSR, Denmark, Spain",trawls,NA,-1,-1,0,0,0,0,0,0,-1,-1,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found over the continental slope and shelf to more than 1000 m, but more common at 300-400 m.  Feeds mostly on small crustaceans but large individuals also prey on small fish and cephalopods.  Makes daily vertical migrations:  surface waters at night and near the bottom during the day.  Sold fresh and frozen, and also processed as oil and fishmeal (Ref. 1371).",NA,0.75,0,1,1990-10-17T00:00:00.000Z,949,2008-09-22T00:00:00.000Z,2,1994-09-06T00:00:00.000Z,NA,31
Microstomus kitt,Microstomus,kitt,30193,"(Walbaum, 1792)",Lemon sole,Mikit_u0.jpg,NA,NA,NA,440,Pleuronectinae,842,NA,short and / or deep,R,NA,NA,0,0,0,-1,demersal,oceanodromous,51243,10,200,NA,10,150,35388,23.0,6112,NA,NA,33.63,65.0,TL,NA,NA,9988,NA,NA,NA,NA,NA,2950.0,NA,6112,MIKIT_U0,NA,MIKIT_L0,MIKIT_E0,4931,commercial,very high,Reliable: based on ex-vessel price for this species,Consumed as food.,"from 10,000 to 50,000",NA,seines,NA,0,0,0,0,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,public aquariums,based mainly on capture,6112,0,NA,harmless,NA,no special ability,NA,NA,-1,"Lives most often on stony bottoms.  Feeds on a variety of small invertebrates, but polychaetes seem to dominate.  Apparently they do not feed in wintertime (Ref. 9900).  Marketed fresh and frozen; eaten steamed, fried, broiled, microwaved and baked (Ref. 9988).",NA,0.5625,0,2,1990-10-17T00:00:00.000Z,14,2004-03-11T00:00:00.000Z,102,1995-10-27T00:00:00.000Z,NA,1382
Molva dypterygia,Molva,dypterygia,1371,"(Pennant, 1784)",Blue ling,Modyp_u2.jpg,NA,NA,NA,505,NA,5014,NA,elongated,R,NA,NA,0,0,0,-1,demersal,non-migratory,NA,150,1000,54594,350,500,54594,20.0,1371,NA,NA,75.46,155.0,TL,NA,NA,1371,NA,NA,NA,NA,NA,3e4,NA,35388,MODYP_U0,NA,MODYP_L0,NA,4931,commercial,low,Reliable: based on ex-vessel price for this species,Also used as fishmeal.,"from 10,000 to 50,000","France, Faeroe Is, Norway, Europe",trawls,unspecified bottom trawls (TB),0,0,0,0,0,-1,0,0,-1,-1,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found mostly from 350-500 m depth on muddy bottoms.  Feed on crustaceans and fish (flatfishes, gobies, rocklings) (Ref. 1371).",NA,0.625,0,5,1990-10-17T00:00:00.000Z,2,2008-01-04T00:00:00.000Z,2,1994-09-12T00:00:00.000Z,NA,1383
Molva molva,Molva,molva,1371,"(Linnaeus, 1758)",Ling,Gabis_u0.jpg,NA,NA,NA,505,NA,5014,NA,elongated,R,NA,NA,0,0,0,-1,demersal,oceanodromous,51243,100,1000,35388,100,400,35388,25.0,35388,NA,NA,77.21,200.0,TL,NA,NA,1371,106.0,TL,NA,NA,1371,45e3,NA,35388,MOMOL_U0,NA,MOMOL_L0,NA,4931,highly commercial,low,Reliable: based on ex-vessel price for this species,Also used as fishmeal.,"from 50,000 to 100,000","Norway, France, Spain, UK, Iceland",trawls,unspecified trawls (TX),-1,-1,0,0,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Occurs mainly on rocky bottoms in fairly deep water (Ref. 9988).  Found more commonly from 100 to 400 m.  Feeds on fish (cod, herring, flatfish), lobsters, cephalopods and starfishes.    Principal spawning areas are Biscay, slopes west of the British Isles and off the Faeroes and southern Iceland (Ref. 35388).  Marketed fresh, dried or salted and frozen; eaten steamed, fried, broiled and baked (Ref. 9988).",NA,0.625,0,2,1990-10-17T00:00:00.000Z,2,2008-01-04T00:00:00.000Z,NA,NA,NA,33
Mora moro,Mora,moro,1371,"(Risso, 1810)",Common mora,Momor_m0.jpg,NA,NA,NA,180,NA,832,NA,fusiform / normal,R,NA,NA,0,0,0,-1,bathypelagic,NA,NA,450,2500,4774,NA,NA,NA,NA,NA,NA,NA,61.2,80.0,TL,NA,NA,9563,45.0,TL,NA,NA,9258,NA,NA,NA,MOMOR_U0,NA,NA,NA,171,minor commercial,medium,Reliable: based on ex-vessel price for this species,Separate stat not noted.,"from 10,000 to 50,000",mostly by USSR,trawls,unspecified trawls (TX),0,0,0,0,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Recorded from the upper continental slope (Ref. 9563).  Occasionally found at 50 m.  Feeds on fishes, crustaceans, mollusks and other invertebrates as well as food of terrestrial origin, including garbage.  Probably a winter and early spring spawner (Ref .  4774).",NA,1.0,0,5,1990-10-22T00:00:00.000Z,113,2003-08-13T00:00:00.000Z,NA,NA,NA,1734
Morone saxatilis,Morone,saxatilis,9320,"(Walbaum, 1792)",Striped bass,Mosax_u1.jpg,NA,NA,NA,487,NA,5103,NA,fusiform / normal,r,NA,NA,0,-1,-1,-1,demersal,anadromous,51243,30,NA,2850,NA,NA,NA,30.0,1468,19.0,72465,60.64,200.0,TL,NA,NA,5723,120.0,TL,NA,NA,9988,57e3,NA,2850,MOSAX_U1,NA,NA,NA,4931,minor commercial,medium,Reliable: based on ex-vessel price for this species,NA,"up to 1,000 tons/year",NA,NA,NA,0,-1,0,0,0,0,0,0,-1,-1,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,never/rarely,NA,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Inhabit coastal waters and are commonly found in bays but may enter rivers in the spring to spawn (Ref. 2850).  Some populations are landlocked (Ref. 7251).  Voracious and opportunistic feeder (Ref. 5951).  Larvae feed on zooplankton; juveniles take in small shrimps and other crustaceans, annelid worms, and insects (Ref. 1998, 10294); adults feed on a wide variety of fishes (alewives, herring, smelt, eels, flounders, mummichogs, rock gunnels, sand lance, silver hake and silversides (Ref. 5951)) and invertebrates (squid, crabs, sea worms and amphipods (Ref. 5951)), mainly crustaceans (Ref. 1998).  Feeding ceases shortly before spawning (Ref. 1998).  Utilized fresh and eaten broiled and baked (Ref. 9988).",NA,0.5781,0,1,1990-10-17T00:00:00.000Z,1472,2008-01-29T00:00:00.000Z,97,2003-01-28T00:00:00.000Z,NA,353
Mugil liza,Mugil,liza,7251,"Valenciennes, 1836",Lebranche mullet,Mupla_u1.jpg,NA,NA,NA,359,NA,3595,NA,fusiform / normal,O,NA,NA,0,-1,-1,-1,demersal,catadromous,46888,10,NA,3791,NA,NA,NA,NA,NA,NA,NA,40.36,80.0,TL,69.0,TL,5217,40.0,TL,NA,NA,5217,9e3,NA,5217,MULIZ_U0,NA,NA,NA,3791,commercial,high,Reliable: based on ex-vessel price for this species,NA,NA,NA,NA,NA,0,-1,-1,0,0,0,0,0,0,-1,commercial,NA,12108,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Inhabit coastal marine waters and brackish estuaries (Ref. 3791); also found in hyper-saline lagoons and may enter freshwater (Ref. 5217).  Never far from the sea (Ref. 3791).  Form sizeable schools (Ref. 3791).  Appear to undergo trophic migrations along the coasts (Ref. 35237).  Feed on organic detritus and filamentous algae (Ref. 9626).  Oviparous, eggs are pelagic and non-adhesive (Ref. 205).  Spawn several million eggs (Ref. 35237) at sea (Ref. 3791).  Also caught with beach nets (Ref. 5217).  Marketed fresh and salted (Ref. 5217).  The roe is marketed salt-pickled  and dried and considered a delicacy (Ref. 5217).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,2,2015-08-14T00:00:00.000Z,155,1995-11-22T00:00:00.000Z,NA,1090
Mustelus lenticulatus,Mustelus,lenticulatus,244,"Phillipps, 1932",Spotted estuary smooth-hound,Mulen_u0.jpg,Mulen_m0.jpg,NA,NA,488,Triakinae,6505,NA,elongated,R,NA,NA,0,0,0,-1,demersal,oceanodromous,54100,0,860,26346,0,400,89422,NA,NA,NA,NA,76.53,125.0,TL,151.0,TL,9072,85.0,TL,NA,NA,9258,NA,NA,NA,MULEN_U0,NA,NA,NA,171,commercial,high,Reliable: based on ex-vessel price for this species,NA,NA,NA,NA,NA,-1,-1,0,0,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,244,harmless,NA,Electrosensing only,10311,NA,-1,"Found on the insular shelves, often close inshore (Ref. 244).  Feeds on crustaceans, especially crabs (Ref. 244).  Ovoviviparous (Ref. 50449).  Makes seasonal inshore-offshore movements (Ref. 244).  Makes extensive coastal migrations, with one tagged female moving at least 1160 km (Ref. 54100).  Forms schools separated by size and sex (Ref. 244).  Utilized fresh for human consumption (Ref. 244).",NA,0.5,0,23,1992-06-15T00:00:00.000Z,3,2012-02-21T00:00:00.000Z,2,1994-03-25T00:00:00.000Z,NA,5933
Mycteroperca acutirostris,Mycteroperca,acutirostris,5222,"(Valenciennes, 1828)",Comb grouper,Myacu_u1.jpg,NA,NA,NA,289,Epinephelinae,4738,NA,fusiform / normal,R,NA,NA,0,0,0,-1,reef-associated,NA,NA,3,40,9710,NA,NA,NA,NA,NA,NA,NA,57.83,80.0,TL,NA,NA,5222,NA,NA,NA,NA,NA,1e4,NA,NA,MYACU_U0,NA,NA,NA,NA,minor commercial,high,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,,,0,0,0,-1,0,0,0,0,0,0,never/rarely,,NA,never/rarely,NA,never/rarely,,NA,-1,NA,harmless,NA,no special ability,NA,NA,-1,"Juveniles inhabit turtle grass beds, mangrove areas, and shallow waters among soft corals and coral reefs.  Adults are found on rocky bottoms with high relief.  Probably feeds on plankton (no information is available on the food of this species).  The max weight of 4 kg given in Ref. 5222 appears too low.  The species is a popular game fish in southern Brazil for both spear fishermen and rod-and-reel anglers.  Fish of 4-7 kg are common, with the spear fishing record at 10.1 kg (Capt. Eduardo Baumeier, pers. comm., 2001).",NA,0.5,0,14,1994-04-15T00:00:00.000Z,1,2001-07-23T17:17:55.000Z,14,1994-04-19T00:00:00.000Z,NA,9386
Mycteroperca rubra,Mycteroperca,rubra,5222,"(Bloch, 1793)",Mottled grouper,Myrub_u7.jpg,NA,NA,NA,289,Epinephelinae,4738,NA,fusiform / normal,R,NA,NA,0,0,0,-1,demersal,,NA,15,200,5222,15,50,2683,NA,NA,NA,NA,45.86,144.0,TL,NA,NA,40637,80.0,TL,NA,NA,2683,49700.0,NA,40637,MYRUB_U0,NA,NA,NA,171,minor commercial,high,Questionable: based on ex-vessel price for species in this genus,NA,,NA,traps,,0,0,0,0,0,-1,0,0,-1,0,never/rarely,,NA,never/rarely,NA,never/rarely,,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Occurs over rocky and sandy bottoms; young individuals very common in mangrove-lined lagoons.  Feeds on mollusks (presumably cephalopods) and small fishes (Ref. 89707).  Marketed fresh.,NA,0.5,0,2,1990-10-17T00:00:00.000Z,303,2014-04-09T00:00:00.000Z,14,1994-04-29T00:00:00.000Z,NA,1214
Mystus bleekeri,Mystus,bleekeri,4833,"(Day, 1877)",Day's mystus,Myble_u1.jpg,NA,NA,NA,130,NA,2643,NA,fusiform / normal,O,NA,NA,0,-1,0,0,demersal,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.42,15.5,TL,NA,NA,1479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4833,minor commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,commercial,based mainly on capture,2059,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found in lakes, tanks, rivers, canals and beels.  Oviparous, distinct pairing possibly like other members of the same family (Ref. 205).  Caught with other fishes from fishing operations.",NA,0.5,0,3,1992-05-24T00:00:00.000Z,303,2009-04-29T00:00:00.000Z,2,1994-08-16T00:00:00.000Z,NA,5495
Mystus vittatus,Mystus,vittatus,6028,"(Bloch, 1794)",Striped dwarf catfish,Myvit_u0.jpg,NA,NA,NA,130,NA,2643,NA,elongated,O,NA,NA,0,-1,-1,0,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.72,21.0,SL,NA,NA,4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,minor commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,commercial,based mainly on capture,7319,0,NA,harmless,NA,no special ability,NA,NA,-1,"Adults inhabit standing and flowing waters.  Usually found among marginal vegetation in lakes and swamps with a mud substrate.  Feed on plants, shrimps, insects, mollusks and fish (Ref. 6028).  Oviparous, distinct pairing possibly like other members of the same family (Ref. 205).",NA,0.5,0,2,1992-02-27T00:00:00.000Z,2,2007-06-04T00:00:00.000Z,10,1996-09-26T00:00:00.000Z,NA,5137
Nandus nandus,Nandus,nandus,4833,"(Hamilton, 1822)",Gangetic leaffish,Nanan_u1.jpg,NA,NA,NA,346,NA,2168,NA,fusiform / normal,O,NA,NA,0,-1,-1,0,benthopelagic,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.19,20.0,TL,NA,NA,4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4833,commercial,unknown,NA,NA,,NA,,,-1,0,0,-1,0,0,0,-1,0,-1,never/rarely,,NA,never/rarely,NA,commercial,,4537,0,NA,harmless,NA,no special ability,NA,NA,-1,"Adults occur frequently in ditches and inundated fields.  Common in summer months when it is collected from dried-up beds of tanks, beels, bheries and others.  Found most commonly in standing or sluggish waters of lakes, reservoirs or canals (Ref. 12693).  Feed on aquatic insects and fishes (Ref. 12693).  A high-prized fish and sold fresh.",NA,0.5098,0,14,1994-05-20T00:00:00.000Z,303,2013-01-08T00:00:00.000Z,18,1994-08-13T00:00:00.000Z,NA,10260
Notopterus notopterus,Notopterus,notopterus,7431,"(Pallas, 1769)",Bronze featherback,Nonot_u4.jpg,NA,NA,NA,37,NA,882,NA,elongated,R,NA,NA,0,-1,-1,0,demersal,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.51,60.0,SL,NA,NA,7050,25.0,TL,NA,NA,4832,NA,NA,NA,NA,NA,NA,NA,12693,commercial,unknown,NA,NA,NA,NA,NA,NA,-1,0,0,0,0,0,0,-1,0,-1,commercial,NA,4832,never/rarely,NA,commercial,NA,4537,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found in clear streams and enters brackish waters (Ref. 4832).  Adults inhabit standing and sluggish waters of lakes, floodplains, canals and ponds (Ref. 12693).  Undertake localized lateral migrations from the Mekong River to floodplains during the flood season and back to the mainstream or other permanent water bodies during the dry season (Ref. 37770).  Common in tanks throughout the greater parts of India.  Feed on insects, fish (Ref. 12693), crustaceans and some young roots of aquatic plants (Ref. 6459).  Active during twilight and night.  Colonize and breed seasonally during rainy days and migrates back to permanent waters in dry season (Ref. 12693).  Breeding takes place in stagnant or running waters in the rainy season.  Eggs are laid in small clumps on submerged vegetation.  A female measuring 21-25 cm usually lays 1,200-3,000 eggs.  The fish is relished both in fresh and dried state.  Soup made from it is reported to be given to people with measles (Ref. 7431).  Of high economic importance as food fish in South and Southeast Asia to Borneo and Sumatra and taken by all types of small-scale fishing gears (Ref. 57235).",NA,1.001,0,2,1993-04-30T00:00:00.000Z,65,2014-02-27T00:00:00.000Z,10,2001-06-29T00:00:00.000Z,NA,7990
Notothenia neglecta,Notothenia,neglecta,11892,"Nybelin, 1951",Yellowbelly rockcod,NA,NA,NA,NA,382,NA,9344,NA,fusiform / normal,o,NA,NA,0,0,0,-1,benthopelagic,NA,NA,1,95,11892,1,90,11892,NA,NA,NA,NA,68.72,45.0,SL,NA,NA,11892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11892,subsistence fisheries,high,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,,,0,0,0,0,0,0,0,0,0,0,never/rarely,,NA,never/rarely,NA,never/rarely,,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Juveniles found in 1-10 m depth and possibly having a pelagic habit, adults in deeper water (Ref. 11892).  Adults feed on crustaceans and fishes (Ref. 11892).  Spawn once a year (Ref. 57661).  Some information needs to be transferred from N. coriiceps to this species (RF).",NA,0.5078,0,1,2001-05-23T00:00:00.000Z,2,2012-02-10T00:00:00.000Z,NA,NA,NA,58010
Oblada melanura,Oblada,melanura,3688,"(Linnaeus, 1758)",Saddled seabream,Obmel_u3.jpg,NA,NA,NA,330,NA,8968,NA,fusiform / normal,R,NA,NA,0,0,0,-1,benthopelagic,oceanodromous,51243,NA,30,3688,NA,NA,NA,NA,NA,NA,NA,34.06,34.0,TL,NA,NA,13305,20.0,TL,NA,NA,3688,NA,NA,NA,OBMEL_U1,NA,NA,NA,4931,commercial,very high,Reliable: based on ex-vessel price for this species,Food fish.,"from 1,000 to 10,000",NA,hooks and lines,unspecified hooks and lines (LX),-1,-1,0,0,0,-1,0,0,0,-1,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,NA,harmless,NA,no special ability,NA,NA,-1,"Gregarious, forms aggregations over rocky bottoms or seagrass beds (<i>Zostera</i> and seaweeds).  Omnivorous but feeds mainly on small invertebrates (Ref. 3688).  Important food fish.",NA,1.0,0,5,1990-10-17T00:00:00.000Z,65,2013-07-18T00:00:00.000Z,18,1994-08-04T00:00:00.000Z,NA,850
Odax pullus,Odax,pullus,6185,"(Forster, 1801)",Butterfish,Odpul_m0.jpg,NA,NA,NA,363,NA,6205,NA,fusiform / normal,R,NA,NA,0,0,0,-1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,11.0,52272,NA,NA,26.99,40.0,SL,NA,NA,6185,NA,NA,NA,NA,NA,1500.0,NA,9258,ODPUL_U0,NA,NA,NA,6185,minor commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,NA,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Inhabits shallow inshore waters where  rocks and brown algae are abundant.  Browses on algae and feeds mainly on the brown alga <i>Carpophyllum</i> (Ref. 26966).,NA,0.7502,0,14,1995-03-06T00:00:00.000Z,34,2010-04-05T00:00:00.000Z,14,1995-03-08T00:00:00.000Z,NA,12840
Ophiodon elongatus,Ophiodon,elongatus,2850,"Girard, 1854",Lingcod,Opelo_u3.jpg,NA,NA,NA,271,Ophiodontinae,1915,NA,elongated,O,NA,NA,0,0,0,-1,demersal,oceanodromous,51243,0,475,6793,NA,NA,NA,25.0,55701,NA,NA,63.47,152.0,TL,NA,NA,2850,NA,NA,NA,NA,NA,59110.0,NA,40637,OPELO_U0,NA,NA,NA,4931,commercial,low,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",NA,NA,NA,0,0,0,-1,-1,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,4699,traumatogenic,13513,no special ability,NA,NA,-1,"Ranges from the intertidal to 475 m depth (Ref. 6793).  Adults are found near rocks, inshore and to 427 m (Ref. 2850).  Young occur on sand or mud bottom of bays and inshore areas (Ref. 2850).  Both migratory and non-migratory populations exist (Ref. 6885).  Adults feed mostly on other fishes but also take crustaceans, octopi and squid (Ref. 4925).  Young feed on copepods and other small crustaceans (Ref. 6885).  A very important sport and commercial species (Ref. 2850).  The liver is rich in vitamin A (Ref. 6885).  Marketed fresh and frozen; eaten steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).  Has sharp teeth and gill rakers that can cut fingers if handled.",NA,1.0002,0,1,1990-10-17T00:00:00.000Z,2,2013-02-15T00:00:00.000Z,10,1994-07-11T00:00:00.000Z,NA,509
Opisthonema oglinum,Opisthonema,oglinum,188,"(Lesueur, 1818)",Atlantic thread herring,Opogl_u2.jpg,NA,NA,NA,43,Dorosomatinae,5705,NA,fusiform / normal,R,NA,NA,0,0,0,-1,reef-associated,NA,NA,1,50,93252,5,NA,9710,NA,NA,NA,NA,23.84,38.0,TL,NA,NA,5217,20.0,SL,NA,NA,188,375.0,NA,5217,OPOGL_U0,NA,NA,NA,4931,commercial,low,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",mainly Cuba and USA in 31,seines,NA,-1,0,-1,0,0,0,0,0,0,0,never/rarely,NA,NA,usually,26340,never/rarely,NA,NA,0,NA,reports of ciguatera poisoning,30911,no special ability,NA,NA,-1,"Inhabit harbors and shallow coastal areas (Ref. 9710). Pelagic (Ref. 27549). Form schools (but solitary individuals reported), probably not entering water of low salinity.  Feed by filtering plankton (copepods), but also take small fishes, crabs and shrimps.  Marketed fresh, frozen and salted; also used  in the fishmeal industry.  Occur in freshwater in St. Johns River, Florida (Ref. 26938).",NA,0.5312,0,3,1990-10-17T00:00:00.000Z,2291,2015-02-03T00:00:00.000Z,3,1994-07-16T00:00:00.000Z,NA,1486
Oreochromis macrochir,Oreochromis,macrochir,2,"(Boulenger, 1912)",Longfin tilapia,Ormac_u0.jpg,NA,NA,NA,349,Pseudocrenilabrinae,3459,NA,fusiform / normal,R,NA,"Status of and differences between <i>O. macrochir</i> and <i>O. mweruensis</i> are not clear; the latter is possibly restricted to Luapula/Lake Mweru/Congo basin and builds a star-shaped nest, in contrast to the more widespread <i>O. macrochir</i> which builds a volcano-shaped nest; origin (and identification) of introduced specimens is also unclear, but they mainly originate from Lake Mweru/Luapula (Ref. 88).  See also Ref. 2, 33478, 55074.",0,-1,0,0,benthopelagic,NA,NA,5,14,58302,NA,NA,NA,NA,NA,NA,NA,34.64,43.0,TL,NA,NA,54097,NA,NA,NA,NA,NA,NA,NA,NA,ORMAC_U1,NA,NA,NA,7248,commercial,unknown,NA,Human food.,,NA,seines,unspecified seines (SX),-1,-1,0,0,0,0,0,0,0,-1,commercial,,12108,never/rarely,NA,never/rarely,,NA,-1,52193,NA,NA,no special ability,NA,NA,-1,"Mating territory having a central volcano-shaped mound (Ref. 2, 246, 314, 5214, 12524, 55074) with a flat or slightly concave top, surrounded by a ditch and vallum, in contrast to <i>O. mweruensis</i> (Ref. 2).  Prefers quiet, deep water associated with aquatic vegetation, but has been collected in other habitats as well (Ref. 12524, 13337).  Found at temperatures between 18 and 35°C (Ref. 54042).  Has a very low salinity tolerance (Ref. 2, 58).  Occasionally forms schools, is mainly diurnal (Ref. 2).  Feeds mostly on detritus (Ref. 87, 7248, 44661, 52193, 52307, 56192), (blue-green) algae (Ref. 12524, 13337, 44661) and diatoms (Ref. 246, 7248, 12524, 13337, 52193).  Juvenile also accepts small invertebrates and zooplankton (Ref. 7248, 52193, 52307), but lose this tendency with age (Ref. 52307).  Maternal mouthbrooder (Ref. 87, 246, 314, 5214, 7248, 8600, 12524, 13337, 36094, 52193, 54042).  Flesh excellent (Ref. 5214).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,97,2013-02-21T00:00:00.000Z,NA,NA,NA,1396
Pagellus erythrinus,Pagellus,erythrinus,3688,"(Linnaeus, 1758)",Common pandora,Paery_u0.jpg,NA,NA,NA,330,NA,5351,NA,fusiform / normal,R,NA,NA,0,0,0,-1,benthopelagic,NA,NA,NA,300,4781,20,100,4781,NA,NA,NA,NA,39.81,60.0,SL,NA,NA,4781,25.0,SL,NA,NA,4781,3240.0,NA,40637,NA,NA,NA,NA,4931,commercial,medium,Reliable: based on ex-vessel price for this species,Food fish.,"from 1,000 to 10,000",NA,NA,NA,-1,0,0,-1,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,NA,reports of ciguatera poisoning,4690,no special ability,NA,NA,-1,"Found on inshore waters, on various bottom (rock, gravel, sand and mud) to 200 m (Mediterranean) or 300 m (Atlantic) and move to deeper waters during winter.  Omnivorous, but feed mainly on benthic invertebrates and small fishes (Ref. 3688).  Protogynic hermaphrodites, females become males first in their third year with sizes of about 17 cm.  Important food fish.",NA,0.5156,0,5,1990-10-17T00:00:00.000Z,65,2013-07-18T00:00:00.000Z,18,1994-08-04T00:00:00.000Z,NA,893
Pagrus caeruleostictus,Pagrus,caeruleostictus,3688,"(Valenciennes, 1830)",Bluespotted seabream,Pacae_m0.jpg,NA,NA,NA,330,NA,480,NA,short and / or deep,R,NA,NA,0,0,-1,-1,benthopelagic,oceanodromous,3688,1,200,4781,30,50,2683,NA,NA,NA,NA,45.89,90.0,SL,NA,NA,4781,50.0,SL,NA,NA,4781,11620.0,NA,40637,PACAE_U0,NA,NA,NA,171,commercial,high,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,trawls,unspecified bottom trawls (TB),-1,0,0,-1,0,0,0,0,-1,-1,never/rarely,NA,NA,NA,NA,NA,NA,NA,-1,NA,harmless,NA,no special ability,NA,NA,-1,"Generally found in hard bottoms (rocks and rubble), the older individuals in the deeper part of the range, the young in inshore areas.  Feed mainly on bivalves and also on crustaceans and fish.  Sexual maturity at 2 years old.  Spawning migration occurs parallel to the coast with intermittent spawning between spring and autumn over soft bottoms in shallow waters (Ref. 3688).",NA,0.5156,0,2,1991-07-19T00:00:00.000Z,65,2013-07-18T00:00:00.000Z,18,1994-08-04T00:00:00.000Z,NA,4540
