"","unique_paper","subgroup","species_name","nutrient","concentration1","concentration","dri_per","ref_info","ref_number","Authors","Title","Publication","Volume","Number","Pages","Year","Publisher","notes"
"1755","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters_Food chemistry","finfish","Plotosus lineatus","fat",2.79,2.79,3.98571428571429,"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",138,"Osman, H; Suriah, AR; Law, EC;","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters","Food chemistry","73","1","55-60",2001,"Elsevier",NA
"1756","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters_Food chemistry","finfish","Rastrelliger kanagurta","dha",0.5934589,0.5934589,59.34589,"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",138,"Osman, H; Suriah, AR; Law, EC;","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters","Food chemistry","73","1","55-60",2001,"Elsevier",NA
"1757","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters_Food chemistry","finfish","Rastrelliger kanagurta","epa",0.193181104,0.193181104,19.3181104,"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",138,"Osman, H; Suriah, AR; Law, EC;","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters","Food chemistry","73","1","55-60",2001,"Elsevier",NA
"1758","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters_Food chemistry","finfish","Rastrelliger kanagurta","fat",4.54,4.54,6.48571428571429,"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",138,"Osman, H; Suriah, AR; Law, EC;","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters","Food chemistry","73","1","55-60",2001,"Elsevier",NA
"1759","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters_Food chemistry","finfish","Sardinella fimbriata","dha",0.46917254,0.46917254,46.917254,"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",138,"Osman, H; Suriah, AR; Law, EC;","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters","Food chemistry","73","1","55-60",2001,"Elsevier",NA
"1760","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters_Food chemistry","finfish","Sardinella fimbriata","epa",0.11797113,0.11797113,11.797113,"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",138,"Osman, H; Suriah, AR; Law, EC;","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters","Food chemistry","73","1","55-60",2001,"Elsevier",NA
"1761","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters_Food chemistry","finfish","Sardinella fimbriata","fat",3.06,3.06,4.37142857142857,"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",138,"Osman, H; Suriah, AR; Law, EC;","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters","Food chemistry","73","1","55-60",2001,"Elsevier",NA
"1762","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters_Food chemistry","finfish","Scomberomorus commerson","dha",0.28406894,0.28406894,28.406894,"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",138,"Osman, H; Suriah, AR; Law, EC;","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters","Food chemistry","73","1","55-60",2001,"Elsevier",NA
"1763","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters_Food chemistry","finfish","Scomberomorus commerson","epa",0.07132203,0.07132203,7.132203,"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",138,"Osman, H; Suriah, AR; Law, EC;","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters","Food chemistry","73","1","55-60",2001,"Elsevier",NA
"1764","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters_Food chemistry","finfish","Scomberomorus commerson","fat",1.46,1.46,2.08571428571429,"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",138,"Osman, H; Suriah, AR; Law, EC;","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters","Food chemistry","73","1","55-60",2001,"Elsevier",NA
"1765","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters_Food chemistry","finfish","Selaroides leptolepis","dha",1.43063193,1.43063193,143.063193,"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",138,"Osman, H; Suriah, AR; Law, EC;","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters","Food chemistry","73","1","55-60",2001,"Elsevier",NA
"1766","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters_Food chemistry","finfish","Selaroides leptolepis","epa",0.208044277,0.208044277,20.8044277,"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",138,"Osman, H; Suriah, AR; Law, EC;","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters","Food chemistry","73","1","55-60",2001,"Elsevier",NA
"1767","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters_Food chemistry","finfish","Selaroides leptolepis","fat",5.77,5.77,8.24285714285714,"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",138,"Osman, H; Suriah, AR; Law, EC;","Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters","Food chemistry","73","1","55-60",2001,"Elsevier",NA
"1768","Fatty acid composition in wild and cultivated pacu and pintado fish_European Journal of Lipid Science and Technology","finfish","Piaractus mesopotamicus","dha",0.138427529,0.138427529,13.8427529,"Tanamati A., Stevanato F.B., Visentainer J.E.L., Matsushita M., de Souza N.E., Visentainer J.V. (2009). Fatty acid composition in wild and cultivated pacu and pintado fish. Eur. J. Lipid Sci. Technol. 111:183-187",195,"Tanamati, Augusto; Stevanato, Fl_via Braidotti; Visentainer, Jeane Eliete Laguila; Matsushita, Makoto; de Souza, Nilson Evel_zio; Visentainer, Jesu Verglio;","Fatty acid composition in wild and cultivated pacu and pintado fish","European Journal of Lipid Science and Technology","111","2","183-187",2009,"Wiley Online Library",NA
"1769","Fatty acid composition in wild and cultivated pacu and pintado fish_European Journal of Lipid Science and Technology","finfish","Piaractus mesopotamicus","epa",0.05082044,0.05082044,5.082044,"Tanamati A., Stevanato F.B., Visentainer J.E.L., Matsushita M., de Souza N.E., Visentainer J.V. (2009). Fatty acid composition in wild and cultivated pacu and pintado fish. Eur. J. Lipid Sci. Technol. 111:183-187",195,"Tanamati, Augusto; Stevanato, Fl_via Braidotti; Visentainer, Jeane Eliete Laguila; Matsushita, Makoto; de Souza, Nilson Evel_zio; Visentainer, Jesu Verglio;","Fatty acid composition in wild and cultivated pacu and pintado fish","European Journal of Lipid Science and Technology","111","2","183-187",2009,"Wiley Online Library",NA
"1770","Fatty acid composition in wild and cultivated pacu and pintado fish_European Journal of Lipid Science and Technology","finfish","Piaractus mesopotamicus","fat",7.9,7.9,11.2857142857143,"Tanamati A., Stevanato F.B., Visentainer J.E.L., Matsushita M., de Souza N.E., Visentainer J.V. (2009). Fatty acid composition in wild and cultivated pacu and pintado fish. Eur. J. Lipid Sci. Technol. 111:183-187",195,"Tanamati, Augusto; Stevanato, Fl_via Braidotti; Visentainer, Jeane Eliete Laguila; Matsushita, Makoto; de Souza, Nilson Evel_zio; Visentainer, Jesu Verglio;","Fatty acid composition in wild and cultivated pacu and pintado fish","European Journal of Lipid Science and Technology","111","2","183-187",2009,"Wiley Online Library",NA
"1771","Fatty acid composition in wild and cultivated pacu and pintado fish_European Journal of Lipid Science and Technology","finfish","Piaractus mesopotamicus","protein",19,19,38,"Tanamati A., Stevanato F.B., Visentainer J.E.L., Matsushita M., de Souza N.E., Visentainer J.V. (2009). Fatty acid composition in wild and cultivated pacu and pintado fish. Eur. J. Lipid Sci. Technol. 111:183-187",195,"Tanamati, Augusto; Stevanato, Fl_via Braidotti; Visentainer, Jeane Eliete Laguila; Matsushita, Makoto; de Souza, Nilson Evel_zio; Visentainer, Jesu Verglio;","Fatty acid composition in wild and cultivated pacu and pintado fish","European Journal of Lipid Science and Technology","111","2","183-187",2009,"Wiley Online Library",NA
"1772","Fatty acid composition in wild and cultivated pacu and pintado fish_European Journal of Lipid Science and Technology","finfish","Pseudoplatystoma corruscans","dha",0.061789175,0.061789175,6.1789175,"Tanamati A., Stevanato F.B., Visentainer J.E.L., Matsushita M., de Souza N.E., Visentainer J.V. (2009). Fatty acid composition in wild and cultivated pacu and pintado fish. Eur. J. Lipid Sci. Technol. 111:183-187",195,"Tanamati, Augusto; Stevanato, Fl_via Braidotti; Visentainer, Jeane Eliete Laguila; Matsushita, Makoto; de Souza, Nilson Evel_zio; Visentainer, Jesu Verglio;","Fatty acid composition in wild and cultivated pacu and pintado fish","European Journal of Lipid Science and Technology","111","2","183-187",2009,"Wiley Online Library",NA
"1773","Fatty acid composition in wild and cultivated pacu and pintado fish_European Journal of Lipid Science and Technology","finfish","Pseudoplatystoma corruscans","epa",0.010995016,0.010995016,1.0995016,"Tanamati A., Stevanato F.B., Visentainer J.E.L., Matsushita M., de Souza N.E., Visentainer J.V. (2009). Fatty acid composition in wild and cultivated pacu and pintado fish. Eur. J. Lipid Sci. Technol. 111:183-187",195,"Tanamati, Augusto; Stevanato, Fl_via Braidotti; Visentainer, Jeane Eliete Laguila; Matsushita, Makoto; de Souza, Nilson Evel_zio; Visentainer, Jesu Verglio;","Fatty acid composition in wild and cultivated pacu and pintado fish","European Journal of Lipid Science and Technology","111","2","183-187",2009,"Wiley Online Library",NA
"1774","Fatty acid composition in wild and cultivated pacu and pintado fish_European Journal of Lipid Science and Technology","finfish","Pseudoplatystoma corruscans","fat",2.5,2.5,3.57142857142857,"Tanamati A., Stevanato F.B., Visentainer J.E.L., Matsushita M., de Souza N.E., Visentainer J.V. (2009). Fatty acid composition in wild and cultivated pacu and pintado fish. Eur. J. Lipid Sci. Technol. 111:183-187",195,"Tanamati, Augusto; Stevanato, Fl_via Braidotti; Visentainer, Jeane Eliete Laguila; Matsushita, Makoto; de Souza, Nilson Evel_zio; Visentainer, Jesu Verglio;","Fatty acid composition in wild and cultivated pacu and pintado fish","European Journal of Lipid Science and Technology","111","2","183-187",2009,"Wiley Online Library",NA
"1775","Fatty acid composition in wild and cultivated pacu and pintado fish_European Journal of Lipid Science and Technology","finfish","Pseudoplatystoma corruscans","protein",20,20,40,"Tanamati A., Stevanato F.B., Visentainer J.E.L., Matsushita M., de Souza N.E., Visentainer J.V. (2009). Fatty acid composition in wild and cultivated pacu and pintado fish. Eur. J. Lipid Sci. Technol. 111:183-187",195,"Tanamati, Augusto; Stevanato, Fl_via Braidotti; Visentainer, Jeane Eliete Laguila; Matsushita, Makoto; de Souza, Nilson Evel_zio; Visentainer, Jesu Verglio;","Fatty acid composition in wild and cultivated pacu and pintado fish","European Journal of Lipid Science and Technology","111","2","183-187",2009,"Wiley Online Library",NA
"1776","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Bagrus docmak","dha",0.659837,0.659837,65.9837,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1777","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Bagrus docmak","epa",0.38111275,0.38111275,38.111275,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1778","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Bagrus docmak","fat",6.25,6.25,8.92857142857143,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1779","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Clarias gariepinus","dha",0.5764451,0.5764451,57.64451,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1780","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Clarias gariepinus","epa",0.20437599,0.20437599,20.437599,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1781","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Clarias gariepinus","fat",5.77,5.77,8.24285714285714,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1782","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Lates niloticus","dha",2.0244516,2.0244516,202.44516,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1783","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Lates niloticus","epa",0.572958,0.572958,57.2958,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1784","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Lates niloticus","fat",13.8,13.8,19.7142857142857,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1785","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Oreochromis niloticus","dha",0.64891283,0.64891283,64.891283,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1786","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Oreochromis niloticus","epa",0.17525383,0.17525383,17.525383,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1787","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Oreochromis niloticus","fat",5.23,5.23,7.47142857142857,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1788","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Protopterus spp.","dha",0.82104792,0.82104792,82.104792,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1789","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Protopterus spp.","epa",0.37942366,0.37942366,37.942366,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1790","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Protopterus spp.","fat",6.82,6.82,9.74285714285714,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1791","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Rastrineobola argentea","dha",0.17953792,0.17953792,17.953792,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1792","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Rastrineobola argentea","epa",0.14587456,0.14587456,14.587456,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1793","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Rastrineobola argentea","fat",3.16,3.16,4.51428571428571,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1794","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Synodontis victoriae","dha",0.71572101,0.71572101,71.572101,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1795","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Synodontis victoriae","epa",0.15710949,0.15710949,15.710949,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1796","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda_Journal of Aquatic Food Product Technology","finfish","Synodontis victoriae","fat",6.39,6.39,9.12857142857143,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",110,"Masa, Justus; Ogwok, Patrick; Muyonga, John Herbert; Kwetegyeka, Justus; Makokha, Vincent; Ocen, Denis;","Fatty acid composition of muscle, liver, and adipose tissue of freshwater fish from Lake Victoria, Uganda","Journal of Aquatic Food Product Technology","20","1","64-72",2011,"Taylor & Francis",NA
"1797","Fatty acid composition of red mullet (Mullus barbatus): a seasonal differentiation_Journal of Muscle Foods","finfish","Eualus barbatus","dha",0.228075088,0.228075088,22.8075088,"Polat A., Kuzu S. Özyurt G., Tokur B. (2009). Fatty acid composition of red mullet (Mullus barbatus): a seasonal differntiation. Journal of Muscle Foods 20:70-78",161,"Polat, Abdurrahman; Kuzu, Solmaz; Oezyurt, Guelsuen; Tokur, Bahar;","Fatty acid composition of red mullet (Mullus barbatus): a seasonal differentiation","Journal of Muscle Foods","20","1","70-78",2009,"Wiley Online Library",NA
