"","sciname","StockDefs","TempMin","TempMax","SpecCode"
"298","Johnius dussumieri","Indian Ocean:  Pakistan to the Andaman Islands.  Records outside this area are probably misidentifications (e.g. of <i>Johnius dorsalis</i> in Africa).",NA,NA,6530
"299","Otolithes ruber","Indo-West Pacific:  East Africa, including Madagascar (absent in the Red Sea), eastward to southern China Sea and Queensland, Australia.",26,29,4824
"300","Epinephelus latifasciatus","Indo-West Pacific:  Red Sea, Persian Gulf, Gulf of Oman, Pakistan, India, Viet Nam, Hong Kong, China, Korea, southern Japan, Taiwan, and northwest Australia.  Unknown from the east coast of Africa, islands of the Indian Ocean, Indonesia, Philippines, or New Guinea.",NA,NA,7350
"301","Sillago sihama","Indo-West Pacific:  southern Red Sea (Ref. 94953) and Knysna, South Africa to Japan and south to Australia.  Reported from New Caledonia (Ref. 9070).  In Japan, this name has often been misapplied to <i>Sillago japonica</i>; often misidentified as <i>Sillago lutea</i> or <i>Sillago vincenti</i>.",26,29,4544
"302","Argyrops spinifer","Indo-West Pacific:  Western Indian Ocean extending eastward to the Indo-Malayan
archipelago and northern Australia.",NA,NA,442
"303","Sphyraena forsteri","Indo-Pacific:  East Africa to Southeast Asia and the Marquesan and Society islands, north to southern Japan, south to New Caledonia.",NA,NA,5734
"304","Sphyraena obtusata","Indo-Pacific:  Red Sea and East Africa to Samoa, north to the Ryukyu Islands, south to Lord Howe Island.  Migrated to eastern Mediterranean from the Red Sea via the Suez Canal (Ref. 5385).  The exact range is uncertain because of confusion of this species with <i>Sphyraena flavicauda</i> (Ref. 9768).",NA,NA,4493
"305","Sphyraena jello","Indo-West Pacific:  Red Sea (Ref. 12541) south to the southeastern coast of South Africa and east to New Caledonia and Vanuatu.  Recently reported from Tonga (Ref. 53797).  Due to a widespread confusion with <i>Sphyraena putnamae</i> and <i>Sphyraena qenie</i>, the exact range is uncertain.",NA,NA,4827
"306","Saurida undosquamis","Eastern Indian Ocean, Malay Peninsula, southern Philippines, northern Java, Arafura Sea, Louisiade Archipelago, and northern half and southwestern Australia.  Reports of Introduction in the Mediterranean are questionable.  Confirmed and questionable reports of its occurrence (and references) are discussed in Inoue & Nakabo 2006 (Ref. 57869:385-6).",NA,NA,1055
"307","Terapon jarbua","Indo-Pacific:  Red Sea and East Africa to Samoa, north to southern Japan, south to the Arafura Sea (Ref. 9819), Australia, and Lord Howe Island.  ",26,29,4458
"308","Narcine bancroftii","Western Atlantic:  North Carolina to northeastern Brazil, including the Gulf of Mexico, Caribbean Sean and the islands of the West Indies.  Not in Compagno's 1999 checklist (Ref. 35766).  Reported in Brazil (Ref. 53431).",NA,NA,53905
"309","Lepidoperca pulchella","Southwest Pacific:  southeastern Australia, including Victoria and Tasmania (Ref. 9563).  Reported occurrence in New Zealand is erroneous (Ref. 57569).",NA,NA,14354
"310","Lepturacanthus savala","Indo-West Pacific:  India and Sri Lanka to Southeast Asia, north to China, and south to New Guinea and northern Australia.",NA,NA,8314
"311","Gadus macrocephalus","North Pacific:  Yellow Sea to the Bering Strait, along the Aleutians, and south to about Los Angeles, USA.  Rare in the southern part of its range.",6,9,308
"312","Ophiodon elongatus","Northeast Pacific:  Shumagin Islands in the western Gulf of Alaska to Ensenada, Baja California, Mexico.  Possibly occurring in the Bering Sea (Ref. 6793).",NA,NA,509
"313","Squalus acanthias","Western Atlantic:  Greenland to Argentina; Eastern Atlantic: Iceland and and the Barents Sea to Western Sahara and the Canary Islands; Angola to South Africa. Indo-Pacific; the Mediterranean and Black Seas (Ref. 247)  Reports from off New Guinea are doubtful (Ref. 6871).  All records from North Pacific refer to <i>Squalus suckleyi</i> (Girard, 1855) (Ref. 85328). Appendix II (northern hemisphere populations) of the Bonn Convention (2009).",7,15,139
"314","Squalus acanthias","Australasia subpopulation.",NA,NA,139
"315","Squalus acanthias","Black Sea subpopulation.",NA,NA,139
"316","Squalus acanthias","Mediterranean subpopulation.",NA,NA,139
"317","Squalus acanthias","Northeast Atlantic subpopulation.",NA,NA,139
"318","Squalus acanthias","Northwest Atlantic subpopulation.",NA,NA,139
"319","Squalus acanthias","South American subpopulation.",NA,NA,139
"320","Squalus acanthias","Southern African subpopulation.",NA,NA,139
"321","Thaleichthys pacificus","North Pacific:  west of Saint Matthew Island and Kuskokwim Bay in the Bering Sea, and Bowers Bank in the Aleutian Islands to Monterey Bay, California, USA.  Populations from northern British Columbia are separate from those in the Fraser River (Ref. 10276).",NA,NA,256
"322","Atheresthes stomias","North Pacific:  Bering Sea coasts of Russia and Alaska to San Simeon, California, USA.  The San Pedro, California, USA record for this species in Miller and Lea 1972 (Ref. 6792) is based on a misidentification of <i>Eopsetta exilis</i>.",NA,NA,517
"323","Platichthys stellatus","North Pacific:  Korea and southern Japan through the Bering Strait and Arctic Alaska (Ref. 2850) to the Coronation Gulf, Northwest Territories, Canada and Santa Barbara, southern California, USA.  Hybridizes with <i>Parophrys vetulus</i> - the hybrid, called <i>Inopsetta ischyra</i>, may be found from the Bering Sea to San Francisco, California, USA.  Also hybridizes with <i>Kareius bicoloratus</i> (Ref. 27547).",NA,NA,4249
"324","Hippoglossus stenolepis","North Pacific:  Hokkaido, Japan and the Sea of Okhotsk to the southern Chukchi Sea and Point Camalu, Baja California, Mexico.",NA,NA,514
"325","Clupea pallasii pallasii","Arctic:  White Sea eastward to Ob inlet.  Western Pacific:  Anadyr Bay, eastern coasts of Kamchatka, possibly the Aleutian Islands southward to Japan and west coast of Korea.  Eastern Pacific:  Kent Peninsula at 107°W and Beaufort Sea southward to northern Baja California, Mexico.",NA,NA,1520
"326","Clupea pallasii pallasii","Eastern North Pacific: British Columbia..",NA,NA,1520
"327","Clupea pallasii pallasii","Eastern North Pacific: California.",NA,NA,1520
"328","Clupea pallasii pallasii","Eastern North Pacific: Central Alaska.",NA,NA,1520
"329","Clupea pallasii pallasii","Eastern North Pacific: Puget Sound herring stocks, Washington.",NA,NA,1520
"330","Clupea pallasii pallasii","Eastern North Pacific: Southeast Alaska.",NA,NA,1520
"331","Clupea pallasii pallasii","Eastern North Pacific: Western Alaska (Bering Sea).",NA,NA,1520
"332","Clupea pallasii pallasii","Western North Pacific: Dekastri herring, Russia.",NA,NA,1520
"333","Clupea pallasii pallasii","Western North Pacific: Gizhiga-Kamchatka herring (Gizhiga coast in the Okhotsk Sea to the southeast coast of Kamchatka peninsula).",NA,NA,1520
"334","Clupea pallasii pallasii","Western North Pacific: Hokkaido-Sakhalin herring (Sakhalin east coast from northern tip south to northeastern coast of Hokkaido and the Kuril Islands and Sea of Japan from southwest coast of Sakhalin south to  to Niigata Prefecture).",NA,NA,1520
"335","Clupea pallasii pallasii","Western North Pacific: Korf-Karagin herring (Russian coast of the Bering Sea).",NA,NA,1520
"336","Clupea pallasii pallasii","Western North Pacific: Peter the Great Bay herring.",NA,NA,1520
"337","Clupea pallasii pallasii","Western North Pacific: Sea of Okhotsk herring.",NA,NA,1520
"338","Clupea pallasii pallasii","Western North Pacific: Yellow Sea herring.",NA,NA,1520
"339","Clupea harengus","North Atlantic: in the west, it ranges from southwestern Greenland and Labrador southward to South Carolina, USA. In the east, it ranges from Iceland and southern Greenland southward to the northern Bay of Biscay and eastward to Spitsbergen and Novaya Zemlya in Russia, including the Baltic Sea (Ref. 188).",1,18,24
"340","Clupea harengus","Northeast Atlantic: Irish Sea North of 52º 30 N (ICES division VIIa)",NA,NA,24
"341","Clupea harengus","Northeast Atlantic:  Baltic Sea main basin excluding Gulf of Riga (ICES subdivisions 25-29 and 32, excluding 28.1).",NA,NA,24
"342","Clupea harengus","Northeast Atlantic:  Bothnian Sea (ICES subdivision 30).",NA,NA,24
"343","Clupea harengus","Northeast Atlantic:  Celtic Sea, Irish Sea (South of 52° 30’ N) and South of Ireland (ICES divisions VIIa and VIIj).",NA,NA,24
"344","Clupea harengus","Northeast Atlantic:  Gulf of Riga (ICES subdivision 28.1).",NA,NA,24
"345","Clupea harengus","Northeast Atlantic:  Icelandic summer-spawning herring (ICES division Va).",NA,NA,24
"346","Clupea harengus","Northeast Atlantic:  North Sea, Eastern Channel, Skagerrak (ICES divisions IV, VIId, IIIa West) (autumn-spawners).",NA,NA,24
"347","Clupea harengus","Northeast Atlantic:  Norwegian spring-spawning herrings.",NA,NA,24
"348","Clupea harengus","Northeast Atlantic:  Skagerrak, Western Baltic (ICES divisions IIIa, 22-24) (Western Baltic spring spawners).",NA,NA,24
"349","Clupea harengus","Northeast Atlantic:  West of Scotland North (ICES division Via North).",NA,NA,24
"350","Clupea harengus","Northeast Atlantic: Bothnian Bay (ICES subdivision 31)",NA,NA,24
"351","Clupea harengus","Northwest Atlantic: East and southeast Newfoundland (3KLPs).",NA,NA,24
"352","Clupea harengus","Northwest Atlantic: Georges Bank (5Zceu and 6BC).",NA,NA,24
"353","Clupea harengus","Northwest Atlantic: Gulf of Maine (5YZw).",NA,NA,24
"354","Clupea harengus","Northwest Atlantic: Gulf of St Lawrence spring spawners (4STVn stocks).",NA,NA,24
"355","Clupea harengus","Northwest Atlantic: Gulf of St. Lawrence fall spawners (4STVn stocks).",NA,NA,24
"356","Clupea harengus","Northwest Atlantic: Scotia-Fundy (4VWX stock complex).",NA,NA,24
"357","Clupea harengus","Northwest Atlantic: Western Newfoundland fall spawners (4R stocks).",NA,NA,24
"358","Clupea harengus","Northwest Atlantic: Western Newfoundland spring spawners (4R stocks).",NA,NA,24
"359","Clupea harengus","Some authors consider the eastern Baltic population as valid subspecies <i>Clupea harengus membras</i>.  North Atlantic:  eastern part of the Baltic Sea east of the line passing from the southern extremity of Oland Island to the Bay of Danzig, as well as the Gulfs of Finland and Bothnia.",NA,NA,24
"360","Clupea harengus","Northeast Atlantic:  West of Scotland South (ICES division VIa South) and West of Ireland (ICES division VIIb, c)",NA,NA,24
"361","Theragra chalcogramma","North Pacific: from Kivalina, Alaska, to the southern Sea of Japan and to Carmel, California, USA.  The occurrence off the northern part of Baja California (Mexico), as reported from Quast and Hall, (1972) (Ref. 6876) is apparently erroneous.",NA,NA,318
"362","Hydrolagus colliei","Eastern Pacific:  Cape Spencer, Alaska to Bahía Sebastian Vizcaíno, Baja California (Mexico).  Isolated population in the northern Gulf of California.",NA,NA,2589
"363","Sebastes melanops","Eastern Pacific:  Amchitka Island, Aleutian Islands, Alaska to Paradise Cove, Baja California, Mexico.",NA,NA,3979
"364","Sebastes crameri","Northeast Pacific:  southeast of Zhemchug Canyon in the Bering Sea to Santa Catalina Island, California, USA.",NA,NA,3962
"365","Sebastes aleutianus","North Pacific:  Japan to Navarin Canyon in the Bering Sea (but not in the Sea of Okhotsk), throughout the Aleutian Islands, and south to San Diego, California, USA.",NA,NA,3949
"366","Sebastes paucispinis","Eastern Pacific:  Stepovak Bay, Alaskan Peninsula to Punta Blanca, Baja California, Mexico.",NA,NA,3987
"367","Sebastes goodei","Eastern Pacific:  Queen Charlotte Sound, British Columbia, Canada to Magdalena Bay, Baja California Sur, Mexico.",NA,NA,3971
"368","Sebastes elongatus","Northeast Pacific:  Chirikof Island in the Gulf of Alaska to Cedros Island, Baja California, Mexico.",NA,NA,3965
"369","Sebastes pinniger","Eastern Pacific:  south of the Shelikof Strait in the Gulf of Alaska to Cape Colnett,  Baja California, Mexico.",NA,NA,3989
"370","Sebastes alutus","North Pacific:  Honshu, Japan to Cape Navarin in the Bering Sea (but not in the Sea of Okhotsk) and La Jolla, California, and along the Aleutians from Stalemate Bank and Bowers Bank to the Alaska Peninsula.  Stocks have suffered severe population decline due to overfishing (Ref. 27437).",NA,NA,504
"371","Sebastes ruberrimus","Eastern Pacific:  Gulf of Alaska to northern Baja California, Mexico.",NA,NA,3996
"372","Sebastes rosaceus","Eastern Pacific:  Puget Sound, Washington, USA to central Baja California, Mexico; but doubtful north of California.",NA,NA,3994
"373","Sebastes flavidus","Northeast Pacific:  Unalaska Island, Alaska to San Diego, California, USA.",NA,NA,503
"374","Sebastes entomelas","Northeast Pacific:  middle Albatross Bank in the Gulf of Alaska to Todos Santos Bay, Baja California, Mexico.",NA,NA,502
"375","Anoplopoma fimbria","North Pacific:  Bering Sea coasts of Kamchatka, Russia and Alaska southward to Hatsu Shima Island, southern Japan and Cedros Island, central Baja California, Mexico.",NA,NA,512
"376","Oncorhynchus keta","North Pacific:  Korea , Japan, Okhotsk and Bering Sea (Ref. 1998), Arctic Alaska south to San Diego, California, USA.  Asia:  Iran (Ref. 39702).",0,23.7000007629395,241
"377","Oncorhynchus tshawytscha","Arctic, Northwest to Northeast Pacific:  drainages from Point Hope, Alaska to Ventura River, California, USA; occasionally strays south to San Diego in California, USA.  Also in Honshu, Japan (Ref. 6793), Sea of Japan (Ref. 1998),  Bering Sea (Ref. 2850) and Sea of Okhotsk (Ref. 1998).  Found in Coppermine River in the Arctic.  Several countries report adverse ecological impact after introduction.",0,24.8999996185303,244
"378","Oncorhynchus gorbuscha","Arctic and Pacific drainages from Mackenzie River delta, Northwest Territories, Canada to Sacramento River drainage, in California, USA; occasionally as far as La Jolla, southern California; also in northeast Asia (Ref. 5723).  On Asia side, from North Korea to Jana and Lena drainages in Artic Russia.  In Bering Sea north of about 40°N and from Bering Strait northeast to Point Barrow and northwest to Lena estuary (Ref. 59043).  Introduced elsewhere.  Occasionally hybridizes with <i>Oncorhynchus keta</i> producing fertile offspring (Ref. 28983).",NA,21,240
"379","Oncorhynchus nerka","North Pacific:  northern Japan to Bering Sea and to Los Angeles, California, USA (Ref. 2850).  Landlocked populations in Alaska, Yukon Territory and British Columbia in Canada, and Washington and Oregon in USA.",0,24.8999996185303,243
"380","Alosa sapidissima","North America:  Newfoundland (Ref. 1998), the St. Lawrence River, and Nova Scotia southward to central Florida.  Due to introductions into the Sacramento and Columbia Rivers, this species is now found from Cook Inlet, Alaska (Ref. 1998) to Baja California in Mexico and the Kamchatka Peninsula.",NA,NA,1584
"381","Microstomus pacificus","Eastern Pacific:  Navarin Canyon in the Bering Sea to Stalemate Bank in the Aleutian Islands and San Cristobal Bay, Baja California, Mexico.",NA,NA,4247
"382","Hippoglossoides elassodon","North Pacific:  Sea of Japan, Sea of Okhotsk, and the Bering Sea along the western coast of America to Pt.  Reyes, central California, USA.",NA,NA,519
"383","Eopsetta jordani","Eastern Pacific:  Bering Sea coast of Alaska to Islas Los Coronados, northern Baja California, Mexico.",NA,NA,4237
"384","Glyptocephalus zachirus","North Pacific:  Bering Sea coasts of Russia and Alaska (Ref. 27436) to northern Baja California, Mexico.",NA,NA,4238
"385","Lepidopsetta bilineata","North Pacific:  Baja California to the eastern Aleutian Islands and extreme southeastern Bering Sea.",NA,NA,24237
"386","Psettichthys melanostictus","Eastern Pacific:  Bering Sea coast of Alaska, near the Aleutian Islands (Ref. 27436) to Redondo Beach, southern California, USA.",NA,NA,4255
"387","Limanda aspera","North Pacific:  Korea and the Sea of Japan to the Sea of Okhotsk, Bering Sea, and Barkley Sound, Canada.  Reported from the Alaskan Beaufort Sea (Ref. 28503).",NA,NA,520
"388","Oncorhynchus clarkii","Eastern Pacific:  northern parts of Prince William Sound, Alaska, south to the Eel River in northern California, USA and is found in most streams emptying into the Pacific.  Widely introduced into various streams and lakes within its natural range, as well as into a few lakes in eastern North America.  In some streams it may be the most numerous sport fish present, while other streams support only small populations.  At least 14 subspecies have been historically recognized (Ref. 5723).",NA,23.2000007629395,2688
"389","Oncorhynchus clarkii","North America:  As <i>Oncorhynchus clarkii lewisi</i>: southeastern British Columbia and western Alberta south to Montana, USA.  Introduced into Saskatchewan, Manitoba, Ontario, and Quebec.  As <i>Oncorhynchus clarkii clarkii</i> (coastal form very similar):  British Columbia, ranges from the Pacific coast to as far inland as the Skeena River headwaters.",NA,NA,2688
"390","Salvelinus malma","Arctic, Northwest to Northeast Pacific:  drainages from Alaska to Puget Sound,  Washington, USA; formerly in McCloud River drainages in California, USA.  Northwest Pacific:  Korea to Bering Sea (Ref. 2850).",4,18,2691
"391","Salvelinus malma","<i>Salvelinus malma miyabei</i>:  Asia:  central Hokkaido, Japan.  A hybrid specimen with the introduced masu salmon <i>Onchorhynchus masou masou</i> was collected in the inlet stream, Yamada Creek, of the Lake; mtDNA suggests that the mating occurred between a femalel Miyabe charr and a male masu salmon; hybridization may cause deleterious effects on Miyabe charr (Ref. 56618).",NA,NA,2691
"392","Lutjanus purpureus","Western Atlantic:  throughout most of the Caribbean Sea from Cuba southward to northeastern Brazil.  Frequently confused with <i>Lutjanus campechanus</i>.  Also referred to as <i>Lutjanus aya</i> by past authors, but Rivas (Ref. 6409) proved that <i>Bodianus aya</i> Bloch, 1790 is not a lutjanid, but probably a sciaenid.",NA,NA,171
"393","Triportheus angulatus","South America:  Amazon River basin.",22,29.7999992370605,12976
"394","Atherina boyeri","Eastern Atlantic:  Portugal and Spain to Nouadhibou in Mauritania and Madeira, and throughout the Mediterranean and Black Sea.  Isolated populations on coasts of England and the Netherlands (Ref. 5980).  Previously, two subspecies were recognized in Russian waters:  <i>Atherina boyeri pontica</i> (Eichwald, 1838) from the Black Sea and the Sea of Azov and <i>Atherina boyeri caspia</i> (Eichwald, 1838) from the Caspian Sea (Ref. 26334).",NA,NA,1696
"395","Boops boops","Eastern Atlantic:  Norway to Angola, including the Canary Islands, Cape Verde, and the Sao Tome-Principe Islands.  Common from Bay of Biscay to Gibraltar (Ref. 4781).  Also found in the Mediterranean and the Black Sea.",NA,NA,203
"396","Spicara smaris","Eastern Atlantic:  entire Mediterranean, the Black Sea, southern Sea of Azov, and Atlantic coasts from Portugal to Morocco, including the Canary Islands and Madeira (Ref. 7349).",NA,NA,1766
"397","Macrognathus aculeatus","Asia:  Thailand, Malay Peninsula, Borneo and Indonesia.  Reported from Bangladesh (Ref. 1479) and Nepal (Ref. 9496); India (Ref. 43634); Viet Nam (Ref. 89724).",23,28,5152
"398","Esomus danricus","Asia:  Pakistan, India, Nepal, Bangladesh (Ref. 41236), Afghanistan (Ref. 41034), Sri Lanka (Ref. 6028)  and Myanmar (Ref. 43640).",22,NA,5150
"399","Corica soborna","Asia:  Indonesia, Brunei, Malaysia and India.  Occurrence in the Bangpakong River in Thailand (Ref. 1632), Mekong (Ref. 12975) and Bangladesh (Ref. 1479) need confirmation.",NA,NA,1566
"400","Amblypharyngodon mola","Asia:  Pakistan, India, Bangladesh and Myanmar (Ref. 4832).  Reported from Afghanistan (Ref. 39701).",NA,NA,24301
"401","Puntius sophore","Asia:  Pakistan, India, Nepal, Bangladesh, Myanmar and Yunnan, China (Ref. 4832), Bhutan (Ref. 40882) and Afghanistan (Ref. 41034)",22,NA,10137
"402","Channa punctata","Asia:  Afghanistan, Pakistan, India, Sri Lanka, Nepal, Bangladesh, Myanmar and Yunnan in China.",22,28,5147
"403","Cirrhinus cirrhosus","Asia:  native to large rivers in the Indian subcontinent (Ref. 12693).  Has been so widely transported in connection to aquaculture that its natural distribution can no longer be determined (Ref. 33488).",NA,NA,4494
"404","Hypophthalmichthys molitrix","Asia:  Native to most major Pacific dainages of East Asia from Amur to Xi Jiang, China (Ref. 59043).  China and Eastern Siberia.  Introduced around the world for aquaculture and control of algal blooms.  Several countries report adverse ecological impact after introduction (Ref. 1739).  Often confused with <i>Hypophthalmichthys nobilis</i> (Ref. 59043).",6,28,274
"405","Rasbora tawarensis","Asia:  Endemic to Lake Tawar, Aceh, Sumatra. Also Ref. 93674.",NA,NA,22639
"406","Channa micropeltes","Asia:  Mekong and Chao Phraya basins; the Malay Peninsula, and the islands of Sumatra and Borneo.  Material from India usually referred to as this species actually represents a distinct species.",25,28,344
"407","Micropogonias furnieri","Western Atlantic:  Greater Antilles and from Costa Rica to Argentina (Ref. 9626).  Also reported in Nicaragua (Ref. 13613).",NA,NA,7620
"408","Salvelinus alpinus alpinus","Europe:  northern Atlantic southward to southern Norway, also Iceland and southern Greenland.  Isolated populations in Northern UK, Scandinavia, Finland and the Alps.  North America:  Landlocked populations in Quebec, Canada and in Maine and New Hampshire in USA (Ref. 7251).",4,16,247
"409","Boreogadus saida","Circumpolar in the Arctic.  North Atlantic:  White Sea, Iceland, and southern Greenland into the Miramichi River, New Brunswick in Canada.  North Pacific:  Bering Sea to Cape Olyutorski, the Pribilof Islands, and Bristol Bay.",-2,8,319
"410","Thymallus arcticus","North America:  widespread in Arctic drainages from Hudson Bay, Canada to Alaska and in Arctic and Pacific drainages to central Alberta and British Columbia in Canada; upper Missouri River drainage in Montana, USA.  Formerly in Great Lakes basin in Michigan, USA (Ref. 5723).  Arctic Ocean basin in Siberia from Ob to Yenisei drainages and in Europe in some tributaries of Pechora (Usa, Kosyu, Kozhim), Korotaikha and Kara (Ref. 59043).",NA,NA,2693
