ref_info,seanuts_id2,species_name,country_region,nutrient,concentration
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1369,Trichiurus lepturus,NA,dha,0.2103
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1331,Trisopterus luscus,NA,dha,0.03
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1335,Trisopterus luscus,NA,dha,0.069
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1321,Xiphias gladius,NA,dha,1.75
"N. Bragagnolo and D. B. Rodriguez-Amaya, Total Lipid, Cholesterol, and Fatty Acids of Farmed Freshwater Prawn (Macrobrachium rosenbergii) and Wild Marine Shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri), JOURNAL OF FOOD COMPOSITION AND ANALYSIS (2001) 14, 359d369",1681,Xiphopenaeus kroyeri,NA,dha,0.097
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1313,Zeus faber,NA,dha,0.156
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",1723,Acanthina monodon,NA,ca_mg,93.0
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",22,Amblypharyngodon mola,NA,ca_mg,800.0
"Karakoltsidis, P. A., Zotos, A., & Constantinides, M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis, 8, 258–273.",1677,Aristeus antennatus,NA,ca_mg,121.0
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",1724,Aulacomya ater,NA,ca_mg,102.0
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",155,Boreogadus saida,NA,ca_mg,43.0
"Kuhnlein et al, 2002",1834,Boreogadus saida,come back,ca_mg,43.0
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2016,Calappa granulata,Aegean Sea,ca_mg,375.9
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",1739,Callinectes sapidus,NA,ca_mg,34.4
"Gökoðlu, Nalan, and Pýnar Yerlikaya. ""Determinaton of proximate composition and mineral contents of blue crab (Callinectes sapidus) and swim crab (Portunus pelagicus) caught off the Gulf of Antalya."" Food Chemistry 80.4 (2003): 495-498.",1749,Callinectes sapidus,NA,ca_mg,149.2
"Gökoðlu, Nalan, and Pýnar Yerlikaya. ""Determinaton of proximate composition and mineral contents of blue crab (Callinectes sapidus) and swim crab (Portunus pelagicus) caught off the Gulf of Antalya."" Food Chemistry 80.4 (2003): 495-498.",1750,Callinectes sapidus,NA,ca_mg,64.9
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",259,Caranx ignobilis,NA,ca_mg,8.9
"Skonberg, Denise I., and Brian L. Perkins. ""Nutrient composition of green crab (Carcinus maenus) leg meat and claw meat."" Food Chemistry 77.4 (2002): 401-404.",1737,Carcinus maenus,NA,ca_mg,91.55
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",194,Catla catla,NA,ca_mg,20.8
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",76,Centropomus undecimalis,NA,ca_mg,73.0
"Özden Ö., Erkan N., Ulusoy S.(2009). Seasonal variations in the macronutrient mineral and proximate composition of two clams (Chamelea gallina and Donax trunculus). International Journal of Food Sciences and Nutrition 60: 402 - 412",1667,Chamelea gallina,NA,ca_mg,304.2864
"Özden Ö., Erkan N., Ulusoy S.(2009). Seasonal variations in the macronutrient mineral and proximate composition of two clams (Chamelea gallina and Donax trunculus). International Journal of Food Sciences and Nutrition 60: 402 - 412",1668,Chamelea gallina,NA,ca_mg,211.1262
"Özden Ö., Erkan N., Ulusoy S.(2009). Seasonal variations in the macronutrient mineral and proximate composition of two clams (Chamelea gallina and Donax trunculus). International Journal of Food Sciences and Nutrition 60: 402 - 412",1669,Chamelea gallina,NA,ca_mg,209.4368
"Özden Ö., Erkan N., Ulusoy S.(2009). Seasonal variations in the macronutrient mineral and proximate composition of two clams (Chamelea gallina and Donax trunculus). International Journal of Food Sciences and Nutrition 60: 402 - 412",1670,Chamelea gallina,NA,ca_mg,186.9819
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",252,Channa marulius,NA,ca_mg,10.1
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",43,Channa punctata,NA,ca_mg,300.0
"Wimalasena S., Jayasuriya M.N.S. (1996). Nutrient analysis of some fresh water fish. J. Natn. Sci. Coun. Sri Lanka 24(1): 21-26",63,Channa striata,NA,ca_mg,108.3
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2026,Chlamys glabra,Aegean Sea,ca_mg,1717.4
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",211,Colossoma macropomum,NA,ca_mg,15.66
"Belinsky et al, 1996",1803,Coregonus autumnalis,come back,ca_mg,11.2
"Kuhnlein et al, 1994",1819,Coregonus autumnalis,come back,ca_mg,30.0
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",162,Coregonus clupeaformis,NA,ca_mg,36.0
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",179,Coregonus clupeaformis,NA,ca_mg,26.0
"Belinsky et al, 1996",1796,Coregonus clupeaformis,come back,ca_mg,5.0
"Belinsky et al, 1996",1797,Coregonus clupeaformis,come back,ca_mg,5.0
"Belinsky et al, 1996",1799,Coregonus clupeaformis,come back,ca_mg,7.0
"Belinsky et al, 1996",1801,Coregonus clupeaformis,come back,ca_mg,7.6
"Kuhnlein et al, 1994",1820,Coregonus clupeaformis,come back,ca_mg,40.0
"Kuhnlein et al, 2002",1830,Coregonus clupeaformis,come back,ca_mg,26.0
"Kuhnlein et al, 2002",1832,Coregonus clupeaformis,come back,ca_mg,36.0
"Kuhnlein et al, 1994",1817,Coregonus spp,come back,ca_mg,9.4
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",35,Corica soborna,NA,ca_mg,400.0
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",1740,Crassostrea virginica,NA,ca_mg,61.0
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",257,Cyclopterus lumpus,NA,ca_mg,9.4
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",69,Cynoscion acoupa,NA,ca_mg,79.33
"Özden Ö., Erkan N., Ulusoy S.(2009). Seasonal variations in the macronutrient mineral and proximate composition of two clams (Chamelea gallina and Donax trunculus). International Journal of Food Sciences and Nutrition 60: 402 - 412",31,Donax trunculus,NA,ca_mg,448.9326
"Özden Ö., Erkan N., Ulusoy S.(2009). Seasonal variations in the macronutrient mineral and proximate composition of two clams (Chamelea gallina and Donax trunculus). International Journal of Food Sciences and Nutrition 60: 402 - 412",37,Donax trunculus,NA,ca_mg,381.0254
"Özden Ö., Erkan N., Ulusoy S.(2009). Seasonal variations in the macronutrient mineral and proximate composition of two clams (Chamelea gallina and Donax trunculus). International Journal of Food Sciences and Nutrition 60: 402 - 412",46,Donax trunculus,NA,ca_mg,270.1418
"Özden Ö., Erkan N., Ulusoy S.(2009). Seasonal variations in the macronutrient mineral and proximate composition of two clams (Chamelea gallina and Donax trunculus). International Journal of Food Sciences and Nutrition 60: 402 - 412",47,Donax trunculus,NA,ca_mg,254.2106
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",87,Epinephelus striatus,NA,ca_mg,69.0
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2015,Eriphia verrucosa,Aegean Sea,ca_mg,91.7
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",21,Esomus danricus,NA,ca_mg,800.0
"Belinsky et al, 1996",1800,Esox lucius,come back,ca_mg,7.0
"Belinsky et al, 1996",1802,Esox lucius,come back,ca_mg,8.0
"Kuhnlein et al, 1994",1822,Esox lucius,come back,ca_mg,63.0
"Kuhnlein et al, 2002",1829,Esox lucius,come back,ca_mg,19.0
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2014,Esox lucius,Lake in Edirne,ca_mg,615.0
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",247,Eugerres plumieri,NA,ca_mg,10.78
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",1725,Fissurella picta,NA,ca_mg,27.0
"Wimalasena S., Jayasuriya M.N.S. (1996). Nutrient analysis of some fresh water fish. J. Natn. Sci. Coun. Sri Lanka 24(1): 21-26",39,Glossogobius giuris,NA,ca_mg,336.6
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",197,Harpadon nehereus,NA,ca_mg,19.8
"Zied Zarai,a∗ Fakher Frikha,a Rafik Balti,b Nabil Miled,a Youssef Gargouria and Hafedh Mejdouba. Nutrient composition of the marine snail (Hexaplex trunculus) from the Tunisian Mediterranean coasts. JSciFoodAgric2011;91:1265–1270. 2011",1692,Hexaplex trunculus,NA,ca_mg,674.4
"Zied Zarai,a∗ Fakher Frikha,a Rafik Balti,b Nabil Miled,a Youssef Gargouria and Hafedh Mejdouba. Nutrient composition of the marine snail (Hexaplex trunculus) from the Tunisian Mediterranean coasts. JSciFoodAgric2011;91:1265–1270. 2011",1693,Hexaplex trunculus,NA,ca_mg,860.0
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",144,Homarus americanus,NA,ca_mg,47.3
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",172,Homarus americanus,NA,ca_mg,29.3
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",207,Homarus americanus,NA,ca_mg,17.3
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",149,Homarus gammarus,NA,ca_mg,45.6
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",150,Homarus gammarus,NA,ca_mg,44.6
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",166,Homarus gammarus,NA,ca_mg,33.5
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",208,Homarus gammarus,NA,ca_mg,17.3
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",198,Hypostomus watwata,NA,ca_mg,19.66
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2021,Illex coindetii,Aegean Sea,ca_mg,54.6
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",226,Labeo rohita,NA,ca_mg,12.9
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",262,Lates calcarifer,NA,ca_mg,8.8
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",282,Leptomelanosoma indicum,NA,ca_mg,4.7
Sriket et al. 2006. Comparative studies on chemical composition and thermal properties of black tiger shrimp. Food Chemistry,1680,Litopenaeus vannamei,NA,ca_mg,24.7
"Blanco Metzler A., Montero Campos M. (1992). Composicion quimico - nutricional de la carne de cambute, Strombus galeatus (Mesogastropodia: Strombidae). Rev. Biol. Trop. 40: 89 - 93",1664,Lobatus galeatus,NA,ca_mg,315.7
"Blanco Metzler A., Montero Campos M. (1992). Composicion quimico - nutricional de la carne de cambute, Strombus galeatus (Mesogastropodia: Strombidae). Rev. Biol. Trop. 40: 89 - 93",1665,Lobatus galeatus,NA,ca_mg,264.3
"Blanco Metzler A., Montero Campos M. (1992). Composicion quimico - nutricional de la carne de cambute, Strombus galeatus (Mesogastropodia: Strombidae). Rev. Biol. Trop. 40: 89 - 93",1666,Lobatus galeatus,NA,ca_mg,233.5
"Lourenco H.M., Anacleto P., Afonso C., Ferraria V., Martins M.F., Carvalho M.L., Lino A.R., Nunes M.L. (2009). Elemental composition of cephalopods from Portuguese continental waters. Food Chemistry 113: 1146-1153",220,Loligo vulgaris,NA,ca_mg,13.6
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2022,Loligo vulgaris,Aegean Sea,ca_mg,12.5
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2009,Lophius piscatorius,Marmara Sea,ca_mg,22.5
"Kuhnlein et al, 1994",1821,Lota lota,come back,ca_mg,40.0
"Kuhnlein et al, 2002",1827,Lota lota,come back,ca_mg,8.0
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",206,Lutjanus buccanella,NA,ca_mg,17.66
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",53,Macrognathus aculeatus,NA,ca_mg,200.0
"Marques A., Teixeira B., Barrento S., Anacleto P., Carvalho M.L., Nunes M.L. (2010). Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Compositon and Analysis 23: 230 - 237.",72,Maja brachydactyla,NA,ca_mg,78.7
"Marques A., Teixeira B., Barrento S., Anacleto P., Carvalho M.L., Nunes M.L. (2010). Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Compositon and Analysis 23: 230 - 237.",116,Maja brachydactyla,NA,ca_mg,59.9
"Marques A., Teixeira B., Barrento S., Anacleto P., Carvalho M.L., Nunes M.L. (2010). Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Compositon and Analysis 23: 230 - 237.",183,Maja brachydactyla,NA,ca_mg,24.0
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",1688,Maja brachydactyla,NA,ca_mg,78.7
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",1689,Maja brachydactyla,NA,ca_mg,390.0
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",1690,Maja brachydactyla,NA,ca_mg,24.0
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",1691,Maja brachydactyla,NA,ca_mg,59.9
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",1738,Mercenaria mercenaria,NA,ca_mg,32.8
"Karnjanapratum, Supatra, et al. ""Chemical compositions and nutritional value of Asian hard clam (Meretrix lusoria) from the coast of Andaman Sea."" Food chemistry 141.4 (2013): 4138-4145.",1732,Meretrix lusoria,NA,ca_mg,39.849
"Karnjanapratum, Supatra, et al. ""Chemical compositions and nutritional value of Asian hard clam (Meretrix lusoria) from the coast of Andaman Sea."" Food chemistry 141.4 (2013): 4138-4145.",1733,Meretrix lusoria,NA,ca_mg,149.199
"Karnjanapratum, Supatra, et al. ""Chemical compositions and nutritional value of Asian hard clam (Meretrix lusoria) from the coast of Andaman Sea."" Food chemistry 141.4 (2013): 4138-4145.",1734,Meretrix lusoria,NA,ca_mg,95.346
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",75,Merlangius merlangus,NA,ca_mg,73.5713
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",122,Merlangius merlangus,NA,ca_mg,58.831
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",125,Merlangius merlangus,NA,ca_mg,57.394
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",146,Merlangius merlangus,NA,ca_mg,46.7305
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",185,Merluccius albidus,NA,ca_mg,23.0
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2008,Merluccius merluccius,Marmara Sea,ca_mg,228.1
"Yanar and Celik, Seasonal amino acid profiles and mineral contents of green tiger shrimp (Penaeus semisulcatus De Haan, 1844) and speckled shrimp (Metapenaeus monoceros Fabricus, 1789)
from the Eastern Mediterranean, Food Chemistry, 2006.",1676,Metapenaeus monoceros,NA,ca_mg,60.44
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",210,Mugil cephalus,NA,ca_mg,15.7
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",74,Mugil curema,NA,ca_mg,75.0
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",100,Mullus surmuletus,NA,ca_mg,62.5135
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",107,Mullus surmuletus,NA,ca_mg,60.4496
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",133,Mullus surmuletus,NA,ca_mg,52.9022
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",137,Mullus surmuletus,NA,ca_mg,51.8822
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",242,Muraenesox bagio,NA,ca_mg,11.2
"Kuhnlein &Soueida, 1992",1811,Mya spp,come back,ca_mg,172.0
"Kuhnlein &Soueida, 1992",1812,Myoxocephalus spp,come back,ca_mg,429.0
"M.S. Astorga-España, E.M. Rodríguez-Rodríguez, C. Díaz-Romero, Comparison of mineral and trace element concentrations in two molluscs from the Strait of Magellan (Chile) Journal of Food Composition and Analysis, 20 (3-4) (2007), pp. 273–279",1712,Mytilus chilensis,NA,ca_mg,60.0
"M.S. Astorga-España, E.M. Rodríguez-Rodríguez, C. Díaz-Romero, Comparison of mineral and trace element concentrations in two molluscs from the Strait of Magellan (Chile) Journal of Food Composition and Analysis, 20 (3-4) (2007), pp. 273–279",1713,Mytilus chilensis,NA,ca_mg,130.0
"M.S. Astorga-España, E.M. Rodríguez-Rodríguez, C. Díaz-Romero, Comparison of mineral and trace element concentrations in two molluscs from the Strait of Magellan (Chile) Journal of Food Composition and Analysis, 20 (3-4) (2007), pp. 273–279",1714,Mytilus chilensis,NA,ca_mg,150.0
"M.S. Astorga-España, E.M. Rodríguez-Rodríguez, C. Díaz-Romero, Comparison of mineral and trace element concentrations in two molluscs from the Strait of Magellan (Chile) Journal of Food Composition and Analysis, 20 (3-4) (2007), pp. 273–279",1715,Mytilus chilensis,NA,ca_mg,120.0
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",1722,Mytilus chilensis,NA,ca_mg,60.0
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",1726,Mytilus chilensis,NA,ca_mg,68.0
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",1727,Mytilus chilensis,NA,ca_mg,57.0
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",1728,Mytilus chilensis,NA,ca_mg,53.0
"Kuhnlein &Soueida, 1992",1810,Mytilus edulis,come back,ca_mg,85.0
"A. Fuentes, I. Fernández-Segovia *, I. Escriche, J.A. Serra. Comparison of physico-chemical parameters and composition of mussels (Mytilus
galloprovincialis Lmk.) from different Spanish originsFood Chemistry 112 (2009) 295–302",1709,Mytilus galloprovincialis,NA,ca_mg,40.0
"A. Fuentes, I. Fernández-Segovia *, I. Escriche, J.A. Serra. Comparison of physico-chemical parameters and composition of mussels (Mytilus
galloprovincialis Lmk.) from different Spanish originsFood Chemistry 112 (2009) 295–302",1710,Mytilus galloprovincialis,NA,ca_mg,37.0
