include,trad_food_id,Food Item ID,Subgroup,database,"Country, region",Type,ISSCAAP,3_alpha,Food name in own language,Food name in English,Processing,Scientific name,ASFIS English name,ASFIS Scientific name,Season,Other,n,Comments on data processing/methods,Publication year,BiblioID,CA(mg),FE(mg),ZN(mg),F20D5N3(g),F22D6N3(g),AS(mcg),CD(mcg),HG(mcg),PB(mcg)
y,112,0901866,Finfish,AnFood,"USA, SE Alaska/Washington/Oregon/Puget Sound",,31,PWQ,,"Starry flounder, skinless muscle flesh, raw",r,Platichthys stellatus,Starry flounder,Platichthys stellatus,,,,,1976,fi195,,,,,,,,,
y,112,0900985,Finfish,biocomp,"USA, Columbia River Bar",W,31,PWQ,,"Starry flounder, wild, fillet, raw",r,Platichthys stellatus,Starry flounder,Platichthys stellatus,Aug 1977,"mean length and weight of fish: 49cm, 1500g",2,,1979,fi156,,,,,,,,,
y,114,0901374,Finfish,AnFood,Unknown (samples obtained from local fish market in Adana),,37,BLU,,"Blue fish, muscle tissue, raw",r,Pomatomus saltator,Bluefish,Pomatomus saltatrix,,,,FA converted using XFA; FAPUN6 calculated (sum of individual FA n-6),2007,fi34,,,,0.034770855,0.28855813,,,,
y,114,0900414,Finfish,biocomp,"Greece, Aegean Sea",W,37,BLU,Gofari,"Bluefish, wild, edible flesh, raw",r,Pomatomus saltator,Bluefish,Pomatomus saltatrix,,,,,1995,fi80,,,,,,,,,
y,114,0900888,Finfish,biocomp,"Brazil, São Paulo, Santos cost",W,37,BLU,Enchova,"Bluefish, adult fish, muscle flesh, middle portion, raw",r,Pomatomus saltatrix,Bluefish,Pomatomus saltatrix,,,,,2007,fi131,,,,0.748,2.5058,,,,
y,114,15005,Finfish,USDA,,,37,BLU,,"Fish, bluefish, raw",r,Pomatomus saltatrix (L.),,Pomatomus saltatrix,,,,,2014,SR27,7,0.48,0.81,0.252,0.519,,,,
y,115,0901853,Molluscs,AnFood,"USA, SE Alaska",,56,PTS,,"Little neck clam, edible flesh, raw",r,Protothaca staminea,Pacific littleneck clam,Protothaca staminea,,,,,1976,fi195,,,,,,,,,
y,121,0900670,Finfish,biocomp,"Unknown, West of Shetland Islands",W,31,GHL,,"Greenland halibut, wild, skinless fillet, raw",r,Reinhardtius hippoglossoides,Greenland halibut,Reinhardtius hippoglossoides,Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",1,,2006,fi105,,,,,,,,,
y,121,0900671,Finfish,biocomp,"Unknown, West of Shetland Islands",W,31,GHL,,"Greenland halibut, wild, skinless fillet, raw",r,Reinhardtius hippoglossoides,Greenland halibut,Reinhardtius hippoglossoides,Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",1,,2006,fi105,,,,,,,,,
y,121,0901250,Finfish,biocomp,"Iceland, North Atlantic",W,31,GHL,"Grálúða, flök","Greenland halibut, wild, fillet, raw",r,Reinhardtius hippoglossoides,Greenland halibut,Reinhardtius hippoglossoides,,data entered without mean/max/SD,4,,2011,im11,5.9,0.09,0.32,,,,,7.7,
y,121,0902329,Finfish,biocomp,"Norway, outside the coast of Tromsø",W,31,GHL,Blåkveite,"Greenland halibut, wild, raw",r,Reinhardtius hippoglossoides,Greenland halibut,Reinhardtius hippoglossoides,Aug 2006,[Muscle B cut],,,2012,fi361,5.5,0.1,0.3,0.33,0.36,,,,
y,121,0072,Finfish,Denmark food composition,,,31,GHL,,"Halibut, greenland, raw",r,Reinhardtius hippoglossoides,,Reinhardtius hippoglossoides,,,,,2009,DK7,25,0.25,,1.07,0.975,,,,
y,121,15038,Finfish,USDA,,,31,GHL,,"Fish, halibut, Greenland, raw",r,Reinhardtius hippoglossoides (Walbaum),,Reinhardtius hippoglossoides,,,,,2014,SR27,3,0.66,0.4,0.526,0.393,,,,
y,122,0901413,Finfish,AnFood,Unknown,,23,SAL,,"Salmon, skinless fillet, raw/frozen",r,Salmo salar,Atlantic salmon,Salmo salar,,,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,,,,1.112,2.164,,,,
y,122,0900400,Finfish,biocomp,"Poland, Baltic Sea",W,23,SAL,,"Baltic salmon, wild, skinless fillet, raw",r,Salmo salar,Atlantic salmon,Salmo salar,,,1,FAME converted using ShF and XFA,2011,fi74,,,,0.459944842,3.23096521,,,,
y,122,0900679,Finfish,biocomp,Ireland,W,23,SAL,,"Salmon, wild, skinless fillet, raw",r,Salmo salar,Atlantic salmon,Salmo salar,Mar 2003,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",2,,2006,fi105,,,,,,,,,
y,122,0900680,Finfish,biocomp,Ireland,W,23,SAL,,"Salmon, wild, skinless fillet, raw",r,Salmo salar,Atlantic salmon,Salmo salar,Jun 2003,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",2,,2006,fi105,,,,,,,,,
y,122,0135,Finfish,Denmark food composition,,,23,SAL,,"Salmon, raw",r,Salmo salar,,Salmo salar,,,,,2009,DK7,20,0.8,1.04,0.713,1.85,,,,
y,122,15076,Finfish,USDA,,W,23,SAL,,"Fish, salmon, Atlantic, wild, raw",r,Salmo salar L.,,Salmo salar,,,,,2014,SR27,12,0.8,0.64,0.321,1.115,,,,
y,123,0901401,Finfish,AnFood,Unknown,,23,TRS,Ghezel-ala,"Sea trout, fillet, raw",r,Salmo trutta,Sea trout,Salmo trutta,,,,PRO-/FAT- (analyzed according to AOAC 2000),2008,fi44,,,,,,,,,
y,123,0933,Finfish,Denmark food composition,,,23,TRS,,"Lake trout, raw",r,Salmo trutta lacustris,,Salmo trutta,,,,,2009,DK7,,0.75,0.44,,,,,,
y,123,0351,Finfish,Denmark food composition,,,23,TRS,,"Trout, raw",r,Salmo trutta,,Salmo trutta,,,,,2009,DK7,20,0.7,0.44,,,,,,
y,124,0902137,Finfish,AnFood,Canada,,25,ACH,,"Arctic char, flesh, raw",r,Salvelinus alpinus,Arctic char,Salvelinus alpinus,,,,FA tr= <0.05g/100g food,2002,fi197,11,0.3,0.4,,,,,,
y,124,0902138,Finfish,AnFood,Canada,,25,ACH,,"Arctic char, flesh, raw",r,Salvelinus alpinus,Arctic char,Salvelinus alpinus,,,,FA tr= <0.05g/100g food,2002,fi197,7,0.7,0.6,,,,,,
y,124,0876,Finfish,Denmark food composition,,,23,ACH,,"Charr, raw",r,Salmo alpinus,,Salvelinus alpinus,,,,,2009,DK7,,0.75,0.67,,,,,,
y,125,0900060,Finfish,biocomp,"Canada, James Bay, Lac Serigny",W,23,SVF,,"Brook trout, wild, female, flesh, raw",r,Salvelinus fontinalis,Brook trout,Salvelinus fontinalis,Aug-Sep 1993,adult female fish,,trace for mineral values: <0.1 mcg/100g food (FW); trace for FA: <0.01g/100g food (FW),1996,fi4,12.7,0.33,0.8,[0.240],[0.46],0.3,tr,9.8,tr
y,125,0900061,Finfish,biocomp,"Canada, James Bay, Wemindji",W,23,SVF,,"Brook trout, wild, female, flesh, raw",r,Salvelinus fontinalis,Brook trout,Salvelinus fontinalis,Aug-Sep 1993,adult female fish,1,trace for mineral values: <0.1 mcg/100g food (FW); trace for FA: <0.01g/100g food (FW),1996,fi4,3.1,0.18,0.8,[0.08],[0.37],0.8,0.6,5.2,tr
y,126,0901912,Finfish,AnFood,"USA, Bristol Bay, Prince of Wales Islands",,23,VAR,,"Dolly varden trout, skinless fillet,r aw",r,Salvelinus malma,Dolly varden,Salvelinus malma,,,,,1976,fi195,,,,,,,,,
y,127,0900059,Finfish,biocomp,"Canada, James Bay, Lac Temoin",W,23,LAT,,"Lake trout, wild, female, flesh, raw",r,Salvelinus namaycush,Lake trout,Salvelinus namaycush,Aug-Sep 1993,adult female fish,,trace for mineral values: <0.1 mcg/100g food (FW); trace for FA: <0.01g/100g food (FW),1996,fi4,3,0.2,0.5,[0.140],[0.3],0.6,1,40,tr
y,130,0901373,Finfish,AnFood,Unknown (samples obtained from local fish market in Adana),,37,MAC,,"Mackerel, muscle tissue, raw",r,Scomber scombrus,Atlantic mackerel,Scomber scombrus,,,,FA converted using XFA,2007,fi34,,,,0.044521872,0.33062656,,,,
y,130,0901410,Finfish,AnFood,Unknown,,37,MAC,,"Mackerel, skinless fillet, raw/frozen",r,Scomber scombrus,Atlantic mackerel,Scomber scombrus,,,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,,,,0.662,1.404,,,,
y,130,0902231,Finfish,AnFood,Unknown,,37,MAC,,"Atlantic mackerel, skinless fillet, raw",r,Scomber scombrus,Atlantic mackerel,Scomber scombrus,,,5,,2007,fi244,4.9,0.48,0.6,,,,,,
y,130,0900424,Finfish,biocomp,"Greece, Aegean Sea",W,37,MAC,Skoumbri,"Atlantic mackerel, wild, edible flesh, raw",r,Scomber scombrus,Atlantic mackerel,Scomber scombrus,,,,"mean of lipid value (fall, winter) used for FA calculation; FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet",1995,fi80,,,,[0.124525],[0.9962],,,,
y,130,0900466,Finfish,biocomp,"Greece, Aegean Sea",W,37,MAC,Skoumbri,"Atlantic mackerel, wild, edible flesh, raw",r,Scomber scombrus,Atlantic mackerel,Scomber scombrus,Fall,,,FAT- (analyzed according to AOAC 1975),1995,fi80,,,,,,,,,
y,130,0900676,Finfish,biocomp,"Unknown, East of Copensay",W,37,MAC,,"Mackerel, wild, skinless fillet, raw",r,Scomber scombrus,Atlantic mackerel,Scomber scombrus,Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",1,,2006,fi105,,,,,,,,,
y,130,0900677,Finfish,biocomp,"Unknown, East of Copensay",W,37,MAC,,"Mackerel, wild, skinless fillet, raw",r,Scomber scombrus,Atlantic mackerel,Scomber scombrus,Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",1,,2006,fi105,,,,,,,,,
y,130,0900698,Finfish,biocomp,"Canada, Mill Cove, Halifax",W,37,MAC,,"Atlantic macerel, wild, fillet, less skin, raw",r,Scomber scombrus,Atlantic mackerel,Scomber scombrus,Oct 1982,,1,,1986,fi116,,,,,,,,,
y,130,0900699,Finfish,biocomp,"Canada, Mill Cove, Halifax",W,37,MAC,,"Atlantic macerel, wild, fillet, less skin, raw",r,Scomber scombrus,Atlantic mackerel,Scomber scombrus,Jun 1983,,1,,1986,fi116,,,,,,,,,
y,130,0902328,Finfish,biocomp,"Norway, The North Sea",W,37,MAC,Makrell,"Mackerel, wild, raw",r,Scomber scombrus,Atlantic mackerel,Scomber scombrus,Oct 2007,Whole fillet,,,2012,fi361,15,0.8,0.62,1.76,2.8,,,,
y,130,0175,Finfish,Denmark food composition,,,37,MAC,,"Mackerel, raw",r,Scomber scombrus,,Scomber scombrus,,,,,2009,DK7,15,0.75,0.1,1.22,3.28,,,,
y,130,15046,Finfish,USDA,,,37,MAC,,"Fish, mackerel, Atlantic, raw",r,Scomber scombrus L.,,Scomber scombrus,,,,,2014,SR27,12,1.63,0.63,0.898,1.401,,,,
y,133,0901889,Finfish,AnFood,"USA, Washington/Oregon",,34,YRO,,"Yellowtail rockfish, skinless fillet, raw",r,Sebastes flavidus,Yellowtail rockfish,Sebastes flavidus,,,,,1976,fi195,,,,,,,,,
y,133,0900979,Finfish,biocomp,"USA, south of Astoria Canyon, North Pacific",W,34,YRO,,"Yellowtail rockfish, wild, fillet, raw",r,Sebastodes flavidus,Yellowtail rockfish,Sebastes flavidus,Aug 1977,"mean length and weight of fish: 53cm, 2200g",3,,1979,fi156,,,,,,,,,
y,135,0901885,Finfish,AnFood,"USA, SE Alaska/Washington/Oregon",,34,SPG,,"Canary rockfish, skinless fillet, raw",r,Sebastes pinninger,Canary rockfish,Sebastes pinniger,,,,,1976,fi195,,,,,,,,,
y,135,0900301,Finfish,biocomp,"USA, Alaska, British Columbia, Pacific Northwest waters",W,34,SPG,,"Canary rock Fish, wild, skinless fillet, raw",r,Sebastes pinniger,Canary rockfish,Sebastes pinniger,Spring,"mean length and weight of fish: 44.8cm, 2058g",,FA converted using XFA,2009,fi59,,,,0.342824772,0.534559245,,,,
y,135,0900980,Finfish,biocomp,"USA, south of Astoria Canyon, North Pacific",W,34,SPG,,"Orange rockfish, wild, fillet, raw",r,Sebastodes pinniger,Canary rockfish,Sebastes pinniger,Aug 1977,"mean length and weight of fish: 53cm, 2200g",3,,1979,fi156,,,,,,,,,
y,136,0901887,Finfish,AnFood,"USA, SE Alaska/Washington",,34,RRV,,"Yelloweye rockfish, skinless fillet, raw",r,Sebastes ruberrimus,Yelloweye rockfish,Sebastes ruberrimus,,,,,1976,fi195,,,,,,,,,
y,142,0901862,Finfish,AnFood,"Canada, Straits of Juan de Fuca",,38,DGS,,"Spiny dogfish, skinless muscle flesh, raw",r,Squalus acanthias,Picked dogfish,Squalus acanthias,,,,,1976,fi195,,,,,,,,,
y,142,0901863,Finfish,AnFood,"USA, Lower Puget Sound, Washington",,38,DGS,,"Spiny dogfish, whole, raw",r,Squalus acanthias,Picked dogfish,Squalus acanthias,,,,,1976,fi195,,,,,,,,,
y,142,0900207,Finfish,biocomp,New Zealand,W,38,DGS,,"Spiny dogfish, wild, skinless fillet, frozen",r,Squalus acanthias,Picked dogfish,Squalus acanthias,Aug 1982,"mean length and weight of fish: 71cm, 1510g",1,,1985,fi42,,,,,,,,,
y,142,0127,Finfish,Denmark food composition,,,38,DGS,,"Dogfish, piked, raw",r,Squalus acanthias,,Squalus acanthias,,,,,2009,DK7,13,1.32,0.52,,,,,,
y,145,0901864,Finfish,AnFood,"USA, Colorado River",,23,EUL,,"Eulachon, skinless muscle flesh, raw",r,Thaleichthys pacificus,Eulachon,Thaleichthys pacificus,,,,,1976,fi195,,,,,,,,,
y,146,0901711,Finfish,AnFood,Unknown (samples from fish market in Mexico City),,36,ALB,Albacora,"Albacore, fillet, raw",r,Thunnus alalunga,Albacore,Thunnus alalunga,,,4,,2004,fi152,,,,0.33915,0.9625,,,,
y,146,0901914,Finfish,AnFood,"USA, Washington/Oregon",,36,ALB,,"Albacore tuna, light meat, raw",r,Thunnus alalunga,Albacore,Thunnus alalunga,,,,,1976,fi195,,,,,,,,,
y,146,0901915,Finfish,AnFood,"USA, Washington/Oregon",,36,ALB,,"Albacore tuna, dark meat, raw",r,Thunnus alalunga,Albacore,Thunnus alalunga,,,,,1976,fi195,,,,,,,,,
y,146,0902250,Finfish,AnFood,Unknown,,36,ALB,,"Albacore, flesh (loin, lean), raw",r,Thunnus alalunga,Albacore,Thunnus alalunga,,,5,,2007,fi244,2.9,0.94,0.36,,,,,,
y,146,0900704,Finfish,biocomp,"New Zealand, Northeast of North Island",W,36,ALB,,"Albacore tuna, wild, white muscle flesh (caudal end), skinless, boneless, raw",r,Thunnus alalunga,Albacore,Thunnus alalunga,Jun-Jul 1990 (austral Winter),"body length cm: 95-97; FA as % of FACID, FACID calculated using CF",,"CHO- (water-soluble CHO); tr means below the level of quantification for elements (Cu < 10mcg/100g FW, Mn < 2mcg/100g FW); FA converted using XFA; FA tr= <0.1% of FACID",1993,fi117,18,0.6,0.5,0.29393,0.85918,254,,49,
y,146,0900970,Finfish,biocomp,"Unknown, Mid Atlantic Ocean (43°N, 27°W)",W,36,ALB,,"White tuna, wild, white meat, raw",r,Thunnus alalunga,Albacore,Thunnus alalunga,Jun 1998,weight of fish: 4600-5000g,1,,2004,fi153,,,,,,,,,
y,146,0900988,Finfish,biocomp,"USA, off OR coast",W,36,ALB,,"Albacore tuna, wild, white meat, raw",r,Thunnus alalunga,Albacore,Thunnus alalunga,Aug 1977,"mean length and weight of fish: 64cm, 5900g",3,,1979,fi156,,,,,,,,,
y,147,0901418,Finfish,AnFood,Unknown,,36,BFT,,"Tuna, skinless fillet, raw/frozen",r,Thunnus thynnus,Atlantic bluefin tuna,Thunnus thynnus,,,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,,,,0.035,0.131,,,,
y,147,0901713,Finfish,AnFood,Unknown (samples from fish market in Mexico City),,36,BFT,Atún,"Atlantic bluefin tuna, fillet, raw",r,Thunnus thynnus,Atlantic bluefin tuna,Thunnus thynnus,,,4,,2004,fi152,,,,0.01337,0.15624,,,,
y,147,0900889,Finfish,biocomp,"Brazil, São Paulo, Santos cost",W,36,BFT,Atum,"Atlantic bluefin tuna, adult fish, muscle flesh, middle portion, raw",r,Thunnus thynnus,Atlantic bluefin tuna,Thunnus thynnus,,,,,2007,fi131,,,,0.22137,1.70973,,,,
y,147,0321,Finfish,Denmark food composition,,,36,BFT,,"Tuna, raw",r,Thunnus thynnus,,Thunnus thynnus,,,,,2009,DK7,10,1.5,0.08,,,,,,
y,147,15117,Finfish,USDA,,,36,BFT,,"Fish, tuna, fresh, bluefin, raw",r,Thunnus thynnus (L.),,Thunnus thynnus,,,,,2014,SR27,8,1.02,0.6,0.283,0.89,,,,
y,148,0902142,Finfish,AnFood,Canada,,23,TLA,,"Grayling, flesh, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,,,,FA tr= <0.05g/100g food,2002,fi197,31,1,0.7,,0.1,,,,
y,148,0901093,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Mar 2003,length: 17-24cm,,,2007,fi186,,,,0.102,0.22,,,,
y,148,0901094,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,May 2003,length: 17-24cm,,,2007,fi186,,,,0.078,0.237,,,,
y,148,0901095,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Jun 2003,length: 17-24cm,,,2007,fi186,,,,0.06,0.138,,,,
y,148,0901096,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Jul 2003,length: 17-24cm,,,2007,fi186,,,,0.092,0.157,,,,
y,148,0901097,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Aug 2003,length: 17-24cm,,,2007,fi186,,,,0.079,0.176,,,,
y,148,0901098,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Sep 2003,length: 17-24cm,,,2007,fi186,,,,0.078,0.18,,,,
y,148,0901099,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Oct 2003,length: 17-24cm,,,2007,fi186,,,,0.07,0.228,,,,
y,148,0901100,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Nov 2003,length: 17-24cm,,,2007,fi186,,,,0.071,0.177,,,,
y,148,0901101,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Jan 2004,length: 17-24cm,,,2007,fi186,,,,0.072,0.173,,,,
y,148,0901102,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Mar 2004,length: 17-24cm,,,2007,fi186,,,,0.069,0.163,,,,
y,148,0901103,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Apr 2004,length: 17-24cm,,,2007,fi186,,,,0.085,0.205,,,,
y,148,0901104,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Jun 2004,length: 17-24cm,,,2007,fi186,,,,0.046,0.139,,,,
y,148,0901105,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Jul 2004,length: 17-24cm,,,2007,fi186,,,,0.044,0.11,,,,
y,148,0901106,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Aug 2004,length: 17-24cm,,,2007,fi186,,,,0.062,0.186,,,,
y,148,0901107,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Oct 2004,length: 17-24cm,,,2007,fi186,,,,0.081,0.194,,,,
y,148,0901108,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Nov 2004,length: 17-24cm,,,2007,fi186,,,,0.056,0.167,,,,
y,148,0901109,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Dec 2004,length: 17-24cm,,,2007,fi186,,,,0.064,0.21,,,,
y,148,0901110,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Mar 2005,length: 17-24cm,,,2007,fi186,,,,0.064,0.292,,,,
y,148,0901111,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Mar 2005,length: 17-24cm,,,2007,fi186,,,,0.056,0.158,,,,
y,148,0901112,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Apr 2005,length: 17-24cm,,,2007,fi186,,,,0.077,0.201,,,,
y,148,0901113,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Jul 2005,length: 17-24cm,,,2007,fi186,,,,0.072,0.192,,,,
y,148,0901114,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Aug 2005,length: 17-24cm,,,2007,fi186,,,,0.096,0.285,,,,
y,148,0901115,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Sep 2005,length: 17-24cm,,,2007,fi186,,,,0.104,0.245,,,,
y,148,0901116,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Oct 2005,length: 17-24cm,,,2007,fi186,,,,0.092,0.235,,,,
y,148,0901117,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Mar 2006,length: 17-24cm,,,2007,fi186,,,,0.041,0.121,,,,
y,148,0901118,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, hard roe, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Sep 2003,,,,2007,fi186,,,,0.307,0.573,,,,
y,148,0901119,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, hard roe, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Mar 2005,,,,2007,fi186,,,,0.454,1.184,,,,
y,148,0901120,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, hard roe, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Jun 2005,,,,2007,fi186,,,,0.178,0.57,,,,
y,148,0901121,Finfish,biocomp,"Russia, Siberia, Yenisei river",W,23,TYE,,"Serbian grayling, wild, hard roe, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,Mar 2006,,,,2007,fi186,,,,0.326,0.714,,,,
