trad_foods_data_id,taxon_name,ca_mg,fe_mg,zn_mg,epa,dha,biblio_id,culture,Bibliography
2098,Cyclopterus lumpus,NA,NA,NA,0.790729074,1.095857717,im11,Mi'kmaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2099,Cyclopterus lumpus,NA,NA,NA,0.790729074,1.095857717,im11,Wampanoag,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2100,Cyclopterus lumpus,NA,NA,NA,0.790729074,1.095857717,im11,Wampanoag,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2101,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Inuit-Inupiaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2102,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Inuit-Inupiaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2103,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Yupik,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2104,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Yupik,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2105,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Bella Coola,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2106,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Bella Coola,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2107,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Central Salish,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2108,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Central Salish,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2109,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Tsimshian,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2110,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Tsimshian,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2111,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Haida,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2112,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Haida,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2113,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Tlingit,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2114,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Tlingit,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2115,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Kwakiutl,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2116,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Kwakiutl,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2117,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Nootkan,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2118,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Nootkan,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2119,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Mi'kmaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2120,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Mi'kmaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2121,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Wampanoag,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2122,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Wampanoag,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2123,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Inuit-Inupiaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2124,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Inuit-Inupiaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2125,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Yupik,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2126,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Yupik,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2127,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Bella Coola,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2128,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Bella Coola,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2129,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Central Salish,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2130,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Central Salish,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2131,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Tsimshian,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2132,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Tsimshian,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2133,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Haida,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2134,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Haida,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2135,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Tlingit,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2136,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Tlingit,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2137,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Kwakiutl,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2138,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Kwakiutl,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2139,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Nootkan,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2140,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Nootkan,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2141,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Mi'kmaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2142,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Mi'kmaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2143,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Wampanoag,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2144,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Wampanoag,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2145,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Inuit-Inupiaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2146,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Inuit-Inupiaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2147,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Yupik,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2148,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Yupik,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2149,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Bella Coola,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2150,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Bella Coola,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2151,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Central Salish,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2152,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Central Salish,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2153,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Tsimshian,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2154,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Tsimshian,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2155,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Haida,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2156,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Haida,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2157,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Tlingit,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2158,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Tlingit,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2159,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Kwakiutl,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2160,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Kwakiutl,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2161,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Nootkan,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2162,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Nootkan,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2163,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Mi'kmaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2164,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Mi'kmaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2165,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Wampanoag,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
