Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,DemersPelag,DepthRangeDeep,Length,obs_id,subgroup,food_name_in_english,body_part,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,bibliography,scientific_name,asfis_scientific_name,genus_species,submitted_name,common_name,location,season,comments_on_data_processing_methods,publication_year,food_item_id,caldata,irondata,zincdata,epadata,dhadata,proteindata,fatdata,data_here,realm
Thaleichthys pacificus,3,mainly animals (troph. 2.8 and up),filtering plankton,3.25,temperate,pelagic-neritic,300,34,c900,Finfish,"Eulachon, eggs",eggs,32,NA,NA,NA,NA,21.4,5.6,11,"Mann GV, Scott EM, et al.: The health and nutritional status of Alaskan Eskimos. Am J Clin Nutr 1962, 11:31-76.",NA,NA,Thaleichthys pacificus,Thaleichthys pacificus,Eulachon,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,3,freshbrackmarine
Thunnus alalunga,4.666666666666667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.3,subtropical,pelagic-oceanic,600,140,af610,Finfish,"Albacore tuna, light meat, raw",muscle,NA,NA,NA,NA,NA,25,10.3,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,Thunnus alalunga,Thunnus alalunga,Thunnus alalunga,Thunnus alalunga,Albacore,"USA, Washington/Oregon",NA,NA,1976,0901914,0,0,0,0,0,1,1,2,marine
Thunnus alalunga,4.666666666666667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.3,subtropical,pelagic-oceanic,600,140,af611,Finfish,"Albacore tuna, dark meat, raw",muscle,NA,NA,NA,NA,NA,22.8,8.25,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,Thunnus alalunga,Thunnus alalunga,Thunnus alalunga,Thunnus alalunga,Albacore,"USA, Washington/Oregon",NA,NA,1976,0901915,0,0,0,0,0,1,1,2,marine
Thunnus alalunga,4.666666666666667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.3,subtropical,pelagic-oceanic,600,140,bc685,Finfish,"Albacore tuna, wild, white muscle flesh (caudal end), skinless, boneless, raw",muscle,18,0.6,0.5,0.29393,0.85918,23.3,5,fi117,"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54",Thunnus alalunga,Thunnus alalunga,Thunnus alalunga,Thunnus alalunga,Albacore,"New Zealand, Northeast of North Island",Jun-Jul 1990 (austral Winter),"CHO- (water-soluble CHO); tr means below the level of quantification for elements (Cu < 10mcg/100g FW, Mn < 2mcg/100g FW); FA converted using XFA; FA tr= <0.1% of FACID",1993,0900704,1,1,1,1,1,1,1,7,marine
Thunnus alalunga,4.666666666666667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.3,subtropical,pelagic-oceanic,600,140,bc951,Finfish,"White tuna, wild, white meat, raw",muscle,NA,NA,NA,NA,NA,27.3,1.9,fi153,"García-Arias M.T., Navarro M.P., García-Linares M.C. (2004). Effects of different thermal treatments and storage on the proximate composition and protein quality in canned tuna. Archivos Latinoamericanos de Nutricíon 54(1): 112-117",Thunnus alalunga,Thunnus alalunga,Thunnus alalunga,Thunnus alalunga,Albacore,"Unknown, Mid Atlantic Ocean (43°N, 27°W)",Jun 1998,NA,2004,0900970,0,0,0,0,0,1,1,2,marine
Thunnus alalunga,4.666666666666667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.3,subtropical,pelagic-oceanic,600,140,bc969,Finfish,"Albacore tuna, wild, white meat, raw",muscle,NA,NA,NA,NA,NA,23.96,7.6,fi156,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",Thunnus alalunga,Thunnus alalunga,Thunnus alalunga,Thunnus alalunga,Albacore,"USA, off OR coast",Aug 1977,NA,1979,0900988,0,0,0,0,0,1,1,2,marine
Thunnus alalunga,4.666666666666667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.3,subtropical,pelagic-oceanic,600,140,c905,Finfish,"Albacore, muscle",muscle,NA,NA,NA,NA,NA,18.8,3,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Thunnus alalunga,Thunnus alalunga,Albacore,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,marine
Thunnus orientalis,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,subtropical,pelagic-oceanic,550,300,bc264,Finfish,"Pacific bluefin tuna, wild, dorsal muscle, raw",muscle,NA,NA,NA,0.118887,0.401459,26.1,2,fi56,"Nakamura Y.-N., Ando M., Seoka M., Kawasaki K.-i., Tsukamasa Y. (2007). Changes of proximate anf fatty acid compositions of the dorsal and ventral ordinary muscles of the full-cycle cultured Pacific bluefin tuna Thunnus orientalis with growth. Food Chemistry 103: 234-241",Thunnus orientalis,Thunnus orientalis,Thunnus orientalis,Thunnus orientalis,Pacific bluefin tuna,"Japan, Ishikawa, off Notoshima",June,FA converted using XFA,2007,0900283,0,0,0,1,1,1,1,4,brackmarine
Thunnus thynnus,5.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.21,subtropical,pelagic-oceanic,985,458,bc870,Finfish,"Atlantic bluefin tuna, adult fish, muscle flesh, middle portion, raw",muscle,NA,NA,NA,0.22137,1.70973,NA,4.71,fi131,"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547",Thunnus thynnus,Thunnus thynnus,Thunnus thynnus,Thunnus thynnus,Atlantic bluefin tuna,"Brazil, São Paulo, Santos cost",NA,NA,2007,0900889,0,0,0,1,1,0,1,3,brackmarine
Thunnus thynnus,5.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.21,subtropical,pelagic-oceanic,985,458,c909,Finfish,"Bluefin Tuna, muscle, dark muscle",muscle,NA,NA,NA,NA,NA,23.5,8.5,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Thunnus thynnus,Thunnus thynnus,Bluefin Tuna,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,brackmarine
Thunnus thynnus,5.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.21,subtropical,pelagic-oceanic,985,458,c910,Finfish,"Bluefin Tuna, muscle, light muscle",muscle,NA,NA,NA,NA,NA,24.5,5,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Thunnus thynnus,Thunnus thynnus,Bluefin Tuna,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,brackmarine
Thunnus thynnus,5.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.21,subtropical,pelagic-oceanic,985,458,c911,Finfish,"Bluefin Tuna, muscle",muscle,8,1.5,NA,NA,NA,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Thunnus thynnus,Thunnus thynnus,Bluefin Tuna,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,2,brackmarine
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1074,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.102,0.22,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Mar 2003,NA,2007,0901093,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1075,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.078,0.237,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",May 2003,NA,2007,0901094,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1076,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.06,0.138,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Jun 2003,NA,2007,0901095,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1077,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.092,0.157,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Jul 2003,NA,2007,0901096,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1078,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.079,0.176,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Aug 2003,NA,2007,0901097,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1079,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.078,0.18,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Sep 2003,NA,2007,0901098,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1080,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.07,0.228,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Oct 2003,NA,2007,0901099,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1081,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.071,0.177,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Nov 2003,NA,2007,0901100,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1082,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.072,0.173,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Jan 2004,NA,2007,0901101,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1083,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.069,0.163,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Mar 2004,NA,2007,0901102,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1084,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.085,0.205,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Apr 2004,NA,2007,0901103,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1085,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.046,0.139,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Jun 2004,NA,2007,0901104,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1086,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.044,0.11,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Jul 2004,NA,2007,0901105,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1087,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.062,0.186,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Aug 2004,NA,2007,0901106,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1088,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.081,0.194,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Oct 2004,NA,2007,0901107,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1089,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.056,0.167,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Nov 2004,NA,2007,0901108,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1090,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.064,0.21,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Dec 2004,NA,2007,0901109,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1091,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.064,0.292,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Mar 2005,NA,2007,0901110,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1092,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.056,0.158,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Mar 2005,NA,2007,0901111,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1093,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.077,0.201,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Apr 2005,NA,2007,0901112,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1094,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.072,0.192,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Jul 2005,NA,2007,0901113,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1095,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.096,0.285,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Aug 2005,NA,2007,0901114,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1096,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.104,0.245,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Sep 2005,NA,2007,0901115,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1097,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.092,0.235,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Oct 2005,NA,2007,0901116,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1098,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.041,0.121,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Mar 2006,NA,2007,0901117,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1099,Finfish,"Serbian grayling, wild, hard roe, raw",eggs,NA,NA,NA,0.307,0.573,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Sep 2003,NA,2007,0901118,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1100,Finfish,"Serbian grayling, wild, hard roe, raw",eggs,NA,NA,NA,0.454,1.184,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Mar 2005,NA,2007,0901119,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1101,Finfish,"Serbian grayling, wild, hard roe, raw",eggs,NA,NA,NA,0.178,0.57,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Jun 2005,NA,2007,0901120,0,0,0,1,1,0,0,2,fresh
Thymallus arcticus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,temperate,benthopelagic,NA,76,bc1102,Finfish,"Serbian grayling, wild, hard roe, raw",eggs,NA,NA,NA,0.326,0.714,NA,NA,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Arctic grayling,"Russia, Siberia, Yenisei river",Mar 2006,NA,2007,0901121,0,0,0,1,1,0,0,2,fresh
