cine_id,genus_species,ca_mg,fe_mg,zn_mg,epa,dha,biblio_id,culture,culture_page_id
NA,Alosa sapidissima,47,0.97,0.37,1.086,1.321,SR27,Tlingit,6431
NA,Alosa sapidissima,47,0.97,0.37,1.086,1.321,SR27,Kwakiutl,6431
NA,Alosa sapidissima,47,0.97,0.37,1.086,1.321,SR27,Nootkan,6431
NA,Alosa sapidissima,47,0.97,0.37,1.086,1.321,SR27,Abenaki,6431
NA,Alosa sapidissima,47,0.97,0.37,1.086,1.321,SR27,Micmac,6431
NA,Anguilla rostrata,NA,NA,NA,0.0856776,0.1595376,fi21,Montagnais-Naskapi,6450
NA,Anguilla rostrata,NA,NA,NA,0.0856776,0.1595376,fi21,Abenaki,6450
NA,Anguilla rostrata,NA,NA,NA,0.0856776,0.1595376,fi21,Micmac,6450
NA,Anguilla rostrata,NA,NA,NA,0.0856776,0.1595376,fi21,Wampanoag,6450
NA,Anoplopoma fimbria,NA,NA,NA,0.35,0.42,fi36,Inuit-Inupiaq,6437
NA,Anoplopoma fimbria,NA,NA,NA,0.35,0.42,fi36,Yupik,6437
NA,Anoplopoma fimbria,NA,NA,NA,0.35,0.42,fi36,Bella Coola,6437
NA,Anoplopoma fimbria,NA,NA,NA,0.35,0.42,fi36,Central Salish,6437
NA,Anoplopoma fimbria,NA,NA,NA,0.35,0.42,fi36,Tsimshian,6437
NA,Anoplopoma fimbria,NA,NA,NA,0.35,0.42,fi36,Haida,6437
NA,Anoplopoma fimbria,NA,NA,NA,0.35,0.42,fi36,Tlingit,6437
NA,Anoplopoma fimbria,NA,NA,NA,0.35,0.42,fi36,Kwakiutl,6437
NA,Anoplopoma fimbria,NA,NA,NA,0.35,0.42,fi36,Nootkan,6437
NA,Anoplopoma fimbria,NA,NA,NA,0.35,0.42,fi36,Micmac,6437
NA,Anoplopoma fimbria,NA,NA,NA,0.35,0.42,fi36,Wampanoag,6437
NA,Anoplopoma fimbria,35,1.28,0.32,0.677,0.718,SR27,Inuit-Inupiaq,6437
NA,Anoplopoma fimbria,35,1.28,0.32,0.677,0.718,SR27,Yupik,6437
NA,Anoplopoma fimbria,35,1.28,0.32,0.677,0.718,SR27,Bella Coola,6437
NA,Anoplopoma fimbria,35,1.28,0.32,0.677,0.718,SR27,Central Salish,6437
NA,Anoplopoma fimbria,35,1.28,0.32,0.677,0.718,SR27,Tsimshian,6437
NA,Anoplopoma fimbria,35,1.28,0.32,0.677,0.718,SR27,Haida,6437
NA,Anoplopoma fimbria,35,1.28,0.32,0.677,0.718,SR27,Tlingit,6437
NA,Anoplopoma fimbria,35,1.28,0.32,0.677,0.718,SR27,Kwakiutl,6437
NA,Anoplopoma fimbria,35,1.28,0.32,0.677,0.718,SR27,Nootkan,6437
NA,Anoplopoma fimbria,35,1.28,0.32,0.677,0.718,SR27,Micmac,6437
NA,Anoplopoma fimbria,35,1.28,0.32,0.677,0.718,SR27,Wampanoag,6437
NA,Callinectes sapidus,89,0.74,3.54,0.17,0.15,SR27,Yupik,6518
NA,Callinectes sapidus,89,0.74,3.54,0.17,0.15,SR27,Bella Coola,6518
NA,Callinectes sapidus,89,0.74,3.54,0.17,0.15,SR27,Tsimshian,6518
NA,Callinectes sapidus,89,0.74,3.54,0.17,0.15,SR27,Tlingit,6518
NA,Callinectes sapidus,89,0.74,3.54,0.17,0.15,SR27,Kwakiutl,6518
NA,Callinectes sapidus,89,0.74,3.54,0.17,0.15,SR27,Nootkan,6518
NA,Callinectes sapidus,89,0.74,3.54,0.17,0.15,SR27,Micmac,6518
NA,Callinectes sapidus,89,0.74,3.54,0.17,0.15,SR27,Wampanoag,6518
NA,Cancer magister,46,0.37,4.27,0.219,0.088,SR27,Yupik,6518
NA,Cancer magister,46,0.37,4.27,0.219,0.088,SR27,Bella Coola,6518
NA,Cancer magister,46,0.37,4.27,0.219,0.088,SR27,Tsimshian,6518
NA,Cancer magister,46,0.37,4.27,0.219,0.088,SR27,Tlingit,6518
NA,Cancer magister,46,0.37,4.27,0.219,0.088,SR27,Kwakiutl,6518
NA,Cancer magister,46,0.37,4.27,0.219,0.088,SR27,Nootkan,6518
NA,Cancer magister,46,0.37,4.27,0.219,0.088,SR27,Micmac,6518
NA,Cancer magister,46,0.37,4.27,0.219,0.088,SR27,Wampanoag,6518
NA,Catostomus commersonii,70,1.3,0.75,0.19,0.289,SR27,Inuit-Inupiaq,6403
NA,Catostomus commersonii,70,1.3,0.75,0.19,0.289,SR27,Central Salish,6403
NA,Catostomus commersonii,70,1.3,0.75,0.19,0.289,SR27,Tlingit,6403
NA,Catostomus commersonii,70,1.3,0.75,0.19,0.289,SR27,Cree,6403
NA,Catostomus commersonii,70,1.3,0.75,0.19,0.289,SR27,Montagnais-Naskapi,6403
NA,Catostomus commersonii,70,1.3,0.75,0.19,0.289,SR27,Micmac,6403
NA,Clupea harengus,47.7,0.88,0.44,NA,NA,fi244,Inuit-Inupiaq,6431
NA,Clupea harengus,47.7,0.88,0.44,NA,NA,fi244,Yupik,6431
NA,Clupea harengus,47.7,0.88,0.44,NA,NA,fi244,Bella Coola,6431
NA,Clupea harengus,47.7,0.88,0.44,NA,NA,fi244,Central Salish,6431
NA,Clupea harengus,47.7,0.88,0.44,NA,NA,fi244,Tsimshian,6431
NA,Clupea harengus,47.7,0.88,0.44,NA,NA,fi244,Haida,6431
NA,Clupea harengus,47.7,0.88,0.44,NA,NA,fi244,Tlingit,6431
NA,Clupea harengus,47.7,0.88,0.44,NA,NA,fi244,Kwakiutl,6431
NA,Clupea harengus,47.7,0.88,0.44,NA,NA,fi244,Nootkan,6431
NA,Clupea harengus,47.7,0.88,0.44,NA,NA,fi244,Abenaki,6431
NA,Clupea harengus,47.7,0.88,0.44,NA,NA,fi244,Micmac,6431
NA,Clupea harengus,23.8,0.87,0.5,NA,NA,fi244,Inuit-Inupiaq,6431
NA,Clupea harengus,23.8,0.87,0.5,NA,NA,fi244,Yupik,6431
NA,Clupea harengus,23.8,0.87,0.5,NA,NA,fi244,Bella Coola,6431
NA,Clupea harengus,23.8,0.87,0.5,NA,NA,fi244,Central Salish,6431
NA,Clupea harengus,23.8,0.87,0.5,NA,NA,fi244,Tsimshian,6431
NA,Clupea harengus,23.8,0.87,0.5,NA,NA,fi244,Haida,6431
NA,Clupea harengus,23.8,0.87,0.5,NA,NA,fi244,Tlingit,6431
NA,Clupea harengus,23.8,0.87,0.5,NA,NA,fi244,Kwakiutl,6431
NA,Clupea harengus,23.8,0.87,0.5,NA,NA,fi244,Nootkan,6431
NA,Clupea harengus,23.8,0.87,0.5,NA,NA,fi244,Abenaki,6431
NA,Clupea harengus,23.8,0.87,0.5,NA,NA,fi244,Micmac,6431
NA,Clupea harengus,NA,NA,NA,0.205817752,0.679594407,fi74,Inuit-Inupiaq,6431
NA,Clupea harengus,NA,NA,NA,0.205817752,0.679594407,fi74,Yupik,6431
NA,Clupea harengus,NA,NA,NA,0.205817752,0.679594407,fi74,Bella Coola,6431
NA,Clupea harengus,NA,NA,NA,0.205817752,0.679594407,fi74,Central Salish,6431
NA,Clupea harengus,NA,NA,NA,0.205817752,0.679594407,fi74,Tsimshian,6431
NA,Clupea harengus,NA,NA,NA,0.205817752,0.679594407,fi74,Haida,6431
NA,Clupea harengus,NA,NA,NA,0.205817752,0.679594407,fi74,Tlingit,6431
NA,Clupea harengus,NA,NA,NA,0.205817752,0.679594407,fi74,Kwakiutl,6431
NA,Clupea harengus,NA,NA,NA,0.205817752,0.679594407,fi74,Nootkan,6431
NA,Clupea harengus,NA,NA,NA,0.205817752,0.679594407,fi74,Abenaki,6431
NA,Clupea harengus,NA,NA,NA,0.205817752,0.679594407,fi74,Micmac,6431
NA,Clupea harengus,NA,NA,NA,0.146682,0.32103,fi146,Inuit-Inupiaq,6431
NA,Clupea harengus,NA,NA,NA,0.146682,0.32103,fi146,Yupik,6431
NA,Clupea harengus,NA,NA,NA,0.146682,0.32103,fi146,Bella Coola,6431
NA,Clupea harengus,NA,NA,NA,0.146682,0.32103,fi146,Central Salish,6431
NA,Clupea harengus,NA,NA,NA,0.146682,0.32103,fi146,Tsimshian,6431
NA,Clupea harengus,NA,NA,NA,0.146682,0.32103,fi146,Haida,6431
NA,Clupea harengus,NA,NA,NA,0.146682,0.32103,fi146,Tlingit,6431
NA,Clupea harengus,NA,NA,NA,0.146682,0.32103,fi146,Kwakiutl,6431
NA,Clupea harengus,NA,NA,NA,0.146682,0.32103,fi146,Nootkan,6431
NA,Clupea harengus,NA,NA,NA,0.146682,0.32103,fi146,Abenaki,6431
NA,Clupea harengus,NA,NA,NA,0.146682,0.32103,fi146,Micmac,6431
NA,Clupea harengus,50,1.3,0.85,2.8,2.52,DK7,Inuit-Inupiaq,6431
NA,Clupea harengus,50,1.3,0.85,2.8,2.52,DK7,Yupik,6431
NA,Clupea harengus,50,1.3,0.85,2.8,2.52,DK7,Bella Coola,6431
NA,Clupea harengus,50,1.3,0.85,2.8,2.52,DK7,Central Salish,6431
NA,Clupea harengus,50,1.3,0.85,2.8,2.52,DK7,Tsimshian,6431
NA,Clupea harengus,50,1.3,0.85,2.8,2.52,DK7,Haida,6431
NA,Clupea harengus,50,1.3,0.85,2.8,2.52,DK7,Tlingit,6431
NA,Clupea harengus,50,1.3,0.85,2.8,2.52,DK7,Kwakiutl,6431
NA,Clupea harengus,50,1.3,0.85,2.8,2.52,DK7,Nootkan,6431
NA,Clupea harengus,50,1.3,0.85,2.8,2.52,DK7,Abenaki,6431
NA,Clupea harengus,50,1.3,0.85,2.8,2.52,DK7,Micmac,6431
NA,Clupea harengus,50,1.3,0.85,0.583,1.34,DK7,Inuit-Inupiaq,6431
NA,Clupea harengus,50,1.3,0.85,0.583,1.34,DK7,Yupik,6431
NA,Clupea harengus,50,1.3,0.85,0.583,1.34,DK7,Bella Coola,6431
NA,Clupea harengus,50,1.3,0.85,0.583,1.34,DK7,Central Salish,6431
NA,Clupea harengus,50,1.3,0.85,0.583,1.34,DK7,Tsimshian,6431
NA,Clupea harengus,50,1.3,0.85,0.583,1.34,DK7,Haida,6431
NA,Clupea harengus,50,1.3,0.85,0.583,1.34,DK7,Tlingit,6431
NA,Clupea harengus,50,1.3,0.85,0.583,1.34,DK7,Kwakiutl,6431
NA,Clupea harengus,50,1.3,0.85,0.583,1.34,DK7,Nootkan,6431
NA,Clupea harengus,50,1.3,0.85,0.583,1.34,DK7,Abenaki,6431
NA,Clupea harengus,50,1.3,0.85,0.583,1.34,DK7,Micmac,6431
NA,Clupea harengus,57,1.1,0.99,0.709,0.862,SR27,Inuit-Inupiaq,6431
NA,Clupea harengus,57,1.1,0.99,0.709,0.862,SR27,Yupik,6431
NA,Clupea harengus,57,1.1,0.99,0.709,0.862,SR27,Bella Coola,6431
NA,Clupea harengus,57,1.1,0.99,0.709,0.862,SR27,Central Salish,6431
NA,Clupea harengus,57,1.1,0.99,0.709,0.862,SR27,Tsimshian,6431
NA,Clupea harengus,57,1.1,0.99,0.709,0.862,SR27,Haida,6431
NA,Clupea harengus,57,1.1,0.99,0.709,0.862,SR27,Tlingit,6431
NA,Clupea harengus,57,1.1,0.99,0.709,0.862,SR27,Kwakiutl,6431
NA,Clupea harengus,57,1.1,0.99,0.709,0.862,SR27,Nootkan,6431
NA,Clupea harengus,57,1.1,0.99,0.709,0.862,SR27,Abenaki,6431
NA,Clupea harengus,57,1.1,0.99,0.709,0.862,SR27,Micmac,6431
NA,Clupea pallasii pallasii,NA,NA,NA,0.866548276,0.850684692,fi59,Inuit-Inupiaq,6431
NA,Clupea pallasii pallasii,NA,NA,NA,0.866548276,0.850684692,fi59,Yupik,6431
NA,Clupea pallasii pallasii,NA,NA,NA,0.866548276,0.850684692,fi59,Bella Coola,6431
NA,Clupea pallasii pallasii,NA,NA,NA,0.866548276,0.850684692,fi59,Central Salish,6431
NA,Clupea pallasii pallasii,NA,NA,NA,0.866548276,0.850684692,fi59,Tsimshian,6431
NA,Clupea pallasii pallasii,NA,NA,NA,0.866548276,0.850684692,fi59,Haida,6431
NA,Clupea pallasii pallasii,NA,NA,NA,0.866548276,0.850684692,fi59,Tlingit,6431
NA,Clupea pallasii pallasii,NA,NA,NA,0.866548276,0.850684692,fi59,Kwakiutl,6431
NA,Clupea pallasii pallasii,NA,NA,NA,0.866548276,0.850684692,fi59,Nootkan,6431
NA,Clupea pallasii pallasii,NA,NA,NA,0.866548276,0.850684692,fi59,Abenaki,6431
NA,Clupea pallasii pallasii,NA,NA,NA,0.866548276,0.850684692,fi59,Micmac,6431
NA,Clupea pallasii pallasii,83,1.12,0.53,0.969,0.689,SR27,Inuit-Inupiaq,6431
NA,Clupea pallasii pallasii,83,1.12,0.53,0.969,0.689,SR27,Yupik,6431
NA,Clupea pallasii pallasii,83,1.12,0.53,0.969,0.689,SR27,Bella Coola,6431
NA,Clupea pallasii pallasii,83,1.12,0.53,0.969,0.689,SR27,Central Salish,6431
NA,Clupea pallasii pallasii,83,1.12,0.53,0.969,0.689,SR27,Tsimshian,6431
NA,Clupea pallasii pallasii,83,1.12,0.53,0.969,0.689,SR27,Haida,6431
NA,Clupea pallasii pallasii,83,1.12,0.53,0.969,0.689,SR27,Tlingit,6431
NA,Clupea pallasii pallasii,83,1.12,0.53,0.969,0.689,SR27,Kwakiutl,6431
NA,Clupea pallasii pallasii,83,1.12,0.53,0.969,0.689,SR27,Nootkan,6431
NA,Clupea pallasii pallasii,83,1.12,0.53,0.969,0.689,SR27,Abenaki,6431
NA,Clupea pallasii pallasii,83,1.12,0.53,0.969,0.689,SR27,Micmac,6431
NA,Coregonus artedi,12,0.4,0.37,0.095,0.257,SR27,Inuit-Inupiaq,6388
NA,Coregonus artedi,12,0.4,0.37,0.095,0.257,SR27,Yupik,6388
NA,Coregonus artedi,12,0.4,0.37,0.095,0.257,SR27,Central Salish,6388
NA,Coregonus artedi,12,0.4,0.37,0.095,0.257,SR27,Tlingit,6388
NA,Coregonus artedi,12,0.4,0.37,0.095,0.257,SR27,Cree,6388
NA,Coregonus artedi,12,0.4,0.37,0.095,0.257,SR27,Montagnais-Naskapi,6388
NA,Coregonus artedi,12,0.4,0.37,0.095,0.257,SR27,Micmac,6388
NA,Coregonus clupeaformis,7,0.23,0.4,NA,NA,fi4,Inuit-Inupiaq,6388
NA,Coregonus clupeaformis,7,0.23,0.4,NA,NA,fi4,Yupik,6388
NA,Coregonus clupeaformis,7,0.23,0.4,NA,NA,fi4,Central Salish,6388
NA,Coregonus clupeaformis,7,0.23,0.4,NA,NA,fi4,Tlingit,6388
NA,Coregonus clupeaformis,7,0.23,0.4,NA,NA,fi4,Cree,6388
NA,Coregonus clupeaformis,7,0.23,0.4,NA,NA,fi4,Montagnais-Naskapi,6388
NA,Coregonus clupeaformis,7,0.23,0.4,NA,NA,fi4,Micmac,6388
NA,Coregonus clupeaformis,5,0.3,0.6,NA,NA,fi4,Inuit-Inupiaq,6388
NA,Coregonus clupeaformis,5,0.3,0.6,NA,NA,fi4,Yupik,6388
NA,Coregonus clupeaformis,5,0.3,0.6,NA,NA,fi4,Central Salish,6388
NA,Coregonus clupeaformis,5,0.3,0.6,NA,NA,fi4,Tlingit,6388
NA,Coregonus clupeaformis,5,0.3,0.6,NA,NA,fi4,Cree,6388
NA,Coregonus clupeaformis,5,0.3,0.6,NA,NA,fi4,Montagnais-Naskapi,6388
NA,Coregonus clupeaformis,5,0.3,0.6,NA,NA,fi4,Micmac,6388
NA,Coregonus clupeaformis,5,0.2,0.4,NA,NA,fi4,Inuit-Inupiaq,6388
NA,Coregonus clupeaformis,5,0.2,0.4,NA,NA,fi4,Yupik,6388
NA,Coregonus clupeaformis,5,0.2,0.4,NA,NA,fi4,Central Salish,6388
NA,Coregonus clupeaformis,5,0.2,0.4,NA,NA,fi4,Tlingit,6388
NA,Coregonus clupeaformis,5,0.2,0.4,NA,NA,fi4,Cree,6388
NA,Coregonus clupeaformis,5,0.2,0.4,NA,NA,fi4,Montagnais-Naskapi,6388
NA,Coregonus clupeaformis,5,0.2,0.4,NA,NA,fi4,Micmac,6388
NA,Crassostrea virginica,59,4.61,39.3,0.177,0.136,SR27,Tlingit,6507
NA,Crassostrea virginica,59,4.61,39.3,0.177,0.136,SR27,Nootkan,6507
NA,Crassostrea virginica,59,4.61,39.3,0.177,0.136,SR27,Cree,6507
NA,Crassostrea virginica,59,4.61,39.3,0.177,0.136,SR27,Abenaki,6507
NA,Crassostrea virginica,59,4.61,39.3,0.177,0.136,SR27,Micmac,6507
NA,Crassostrea virginica,59,4.61,39.3,0.177,0.136,SR27,Wampanoag,6507
NA,Crassostrea virginica,44,5.78,37.92,0.188,0.203,SR27,Tlingit,6507
NA,Crassostrea virginica,44,5.78,37.92,0.188,0.203,SR27,Nootkan,6507
NA,Crassostrea virginica,44,5.78,37.92,0.188,0.203,SR27,Cree,6507
NA,Crassostrea virginica,44,5.78,37.92,0.188,0.203,SR27,Abenaki,6507
NA,Crassostrea virginica,44,5.78,37.92,0.188,0.203,SR27,Micmac,6507
NA,Crassostrea virginica,44,5.78,37.92,0.188,0.203,SR27,Wampanoag,6507
NA,Cyclopterus lumpus,7.9,0.46,0.61,NA,NA,im11,Inuit-Inupiaq,6437
NA,Cyclopterus lumpus,7.9,0.46,0.61,NA,NA,im11,Yupik,6437
NA,Cyclopterus lumpus,7.9,0.46,0.61,NA,NA,im11,Bella Coola,6437
NA,Cyclopterus lumpus,7.9,0.46,0.61,NA,NA,im11,Central Salish,6437
NA,Cyclopterus lumpus,7.9,0.46,0.61,NA,NA,im11,Tsimshian,6437
NA,Cyclopterus lumpus,7.9,0.46,0.61,NA,NA,im11,Haida,6437
NA,Cyclopterus lumpus,7.9,0.46,0.61,NA,NA,im11,Tlingit,6437
NA,Cyclopterus lumpus,7.9,0.46,0.61,NA,NA,im11,Kwakiutl,6437
NA,Cyclopterus lumpus,7.9,0.46,0.61,NA,NA,im11,Nootkan,6437
NA,Cyclopterus lumpus,7.9,0.46,0.61,NA,NA,im11,Micmac,6437
NA,Cyclopterus lumpus,7.9,0.46,0.61,NA,NA,im11,Wampanoag,6437
NA,Cyclopterus lumpus,16,0.34,1.35,NA,NA,im11,Inuit-Inupiaq,6437
NA,Cyclopterus lumpus,16,0.34,1.35,NA,NA,im11,Yupik,6437
NA,Cyclopterus lumpus,16,0.34,1.35,NA,NA,im11,Bella Coola,6437
NA,Cyclopterus lumpus,16,0.34,1.35,NA,NA,im11,Central Salish,6437
NA,Cyclopterus lumpus,16,0.34,1.35,NA,NA,im11,Tsimshian,6437
NA,Cyclopterus lumpus,16,0.34,1.35,NA,NA,im11,Haida,6437
NA,Cyclopterus lumpus,16,0.34,1.35,NA,NA,im11,Tlingit,6437
NA,Cyclopterus lumpus,16,0.34,1.35,NA,NA,im11,Kwakiutl,6437
NA,Cyclopterus lumpus,16,0.34,1.35,NA,NA,im11,Nootkan,6437
NA,Cyclopterus lumpus,16,0.34,1.35,NA,NA,im11,Micmac,6437
NA,Cyclopterus lumpus,16,0.34,1.35,NA,NA,im11,Wampanoag,6437
NA,Cyclopterus lumpus,4.5,1.93,2.61,NA,NA,im11,Inuit-Inupiaq,6437
NA,Cyclopterus lumpus,4.5,1.93,2.61,NA,NA,im11,Yupik,6437
NA,Cyclopterus lumpus,4.5,1.93,2.61,NA,NA,im11,Bella Coola,6437
NA,Cyclopterus lumpus,4.5,1.93,2.61,NA,NA,im11,Central Salish,6437
NA,Cyclopterus lumpus,4.5,1.93,2.61,NA,NA,im11,Tsimshian,6437
NA,Cyclopterus lumpus,4.5,1.93,2.61,NA,NA,im11,Haida,6437
NA,Cyclopterus lumpus,4.5,1.93,2.61,NA,NA,im11,Tlingit,6437
NA,Cyclopterus lumpus,4.5,1.93,2.61,NA,NA,im11,Kwakiutl,6437
NA,Cyclopterus lumpus,4.5,1.93,2.61,NA,NA,im11,Nootkan,6437
NA,Cyclopterus lumpus,4.5,1.93,2.61,NA,NA,im11,Micmac,6437
NA,Cyclopterus lumpus,4.5,1.93,2.61,NA,NA,im11,Wampanoag,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.922597746,1.582811631,im11,Inuit-Inupiaq,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.922597746,1.582811631,im11,Yupik,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.922597746,1.582811631,im11,Bella Coola,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.922597746,1.582811631,im11,Central Salish,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.922597746,1.582811631,im11,Tsimshian,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.922597746,1.582811631,im11,Haida,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.922597746,1.582811631,im11,Tlingit,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.922597746,1.582811631,im11,Kwakiutl,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.922597746,1.582811631,im11,Nootkan,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.922597746,1.582811631,im11,Micmac,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.922597746,1.582811631,im11,Wampanoag,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.716296458,1.111066476,im11,Inuit-Inupiaq,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.716296458,1.111066476,im11,Yupik,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.716296458,1.111066476,im11,Bella Coola,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.716296458,1.111066476,im11,Central Salish,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.716296458,1.111066476,im11,Tsimshian,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.716296458,1.111066476,im11,Haida,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.716296458,1.111066476,im11,Tlingit,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.716296458,1.111066476,im11,Kwakiutl,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.716296458,1.111066476,im11,Nootkan,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.716296458,1.111066476,im11,Micmac,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.716296458,1.111066476,im11,Wampanoag,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.790729074,1.095857717,im11,Inuit-Inupiaq,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.790729074,1.095857717,im11,Yupik,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.790729074,1.095857717,im11,Bella Coola,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.790729074,1.095857717,im11,Central Salish,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.790729074,1.095857717,im11,Tsimshian,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.790729074,1.095857717,im11,Haida,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.790729074,1.095857717,im11,Tlingit,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.790729074,1.095857717,im11,Kwakiutl,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.790729074,1.095857717,im11,Nootkan,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.790729074,1.095857717,im11,Micmac,6437
NA,Cyclopterus lumpus,NA,NA,NA,0.790729074,1.095857717,im11,Wampanoag,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Inuit-Inupiaq,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Yupik,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Bella Coola,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Central Salish,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Tsimshian,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Haida,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Tlingit,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Kwakiutl,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Nootkan,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Micmac,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,im11,Wampanoag,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Inuit-Inupiaq,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Yupik,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Bella Coola,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Central Salish,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Tsimshian,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Haida,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Tlingit,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Kwakiutl,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Nootkan,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Micmac,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,im11,Wampanoag,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Inuit-Inupiaq,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Yupik,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Bella Coola,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Central Salish,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Tsimshian,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Haida,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Tlingit,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Kwakiutl,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Nootkan,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Micmac,6437
NA,Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,im11,Wampanoag,6437
NA,Cyclopterus lumpus,20,0.5,NA,1.1,0.944,DK7,Inuit-Inupiaq,6437
NA,Cyclopterus lumpus,20,0.5,NA,1.1,0.944,DK7,Yupik,6437
NA,Cyclopterus lumpus,20,0.5,NA,1.1,0.944,DK7,Bella Coola,6437
NA,Cyclopterus lumpus,20,0.5,NA,1.1,0.944,DK7,Central Salish,6437
NA,Cyclopterus lumpus,20,0.5,NA,1.1,0.944,DK7,Tsimshian,6437
NA,Cyclopterus lumpus,20,0.5,NA,1.1,0.944,DK7,Haida,6437
NA,Cyclopterus lumpus,20,0.5,NA,1.1,0.944,DK7,Tlingit,6437
NA,Cyclopterus lumpus,20,0.5,NA,1.1,0.944,DK7,Kwakiutl,6437
NA,Cyclopterus lumpus,20,0.5,NA,1.1,0.944,DK7,Nootkan,6437
NA,Cyclopterus lumpus,20,0.5,NA,1.1,0.944,DK7,Micmac,6437
NA,Cyclopterus lumpus,20,0.5,NA,1.1,0.944,DK7,Wampanoag,6437
NA,Cyprinus carpio,NA,NA,NA,NA,0.014040524,fi17,Central Salish,6408
NA,Cyprinus carpio,NA,NA,NA,NA,0.014040524,fi17,Nootkan,6408
NA,Cyprinus carpio,NA,NA,NA,0.1597524,0.2380624,fi75,Central Salish,6408
NA,Cyprinus carpio,NA,NA,NA,0.1597524,0.2380624,fi75,Nootkan,6408
