species_name,reference,seanuts_id2
Clarias gariepinus,"Ersoy B., Özeren A. (2009). The effect of cooking methods on mineral and vitamin contents of African catfish. Food Chemistry 115: 419-422",1359
Clarias macrocephalus,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",445
Coregonus clupeaformis,"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",162
Coregonus clupeaformis,"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",179
Cyclopterus lumpus,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",257
Cyclopterus lumpus,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",267
Cynoglossus arel,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",492
Cyprinus carpio,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",85
Cyprinus carpio,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",135
Cyprinus carpio,"Pirestani S., Ali Sahari M., Barzegar M., Seyfabadi S.J. (2009). Chemical compositions and minerals of some commercially important fish species from the South Caspian Sea. International Food Research Journal 16: 39-44",188
Cyprinus carpio,"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356",506
Deania calcea,"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",514
Dentex maroccanus,"Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).",518
Dicentrarchus labrax,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",521
Eleutheronema tetradactylum,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",544
Elops saurus,"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256",545
Engraulis encrasicolus,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",547
Engraulis encrasicolus,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",548
Engraulis encrasicolus,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",549
Gadus macrocephalus,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",599
Gadus morhua,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",263
Hippoglossus hippoglossus,"Ruff N., Fitzgerald R.D., Cross T.F., Kerry J.P. Comparative composition and shelf-life of fillets of wild and cultured turbot (Scophthalmus maximus) and Atlantic halibut (Hippoglossus hippoglossus) (2002) Aquaculture International, 10, 241-256",622
Huso huso,"Şengör G.F.Ü., Alakavuk D.Ü., Tosun Ş.Y., Ulusoy Ş. (2010). The chemical and sensory quality of smoked sturgeon (Huso huso): a case study. Journal of Aquatic Food Product Technology 19: 310-317",625
Hydrolagus affinis,"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",626
Hyperoglyphe antarctica,Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,627
Hyporhamphus ihi,Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,629
Ictalurus punctatus,"Nettleton J.A., Exler J. (1992). Nutrients in wild and farmed fish and shellfish. Journal of Food Science 57(2): 257-260",630
Ictalurus punctatus,"Nettleton J.A., Exler J. (1992). Nutrients in wild and farmed fish and shellfish. Journal of Food Science 57(2): 257-260",631
Isopsetta isolepis,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",632
Lates calcarifer,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",649
Lates calcarifer,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",650
Leuciscus idus,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",112
Leuciscus idus,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",113
Lithognathus mormyrus,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",666
Lithognathus mormyrus,"Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).",667
Liza aurata,"Pirestani S., Ali Sahari M., Barzegar M., Seyfabadi S.J. (2009). Chemical compositions and minerals of some commercially important fish species from the South Caspian Sea. International Food Research Journal 16: 39-44",274
Liza ramada,"Kalay M., Sangün M.K., Ayas D., Göçer M. (2008). Chemical composition and some trace element levels of thinlip mullet, Liza ramada caught from Mersin Gulf. Ekoloji 17(68): 11-16",671
Liza ramada,"Kalay M., Sangün M.K., Ayas D., Göçer M. (2008). Chemical composition and some trace element levels of thinlip mullet, Liza ramada caught from Mersin Gulf. Ekoloji 17(68): 11-16",672
Liza ramada,"Kalay M., Sangün M.K., Ayas D., Göçer M. (2008). Chemical composition and some trace element levels of thinlip mullet, Liza ramada caught from Mersin Gulf. Ekoloji 17(68): 11-16",673
Lota lota,"Mai J., Shetty J.K., Kan T.-M., Kinsella J.E. (1980). protein and amino acid composition of select freshwater fish. J. Agric. Food Chem. 28(4): 884-885",688
Lutjanus argentimaculatus,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",689
Lutjanus johnii,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",690
Lutjanus malabaricus,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",691
Megalaspis cordyla,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",712
Melanogrammus aeglefinus,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",268
Merlangius merlangus,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",75
Merlangius merlangus,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",122
Merlangius merlangus,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",125
Merlangius merlangus,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",146
Merluccius merluccius,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",729
Merluccius merluccius,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",730
Merluccius merluccius,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",731
Merluccius productus,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",737
Microstomus pacificus,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",752
Mormyrus rume,"Otitologbon S.A., Agbaji E.B., Peters O.A., Oniye S.J. (1997). Proximate and mineral composition of three Nigerian freshwater fishes. J Sci Food Agric 75: 312-314",38
Mugil cephalus,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",769
Mugil cephalus,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",770
Mugil cephalus,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",771
Mullus surmuletus,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",100
Mullus surmuletus,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",107
Mullus surmuletus,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",133
Mullus surmuletus,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",137
Mullus surmuletus,"Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).",785
Mustelus lenticulatus,Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,786
Nemipterus japonicus,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",797
Notothenia neglecta,Oehlenschläger J. (1991). Chemical composition of the flesh and other tissues of Antarctic fish species of the families Channichthyidae and Nototheniidae. Food Chemistry 40: 159-167,811
Oblada melanura,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",813
Odax pullus,Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,821
Oncorhynchus kisutch,"Nettleton J.A., Exler J. (1992). Nutrients in wild and farmed fish and shellfish. Journal of Food Science 57(2): 257-260",824
Oncorhynchus kisutch,"Nettleton J.A., Exler J. (1992). Nutrients in wild and farmed fish and shellfish. Journal of Food Science 57(2): 257-260",825
Oncorhynchus nerka,"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",157
Oncorhynchus nerka,"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",160
Oncorhynchus nerka,"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",273
Oncorhynchus nerka,"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",278
Oncorhynchus tshawytscha,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",829
Ophiodon elongatus,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",831
Oreochromis niloticus,"Otitologbon S.A., Agbaji E.B., Peters O.A., Oniye S.J. (1997). Proximate and mineral composition of three Nigerian freshwater fishes. J Sci Food Agric 75: 312-314",15
Oreochromis niloticus,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",839
Oreochromis niloticus,"Caula F.C.B., de Oliveira M.P., Maiaa E.L. (2008). Teor de colesterol e composição centesimal de algumas especies de peixes do estado do Ceará. Ciência e Tecnologia de Alimentos 28(4): 959-963",1554
Pagellus erythrinus,"Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).",863
Pagrus caeruleostictus,"Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).",865
Pampus argenteus,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",875
Pampus argenteus,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",876
Parastromateus niger,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",893
Parastromateus niger,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",894
Parophrys vetulus,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",948
Perca flavescens,"González S., Flick G.J., O'Keefe S.F., Duncan S.E., McLean E. Craig S.R. (2006). Composition of farmed and wild yellow perch (Perca flavescens). Journal of Food Composition and Analysis 19: 720-726",285
Perca flavescens,"Mai J., Shetty J.K., Kan T.-M., Kinsella J.E. (1980). protein and amino acid composition of select freshwater fish. J. Agric. Food Chem. 28(4): 884-885",911
Platichthys stellatus,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",944
Pleuronectes platessa,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",174
Pollachius virens,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",254
Polyprion oxygeneios,Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,956
Pomoxis nigromaculatus,"Mai J., Shetty J.K., Kan T.-M., Kinsella J.E. (1980). protein and amino acid composition of select freshwater fish. J. Agric. Food Chem. 28(4): 884-885",959
Prochilodus reticulatus magdalenae,"Perea A. Gómez E. Mayorga Y., Triana C.Y. (2008). Caracterización nutricional de pescados de produccion y consumo regional en Bucaramanga, Colombia. Archivos Latinoamericanos de Nutricion 58(1): 91-97",202
Pseudoplatystoma fasciatum,"Perea A. Gómez E. Mayorga Y., Triana C.Y. (2008). Caracterización nutricional de pescados de produccion y consumo regional en Bucaramanga, Colombia. Archivos Latinoamericanos de Nutricion 58(1): 91-97",180
Pseudoplatystoma fasciatum,"Sant'Ana L.S., Ducatti C., Gonçalves Ramires D. (2010). Seasonal variations in chemical composition and stable isotopes of farmed and wild Brazilian freswater fish. Food Chemistry 122: 74-77",977
Pseudoplatystoma fasciatum,"Sant'Ana L.S., Ducatti C., Gonçalves Ramires D. (2010). Seasonal variations in chemical composition and stable isotopes of farmed and wild Brazilian freswater fish. Food Chemistry 122: 74-77",978
Rastrelliger brachysoma,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",987
Rastrelliger kanagurta,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",988
Reinhardtius hippoglossoides,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",279
Rutilus frisii kutum,"Pirestani S., Ali Sahari M., Barzegar M., Seyfabadi S.J. (2009). Chemical compositions and minerals of some commercially important fish species from the South Caspian Sea. International Food Research Journal 16: 39-44",269
Sander lucioperca,"Pirestani S., Ali Sahari M., Barzegar M., Seyfabadi S.J. (2009). Chemical compositions and minerals of some commercially important fish species from the South Caspian Sea. International Food Research Journal 16: 39-44",216
Sander lucioperca,"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356",1003
Sarda sarda,"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",67
Sarda sarda,"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",70
Sarda sarda,"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",79
Sarda sarda,"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",82
Sarda sarda,"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",95
Sarda sarda,"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",118
Sarda sarda,"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",140
Sarda sarda,"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",190
Sarda sarda,"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",191
Sarda sarda,"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",192
Sarda sarda,"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",195
Sarda sarda,"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",230
Sarda sarda,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1015
Sarda sarda,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1016
Sardinella aurita,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",1030
Sardinella aurita,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",1032
Sardinella aurita,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",1033
Sardinella aurita,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",1034
Sardinella aurita,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",1035
Sardinella aurita,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",1036
Sardinella aurita,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",1037
Scardinius erythrophthalmus,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",106
Scardinius erythrophthalmus,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",123
Scomber scombrus,"Bhuiyan A.K.M.A., Ratnayake W.M.N., Ackman R.G. (1986). Effect of smoking on the proximate composition of Atlantic mackerel (Scomber scombrus). Journal of Food Science 51(2): 327-329",1060
Scomber scombrus,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1061
Scomber scombrus,"Bhuiyan A.K.M.A., Ratnayake W.M.N., Ackman R.G. (1986). Effect of smoking on the proximate composition of Atlantic mackerel (Scomber scombrus). Journal of Food Science 51(2): 327-329",1062
Scomberomorus commerson,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",1067
Scomberomorus guttatus,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",1068
Scophthalmus maximus,"Ruff N., Fitzgerald R.D., Cross T.F., Kerry J.P. Comparative composition and shelf-life of fillets of wild and cultured turbot (Scophthalmus maximus) and Atlantic halibut (Hippoglossus hippoglossus) (2002) Aquaculture International, 10, 241-256",972
Scorpaena porcus,"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",1073
Scorpaena scrofa,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1076
Scorpaena scrofa,"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",1077
Sebastes caurinus,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",224
