species1,latin_name,pageid,level_1,level_2,common_name,latin_name1,part,preparation,reference,nutrient,concentration,AgeMatMin,feeding_level,feeding_mode,bulk_trophic_level,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,log_concentration,log_length,seanuts_id2,species_name,subgroup,abs_lat
Piaractus mesopotamicus,NA,NA,NA,NA,NA,NA,NA,NA,"Andrade A.D., Rubira A.F., Matsushita M., Souza N.E. (1995). ω3 fatty acids in freshwater fish from South Brazil. JAOCS 72(10): 1207-1210",fapun_all_g,1.268049784,NA,mainly plants/detritus (troph. 2-2.19),other,2,NA,NA,NA,NA,40.49999999999999,0.23748011707396172,3.7013019741124933,1283,Piaractus mesopotamicus,finfish,23.421
Pleuronectes platessa,NA,NA,NA,NA,NA,NA,NA,NA,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",fapun_all_g,0.467562621,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.23,temperate,short and / or deep,demersal,200,100.00000000000004,-0.7602219905606149,4.605170185988092,947,Pleuronectes platessa,finfish,63.968654
Pogonias cromis,NA,NA,NA,NA,NA,NA,NA,NA,"Méndez E., González R.M., Inocente G., Giudice H., Grompone M.A. (1996). Lipid content and fatty acid composition of fillets of six fishes from the Rio de la Plata. Journal of Food Composition and Analysis 9: 163-170",fapun_all_g,0.2597756,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.89,subtropical,NA,NA,NA,138.99999999999997,-1.3479370975550151,4.9344739331306915,950,Pogonias cromis,finfish,34.941407
Pollachius virens,NA,NA,NA,NA,NA,NA,NA,NA,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",fapun_all_g,0.360085772,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.61,temperate,fusiform / normal,demersal,364,118.50000000000003,-1.021413020354773,4.774912960575186,953,Pollachius virens,finfish,63.968654
Pomatomus saltatrix,NA,NA,NA,NA,NA,NA,NA,NA,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",fapun_all_g,0.37008979,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.08,subtropical,fusiform / normal,pelagic-oceanic,200,122.00000000000003,-0.9940096271091701,4.804021044733257,1294,Pomatomus saltatrix,finfish,38.963745
Portunus pelagicus,NA,NA,NA,NA,NA,NA,NA,NA,"Wu X., Zhou B., Cheng Y., Zeng C., Wang C., Feng L. (2010). Comparison of gender differences in biochemical composition and nutritional value of various edible parts of the blue swimmer crab. Journal of Food Composition and Analysis 23: 154-159",fapun_all_g,0.18692400000000003,NA,mainly animals (troph. 2.8 and up),variable,3.58,NA,NA,NA,NA,18.2,-1.6770531618496678,2.9014215940827497,960,Portunus pelagicus,crustacean,20.017378
Portunus pelagicus,NA,NA,NA,NA,NA,NA,NA,NA,"Wu X., Zhou B., Cheng Y., Zeng C., Wang C., Feng L. (2010). Comparison of gender differences in biochemical composition and nutritional value of various edible parts of the blue swimmer crab. Journal of Food Composition and Analysis 23: 154-159",fapun_all_g,0.29923512,NA,mainly animals (troph. 2.8 and up),variable,3.58,NA,NA,NA,NA,18.2,-1.2065256600911258,2.9014215940827497,961,Portunus pelagicus,crustacean,20.017378
Protopterus aethiopicus,NA,NA,NA,NA,NA,NA,NA,NA,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",fapun_all_g,0.13068,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.43,NA,NA,NA,NA,199.99999999999991,-2.035003692249268,5.298317366548036,968,Protopterus aethiopicus,finfish,0.755775
Protopterus aethiopicus,NA,NA,NA,NA,NA,NA,NA,NA,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",fapun_all_g,0.19504000000000002,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.43,NA,NA,NA,NA,199.99999999999991,-1.6345506132491756,5.298317366548036,969,Protopterus aethiopicus,finfish,1.433393
Protopterus aethiopicus,NA,NA,NA,NA,NA,NA,NA,NA,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",fapun_all_g,0.09920000000000001,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.43,NA,NA,NA,NA,199.99999999999991,-2.31061726469131,5.298317366548036,970,Protopterus aethiopicus,finfish,1.504705
Pseudoplatystoma corruscans,NA,NA,NA,NA,NA,NA,NA,NA,"Tanamati A., Stevanato F.B., Visentainer J.E.L., Matsushita M., de Souza N.E., Visentainer J.V. (2009). Fatty acid composition in wild and cultivated pacu and pintado fish. Eur. J. Lipid Sci. Technol. 111:183-187",fapun_all_g,0.452874213,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,NA,NA,NA,NA,166.00000000000006,-0.7921408675547705,5.111987788356544,976,Pseudoplatystoma corruscans,finfish,16.837027
Pseudoplatystoma corruscans,NA,NA,NA,NA,NA,NA,NA,NA,"Andrade A.D., Rubira A.F., Matsushita M., Souza N.E. (1995). ω3 fatty acids in freshwater fish from South Brazil. JAOCS 72(10): 1207-1210",fapun_all_g,0.216323536,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,NA,NA,NA,NA,166.00000000000006,-1.5309801401072884,5.111987788356544,1286,Pseudoplatystoma corruscans,finfish,23.421
Puntius brevis,NA,NA,NA,NA,NA,NA,NA,NA,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",fapun_all_g,0.26976224,NA,mainly plants/detritus (troph. 2-2.19),browsing on substrate,2.91,NA,NA,NA,NA,12,-1.310214300525779,2.4849066497880004,982,Puntius brevis,finfish,15.190255
Rapana venosa,NA,NA,NA,NA,NA,NA,NA,NA,"Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373",fapun_all_g,0.313,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1,NA,NA,NA,NA,16.099999999999998,-1.1615520884419839,2.7788192719904172,1611,Rapana venosa,mollusc,34
Rapana venosa,NA,NA,NA,NA,NA,NA,NA,NA,"Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373",fapun_all_g,1.01,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1,NA,NA,NA,NA,16.099999999999998,0.009950330853168092,2.7788192719904172,1612,Rapana venosa,mollusc,36
Rastrineobola argentea,NA,NA,NA,NA,NA,NA,NA,NA,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",fapun_all_g,0.94537936,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.410000086,NA,NA,NA,NA,9.000000000000002,-0.056168992890094166,2.1972245773362196,989,Rastrineobola argentea,finfish,0.033333
Rhizoprionodon terraenovae,NA,NA,NA,NA,NA,NA,NA,NA,"Lytle J.S., Lytle T.F. (1994). Fatty acid and cholesterol content of sharks and rays. Journal of Food Composition and Analysis 7: 110-118",fapun_all_g,0.15999999999999998,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,subtropical,fusiform / normal,demersal,280,110.00000000000004,-1.8325814637483102,4.700480365792417,994,Rhizoprionodon terraenovae,finfish,25.304304
Ruditapes philippinarum,NA,NA,NA,NA,NA,NA,NA,NA,"Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373",fapun_all_g,0.743,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,NA,NA,NA,NA,7.999999999999998,-0.2970592342643779,2.0794415416798357,1624,Ruditapes philippinarum,mollusc,34
Ruditapes philippinarum,NA,NA,NA,NA,NA,NA,NA,NA,"Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373",fapun_all_g,0.349,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,NA,NA,NA,NA,7.999999999999998,-1.05268335677971,2.0794415416798357,1625,Ruditapes philippinarum,mollusc,36
Rutilus frisii,NA,NA,NA,NA,NA,NA,NA,NA,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",fapun_all_g,0.39147412,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.3,temperate,NA,NA,NA,70.00000000000003,-0.937835870461708,4.248495242049359,995,Rutilus frisii,finfish,37
Rutilus frisii,NA,NA,NA,NA,NA,NA,NA,NA,"Pirestani S., Sahari M.A., Barzegar M., Nikoopour H. (2010). Lipid, cholesterol and fatty acid profile of some commercially important fish species from south Caspian Sea. J Food Biochem 34: 886-895",fapun_all_g,0.904309776,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.3,temperate,NA,NA,NA,70.00000000000003,-0.10058330472242352,4.248495242049359,996,Rutilus frisii kutum,finfish,35.707481
Salmo salar,NA,NA,NA,NA,NA,NA,NA,NA,"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",fapun_all_g,6.012679163,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.76,temperate,fusiform / normal,benthopelagic,210,122.99999999999994,1.7938704334078739,4.812184355372417,999,Salmo salar,finfish,55.028022
Salvelinus fontinalis,NA,NA,NA,NA,NA,NA,NA,NA,"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",fapun_all_g,1.6,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,85.99999999999997,0.47000362924573563,4.454347296253507,228,Salvelinus fontinalis,finfish,47.878794
Salvelinus fontinalis,NA,NA,NA,NA,NA,NA,NA,NA,"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",fapun_all_g,0.8,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,85.99999999999997,-0.2231435513142097,4.454347296253507,283,Salvelinus fontinalis,finfish,52.998485
Salvelinus namaycush,NA,NA,NA,NA,NA,NA,NA,NA,"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",fapun_all_g,1,6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,149.99999999999997,0,5.0106352940962555,284,Salvelinus namaycush,finfish,52.636704
Sander lucioperca,NA,NA,NA,NA,NA,NA,NA,NA,"Jankowska B., Zakęś Z., Żmijewski T., Szczepkowski M. (2003) A comparison of selected quality features of the tissue and slaughter yield of wild and cultivated pikeperch (Sander lucioperca). Eur Food Res Technol 217: 401-405",fapun_all_g,0.22851299999999997,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100.00000000000004,-1.4761621774872171,4.605170185988092,1002,Sander lucioperca,finfish,53.866389
Sander lucioperca,NA,NA,NA,NA,NA,NA,NA,NA,"Celik M., Diler A., Küçükgülmez A. (2005). A comparison of the proximate compositions and fatty acid profiles of zander (Sander lucioperca) from two different regions and climatic conditions. Food Chemistry 92: 637-641",fapun_all_g,0.020526500000000003,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100.00000000000004,-3.8860385447061803,4.605170185988092,1004,Sander lucioperca,finfish,38.023757
Sander lucioperca,NA,NA,NA,NA,NA,NA,NA,NA,"Celik M., Diler A., Küçükgülmez A. (2005). A comparison of the proximate compositions and fatty acid profiles of zander (Sander lucioperca) from two different regions and climatic conditions. Food Chemistry 92: 637-641",fapun_all_g,0.016798079999999993,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100.00000000000004,-4.08649068481832,4.605170185988092,1005,Sander lucioperca,finfish,36.967401
Sander lucioperca,NA,NA,NA,NA,NA,NA,NA,NA,"Pirestani S., Sahari M.A., Barzegar M., Nikoopour H. (2010). Lipid, cholesterol and fatty acid profile of some commercially important fish species from south Caspian Sea. J Food Biochem 34: 886-895",fapun_all_g,0.390360803,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100.00000000000004,-0.9406838316354724,4.605170185988092,1008,Sander lucioperca,finfish,35.707481
Sander lucioperca,NA,NA,NA,NA,NA,NA,NA,NA,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",fapun_all_g,0.11128727999999999,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100.00000000000004,-2.1956403129460336,4.605170185988092,1009,Sander lucioperca,finfish,37
Sarda orientalis,NA,NA,NA,NA,NA,NA,NA,NA,"Osako K., Saito H., Weng W., Kuwahara K., Tanaka M. (2009). Lipid characteristics of coastal migratory Sarda orientalis tissues. Fish Sci 75: 1055-1066",fapun_all_g,0.259462,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.2100000380000004,NA,NA,NA,NA,95,-1.3491450225517052,4.553876891600541,1011,Sarda orientalis,finfish,32.750286
Sarda orientalis,NA,NA,NA,NA,NA,NA,NA,NA,"Osako K., Saito H., Weng W., Kuwahara K., Tanaka M. (2009). Lipid characteristics of coastal migratory Sarda orientalis tissues. Fish Sci 75: 1055-1066",fapun_all_g,0.8698356,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.2100000380000004,NA,NA,NA,NA,95,-0.13945105070698186,4.553876891600541,1012,Sarda orientalis,finfish,32.750286
Sarda orientalis,NA,NA,NA,NA,NA,NA,NA,NA,"Osako K., Saito H., Weng W., Kuwahara K., Tanaka M. (2009). Lipid characteristics of coastal migratory Sarda orientalis tissues. Fish Sci 75: 1055-1066",fapun_all_g,0.250812,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.2100000380000004,NA,NA,NA,NA,95,-1.3830516244780453,4.553876891600541,1013,Sarda orientalis,finfish,32.750286
Sarda sarda,NA,NA,NA,NA,NA,NA,NA,NA,"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342",fapun_all_g,1.790858784,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.34,NA,NA,NA,NA,90,0.5826952723987523,4.499809670330265,1014,Sarda sarda,finfish,42.163403
Sarda sarda,NA,NA,NA,NA,NA,NA,NA,NA,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",fapun_all_g,0.22610000000000002,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.34,NA,NA,NA,NA,90,-1.4867778996982128,4.499809670330265,1018,Sarda sarda,finfish,39.019184
Sardina pilchardus,NA,NA,NA,NA,NA,NA,NA,NA,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",fapun_all_g,2.768317193,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.79,NA,NA,NA,NA,24.999999999999996,1.0182396240369853,3.2188758248682006,1027,Sardina pilchardus,finfish,41.85509
Sardina pilchardus,NA,NA,NA,NA,NA,NA,NA,NA,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",fapun_all_g,1.134672136,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.79,NA,NA,NA,NA,24.999999999999996,0.12634374224291675,3.2188758248682006,1029,Sardina pilchardus,finfish,41.85509
Sardinella aurita,NA,NA,NA,NA,NA,NA,NA,NA,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",fapun_all_g,2.70555724,0.65,mainly animals (troph. 2.8 and up),selective plankton feeding,3.130000114,subtropical,fusiform / normal,reef-associated,350,24.999999999999996,0.9953078947794546,3.2188758248682006,1031,Sardinella aurita,finfish,34.208024
Sardinella aurita,NA,NA,NA,NA,NA,NA,NA,NA,"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",fapun_all_g,0.959917002,0.65,mainly animals (troph. 2.8 and up),selective plankton feeding,3.130000114,subtropical,fusiform / normal,reef-associated,350,24.999999999999996,-0.04090845450781217,3.2188758248682006,1038,Sardinella aurita,finfish,38.963745
Sardinella aurita,NA,NA,NA,NA,NA,NA,NA,NA,"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402",fapun_all_g,2.8847179999999994,0.65,mainly animals (troph. 2.8 and up),selective plankton feeding,3.130000114,subtropical,fusiform / normal,reef-associated,350,24.999999999999996,1.0594271482154456,3.2188758248682006,1039,Sardinella aurita,finfish,14.764504
Sardinella aurita,NA,NA,NA,NA,NA,NA,NA,NA,"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402",fapun_all_g,0.6088875,0.65,mainly animals (troph. 2.8 and up),selective plankton feeding,3.130000114,subtropical,fusiform / normal,reef-associated,350,24.999999999999996,-0.4961217574007945,3.2188758248682006,1040,Sardinella aurita,finfish,14.764504
Sardinella maderensis,NA,NA,NA,NA,NA,NA,NA,NA,"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402",fapun_all_g,4.0456,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.2,NA,NA,NA,NA,34.99999999999999,1.3976298707836363,3.5553480614894135,1043,Sardinella maderensis,finfish,14.764504
Sardinella maderensis,NA,NA,NA,NA,NA,NA,NA,NA,"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402",fapun_all_g,1.184764,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.2,NA,NA,NA,NA,34.99999999999999,0.16954359863473784,3.5553480614894135,1044,Sardinella maderensis,finfish,14.764504
Sardinops sagax,NA,NA,NA,NA,NA,NA,NA,NA,"Huynh M.D., Kitts D.D. (2009). Evaluating nutritional quality of pacific fish species from fatty acid signatures. Food Chemistry 114: 912-918",fapun_all_g,3.3269015389999996,1,plants/detritus+animals (troph. 2.2-2.79),selective plankton feeding,2.61,subtropical,fusiform / normal,pelagic-neritic,200,30.000000000000004,1.2020414020688066,3.4011973816621555,1046,Sardinops sagax,finfish,53.726668
Saurida undosquamis,NA,NA,NA,NA,NA,NA,NA,NA,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",fapun_all_g,0.23647903999999997,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.25,NA,NA,NA,NA,49.99999999999999,-1.441895700770459,3.912023005428146,1051,Saurida undosquamis,finfish,37.370157
Sciaena umbra,NA,NA,NA,NA,NA,NA,NA,NA,"Dincer T., Cakli S., Cadun A. (2010). Comparison of proximate and fatty acid composition of the flesh of wild and cultured fish species. Arch Lebensmittelhyg 61: 12-17",fapun_all_g,0.135873206,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.83,NA,NA,NA,NA,57.00000000000001,-1.9960331369397957,4.04305126783455,1052,Sciaena umbra,finfish,38.483333
Scomber japonicus,NA,NA,NA,NA,NA,NA,NA,NA,Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,fapun_all_g,0.392313208,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,57.142857139999975,-0.9356947582222488,4.045554398002668,1053,Scomber japonicus,finfish,36.5817
Scomber japonicus,NA,NA,NA,NA,NA,NA,NA,NA,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",fapun_all_g,2.9778124,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,57.142857139999975,1.0911889369786718,4.045554398002668,1054,Scomber japonicus,finfish,25.304304
Scomber japonicus,NA,NA,NA,NA,NA,NA,NA,NA,Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,fapun_all_g,0.230926437,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,57.142857139999975,-1.4656560737232145,4.045554398002668,1055,Scomber japonicus,finfish,36.5817
Scomber japonicus,NA,NA,NA,NA,NA,NA,NA,NA,"Di Monaco R., Cavella S., Masi P., Sevi A., Caroprese M., Marzano A., Conte A., Del Nobile M.A. (2009). Blue fish burgers: nutritional characterisation and sensory optimisation. International Journal of Food Science and Technology 44: 1634-1641",fapun_all_g,0.396332961,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,57.142857139999975,-0.9255006104048179,4.045554398002668,1056,Scomber japonicus,finfish,41.630735
Scomber japonicus,NA,NA,NA,NA,NA,NA,NA,NA,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",fapun_all_g,0.4758724,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,57.142857139999975,-0.7426055279140493,4.045554398002668,1057,Scomber japonicus,finfish,25.304304
Scomber japonicus,NA,NA,NA,NA,NA,NA,NA,NA,Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,fapun_all_g,0.04530635999999999,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,57.142857139999975,-3.0943078589969413,4.045554398002668,1058,Scomber japonicus,finfish,36.5817
Scomber japonicus,NA,NA,NA,NA,NA,NA,NA,NA,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",fapun_all_g,2.82773546,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,57.142857139999975,1.0394762005188656,4.045554398002668,1059,Scomber japonicus,finfish,25.304304
Scomber japonicus,NA,NA,NA,NA,NA,NA,NA,NA,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",fapun_all_g,0.3589,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,63.99999999999998,-1.0247114808285755,4.1588830833596715,1066,Scomber japonicus/colias,finfish,39.019184
Scomber scombrus,NA,NA,NA,NA,NA,NA,NA,NA,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",fapun_all_g,1.24525,2,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,46,0.2193363129712557,3.828641396489095,1065,Scomber scombrus,finfish,39.019184
Scomber scombrus,NA,NA,NA,NA,NA,NA,NA,NA,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",fapun_all_g,0.45273296,2,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,46,-0.7924528195917173,3.828641396489095,1293,Scomber scombrus,finfish,38.963745
Scorpaena porcus,NA,NA,NA,NA,NA,NA,NA,NA,"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",fapun_all_g,0.19121746,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.78,temperate,fusiform / normal,demersal,800,37,-1.6543439645424383,3.6109179126442243,1074,Scorpaena porcus,finfish,37.966667
Scorpaena porcus,NA,NA,NA,NA,NA,NA,NA,NA,"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",fapun_all_g,0.18590754,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.78,temperate,fusiform / normal,demersal,800,37,-1.6825058256366912,3.6109179126442243,1075,Scorpaena porcus,finfish,37.966667
