ref_info,seanuts_id2,notes,food_name_clean,species_name,food_name_clean,length_from_study,weight_from_study,length_source,season,country_region,abs_lat,Mar_fresh,wild_farmed,subgroup,body_parts_included_excluded,included_excluded,protein_g,fat_g,,fapun3,fapun_all_g,epa,dha,ca_mg,zn_mg,fe_mg,vit_a_IU,K_mg,mg_mg,tl,,latitude,slmax,isscaap_cat
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1961,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Kachki,Corica soborna,Kachki,,,,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,No parts removed,excluded,11.9,1.9,,NA,NA,NA,NA,476a,3.1a,2.8a,78,134a,26a,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1962,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already","Kajuli, Bashpata",Ailia coila,"Kajuli, Bashpata",,,,July–September 2012,Sylhet,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales,excluded,17.1,12.6,,NA,NA,NA,NA,110,1.2,0.82,NA,130,22,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1963,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Kakila,Xenontedon cancila,Kakila,,,,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> fins<comma> snout,excluded,17.1,1.2,,NA,NA,NA,NA,610,1.9,0.65,91,190,35,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1964,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Koi,Anabas testudineus,Koi,,,,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills,excluded,15.5,12.8,,377,1.9,30,170,85,0.6,0.87,295,260,21,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1965,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already","Kuli, Bhut Bailla",Eleotris fusca,"Kuli, Bhut Bailla",,,,July–September 2012,Khulna,23.81,freshwater,wild,finfish,Viscera<comma> fins<comma> scales,excluded,16.9,1.2,,NA,NA,NA,NA,980,2,0.79,NA,190,39,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1966,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Magur,Clarias batrachus,Magur,,,,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> gills<comma> barbell,excluded,16.5,1.3,,NA,NA,NA,NA,59,0.74,1.2,25,350,26,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1967,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Meni,Nandus nandus,Meni,,,,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera<comma> fins<comma> scales<comma> gills<comma> operculum,excluded,16.7,1.7,,NA,NA,NA,NA,1300,1.6,0.84,NA,250,44,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1968,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Modhu Pabda,Ompok pabda,Modhu Pabda,,,,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Bones<comma> fins<comma> viscera,excluded,16.2,9.5,,402,1.7,68,100,91,0.9,0.46,NA,230,23,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1969,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Mola,Amblypharyngodon mola,Mola,,,,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera<comma> fins<comma> scales,excluded,17.3,4.5,,NA,NA,NA,NA,853a,3.2a,5.7a,2503,152a,35a,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1970,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Mola (cultured),Amblypharyngodon mola,Mola (cultured),,,,July–September 2012,Dinajpur,23.81,freshwater,wild,finfish,Viscera<comma> fins<comma> scales,excluded,14.7,4.6,,NA,NA,NA,NA,1400,4.2,19,NA,58,49,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1971,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already","Rani, Bou",Botia dario,"Rani, Bou",,,,July–September 2012,Sylhet,23.81,freshwater,wild,finfish,Viscera<comma> fins,excluded,14.9,10.6,,719,2.7,96,120,1300,4,2.5,NA,160,45,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1972,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Shing,Heteropneustes fossilis,Shing,,,,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> barbell<comma> gills,excluded,19.1,1.9,,NA,NA,NA,NA,60,1.1,2.2,32,300,37,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1973,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Taki,Channa punctatus,Taki,,,,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales,excluded,18.3,0.6,,NA,NA,NA,NA,766a,1.5a,1.8a,139,260a,35a,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1974,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Tara Baim,Macrognathus aculeatus,Tara Baim,,,,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera,excluded,17.2,2.6,,NA,NA,NA,NA,457a,1.2a,2.5a,83,290a,34a,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1975,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Tengra,Mystus vittatus,Tengra,,,,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera<comma> barbel,excluded,15.1,4.6,,NA,NA,NA,NA,1093a,3.1a,4.0a,NA,203a,36a,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1976,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Tit Punti,Puntius ticto,Tit Punti,,,,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera<comma> fins<comma> scales,excluded,15.4,3.4,,NA,NA,NA,NA,1480a,3.8a,3.4a,21,187a,47a,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1977,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Gojar,Channa marulius,Gojar,,,,July–September 2012,Sylhet,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills,excluded,17.1,0.3,,NA,NA,NA,NA,9.3,0.6,0.43,NA,300,23,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1978,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Ilish,Tenualosa ilisha,Ilish,,,,July–September 2012,Khulna,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales,excluded,16.4,18.3,,2034,3.6,1200,310,220,1.2,1.9,NA,280,27,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1979,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Jatka Ilish,Tenualosa ilisha (juvenile),Jatka Ilish,,,,July–September 2012,Sylhet,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales,excluded,19,7.7,,875,1.6,430,230,500,1.8,2.5,NA,280,32,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1980,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Shol,Channa striatus,Shol,,,,July–September 2012,Sylhet,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> scales<comma> gills<comma> fins,excluded,18.7,0.3,,NA,NA,NA,NA,96,0.73,0.41,NA,350,27,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1981,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Harina Chingri,Metapenaeus monoceros,Harina Chingri,,,,July–September 2012,Khulna,23.81,freshwater,wild,crustacean,Viscera<comma> shell<comma> legs<comma> tail,excluded,17.6,1,,NA,NA,NA,NA,550,1.3,2.7,NA,210,45,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1982,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Najari Icha,Macrobrachium malcolmsonii,Najari Icha,,,,July–September 2012,Mymensingh,23.81,freshwater,wild,crustacean,Viscera<comma> shell<comma> legs<comma> tail,excluded,15.7,2.2,,NA,NA,NA,NA,1200,3.3,13,NA,200,52,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1983,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Catla,Catla catla,Catla,,,,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills,excluded,14.9,0.7,,NA,NA,NA,NA,210,1.1,0.83,NA,310,28,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1984,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Mrigal,Cirrhinus mrigala,Mrigal,,,,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills,excluded,18.9,1.1,,NA,NA,NA,NA,960a,1.5a,2.5a,15,266a,39a,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1985,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Rui,Labeo rohita,Rui,,,,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> scales<comma> fins<comma> gills<comma> snout<comma> operculum,excluded,18.2,3,,NA,NA,NA,NA,51,1,0.98,13,330,28,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1986,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Common Carp,Cyprinus carpio,Common Carp,,,,July–September 2012,Khulna,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills<comma> operculum,excluded,16.4,2.9,,NA,NA,NA,NA,37,2.2,1.1,NA,300,26,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1987,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Grass Carp,Ctenopharyngodon idella,Grass Carp,,,,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills<comma> operculum,excluded,15.2,1.1,,NA,NA,NA,NA,54,0.91,0.46,NA,300,27,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1988,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Silver Carp,Hypophthalmichthys molitrix,Silver Carp,,,,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> gills<comma> fins<comma> operculum,excluded,17.2,4.1,,NA,NA,NA,NA,903a,1.4a,4.4a,NA,225a,34a,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1989,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Thai Pangas,Pangasianodon hypophthalmus,Thai Pangas,,,,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> gills<comma> fins<comma> operculum,excluded,16,17.7,,244,2.6,13,37,8.6,0.65,0.69,NA,250,21,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1990,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Majhari Thai Pangas,Pangasianodon hypophthalmus (juvenile),Majhari Thai Pangas,,,,July–September 2012,Sylhet,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> fins<comma> barbel,excluded,18.6,1.4,,211,0.5,38,60,59,1.1,2.7,NA,260,21,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1991,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Thai Sarpunti,Barbonymus gonionotus,Thai Sarpunti,,,,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills<comma> operculum,excluded,18.4,4.4,,NA,NA,NA,NA,270,1.8,1.6,NA,240,29,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1992,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Tilapia,Oreochromis niloticus,Tilapia,,,,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills,excluded,19.5,2,,NA,NA,NA,NA,95,1.2,1.1,NA,280,26,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1993,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Majhari Tilapia,Oreochromis niloticus (juvenile),Majhari Tilapia,,,,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills,excluded,19,2.6,,NA,NA,NA,NA,120,1.4,1.6,NA,320,26,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1994,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Foli Chanda,Pampus argenteus,Foli Chanda,,,,July–September 2012,Khulna,23.81,marine,wild,finfish,Bones<comma> viscera<comma> fins,excluded,17.2,0.9,,NA,NA,NA,NA,31,0.66,0.34,NA,160,21,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1995,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Kata Phasa,Stolephorus tri,Kata Phasa,,,,July–September 2012,Cox's Bazar,23.81,marine,wild,finfish,Viscera,excluded,17.6,2.1,,NA,NA,NA,NA,1500,3.1,1.6,NA,130,55,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1996,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Lal poa,Johnius argentatus,Lal poa,,,,July–September 2012,Cox's Bazar,23.81,marine,wild,finfish,Viscera<comma> fins<comma> scales,excluded,18.1,2.4,,NA,NA,NA,NA,1900,2.1,1.7,NA,150,54,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1997,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Maita,Scomberomorus guttatus,Maita,,,,July–September 2012,Cox's Bazar,23.81,marine,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales,excluded,20.5,1.1,,NA,NA,NA,NA,34,0.7,0.49,NA,290,31,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1998,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Murbaila,Platycephalus indicus,Murbaila,,,,July–September 2012,Cox's Bazar,23.81,marine,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales,excluded,18.8,0.3,,NA,NA,NA,NA,150,0.79,1.7,NA,330,29,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1999,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Parse,Liza parsia,Parse,,,,July–September 2012,Khulna,23.81,marine,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills,excluded,16.1,14.3,,1435,2.7,400,120,66,0.84,1.3,NA,270,23,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",2000,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Tailla,Eleutheronema tetradactylum,Tailla,,,,July–September 2012,Cox's Bazar,23.81,marine,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales,excluded,20.6,2.2,,NA,NA,NA,NA,37,0.9,0.6,NA,330,30,,,,,
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",2001,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Tular Dandi,Sillaginopsis panijus,Tular Dandi,,,,July–September 2012,Cox's Bazar,23.81,marine,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales,excluded,19.3,0.6,,NA,NA,NA,NA,230,0.89,2.1,NA,240,30,,,,,
"Di Lena, G., Nevigato, T., Rampacci, M., Casini, I., Caproni, R. and Orban, E., 2016. Proximate composition and lipid profile of red mullet (Mullus barbatus) from two sites of the Tyrrhenian and Adriatic seas (Italy): a seasonal differentiation. Journal of Food Composition and Analysis, 45, pp.121-129.",2002,"this paper also contains depth and water temperature data, if we want it we can go back for it",,Mullus barbatus,Red Mullet,20.6,110,,"May-June 2009, 2012","the Central Tyrrhenian Sea (CT), coastline between Anzio and Fiumicino (Lazio)",41.773541,marine,wild,finfish,"gutted, trimmed, beheaded",excluded,18.6,0.96,,253,316,61.2,166,,,,,,,,,,,
"Di Lena, G., Nevigato, T., Rampacci, M., Casini, I., Caproni, R. and Orban, E., 2016. Proximate composition and lipid profile of red mullet (Mullus barbatus) from two sites of the Tyrrhenian and Adriatic seas (Italy): a seasonal differentiation. Journal of Food Composition and Analysis, 45, pp.121-129.",2003,"this paper also contains depth and water temperature data, if we want it we can go back for it",,Mullus barbatus,Red Mullet,17.9,76.49,,September - December 2009 and 2012,"the Central Tyrrhenian Sea (CT), coastline between Anzio and Fiumicino (Lazio)",41.773541,marine,wild,finfish,"gutted, trimmed, beheaded",excluded,18.5,7.28,,1055,1362,522,337,,,,,,,,,,,
"Di Lena, G., Nevigato, T., Rampacci, M., Casini, I., Caproni, R. and Orban, E., 2016. Proximate composition and lipid profile of red mullet (Mullus barbatus) from two sites of the Tyrrhenian and Adriatic seas (Italy): a seasonal differentiation. Journal of Food Composition and Analysis, 45, pp.121-129.",2004,"this paper also contains depth and water temperature data, if we want it we can go back for it",,Mullus barbatus,Red Mullet,16,49.61,,"May-June 2009, 2012","Central Adriatic Sea (CA), coastline between Cattolica and Rimini (Emilia Romagna)",43.963318,marine,wild,finfish,"gutted, trimmed, beheaded",excluded,18.1,1.48,,298,383,67.4,202,,,,,,,,,,,
