BiblioID,Bibliography
fi94,"Orban E., Masci M., Nevigato T., Di Lena G., Casini I., Caproni R., Gambelli L., De Angelis P., Rampacci M. (2006). Nutritional quality and safety of whitefish (Coregonus lavaretus) from Italian lakes. Journal of Food Composition and Analysis 19: 737-746"
fi95,"Méndez E., González R.M., Inocente G., Giudice H., Grompone M.A. (1996). Lipid content and fatty acid composition of fillets of six fishes from the Rio de la Plata. Journal of Food Composition and Analysis 9: 163-170"
fi96,"Şengör G.F.Ü., Alakavuk D.Ü., Tosun Ş.Y., Ulusoy Ş. (2010). The chemical and sensory quality of smoked sturgeon (Huso huso): a case study. Journal of Aquatic Food Product Technology 19: 310-317"
fi97,"Ersoy B., Özeren A. (2009). The effect of cooking methods on mineral and vitamin contents of African catfish. Food Chemistry 115: 419-422"
fi98,"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200"
fi99,"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194"
im11,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary). "
im11,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary). "
, Oliveira and Bechtel (2006) 
,Ahlgren and others (1994)
,Ahlgren et al 1994
,Ahlgren et al. 1994
,"Appavoo et al, 1991"
,"Belinsky et al, 1996"
,Chaijan et al. (2006)
,Chuang et al. 2012
,come back
,Exler et al. 1975
,"Fediuk et al, 2002"
,Gladyshev and others (2006)
,Gladyshev and others (2007)
,Gladyshev and others (2010a)
,Gladyshev et al 2006. Food Chemistry
,Gladyshev et al. 2006 Food Chemistry
,Gladyshev et al. 2007
,Gladyshev et al. 2007 Food Chemistry
,Gladyshev et al. 2010
,Gladyshev et al. 2012
,Gladyshev et al. 2012 Food Chemistry
,Guerin et al. 2011
,Heissenberger et al. 2010
,Huang et al. 2012 Fatty Acid Composition of 12 Fish Spcies from the Black Sea. Journal of Food Science
,Huynh and Kitts (2009)
,Huynh and Kitts 2009
,"Huynh MD, Kitts DD 2009"
,Karapanagiotidis et al. (2006)
,Kitson and others (2009)
,Kitson et al. 2009
,Kitson et al. 2009 Food Chemistry
,Kong and others (2008)
,"Kuhnlein &Soueida, 1992"
,"Kuhnlein et al, 1991"
,"Kuhnlein et al, 1994"
,"Kuhnlein et al, 2002"
,"Kuhnlein et al, 2005"
,Kwetegyeka et al. 2008
,Larsen and others (2010)
,Maulvault et al. 2012
,"Mendez and Gonzalez, 1997"
,"Morrison&Kuhnlein,1993"
,Murillo et al. 2014
,Oliveira and Bechtel (2006) 
,Ozyurt et al. 2005
,Rahman et al. 1995
,Rogozin and others (2011)
,Rogozin et al. 2011
,"Roos et al. 2003. Small indigenous fish species in Bangladesh: contribution to vitamin A, calcium and iron intakes"
,"Roos et al. 2007 Iron content in common Cambiodian fish species: Perspectives for dietary iron intake in poor, rural households. Food Chemistry"
,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry
,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.
,Shirai et al. 2002
,Sioen and others (2006)
,Sioen et al. 2006
,Sirot et al. 2008
,Steffens 1997
,Stone and others (2011)
,Sushchik and others (2007)
,Sushchik et al. 2007
,Torstensen and others (2004)
,Usydus and others (2011)
,Wagner et al. 2010
