Food Item ID,Database,Subgroup,"Country, region",Type,ISSCAAP,3_alpha,Food name in own language,Food name in English,Processing,Scientific name,ASFIS English name,ASFIS_Sci_name,Season,Other,Sample source,Portion of fish sampled,Life stage,Size of sampled fish,Length,Length_type,Length_source,TL,TL_se,n,n_type,Comments on data processing/methods,Nutrient_ref,BiblioID,EDIBLE,PROTCNT(g),PROTCNP(g),PROT-(g),PROT_g_sd,FAT(g),FAT_sd,FATCE(g),FAT-(g),CHOAVLDF(g),CHOCDF(g),CHO-(g),CA(mg),CA_sd,CA_units,CU(mg),CU_sd,CU_units,FE(mg),FE_sd,FE_units,ID(mcg),K(mg),K_sd,K_units,MN(mg),MN_sd,MN_units,SE(mcg),SE_sd,SE_units,ZN(mg),ZN_sd,ZN_units,VitA_RAE,VitA_RAE_sd,VitA_RAE_units,VIT_E ,VIT_E_sd,VIT_E_units,VITK,VITK_sd,VITK_units,RETOL(mcg),RETOLSUM(mcg),CHOCAL(mcg),VIT_D,VIT_D_sd,VIT_D_units,TOCPHA(mg),THIA(mg),THIA-(mg),RIBF(mg),NIA(mg),NIA-(mg),VITB6A(mg),VITB6_sd,VITB6_units,FOL(mcg),FOL_units,FOL-(mcg),VITB12(mcg),VITC(mg),VITC_sd,VITC_units,Saturated Fatty Acids (total),SAFA_units,22:6 n-3 DHA (g),DHA units,22:6 n-3_sd,Total n-6,n-6 units,Total n-6_sd,20:5 n-3 (EPA),EPA units,20:5 n-3_sd,Total PUFA,Total PUFA units,PUFA_sd,Total n-3 ,Total n-3 units,Total n-3_sd
0900198,INFOODS,Finfish,"Nigeria, Zaria, Galma River",W,13,OMO,NA,"Mormyrid, wild, skin-on fillet (incl. bones), raw",r,Mormyrus rume,NA,Mormyrus rume,Jan-May (dry season),NA,come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,NA,NA,fi38,NA,19.20,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,359.00,NA,mg/100g ,0.20,NA,mg,1.00,NA,mg,100.00,322.00,NA,mg,0.20,NA,mg,NA,NA,mcg,6.00,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900197,INFOODS,Finfish,"Nigeria, Zaria, Galma River",W,13,CLZ,NA,"North African catfish, wild, skin-on fillet (incl. bones), raw",r,Clarias lazera,North African catfish,Clarias gariepinus,Jan-May (dry season),NA,come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,NA,NA,fi38,NA,18.80,NA,NA,NA,3.70,NA,NA,NA,NA,NA,NA,832.00,NA,mg/100g ,0.05,NA,mg,3.00,NA,mg,100.00,371.00,NA,mg,1.00,NA,mg,NA,NA,mcg,8.00,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900199,INFOODS,Finfish,"Nigeria, Zaria, Galma River",W,12,TLN,NA,"Nile tilapia, wild, skin-on fillet (incl. bones), raw",r,Oreochromis niloticus,Nile tilapia,Oreochromis niloticus,Jan-May (dry season),NA,come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,NA,NA,fi38,NA,16.15,NA,NA,NA,2.64,NA,NA,NA,NA,NA,NA,883.00,NA,mg/100g ,0.30,NA,mg,3.00,NA,mg,100.00,269.00,NA,mg,1.00,NA,mg,NA,NA,mcg,7.00,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900059,INFOODS,Finfish,"Canada, James Bay, Lac Temoin",W,23,LAT,NA,"Lake trout, wild, female, flesh, raw",r,Salvelinus namaycush,Lake trout,Salvelinus namaycush,Aug-Sep 1993,adult female fish,come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,trace for mineral values: <0.1 mcg/100g food (FW); trace for FA: <0.01g/100g food (FW),NA,fi4,NA,15.00,NA,NA,NA,NA,NA,0.40,NA,NA,2.00,NA,3.00,NA,mg/100g ,0.02,NA,mg,0.20,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,0.50,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.70,,0.30,g,NA,0.40,g,NA,0.14,g,NA,1.00,g,NA,0.60,g,NA
0900061,INFOODS,Finfish,"Canada, James Bay, Wemindji",W,23,SVF,NA,"Brook trout, wild, female, flesh, raw",r,Salvelinus fontinalis,Brook trout,Salvelinus fontinalis,Aug-Sep 1993,adult female fish,come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,trace for mineral values: <0.1 mcg/100g food (FW); trace for FA: <0.01g/100g food (FW),NA,fi4,NA,16.40,NA,NA,NA,NA,NA,1.60,NA,NA,4.90,NA,3.10,NA,mg/100g ,0.11,NA,mg,0.18,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,0.80,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.59,,0.37,g,NA,0.31,g,NA,0.08,g,NA,0.80,g,NA,0.49,g,NA
0900057,INFOODS,Finfish,"Canada, James Bay, Lac Temoin",W,23,WHL,NA,"Whitefish, wild, female, flesh, raw",r,Coregonus clupeaformis,Lake Whitefish,Coregonus clupeaformis,Aug-Sep 1993,adult female fish,come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,trace for mineral values: <0.1 mcg/100g food (FW); trace for FA: <0.01g/100g food (FW),NA,fi4,NA,15.00,NA,NA,NA,NA,NA,1.10,NA,NA,4.10,NA,5.00,NA,mg/100g ,0.03,NA,mg,0.30,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,0.60,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.90,,0.40,g,NA,0.50,g,NA,0.08,g,NA,1.10,g,NA,0.60,g,NA
0900058,INFOODS,Finfish,"Canada, James Bay, Vermeulle",W,23,WHL,NA,"Whitefish, wild, female, flesh, raw",r,Coregonus clupeaformis,Lake Whitefish,Coregonus clupeaformis,Aug-Sep 1993,adult female fish,come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,trace for mineral values: <0.1 mcg/100g food (FW); trace for FA: <0.01g/100g food (FW),NA,fi4,NA,14.00,NA,NA,NA,NA,NA,0.80,NA,NA,3.90,NA,5.00,NA,mg/100g ,0.02,NA,mg,0.20,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,0.40,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.80,,0.20,g,NA,0.40,g,NA,0.07,g,NA,0.08,g,NA,0.40,g,NA
0900056,INFOODS,Finfish,"Canada, James Bay, Caniapiscau",W,23,WHL,NA,"Whitefish, wild, female, flesh, raw",r,Coregonus clupeaformis,Lake Whitefish,Coregonus clupeaformis,Aug-Sep 1993,adult female fish,come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,trace for mineral values: <0.1 mcg/100g food (FW); trace for FA: <0.01g/100g food (FW),NA,fi4,NA,15.00,NA,NA,NA,NA,NA,0.70,NA,NA,3.20,NA,7.00,NA,mg/100g ,0.03,NA,mg,0.23,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,0.40,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.70,,0.30,g,NA,0.30,g,NA,0.08,g,NA,0.70,g,NA,0.40,g,NA
0900054,INFOODS,Finfish,"Canada, James Bay, Vermeulle",W,13,FPI,NA,"Pike, wild, female, flesh, raw",r,Esox lucius,Northern pike,Esox lucius,Aug-Sep 1993,adult female fish,come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,trace for mineral values: <0.1 mcg/100g food (FW); trace for FA: <0.01g/100g food (FW),NA,fi4,NA,17.00,NA,NA,NA,NA,NA,0.40,NA,NA,2.10,NA,7.00,NA,mg/100g ,0.02,NA,mg,0.10,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,1.10,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.40,,0.30,g,NA,0.30,g,NA,0.07,g,NA,0.70,g,NA,0.40,g,NA
0900055,INFOODS,Finfish,"Canada, James Bay, Dollier",W,13,FPI,NA,"Pike, wild, female, flesh, raw",r,Esox lucius,Northern pike,Esox lucius,Aug-Sep 1993,adult female fish,come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,trace for mineral values: <0.1 mcg/100g food (FW); trace for FA: <0.01g/100g food (FW),NA,fi4,NA,16.00,NA,NA,NA,NA,NA,0.40,NA,NA,2.40,NA,8.00,NA,mg/100g ,0.03,NA,mg,0.10,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,1.00,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.50,,0.30,g,NA,0.30,g,NA,0.07,g,NA,0.70,g,NA,0.40,g,NA
0900060,INFOODS,Finfish,"Canada, James Bay, Lac Serigny",W,23,SVF,NA,"Brook trout, wild, female, flesh, raw",r,Salvelinus fontinalis,Brook trout,Salvelinus fontinalis,Aug-Sep 1993,adult female fish,come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,trace for mineral values: <0.1 mcg/100g food (FW); trace for FA: <0.01g/100g food (FW),NA,fi4,NA,17.30,NA,NA,NA,NA,NA,0.92,NA,NA,2.90,NA,12.70,NA,mg/100g ,0.40,NA,mg,0.33,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,0.80,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,1.50,,0.46,g,NA,0.56,g,NA,0.24,g,NA,1.60,g,NA,1.00,g,NA
0900204,INFOODS,Finfish,New Zealand,W,33,ASA,NA,"Kahawai, wild, skinless fillet, frozen",r,Arripis trutta,Australian salmon,Arripis trutta,Feb 1984,"mean length and weight of fish: 48cm, 1775g",come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,NA,NA,fi42,0.35,21.20,NA,NA,NA,8.60,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900206,INFOODS,Finfish,New Zealand,W,38,TRK,NA,"School shark, wild, skinless fillet, frozen",r,Galeorhinus australis,"Houndsharks,smoothhounds nei",Triakidae,Aug 1982,"mean length and weight of fish: 74cm, 2063g",come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,NA,NA,fi42,0.30,21.20,NA,NA,NA,1.00,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900200,INFOODS,Finfish,New Zealand,W,34,BWA,NA,"Blue-nose warehou, wild, skinless fillet, frozen",r,Hyperoglyphe antarctica,Bluenose warehou,Hyperoglyphe antarctica,Jul 1985,"mean length and weight of fish: 50cm, 2333g",come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,NA,NA,fi42,0.40,19.00,NA,NA,NA,1.60,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900202,INFOODS,Finfish,New Zealand,W,37,HYI,NA,"Garfish, wild, skinless fillet, frozen",r,Hyporhamphus ihi,NA,Hyporhamphus ihi,May 1985,"mean length and weight of fish: 32cm, 93g",come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,NA,NA,fi42,0.40,20.60,NA,NA,NA,1.20,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900205,INFOODS,Finfish,New Zealand,W,38,MTL,NA,"Rig, wild, skinless fillet, frozen",r,Mustelus benticulatus,Spotted estuary smooth-hound,Mustelus lenticulatus,Dec 1983,"mean length and weight of fish: 88cm, 2649g",come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,NA,NA,fi42,0.39,21.40,NA,NA,NA,0.90,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900201,INFOODS,Finfish,New Zealand,W,33,OXP,NA,"Butterfish, wild, female, skinless fillet, frozen",r,Odax pullus,Butterfish,Odax pullus,Jul 1985,"mean length and weight of fish: 43cm, 1262g",come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,NA,NA,fi42,0.39,17.90,NA,NA,NA,0.90,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900203,INFOODS,Finfish,New Zealand,W,34,WHA,NA,"Hapauku, wild, skinless fillet, frozen",r,Polyprion oxygeneios,Hapuku wreckfish,Polyprion oxygeneios,Oct 1985,"mean length and weight of fish: 70cm, 4701g",come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,NA,NA,fi42,0.30,19.80,NA,NA,NA,1.80,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900207,INFOODS,Finfish,New Zealand,W,38,DGS,NA,"Spiny dogfish, wild, skinless fillet, frozen",r,Squalus acanthias,Picked dogfish,Squalus acanthias,Aug 1982,"mean length and weight of fish: 71cm, 1510g",come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,NA,NA,fi42,0.23,18.80,NA,NA,NA,5.20,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900208,INFOODS,Finfish,"Italy, Mediterranean Sea",W,35,PIL,Sardine,"Sardine, wild, small size, fillet, raw",r,Sardina pilchardus,European pilchard,Sardina pilchardus,Jan,total size of fish: 13-15cm,come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,FA converted using XFA,NA,fi43,NA,20.36,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.15,,0.10,g,NA,0.02,g,NA,0.03,g,NA,NA,g,NA,0.13,g,NA
0900209,INFOODS,Finfish,"Italy, Mediterranean Sea",W,35,PIL,Sardine,"Sardine, wild, large size, fillet, raw",r,Sardina pilchardus,European pilchard,Sardina pilchardus,Jan,total size of fish: 15-18cm,come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,FA converted using XFA,NA,fi43,NA,20.43,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.24,,0.18,g,NA,0.03,g,NA,0.04,g,NA,NA,g,NA,0.23,g,NA
0900210,INFOODS,Finfish,"Italy, Mediterranean Sea",W,35,PIL,Sardine,"Sardine, wild, small size, fillet, raw",r,Sardina pilchardus,European pilchard,Sardina pilchardus,May,total size of fish: 13-15cm,come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,FA converted using XFA,NA,fi43,NA,24.77,NA,NA,NA,2.29,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.99,,0.25,g,NA,0.08,g,NA,0.16,g,NA,NA,g,NA,0.44,g,NA
0900211,INFOODS,Finfish,"Italy, Mediterranean Sea",W,35,PIL,Sardine,"Sardine, wild, large size, fillet, raw",r,Sardina pilchardus,European pilchard,Sardina pilchardus,May,total size of fish: 15-18cm,come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,FA converted using XFA,NA,fi43,NA,23.98,NA,NA,NA,3.15,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,1.28,,0.46,g,NA,0.14,g,NA,0.22,g,NA,NA,g,NA,0.72,g,NA
0900215,INFOODS,Finfish,"Thailand, Mueang Sisaket district, Pho",W,13,FPC,NA,"Climbing perch, wild, boneless, skinless fillet, raw",r,Anabas testudineus,Climbing perch,Anabas testudineus,wet season,fish derive from rice-fish farming systems,come back ,NA,NA,NA,,,,,,5,number of independent analytical samples,FA calculation based on mean lipid value given for different districts; FA converted using XFA; tr = FA values < 0.10% of FACID,NA,fi46,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.26,,0.10,g,NA,0.21,g,NA,0.01,g,NA,0.36,g,NA,0.15,g,NA
0900216,INFOODS,Finfish,"Thailand, Kanthararom district, Nong Waeng",W,13,FPC,NA,"Climbing perch, wild, boneless, skinless fillet, raw",r,Anabas testudineus,Climbing perch,Anabas testudineus,wet season,fish derive from rice-fish farming systems,come back ,NA,NA,NA,,,,,,5,number of independent analytical samples,FA calculation based on mean lipid value given for different districts; FA converted using XFA; tr = FA values < 0.10% of FACID,NA,fi46,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.27,,0.07,g,NA,0.21,g,NA,0.01,g,NA,0.33,g,NA,0.13,g,NA
0900217,INFOODS,Finfish,"Thailand, Khukhan district, Lom Sak",W,13,FPC,NA,"Climbing perch, wild, boneless, skinless fillet, raw",r,Anabas testudineus,Climbing perch,Anabas testudineus,wet season,fish derive from rice-fish farming systems,come back ,NA,NA,NA,,,,,,5,number of independent analytical samples,FA calculation based on mean lipid value given for different districts; FA converted using XFA; tr = FA values < 0.10% of FACID,NA,fi46,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.28,,0.04,g,NA,0.15,g,NA,0.00,g,NA,0.21,g,NA,0.06,g,NA
0900218,INFOODS,Finfish,"Thailand, Mueang Sisaket district, Pho",W,13,FSS,NA,"Snakehead, wild, boneless, skinless fillet, raw",r,Channa striatus,Striped snakehead,Channa striata,wet season,fish derive from rice-fish farming systems,come back ,NA,NA,NA,,,,,,5,number of independent analytical samples,FA calculation based on mean lipid value given for different districts; FA converted using XFA; tr = FA values < 0.10% of FACID,NA,fi46,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.29,,0.10,g,NA,0.22,g,NA,0.00,g,NA,0.36,g,NA,0.14,g,NA
0900219,INFOODS,Finfish,"Thailand, Kanthararom district, Nong Waeng",W,13,FSS,NA,"Snakehead, wild, boneless, skinless fillet, raw",r,Channa striatus,Striped snakehead,Channa striata,wet season,fish derive from rice-fish farming systems,come back ,NA,NA,NA,,,,,,5,number of independent analytical samples,FA calculation based on mean lipid value given for different districts; FA converted using XFA; tr = FA values < 0.10% of FACID,NA,fi46,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.26,,0.11,g,NA,0.23,g,NA,0.01,g,NA,0.38,g,NA,0.16,g,NA
0900220,INFOODS,Finfish,"Thailand, Mueang Sisaket district, Phon Kha",W,13,FSS,NA,"Snakehead, wild, boneless, skinless fillet, raw",r,Channa striatus,Striped snakehead,Channa striata,wet season,fish derive from rice-fish farming systems,come back ,NA,NA,NA,,,,,,5,number of independent analytical samples,FA calculation based on mean lipid value given for different districts; FA converted using XFA; tr = FA values < 0.10% of FACID,NA,fi46,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.27,,0.11,g,NA,0.23,g,NA,0.01,g,NA,0.38,g,NA,0.15,g,NA
0900212,INFOODS,Finfish,"Thailand, Mueang Sisaket district, Pho",W,13,CMC,NA,"Walking catfish, wild, boneless, skinless fillet, raw",r,Clarias macrocephalus,Bighead catfish,Clarias macrocephalus,wet season,fish derive from rice-fish farming systems,come back ,NA,NA,NA,,,,,,5,number of independent analytical samples,FA calculation based on mean lipid value given for different districts; FA converted using XFA; tr = FA values < 0.10% of FACID,NA,fi46,NA,NA,NA,NA,NA,1.03,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.28,,0.05,g,NA,0.22,g,NA,0.03,g,NA,0.35,g,NA,0.13,g,NA
0900213,INFOODS,Finfish,"Thailand, Mueang Sisaket district, Phon Kha",W,13,CMC,NA,"Walking catfish, wild, boneless, skinless fillet, raw",r,Clarias macrocephalus,Bighead catfish,Clarias macrocephalus,wet season,fish derive from rice-fish farming systems,come back ,NA,NA,NA,,,,,,5,number of independent analytical samples,FA calculation based on mean lipid value given for different districts; FA converted using XFA; tr = FA values < 0.10% of FACID,NA,fi46,NA,NA,NA,NA,NA,1.03,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.24,,0.06,g,NA,0.25,g,NA,0.03,g,NA,0.39,g,NA,0.15,g,NA
