RefID,Type,Citation
fi277,Articles from scientific literature,"Ta_bozan O., Özcan F., Erba_ C., Ünda_ E., Atici A.A., Adakli A. (2013). Determination of proximate and amino acid composition of five different Tilapia species from the Cukurova Region (Turkey). Journal of Applied Biological Sciences, 7(3): 17-22."
fi278,Articles from scientific literature,"Ayeloja A.A., George F.O.A., Dauda, T.O., Jimoh, W.A., Popoola, M.A. (2013). Nutritional comparison of captured Clarias gariepinus and Orechromis niloticus. International Research Journal of Natural Sciences, 1(1): 9-13."
fi279,Articles from scientific literature,"Ruiz-de-Cenzano, M., Beser, U., Cervera, M.L., de la Guardia M. (2013) Fast determination of fish mineral profile.Application to Vietnamese panga fish. Ecotoxicology and Environmental Safety 95: 195-201."
fi280,Articles from scientific literature,"Chauke E., Cukrowska E., Thaela-Chimuka M.-J., Chimuka L., Nsengimana H., Tutu H. (2008) Fatty acids composition in South African freshwater fish as indicators of food quality. Water SA 34(1): 119-125."
fi281,Articles from scientific literature,"Syeda, M.-A.-N., MD Delwer H., Amirul I. (2012). The study of fillet proximate composition, growth performance and survival rate of striped catfish (Pangasius hypophthalmus) fed with diets containing different amounts of alpha-tocopherol (vitamin E). J. Bio-Sci. 20: 67-74."
fi282,Articles from scientific literature,"Osibona A.O., Kusemiju K., Akande GR (2006) Proximate composition and fatty acid profile of the African Catfish Clarias gariepinus. Acta Satech 3(1):"
fi283,Articles from scientific literature,"Kucska B., Pál L., Müller T., Bódis M., Bartos Á., Wágner L., Husvéth F. Bercsényi M. (2006). Changing of fat content and fatty acid profile of reared pike (Esox lucius) fed two different diets. Aquaculture Research 37: 69-101."
fi284,Articles from scientific literature,"Ljubojevic D., Trbovic D, Lujic J., Bjelic-Cabrilo O., Kostic D., Novakov N., Cirkovic M. (2013) Fatty acid composition of fishes from inland waters. Bulgarian Journal of Agricultural Science, 19(Suppl. 1): 62-71."
fi285,Articles from scientific literature,"Rajkowska M, Protasowicki M (2013). Distribution of metals (Fe, Mn, Zn, Cu) in fish tissues in two lakes of differerent trophy in Northwestern Poland. Environ Monit Assess 185: 3493-3502."
fi286,Articles from scientific literature,"Bulut S., Konuk M., Uysal K., Mert R., Cemek M. (2010) Seasonal variation in the fattty acid composition and omega6/omega3 ration of the pike (Esox lucius) muscle living in Karamik Lake, Turkey. Fresenius Environmental Bulletin 19(10): 2227-2231."
fi287,Articles from scientific literature,"Muhamad N.A., Mohamad J. (2012) Fatty acids composition of selected Malaysian fishes. Sains Malaysian 41(1): 81-94."
fi288,Articles from scientific literature,"Chaijan M., Klomklao S., Benajul (2013) Characterisation of muscles from Frigate mackerel (Auxis thazard) and catfish (Clarias macrocephalus). Food Chemistry, 139: 414-419."
fi289,Articles from scientific literature,"Mustafa F.A., Medeiros D.M. (1985) Proximate composition, mineral content and fatty acids of catfish (Ictalurus punctatus, Rafineque) for different seasons and cooking methods. Journal of Food Science 50: 585-588."
fi290,Articles from scientific literature,"Cladis D.P., Kleiner A.C., Freiser H.H., Santerre C.R. (2014) Fatty acid profiles of commercially available finfish fillets in the United States. Lipids 49: 1005-1018."
fi291,Articles from scientific literature,"Shirai N., Miyakawa M., Tokairin S., Ehara H., Wada S. (2000) The fatty acid composition of edible portion of wild and cultured catfish. Nippon Suisan Gakkaishi 66(5): 859-868."
fi292,Articles from scientific literature,"Keremath R.I., Amakari G. (2013) Proximate composition of nutrients of fresh adult catfishes: Chrysichthys migrodigitatus, Heterobranchus bidorsalis and Clarias gariepinus in Yenagoa, Nigeria. Greener Journal of Agricultural Sciences, 3(4): 291-294."
fi298,Articles from scientific literature,"Ahmed, S., Rahman, A. F. M .A., Mustafa, Md. G., Hossain, M. B., Nahar, N.(2012) Nutrient composition of indegenous and exotic fishes of rainfed waterlogged paddy fields in Lakshmipur, Bangladesh. World Journal of zoology 7(2), 135-140."
fi313,Articles from scientific literature,"Jahan S.S., Muslemuddin M., Rubbi S. F., Haque M.S. & Gomes B.(1998). Changes in the biochemical components of Hilish fish (Tenualosa ilisha) with variation of its size & body portions. Bangladesh Journal of Nutrition, 11, (1&2), 33-40."
fi314,Articles from scientific literature,"Huda M Shamsul, Islam M .S., Banu Laila Arjumand & Sufi Gulru Begum (1995). Comparative electrophoretic and bio-chemical studies of five varieties of fishes from Kaptai lake. Bangladesh J. Sci. Ind. Res. XXX No. (2-3). pp. 83-95."
fi315,Articles from scientific literature,"Ahmed, R., Kabirullah, M. & Mullick, N.I. (1984). Studies on the nutritive value of local dried fish. Part I: Nutritive value of Kachki ( Corica soborna), Chingri ( Machrobrachium sp.) and Puti (Puntius sp.) sutki. Bangladesh J. Sci. Ind. Res. XIX (1-), 139-144."
fi316,Articles from scientific literature,"Banu, C.P., Rahman, Md. M., Sayeed, S. & Quazi, S. (1992). Mineral content of some marine fishes. Bangladesh Journal of Nutrition, 5 (1&2),61-63."
fi317,Articles from scientific literature,"Saha, A.R., Nahar, B., Banu, C.P.& Quazi, S. (1990). Topographical variations in iodine content of soil, water and major foodstuffs of Bangladesh. Bangladesh Journal of Nutrition, 4 (1),41-46."
fi318,Articles from scientific literature,"Islam, Md. S., Rahman, S. M. M., Jerin I. & Rahim, A.T.M.A. (2009). Estimation of the total free sugar and total dietary fiber in Bangladeshi cook foods prepared by customary cooking process. Dhaka Univ. J. Sci., 57 (1), 33-37."
fi319,Articles from scientific literature,"Hossain, M.A., Afsana, K. & Shah, A.K.M.A. (1999). Nutritional value of some small indigenous fish species (SIS) of Bangladesh. Bangladesh J. Fish Res.,3 (1), 77-85."
fi321,Articles from scientific literature,"Islam, D., Mustafa, Md. G., Wahed, Md. A., Khaleque, Md. A., Naser, M. N., Islam, Md.(2007) M. Comparative assessment of traditional sun dried and solar tunnel dried pomfret (Pampus argenteus) under different storage conditions. Bangladesh J. Zool. 35(2): 331-340."
fi322,Articles from scientific literature,"Islam, D., Mustafa, Md. G., Wahed, Md. A., Khaleque, Md. A., Islam, Md.M.(2008) Investigation on the performance of solar tunnel dryer for dehydration of Gudusia chapra and Channa striatus over traditional sun drying. Dhaka Univ. J. Biol. Sci. 17(2), 169-172."
fi324,Articles from scientific literature,"Mustafa, Md. G., Begum, S. R., Khaleque, Md. A., Jannat, M., Ahsan, D. A.(2012) Nutritional qualities of Hilsha and Sarpuntii in different salt curing methods. Dhaka Univ. J. Biol. Sci. 21(1), 97-104"
fi326,Articles from scientific literature,"Uddin S.G., Rahman A. & Mumtazuddin M.(1979). Biochemical composition of shellfishes of Bangladesh. Bangl. J. Sci., 2 (part A), 15-22."
fi327,Articles from scientific literature,"Banu,C.P., Sayeed, S. & Quazi, S. (1991). Mineral content of fresh water fish and meat. Bangladesh J. Zool, 19 (1), 59-63."
fi328,Articles from scientific literature,"Roos, N., Wahab, Md. A., Chamnan, C., Thilsted, S. H.(2007) The role of fish in food-based strategies to combat vitamin A and mineral dificiencies in developing countries. The Journal of Nutrition. 137. 1106-1109."
fi329,Analytical reports,"Hoq ME, Islam MM, Ali MZ & Khan MM (2011). Nutrient composition of Small Indigenous Fish Species (SIS) and processed SIS of Bangladesh. Bangladesh Fisheries Research Institute and Bangladesh Agriculture Research Council."
fi331,Analytical reports,"Parvin, A., Moslehuddin, A.B.M., Akhteruzzaman, M..(1998). Nutritional difference between salted and non salted Hilsa ilisha fish. M.S. Thesis, INFS, University of Dhaka."
fi332,Analytical reports,"Akter, M., & Barua, S. (2000). Fat, protein and mineral content in some indigenous big fish of Bangladesh. M.S. Thesis, INFS, University of Dhaka."
fi333,Analytical reports,"Banu, L.A. & Barua, S. (2001). Protein, fat and mineral content in some indigenous big fish of Bangladesh. M.S. Thesis, INFS, Dhaka University."
fi334,Analytical reports,"Rana, Md.M. & Islam, S.N. (2007). Analysis of proximate nutrient content in some selected fish of Bangladesh. M.S.Thesis, INFS, University of Dhaka."
fi335,Analytical reports,"Jahangir, Z.F. (2005). Comparison of total lipid, cholesterol and fatty acids between peer varieties of river and cultered fishes. M.S. Thesis INFS, University of Dhaka."
fi336,Analytical reports,"Akter, N. & Barua, S. (2004). Fat, protein and mineral content in selected marine fish of Bangladesh. M.S.Thesis, INFS, University of Dhaka."
fi337,Analytical reports,"Sarker, D. & Barua, S. (2002). Protein, fat and mineral content in some marine fish of Bangladesh. M.S. Thesis, INFS, University of Dhaka."
fi338,Analytical reports,"Sharif,S.N.(2010).Bacterial flora and proximate composition in Indian White Shrimp and Mola from marketsand ghers of Dhaka city and southwest Bangladesh.  M.S.Thesis.Dept. of Fisheries, University of Dhaka."
fi339,Analytical reports,"Kabir,L. (2008). Quality assesment of smoke cured and sun dried Koral(Lates calcarifer),Shol(Channastriatus),Kajuli(Ailia coila) and Tapsya(Polynemus paradiseus) in laboratory condition. M.S.Thesis. Dept. of Fisheries, University of Dhaka."
fi340,Analytical reports,"Islam, S. (1999) Mineral contentinindegenous big fish of Bangladesh. M.S.Thesis. INFS, University of Dhaka."
fi341,Analytical reports,"Begum, S. R.(2007) Investigation on different salt curing methods in the quality and storage stability of salt cured Hilsha (Tenulosa ilisha, Hamilton-Buchanan, 1976) and Sarpunti (Puntius sarana, Hamilton-Buchanan, 1822) fish. M.S. Thesis, Dept. Of Fisheries, University of Dhaka."
fi342,Analytical reports,"Chokrabarti, S.(2010) Biochemical quality assessment and microbial count of two strains of climbing perch, Anabas testudineus (Bloch, 1792) associated with freezing and low dose gama irradiation. M.S. Thesis, Dept. of Fisheries, University of Dhaka"
fi343,Analytical reports,"Sayed, N,A, (2011) Biochemical quality assessment and microbial count of two varities of stinging catfish, Heteropneustes fossilis (Bloch 1794) associated with freezing and low dose gamma irradiation. M.S. Thesis,Dept. of fisheries, University of Dhaka"
fi344,Analytical reports,"Yasmin, T. (2011) Effect of freezing duration on the microbial load in jati punti ( Puntius sophore) and Horina Chingri (Metapenaeus monoceros). M.S. Thesis,Dept. of fisheries University of Dhaka."
fi345,Analytical reports,"Nila, S.S. (2010) Bacterial flora and proximate composition in Indian white shrimp and mola from markets and ghers of Dhaka city and Southest Bangladesh. M.S. Thesis,Dept. of fisheries, University of Dhaka."
fi346,Analytical reports,"Afrin,M.S. (2010) Arsenic mediated toxic effect in stinging catfish,(Heteropneustes fossilis, Bloch,1794). M.S.Thesis,Dept. of fisheries,University of Dhaka."
fi347,Analytical reports,"Monsur, M.(2007) A comparative study on the performance of different methods of processing and preservation of Puntius stigma(Hamilton-Buchanan, 1822) and Gudusia chapra (Hamilton-Buchanan, 1822) fish and their quality assessment in the laboratory.M.S.Thesis,Dept. of fisheries, University of Dhaka."
fi348,Analytical reports,"Alam,Md.K. (2010).Studies on the effect of water and soil quality on body composition of some fin fish species in the rivers of industrial area. M.S. Thesis, Dept. of fisheries,Universsity of Dhaka."
fi349,Analytical reports,"Jannat,M. (2008) Karotype and biochemical comprison between wild and hatchery specimen of stinging catfish Heteropneustes fossilis (Bloch). M.S Thesis, Dept. of Fisheries. University of Dhaka."
fi350,Analytical reports,"Khatun, W. (2004) Protein, fat and mineral content in indegenous dry fish of Bangladesh. M.S.Thesis. INFS, University of Dhaka."
fi351,Analytical reports,"Afsana, S. E. (2003) Fat, protein and mineral content in selected marine fish of Bangladesh. M.S. Thesis. INFS, University of Dhaka."
fi351,Analytical reports,"Afsana, S. E. (2003) Fat, protein and mineral content in selected marine fish of Bangladesh. M.S. Thesis. INFS, University of Dhaka."
fi351,Analytical reports,"Afsana, S. E. (2003) Fat, protein and mineral content in selected marine fish of Bangladesh. M.S. Thesis. INFS, University of Dhaka."
fi351,Analytical reports,"Afsana, S. E. (2003) Fat, protein and mineral content in selected marine fish of Bangladesh. M.S. Thesis. INFS, University of Dhaka."
fi351,Analytical reports,"Afsana, S. E. (2003) Fat, protein and mineral content in selected marine fish of Bangladesh. M.S. Thesis. INFS, University of Dhaka."
fi351,Analytical reports,"Afsana, S. E. (2003) Fat, protein and mineral content in selected marine fish of Bangladesh. M.S. Thesis. INFS, University of Dhaka."
fi351,Analytical reports,"Afsana, S. E. (2003) Fat, protein and mineral content in selected marine fish of Bangladesh. M.S. Thesis. INFS, University of Dhaka."
fi351,Analytical reports,"Afsana, S. E. (2003) Fat, protein and mineral content in selected marine fish of Bangladesh. M.S. Thesis. INFS, University of Dhaka."
fi351,Analytical reports,"Afsana, S. E. (2003) Fat, protein and mineral content in selected marine fish of Bangladesh. M.S. Thesis. INFS, University of Dhaka."
fi352,Analytical reports,"Rahman, Md. B. (2005) Nutrient content in some selected mango-varieties of bangladesh. M.S. Thesis.INFS, University of Dhaka."
fi353,Analytical reports,"Rahman, Md. Z.(1988) Effect of storage on the proximate composition and functional properties of winged bean seeds. M.S. Thesis.Bangladesh Agricultural University."
fi354,Analytical reports,"Shaikh, Md. A.A. (1977). Study of the chemical composition of important freshwater shrimp and effect of frozen storage on quality. M.S. Thesis. Bangladesh Agricultural University."
fi355,Analytical reports,"Ali, Muhammad. (1995) X-ray analytical studies of trace elements in food and drink: a nutritional assessment in Bangladesh. PhD. Jahangirnagar University."
fi360,Analytical reports,"Julshamn K. (1981). Studies on major and minor elements in molluscs in western Norway I – VII. Fiskeridirektoratets skrifter, Serie ernæring;Vol. 1, No. 5 (http://brage.bibsys.no/xmlui/bitstream/handle/11250/131156/1/se_vol01_05_1981.pdf)"
fi361,Analytical reports,"Myhre J.B., Borgejordet Å., Nordbotten A., Løken E.B. & Fagerli R.A. (2012). Nutritional composition of selected wild and farmed raw fish. University of Oslo, Norwegian Food Safety Authority & Norwegian Directorate of Health."
fi367,Articles from scientific literature,"Bogard J.R., Thilsted S.H., Marks G.C., Wahab M.A., Hossain M.A.R., Jakobsen J. (2015). Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133"
fi429,Analytical reports,"David Padula, Heather Greenfield, Andreas Kiermeier, Catherine McLeod (2012) Australian Seafood Compositional Profiles. Project 2008/905. Australian Seafood Cooperative Research Center (CRC)."
fi430,Articles from scientific literature,"Cliona D. O'Leary, Anthony D. Matthews (2012). Lipid class distribution and fatty acid composition of wild and farmed prawn, Penaeus monodon (Fabricius), Aquaculture, Volume 89, Issue 1, 15 August 1990, Pages 65-81, ISSN 0044-8486, http://dx.doi.org/10.1016/0044-486(90)90234E.
(http://www.sciencedirect.com/science/article/pii/004484869024E"""
fi431,Articles from scientific literature,"Brand J.C., Rae C., McDonnell J., Lee A., Cherikoff V. and Truswell A.S. (1983) The Nutritional composition of Austrialian Aboriginal bushfoods. Food Technology in Austrilia, 35(6): 293-298."
fi432,Articles from scientific literature,"Cherikoff V, Brand J.C. and Truswell A.S. (1983) The Nutritional composition of Austrialian Aboriginal bushfoods. 2. Animal foods. Food Technology in Austrilia, 37 (5): 208-211"
fi435,Articles from scientific literature,"Ferreira de Castro F.A., Pinheiro Sant'Ana H.M., Campos F.M., Brunoro Costa N.M., Coehlo Silva M.T., Salaro A.L., do Carmo Castro Franceschini S. (2007). Fatty acid composition of three freshwater fishes under different storage and cooking processes. Food Chemistry 103(4):1080-1090."
fi437,Analytical reports,"Søndergaard H., Leerbeck E. (1984) Vitamin D-indholdet i danske levnedsmidler: Supplement vedrørende fisk. (The content of vitamin D in Danish Foods: Supplement concerning fish). Statens Levnedsmittelinstitut. Centrallaboratoriets afdeling A: næringsstoffer og tilsætningsstoffer."
fi438,Analytical reports,"Skotte Jacobsen J., Leth T. (1990) Sammenligning mellem fedt, fedtsyrer og D3-vitamin i dambrugsørreder og deres foder (Comparison between fat, fatty acids and vitamin D3 in farmed trouts and in their feed). Publikation No. 198. Centrallaboratoriets afdeling A: Aaalborg Landsdelslaboratorium, Levnedsmiddelstyrelsen."
fi439,Analytical reports,"Skotte Jacobsen J., Leth T. (1989) Overvågningssystem for næringsstoffer. Fisk og fiskprodukter (Food monitoring system for nutrients. Fish and Fish Products). Publikation nr. 179. National Food Agency of Denmark, Søborg."
fi440,Analytical reports,"Skotte Jacobsen J., Leth T. (1994). Overvågningsprogram for næringsstoffer. Fisk, 2. runde. (Food Monitoring System for Nutrients - Fish 2. cycle). Project 911501 - Internal report ILE 1994.2. National Food Agency of Denmark, Søborg."
fi441,Analytical reports,"Skotte Jacobsen J., Knuthsen P. (2000). Overvågningssystem for næringsstoffer. Fisk, 3. runde (Food monitoring system for nutrients. Fish, 3. Cycle). FødevareRapport 1999:09. Danish Veterinary and Food Administration, Søborg."
fi443,Analytical reports,"Tømmerås S. (2011) Fat, fatty acids and fat soluble nutrientss in fillet of farmed and wild Atlantic salmon (Salmo salar L.). Master's Degree Thesis in Fisheries and Aquaculture. University of Tromsø UIT."
fi444,Articles from scientific literature,"Blanchet C., Lucas M., Julien P., Morin R., Gingras S., Dewailly É. (2005) Fatty acid composition of wild and farmed Atlantic salmon (Salmo salar) and rainbow trout (Oncorhynchus mykiss). Lipids, 40(5):529-531."
fi445,Articles from scientific literature,"Emire S.A., Gebremariam M.M. (2010) Influence of frozen period on the prozimate composition an micorbiologiacal quality of Nile tilapia (Oreochromis niloticus). Journal of Food Processing and Preservation 34:743-757."
fi446,Analytical reports,"Søndergaard H. (1984) Aminosyreindholdet i danske levnedsmidler (the Amino Acid content of Danish Foods). Publikation nr. 98. Statens Levnedsmiddelsinstitut, 1984. WWW: http://toolbox.foodcomp.info/References/AminoAcids/DOC00153.pdf"
fi447,Articles from scientific literature,"Kim B.H., Lee H.S., Jang Y.A., Lee J.Y., Cho Y.J., Kim C.-I. (2009) Development of amino acid composition database for Korean foods. Journal of Food Composition and Analysis 22, 44–52. DOI: 10.1016/j.jfca.2008.07.005."
fi451,Articles from scientific literature,"Krzynowek J & Murphy J. Proximate composition, energy, fatty acid, sodium, and cholesterol content of finfish, shellfish and their products. NOAA Techinical Report NMFS 55. National Oceanic and Atmospheric Administration, National Marine Fisheries Service, US Department of Commerce, July 1987."
fi452,Articles from scientific literature,"Waagbø, R., Sandnes, K., Torrissen, O.J., Sandvin, A., Lie, Ø.Chemical and sensory evaluation of fillets from Atlantic salmon (Salmo salar) fed three levels of N-3 polyunsaturated fatty acids at two levels of vitamin E (1993).Food Chemistry 46(4)."
fi453,Articles from scientific literature,"Espe, M., Kiessling, A., Lunestad, B.-T., Torrissen, O.J., Rørå, A.M.B. Quality of cold smoked salmon collected in one French hypermarket during a period of 1 year (2004). LWT - Food Science and Technology 37(6)."
fi454,Articles from scientific literature,"Espe, M., Nortvedt, R., Lie, O., Hafsteinsson, H. Atlantic salmon (Salmo salar, L.) as raw material for the smoking industry. I: Effect of different salting methods on the oxidation of lipids (2001). Food Chemistry 75(4)/"
fi455,Articles from scientific literature,"Espe, M., Nortvedt, R., Lie, O., Hafsteinsson, H. Atlantic salmon (Salmo salar, L) as raw material for the smoking industry. II: Effect of different smoking methods on losses of nutrients and on the oxidation of lipids (2002). Food Chemistry 77(1)."
fi456,Articles from scientific literature,"Hultmann, L., Rørå, A.M.B., Steinsland, I., Skåra, T., Rustad, T. Proteolytic activity and properties of proteins in smoked salmon (Salmo salar) - Effects of smoking temperature (2004). Food Chemistry 85(3)."
fi457,Articles from scientific literature,"Salán, E.O., Galvão, J.A., Oetterer, M. Use of smoking to add value to the salmoned trout (2006). Brazilian Archives of Biology and Technology 49(1)."
fi458,Articles from scientific literature,"Egaas E., Brekka OR. The selenium content in some Norwegian fish products. (1977) Rsk. Dir. Skr., Ser. Ernering, I70l. I : No 3, 87-91"
fi463,Articles from scientific literature,"Islami S.N., Reza M.S., Mansur M.A., Hossain M.I., Sikha F.H. and Kamal M. (2014) Rigor index, fillet yield and proximate composition of cultured striped catfish (Pangasianodon hypophthalmus) for its suitability in processing industries in Bangladesh. Journal fo Fisheries 2(3):157-162."
fi464,Articles from scientific literature,"Sahu B.B., Sahoo S.K. Giri S.S., Das P.C., Mishra B., Sahu A.K., Eknath A.K., Jayasankar P. (2013) Carcass traits of two marketable size classes of Pangasius pangasius (Hamilton, 18, 22). J. Appl. Ichthyol. 29:226-229."
fi465,Articles from scientific literature,"Clement S, Lovell R.T. (1994) Comparison of processing yield and nutrient composition of cultured Nile tilapia (Oreochromis niloticus) and channel catfish (Ictalurus punctatus). Aquaculture 119:299-310."
fi466,Articles from scientific literature,"Kunnath S., Lekshmi M., Kannuchamy N. Gudipati V. Indian J. Fish 62(4):152-155."
fi467,Articles from scientific literature,"El-Zaeem S.Y., Morsi M. Ahmed M., El-Sayed Salama M., Abd El-Kader W. (2012). Flesh quality differentiation of wild and cultured Nile tilapia (Oreochromis niloticus) populations. African Journal of Biotechnology Vol. 11(17), pp. 4086-4089."
fi468,Articles from scientific literature,"Salman Y., Salman A., & Ozkizilcik S. (2007). The fatty acid profile of the marine cephalopod. The Israeli Journal of Aquaculture - Bamidgeh 59(3:133-136."
fi469,Articles from scientific literature,"Lou Q.-M., Wang Y.-M., & Xue C.-H. (2013). Lipid and fatty acid composition of two species of abalone, Haliotis discus Hannai Ino and Haliotis diversicolor Reeve. Journal of Food Biochemistry 37:296-301."
fi471,Articles from scientific literature,"Majolini D, Trocino A, Tazzoli M, & Xiccato G (2009). Evolution of European sea bass (Dicentrarchus labrax) freshness during storage. Ital. J. Anim. Sci., 8(Suppl. 3):282-284."
fi472,Articles from scientific literature,"Bugeon J, Lefevre F, Cardinal M, Uyanik A, Davenel A, & Haffray P (2010). Flesh quality in large rainbow trout with high or low fillet yield. Journal of Muscle Foods, 21(4):702-721."
fi476,Articles from scientific literature,"Vasconcelos P., Gaspar M., Castro M., & Nunes M. (2009). Influence of growth and reproductive cycle on the meat yield and proximate composition of Hexaplex trunculus (Gastropoda: Muricidae). Journal of the Marine Biological Association of the United Kingdom, 89(6):1223-1231."
fi478,Articles from scientific literature,"Badiani, A., Testi, S., Ghidini, S., Silvi, M., Foschi, C., & Gatta, P. P. (2006). Effect of sample preparation with or without shell liquor on contents and retention of macro and micro elements in three species of bivalve molluscs. In Seafood research from fish to dish. Quality, safety and processing of wild and farmed fish. (Eds. Luten J.B., Jacobsen C. Bekaert K., Sæbø A., Oehlenschläger J., pp. 459–469). Wageningen Academic Publishers."
fi479,Reference datasets,"Bergström, L. (1994). Nutrient losses and gains in the preparation of foods. Rapport 32/94. Uppsala: Statens Livsmedelsverket."
fi480,Articles from scientific literature,"Choubert, G., & Baccaunaud, M. (2010). Effect of moist or dry heat cooking procedures on carotenoid retention and colour of fillets of rainbow trout (Oncorhynchus mykiss) fed astaxanthin or canthaxanthin. Food Chemistry, 119(1), 265–269."
fi481,Articles from scientific literature,"Dudek, J. A., Behl, B. A., & Elkins, E. R. (1981). Determination of effects of processing and cooking on the nutrient composition of selected seafoods: Second report for period January 1, 1981 to March 31, 1981. National Food Processors Association."
fi482,Articles from scientific literature,"Monteiro, M., Mársico, E., Canto, A., Costa-Lima, B., Lázaro, C., Cruz, A., & Conte-Júnior, C. (2015). Partial sodium replacement in tilapia steak without loss of acceptability. Food Science and Technology International, 21(4), 295–305."
fi483,Articles from scientific literature,"Wangtueai, S., & Vichasilp, C. (2015). Optimization of phosphate and salt application to physical and sensory properties of frozen Nile tilapia fillets. International Food Research Journal, 22(5), 2002–2009."
fi484,Articles from scientific literature,"Wu, W. H., & Lillard, D. A. (1998). Cholesterol and proximate composition of changes following cooking by microwave channel catfısh (Ictalurus Punctatus) fıllets–changes heating, deep-fat frying, and oven baking. Journal of Food Quality, 21, 41–51."
AF1,Reference datasets,"Puwastien, P., Burlingame, B., Raroengwichit, M., & Sungpuag, P. (2000). ASEAN Food composition tables 2000. Thailand: Institute of Nutrition, Mahidol University."
AF2,Reference datasets,"Institute of Nutrition, Mahidol University (2014). ASEAN Food Composition Database, Electronic version 1, February 2014, Thailand. http://www.inmu.mahidol.ac.th/aseanfoods/composition_data.html"
B02,Reference datasets,"Bognár, A. (2002). Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes). Bundesforschungsanstalt für Ernährung, Karlsruhe."
BD13,Reference datasets,"Institute of Nutrition and Food Science, Centre for Advanced Research in Sciences (2013) Food Composition Table for Bangladesh. Prepared by Nazma Shaheen, Abu Torab MA Rahim, Md. Mohiduzzaman, Cadi Parvin Banu, Md. Latiful Bari, Avonti Basak Tukun,  MA Mannan, Lalita Bhattacharjee, Barbara Stadlmayr. University of Dhaka, Bangladesh. http://www.fao.org/fileadmin/templates/food_composition/documents/FCT_10_2_14_final_version.pdf"
BDA,Reference datasets,Banca dati di composizionne degli alimenti per studi epidemiiologici in Italia; http://www.ieo.it/bda2008/HomePage.aspx
BEDCA,Reference datasets,AESAN/BEDCA v.1.0 (2010) Spanish Food Composition database; http://www.bedca.net/bdpub/index.php
CAN,Reference datasets,Canadian Nutrient File (CNF) (2010). http://webprod3.hc-sc.gc.ca/cnf-fce/index-eng.jsp
CH02,Reference datasets,Institute of Nutrition and Food Safety. (2002). China food composition – Book 1 (2nd ed.). Beijing: Peking University Medical Press.
CIQ12,Reference datasets,French Food composition Table http://www.afssa.fr/TableCIQUAL/
CRY,,http://www.chefs-resources.com/seafood/seafood-yields/
CZ2.11,Reference datasets,"Czech Centre for Food Composition Database (2011): On-line Czech Food Composition Database, Version 2.11. Czech Centre for Food Composition Database. Institute of Agricultural Economics and Information and Food Research Institute Prague. Web: http://www.czfcdb.cz."
dAA,Reference datasets,Unpublished data
DK7,Reference datasets,"Saxholt, E., Christensen, A. T., Møller, A., Hartkopp, H. B., Hess Yigil, K., & Hels, O. H. (2008). Danish food composition databank, version 7. Department of Nutrition, National Food Institute, Technical University of Denmark. Retrieved from <http://www.foodcomp.dk/>."
DTU,Reference datasets,"Fødevaredata (http://frida.fooddata.dk), version 1, 2015. Fødevareinstituttet, Danmarks Tekniske Universitet. http://frida.fooddata.dk/index.php?lang=en"
FAO70,Reference datasets,"FAO Food Policy and Food Science Service, Nutrition Division: Amino-Acid Content of Foods and biological data on proteins. FAO Food and Nutrition Series No. 21. Food and Agriculture Organisation of the United Nations, Rome 1970. WWW: http://www.fao.org/DOCREP/005/AC854T/AC854T00.htm"
FAO89,Reference datasets,Torry Research Station (1989) Yield and nutritional value of the commercially more important fishs species. FAO Fisheries Technical Paper No. 309. FAO. http://www.fao.org/docrep/003/t0219e/T0219E00.htm#TOC
FAOY,Reference datasets,ftp://ftp.fao.org/fi/document/cwp/handbook/annex/ANNEX_I1.pdf
INRAN,Reference datasets,Italian Food Composition Table; http://www.inran.it/646/tabelle_di_composizione_degli_alimenti.html
INSA,Reference datasets,Portuguese Food Composition Database; http://www.insa.pt/sites/INSA/Portugues/AreasCientificas/AlimentNutricao/AplicacoesOnline/TabelaAlimentos/Paginas/TabelaAlimentos.aspx
ÍSGEM,Reference datasets,ÍSGEM - The Icelandic Food Composition Database (2009). Http://www.matis.is/ISGEM/en/aboutisgem/
KF,Reference datasets,"Shaheen, N., Rahim, A.T.M.A., Mohiduzzaman, M., Rahman, S.M.M., Bari, L. ( 2012). Food Composition Tables for Bangladesh. Final Report, NFPCSP, GoB."
McCW78,Reference datasets,"Paul AA and Southgate DAT: McCance & Widdowsons's The Composition of Foods, Fourth Revised Edition. MRC Special Report No. 297. Elsevier/North-Holland Biomedical Press, November 1978"
NIFES,Reference datasets,"Norwegian National Institute of Nutrition and Seafood Research. Seafood data. Published 28.05.2014, last updated 28.05.2014 kl 14:05. http://nifes.no/en/seafood-data-2/"
NZ10,Reference datasets,"New Zealand Ministry of Health, & New Zealand Plant & Food Research Limited. (2011). New Zealand FOODfiles 2010 Version 02. Retrieved from <www.foodcomposition.co.nz>."
NZ13,Reference datasets,"New Zealand Ministry of Health, & New Zealand Plant & Food Research Limited. (2013). New Zealand FOODfiles 2013 Version 01. Retrieved from <www.foodcomposition.co.nz>."
P6,Reference datasets,"Darnton-Hill, Hassan, N., Karim, R. &  Duthie, M.R. (1988).Tables of nutrient composition of Bangladeshi foods. HKI, Bangladesh."
