species,CA_mg,ZN_mg,FE_mg,EPA_g,DHA_g,Length,max_length,Subgroup,Habitat,TL,FoodTroph,Herbivory2,Abs_lat,DemersPelag,taxon
Sillago sihama,NA,NA,NA,0.10363353,0.127099973,31,31,Finfish,marine,3.37,3.18,mainly animals (troph. 2.8 and up),37.370157,reef-associated,Miscellaneous coastal fishes
Silurus glanis,NA,NA,NA,0.010030392,0.05378616,500,500,Finfish,freshwater,4.4,4.12,mainly animals (troph. 2.8 and up),37,benthopelagic,Miscellaneous freshwater fishes
Silurus glanis,NA,1.31,NA,NA,NA,500,500,Finfish,freshwater,4.4,4.12,mainly animals (troph. 2.8 and up),36.967401,benthopelagic,Miscellaneous freshwater fishes
Silurus glanis,27,0.4,0.6,NA,NA,500,500,Finfish,freshwater,4.4,4.12,mainly animals (troph. 2.8 and up),41.53,benthopelagic,Miscellaneous freshwater fishes
Silurus glanis,24,0.4,0.6,NA,NA,500,500,Finfish,freshwater,4.4,4.12,mainly animals (troph. 2.8 and up),41.53,benthopelagic,Miscellaneous freshwater fishes
Silurus glanis,NA,NA,NA,0.2498,0.3747,500,500,Finfish,freshwater,4.4,4.12,mainly animals (troph. 2.8 and up),41.53,benthopelagic,Miscellaneous freshwater fishes
Solea solea,NA,NA,NA,0.042096598,0.10236754,70,70,Finfish,marine,3.17,3.29999995231628,mainly animals (troph. 2.8 and up),38.963745,demersal,"Flounders, halibuts, soles"
Solea solea,NA,NA,NA,NA,NA,70,70,Finfish,marine,3.1,3.29999995231628,mainly animals (troph. 2.8 and up),39.019184,demersal,"Flounders, halibuts, soles"
Solea solea,NA,NA,NA,NA,NA,70,70,Finfish,marine,3.1,3.29999995231628,mainly animals (troph. 2.8 and up),39.019184,demersal,"Flounders, halibuts, soles"
Solea solea,NA,NA,NA,0.0385688,0.1060642,70,70,Finfish,marine,3.1,3.29999995231628,mainly animals (troph. 2.8 and up),39.019184,demersal,"Flounders, halibuts, soles"
Solea solea,1032.53,1.676976,1.23,NA,NA,70,20,Finfish,freshwater,3.5,3.29999995231628,mainly animals (troph. 2.8 and up),12.265754,demersal,"Flounders, halibuts, soles"
Sorubim lima,NA,NA,NA,0.02059454,0.077229525,54.2,54.2,Finfish,freshwater,4.1,4.09999990463257,mainly animals (troph. 2.8 and up),19.427757,demersal,Miscellaneous freshwater fishes
Sparisoma cretense,NA,NA,NA,NA,NA,50,50,Finfish,marine,2.9,2.86,plants/detritus+animals (troph. 2.2-2.79),39.019184,reef-associated,Miscellaneous coastal fishes
Sparus aurata,NA,NA,NA,NA,NA,70,57,Finfish,marine,3.26,3.39,mainly animals (troph. 2.8 and up),NA,demersal,Miscellaneous coastal fishes
Sparus aurata,NA,NA,NA,NA,NA,70,57,Finfish,marine,3.26,3.39,mainly animals (troph. 2.8 and up),NA,demersal,Miscellaneous coastal fishes
Sphyraena sphyraena,NA,NA,NA,0.231342613,1.151438152,165,165,Finfish,marine,4,4.04,mainly animals (troph. 2.8 and up),37.370157,pelagic-neritic,Miscellaneous pelagic fishes
Spicara maena,NA,NA,NA,0.14269852,0.79194836,25,25,Finfish,marine,3.23,3.5,mainly animals (troph. 2.8 and up),37.370157,pelagic-neritic,Miscellaneous coastal fishes
Spicara smaris,NA,NA,NA,1.408857307,1.539876184,20,20,Finfish,marine,3,3.16000008583069,mainly animals (troph. 2.8 and up),42.163403,pelagic-oceanic,Miscellaneous coastal fishes
Sparus aurata,NA,NA,NA,NA,NA,70,20,Finfish,marine,3,3.39,mainly animals (troph. 2.8 and up),39.019184,demersal,Miscellaneous coastal fishes
Sparus aurata,NA,NA,NA,0.15507,0.12061,70,20,Finfish,marine,3,3.39,mainly animals (troph. 2.8 and up),39.019184,demersal,Miscellaneous coastal fishes
Sparus aurata,NA,NA,NA,NA,NA,70,20,Finfish,marine,3,3.39,mainly animals (troph. 2.8 and up),39.019184,demersal,Miscellaneous coastal fishes
Sparus aurata,NA,NA,NA,NA,NA,70,20,Finfish,marine,3,3.39,mainly animals (troph. 2.8 and up),39.019184,demersal,Miscellaneous coastal fishes
Spondyliosoma cantharus,NA,NA,NA,NA,NA,60,60,Finfish,marine,3.3,3.27,mainly animals (troph. 2.8 and up),39.019184,benthopelagic,Miscellaneous coastal fishes
Spondyliosoma cantharus,NA,NA,NA,0.033929888,0.156796386,60,60,Finfish,marine,3.34,3.27,mainly animals (troph. 2.8 and up),28.291564,benthopelagic,Miscellaneous coastal fishes
Sprattus sprattus,NA,NA,NA,1.056644771,1.801599783,16,16,Finfish,marine,3,3.01,mainly animals (troph. 2.8 and up),41.85509,pelagic-neritic,"Herrings, sardines, anchovies"
Sprattus sprattus,NA,NA,NA,0.269298689,0.602071825,16,16,Finfish,marine,3,3.01,mainly animals (troph. 2.8 and up),41.85509,pelagic-neritic,"Herrings, sardines, anchovies"
Sprattus sprattus,NA,NA,NA,0.767001262,1.423021634,16,16,Finfish,marine,3,3.01,mainly animals (troph. 2.8 and up),42.163403,pelagic-neritic,"Herrings, sardines, anchovies"
Squalus acanthias,NA,NA,NA,NA,NA,160,130,Finfish,marine,4.3,3.89,mainly animals (troph. 2.8 and up),40.900557,benthopelagic,"Sharks, rays, chimaeras"
Stolothrissa tanganicae,NA,NA,NA,NA,NA,10,10,Finfish,freshwater,2.7,2.74,plants/detritus+animals (troph. 2.2-2.79),6.255568,pelagic,Miscellaneous freshwater fishes
Stolothrissa tanganicae,NA,NA,NA,NA,NA,10,10,Finfish,freshwater,2.7,2.74,plants/detritus+animals (troph. 2.2-2.79),6.255568,pelagic,Miscellaneous freshwater fishes
Syacium gunteri,NA,NA,NA,NA,NA,20,20,Finfish,marine,3.3,3.26,mainly animals (troph. 2.8 and up),19.173773,reef-associated,"Flounders, halibuts, soles"
Tenualosa ilisha,63.82,NA,NA,NA,NA,60,60,Finfish,brackish,2.04,2.89,mainly plants/detritus (troph. 2-2.19),23.232099,pelagic-neritic,Shads
Tenualosa ilisha,62.31,NA,NA,NA,NA,60,60,Finfish,brackish,2.04,2.89,mainly plants/detritus (troph. 2-2.19),23.232099,pelagic-neritic,Shads
Tenualosa ilisha,61.21,NA,NA,NA,NA,60,60,Finfish,brackish,2.04,2.89,mainly plants/detritus (troph. 2-2.19),23.232099,pelagic-neritic,Shads
Tenualosa ilisha,63.36,NA,NA,NA,NA,60,60,Finfish,brackish,2.04,2.89,mainly plants/detritus (troph. 2-2.19),23.232099,pelagic-neritic,Shads
Tenualosa ilisha,68.75,NA,NA,NA,NA,60,60,Finfish,brackish,2.04,2.89,mainly plants/detritus (troph. 2-2.19),23.232099,pelagic-neritic,Shads
Tenualosa ilisha,47.01,NA,NA,NA,NA,60,60,Finfish,brackish,2.04,2.89,mainly plants/detritus (troph. 2-2.19),23.232099,pelagic-neritic,Shads
Tenualosa ilisha,56.61,NA,NA,NA,NA,60,60,Finfish,brackish,2.04,2.89,mainly plants/detritus (troph. 2-2.19),23.232099,pelagic-neritic,Shads
Tenualosa ilisha,55.14,NA,NA,NA,NA,60,60,Finfish,brackish,2.04,2.89,mainly plants/detritus (troph. 2-2.19),23.232099,pelagic-neritic,Shads
Tenualosa ilisha,50.29,NA,NA,NA,NA,60,60,Finfish,brackish,2.04,2.89,mainly plants/detritus (troph. 2-2.19),23.232099,pelagic-neritic,Shads
Tenualosa ilisha,49.82,NA,NA,NA,NA,60,60,Finfish,brackish,2.04,2.89,mainly plants/detritus (troph. 2-2.19),23.232099,pelagic-neritic,Shads
Tenualosa ilisha,57.78,NA,NA,NA,NA,60,60,Finfish,brackish,2.04,2.89,mainly plants/detritus (troph. 2-2.19),23.232099,pelagic-neritic,Shads
Tenualosa ilisha,59.05,NA,NA,NA,NA,60,60,Finfish,brackish,2.04,2.89,mainly plants/detritus (troph. 2-2.19),23.232099,pelagic-neritic,Shads
Thaleichthys pacificus,NA,NA,NA,NA,NA,34,34,Finfish,marine,NA,3.25,mainly animals (troph. 2.8 and up),52.372895,pelagic-neritic,NA
Theragra chalcogramma,13,0.3086,0.17,NA,NA,91,75,Finfish,marine,3.45,3.6800000667572,mainly animals (troph. 2.8 and up),56.90728,benthopelagic,"Cods, hakes, haddocks"
Theragra chalcogramma,NA,NA,NA,0.073486459,0.172161486,91,75,Finfish,marine,3.45,3.6800000667572,mainly animals (troph. 2.8 and up),53.726668,benthopelagic,"Cods, hakes, haddocks"
Theragra chalcogramma,14.2,0.4179,0.21,NA,NA,91,75,Finfish,marine,3.45,3.6800000667572,mainly animals (troph. 2.8 and up),56.167222,benthopelagic,"Cods, hakes, haddocks"
Theragra chalcogramma,NA,NA,NA,0.059177815,0.122460992,91,75,Finfish,marine,3.45,3.6800000667572,mainly animals (troph. 2.8 and up),57.79,benthopelagic,"Cods, hakes, haddocks"
Theragra chalcogramma,NA,NA,NA,0.014905677,0.024626354,91,75,Finfish,marine,3.45,3.6800000667572,mainly animals (troph. 2.8 and up),22.314446,benthopelagic,"Cods, hakes, haddocks"
Theragra chalcogramma,9.9,0.4396,0.2,NA,NA,91,75,Finfish,marine,3.45,3.6800000667572,mainly animals (troph. 2.8 and up),57.881667,benthopelagic,"Cods, hakes, haddocks"
Thunnus alalunga,18,0.5,0.6,0.29393,0.85918,140,136,Finfish,marine,4.31,4.13,mainly animals (troph. 2.8 and up),36.102376,pelagic-oceanic,"Tunas, bonitos, billfishes"
Thunnus alalunga,NA,NA,NA,NA,NA,140,136,Finfish,marine,4.31,4.13,mainly animals (troph. 2.8 and up),46.25,pelagic-oceanic,"Tunas, bonitos, billfishes"
Thunnus alalunga,NA,NA,NA,NA,NA,140,136,Finfish,marine,4.31,4.13,mainly animals (troph. 2.8 and up),43,pelagic-oceanic,"Tunas, bonitos, billfishes"
Thunnus orientalis,NA,NA,NA,0.118887,0.401459,300,300,Finfish,marine,4.21,NA,mainly animals (troph. 2.8 and up),36.594682,pelagic-oceanic,"Tunas, bonitos, billfishes"
Thunnus thynnus,NA,NA,NA,0.22137,1.70973,458,376,Finfish,marine,4.43,4.21,mainly animals (troph. 2.8 and up),23.372169,pelagic-oceanic,"Tunas, bonitos, billfishes"
Thymallus arcticus,NA,NA,NA,0.056,0.167,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.062,0.186,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.081,0.194,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.06,0.138,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.102,0.22,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.078,0.237,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.044,0.11,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.092,0.157,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.085,0.205,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.046,0.139,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.077,0.201,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.078,0.18,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.064,0.21,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.041,0.121,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.056,0.158,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.072,0.192,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.07,0.228,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.092,0.235,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.069,0.163,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.079,0.176,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.104,0.245,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.072,0.173,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.071,0.177,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.064,0.292,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thymallus arcticus,NA,NA,NA,0.096,0.285,76,76,Finfish,freshwater,3.3,3.32,mainly animals (troph. 2.8 and up),52.3333,benthopelagic,"Salmons, trouts, smelts"
Thynnichthys thynnoides,NA,NA,NA,NA,NA,25,25,Finfish,freshwater,2.3,2.31,mainly plants/detritus (troph. 2-2.19),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Thynnichthys thynnoides,NA,NA,NA,NA,NA,25,25,Finfish,freshwater,2.3,2.31,mainly plants/detritus (troph. 2-2.19),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Thynnichthys thynnoides,NA,NA,NA,NA,NA,25,25,Finfish,freshwater,2.3,2.31,mainly plants/detritus (troph. 2-2.19),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Tilapia rendalli,NA,NA,NA,0.01549543,0.061190464,45,45,Finfish,freshwater,2.2,2.13,mainly plants/detritus (troph. 2-2.19),19.065134,benthopelagic,Tilapias and other cichlids
Tilapia rendalli,NA,NA,NA,0.030120188,0.10711757,45,45,Finfish,freshwater,2.2,2.13,mainly plants/detritus (troph. 2-2.19),19.065134,benthopelagic,Tilapias and other cichlids
Tilapia rendalli,NA,NA,NA,0.017102666,0.032370282,45,45,Finfish,freshwater,2.2,2.13,mainly plants/detritus (troph. 2-2.19),19.065134,benthopelagic,Tilapias and other cichlids
Tilapia zillii,NA,NA,NA,0.0114,0.07252,40,40,Finfish,freshwater,2,2.52,mainly plants/detritus (troph. 2-2.19),0.755775,benthopelagic,Tilapias and other cichlids
Tilapia zillii,NA,NA,NA,0.01887,0.04401,40,40,Finfish,freshwater,2,2.52,mainly plants/detritus (troph. 2-2.19),1.433393,benthopelagic,Tilapias and other cichlids
Tilapia zillii,NA,NA,NA,0.01242,NA,40,40,Finfish,freshwater,2,2.52,mainly plants/detritus (troph. 2-2.19),1.504705,benthopelagic,Tilapias and other cichlids
Tilapia zillii,NA,NA,NA,NA,NA,40,40,Finfish,freshwater,2,2.52,mainly plants/detritus (troph. 2-2.19),7.971943,benthopelagic,Tilapias and other cichlids
Tilapia zillii,NA,NA,NA,NA,NA,40,40,Finfish,freshwater,2,2.52,mainly plants/detritus (troph. 2-2.19),7.971943,benthopelagic,Tilapias and other cichlids
Tilapia zillii,NA,NA,NA,NA,NA,40,40,Finfish,freshwater,2,2.52,mainly plants/detritus (troph. 2-2.19),6.524379,benthopelagic,Tilapias and other cichlids
Tinca tinca,60,1.1,0.8,NA,NA,70,70,Finfish,freshwater,3.5,3.27,mainly animals (troph. 2.8 and up),41.53,demersal,"Carps, barbels and other cyprinids"
Tinca tinca,66,1.1,0.9,NA,NA,70,70,Finfish,freshwater,3.5,3.27,mainly animals (troph. 2.8 and up),41.53,demersal,"Carps, barbels and other cyprinids"
Tinca tinca,NA,NA,NA,0.037115923,0.07158984,70,70,Finfish,freshwater,3.5,3.27,mainly animals (troph. 2.8 and up),37,demersal,"Carps, barbels and other cyprinids"
Trachinotus blochii,NA,NA,NA,NA,NA,110,102,Finfish,marine,3.74,3.74,mainly animals (troph. 2.8 and up),3.144341,reef-associated,Miscellaneous pelagic fishes
Trachinotus ovatus,NA,NA,NA,0.02980616,0.28254396,70,70,Finfish,marine,3.73,3.73,mainly animals (troph. 2.8 and up),37.370157,pelagic-neritic,Miscellaneous pelagic fishes
Trachinus draco,NA,NA,NA,0.02865,0.15597,53,45,Finfish,marine,3,4.18,mainly animals (troph. 2.8 and up),37.37083333,demersal,Miscellaneous coastal fishes
Trachurus lathami,NA,NA,NA,0.05925,0.269311,40,33,Finfish,marine,3.99,3.27,mainly animals (troph. 2.8 and up),25.304304,reef-associated,Miscellaneous pelagic fishes
Trachurus lathami,NA,NA,NA,NA,NA,40,33,Finfish,marine,3.99,3.27,mainly animals (troph. 2.8 and up),19.173773,reef-associated,Miscellaneous pelagic fishes
Trachurus lathami,NA,NA,NA,0.09453862,0.5303386,40,33,Finfish,marine,3.99,3.27,mainly animals (troph. 2.8 and up),25.304304,reef-associated,Miscellaneous pelagic fishes
Trachurus lathami,NA,NA,NA,0.03992516,0.3904186,40,33,Finfish,marine,3.99,3.27,mainly animals (troph. 2.8 and up),25.304304,reef-associated,Miscellaneous pelagic fishes
Trachurus lathami,NA,NA,NA,0.0349307,0.4611355,40,33,Finfish,marine,3.99,3.27,mainly animals (troph. 2.8 and up),25.304304,reef-associated,Miscellaneous pelagic fishes
Trachurus mediterraneus,NA,NA,NA,NA,NA,60,56,Finfish,marine,3.47,3.36999988555908,mainly animals (troph. 2.8 and up),40.416667,pelagic-oceanic,Miscellaneous pelagic fishes
Trachurus mediterraneus,NA,NA,NA,NA,NA,60,56,Finfish,marine,3.47,3.36999988555908,mainly animals (troph. 2.8 and up),40.416667,pelagic-oceanic,Miscellaneous pelagic fishes
Trachurus mediterraneus,NA,NA,NA,NA,NA,60,56,Finfish,marine,3.47,3.36999988555908,mainly animals (troph. 2.8 and up),40.416667,pelagic-oceanic,Miscellaneous pelagic fishes
Trachurus mediterraneus,NA,NA,NA,NA,NA,60,56,Finfish,marine,3.47,3.36999988555908,mainly animals (troph. 2.8 and up),40.416667,pelagic-oceanic,Miscellaneous pelagic fishes
Trachurus mediterraneus,NA,NA,NA,0.19850993,0.160861495,60,56,Finfish,marine,3.47,3.36999988555908,mainly animals (troph. 2.8 and up),42.163403,pelagic-oceanic,Miscellaneous pelagic fishes
Trachurus mediterraneus,NA,NA,NA,NA,NA,60,56,Finfish,marine,3.47,3.36999988555908,mainly animals (troph. 2.8 and up),40.416667,pelagic-oceanic,Miscellaneous pelagic fishes
Trachurus mediterraneus,NA,NA,NA,NA,NA,60,56,Finfish,marine,3.47,3.36999988555908,mainly animals (troph. 2.8 and up),40.416667,pelagic-oceanic,Miscellaneous pelagic fishes
Trachurus mediterraneus,NA,NA,NA,0.061187819,0.41094602,60,56,Finfish,marine,3.47,3.36999988555908,mainly animals (troph. 2.8 and up),38.963745,pelagic-oceanic,Miscellaneous pelagic fishes
Trachurus mediterraneus,NA,NA,NA,NA,NA,60,56,Finfish,marine,3.47,3.36999988555908,mainly animals (troph. 2.8 and up),40.416667,pelagic-oceanic,Miscellaneous pelagic fishes
Trachurus mediterraneus,NA,NA,NA,NA,NA,60,56,Finfish,marine,3.47,3.36999988555908,mainly animals (troph. 2.8 and up),40.416667,pelagic-oceanic,Miscellaneous pelagic fishes
Trachurus mediterraneus,NA,NA,NA,NA,NA,60,56,Finfish,marine,3.47,3.36999988555908,mainly animals (troph. 2.8 and up),40.416667,pelagic-oceanic,Miscellaneous pelagic fishes
Trachurus mediterraneus,NA,NA,NA,NA,NA,60,56,Finfish,marine,3.47,3.36999988555908,mainly animals (troph. 2.8 and up),40.416667,pelagic-oceanic,Miscellaneous pelagic fishes
Trachurus mediterraneus,NA,NA,NA,NA,NA,60,56,Finfish,marine,3.47,3.36999988555908,mainly animals (troph. 2.8 and up),40.416667,pelagic-oceanic,Miscellaneous pelagic fishes
Trachurus mediterraneus,NA,NA,NA,NA,NA,60,56,Finfish,marine,3.47,3.36999988555908,mainly animals (troph. 2.8 and up),40.416667,pelagic-oceanic,Miscellaneous pelagic fishes
Trachurus trachurus,297.8,1.9569,3.81,NA,NA,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,412.82,3.2392,11.98,NA,NA,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,243.81,2.924,2.58,NA,NA,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,156.5,1.5969,9.16,NA,NA,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,637.14,3.5827,8.77,NA,NA,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,0.55188,1.84617,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),23.372169,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,302.67,2.9114,5.24,NA,NA,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,105.61,0.7914,2.9,NA,NA,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,0.6385,1.0597,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),39.360329,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,145.2,2.3044,12.43,NA,NA,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,NA,NA,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),60.657778,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,198.83,1.3961,2.56,NA,NA,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,NA,NA,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),39.019184,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,0.4919,0.6977,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),39.360329,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,0.604,1.004,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),39.360329,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,0.6163,0.8737,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),39.360329,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,0.6368,1.0742,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),39.360329,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,127.23,1.6665,14.48,NA,NA,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,0.1524,0.4445,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),39.360329,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,0.088074797,0.233056769,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),36.5817,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,400.87,3.345,11.58,NA,NA,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,0.032952744,0.07526244,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),36.5817,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,0.191306809,0.68122395,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),41.85509,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,0.0831,0.2768,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),39.360329,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,0.2039,0.3872,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),39.360329,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,0.07539,0.20104,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),39.019184,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,NA,NA,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),60.657778,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,0.162992817,0.327134954,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),41.85509,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,235.96,1.3222,2.1,NA,NA,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,0.01459064,0.04027232,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),36.5817,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,0.1159,0.3246,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),39.360329,pelagic-neritic,Miscellaneous pelagic fishes
Trachurus trachurus,NA,NA,NA,NA,NA,70,62,Finfish,marine,3.64,3.84,mainly animals (troph. 2.8 and up),39.019184,pelagic-neritic,Miscellaneous pelagic fishes
