,Food.Item.ID,species,taxon,max_size,max_length,TL,lwA,lwB,Habitat,Subgroup,Abs_lat,Latitude,max_length_study,nutrient,concentration,RDI
8275,900502,Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,0.0127,3,marine,Finfish,36.5817,36.5817,17.42,FAT,0.88,70
1147,900502,Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,0.0127,3,marine,Finfish,36.5817,36.5817,17.42,CA_mg,NA,1200
7087,900502,Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,0.0127,3,marine,Finfish,36.5817,36.5817,17.42,HG_mcg,NA,NA
3190,900503,Psetta maxima,"Flounders, halibuts, soles",14.12514312,100,4,0.01122,3.05,marine,Finfish,42.575055,42.575055,37.1,DHA_g,0.2685449,1
2002,900503,Psetta maxima,"Flounders, halibuts, soles",14.12514312,100,4,0.01122,3.05,marine,Finfish,42.575055,42.575055,37.1,EPA_g,0.0941512,1
5566,900503,Psetta maxima,"Flounders, halibuts, soles",14.12514312,100,4,0.01122,3.05,marine,Finfish,42.575055,42.575055,37.1,ZN_mg,0.12,11
4378,900503,Psetta maxima,"Flounders, halibuts, soles",14.12514312,100,4,0.01122,3.05,marine,Finfish,42.575055,42.575055,37.1,FE_mg,0.08,18
9130,900503,Psetta maxima,"Flounders, halibuts, soles",14.12514312,100,4,0.01122,3.05,marine,Finfish,42.575055,42.575055,37.1,PROTEIN,19.3,56
7942,900503,Psetta maxima,"Flounders, halibuts, soles",14.12514312,100,4,0.01122,3.05,marine,Finfish,42.575055,42.575055,37.1,FAT,NA,70
814,900503,Psetta maxima,"Flounders, halibuts, soles",14.12514312,100,4,0.01122,3.05,marine,Finfish,42.575055,42.575055,37.1,CA_mg,NA,1200
6754,900503,Psetta maxima,"Flounders, halibuts, soles",14.12514312,100,4,0.01122,3.05,marine,Finfish,42.575055,42.575055,37.1,HG_mcg,NA,NA
3004,900504,Oncorhynchus gorbusha,"Salmons, trouts, smelts",2.762051466,62,4.19,0.00336,3.299999952,marine,Finfish,61.01371,61.01371,NA,DHA_g,0.328416,1
1816,900504,Oncorhynchus gorbusha,"Salmons, trouts, smelts",2.762051466,62,4.19,0.00336,3.299999952,marine,Finfish,61.01371,61.01371,NA,EPA_g,0.166696,1
5380,900504,Oncorhynchus gorbusha,"Salmons, trouts, smelts",2.762051466,62,4.19,0.00336,3.299999952,marine,Finfish,61.01371,61.01371,NA,ZN_mg,NA,11
4192,900504,Oncorhynchus gorbusha,"Salmons, trouts, smelts",2.762051466,62,4.19,0.00336,3.299999952,marine,Finfish,61.01371,61.01371,NA,FE_mg,NA,18
8944,900504,Oncorhynchus gorbusha,"Salmons, trouts, smelts",2.762051466,62,4.19,0.00336,3.299999952,marine,Finfish,61.01371,61.01371,NA,PROTEIN,NA,56
7756,900504,Oncorhynchus gorbusha,"Salmons, trouts, smelts",2.762051466,62,4.19,0.00336,3.299999952,marine,Finfish,61.01371,61.01371,NA,FAT,NA,70
628,900504,Oncorhynchus gorbusha,"Salmons, trouts, smelts",2.762051466,62,4.19,0.00336,3.299999952,marine,Finfish,61.01371,61.01371,NA,CA_mg,NA,1200
6568,900504,Oncorhynchus gorbusha,"Salmons, trouts, smelts",2.762051466,62,4.19,0.00336,3.299999952,marine,Finfish,61.01371,61.01371,NA,HG_mcg,NA,NA
3096,900509,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,DHA_g,0.341466648,1
1908,900509,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,EPA_g,0.154125024,1
5472,900509,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,ZN_mg,NA,11
4284,900509,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,FE_mg,NA,18
9036,900509,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,PROTEIN,NA,56
7848,900509,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,FAT,1.34,70
720,900509,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,CA_mg,NA,1200
6660,900509,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,HG_mcg,NA,NA
3093,900510,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,DHA_g,0.280779133,1
1905,900510,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,EPA_g,0.055120347,1
5469,900510,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,ZN_mg,NA,11
4281,900510,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,FE_mg,NA,18
9033,900510,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,PROTEIN,NA,56
7845,900510,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,FAT,0.83,70
717,900510,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,CA_mg,NA,1200
6657,900510,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,HG_mcg,NA,NA
3092,900511,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,DHA_g,0.195420108,1
1904,900511,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,EPA_g,0.086307624,1
5468,900511,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,ZN_mg,NA,11
4280,900511,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,FE_mg,NA,18
9032,900511,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,PROTEIN,NA,56
7844,900511,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,FAT,0.78,70
716,900511,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,CA_mg,NA,1200
6656,900511,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,HG_mcg,NA,NA
3095,900512,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,DHA_g,0.236501244,1
1907,900512,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,EPA_g,0.093000334,1
5471,900512,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,ZN_mg,NA,11
4283,900512,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,FE_mg,NA,18
9035,900512,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,PROTEIN,NA,56
7847,900512,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,FAT,0.94,70
719,900512,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,CA_mg,NA,1200
6659,900512,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,HG_mcg,NA,NA
3094,900513,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,DHA_g,NA,1
1906,900513,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,EPA_g,NA,1
5470,900513,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,ZN_mg,0.6825,11
4282,900513,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,FE_mg,0.3265,18
9034,900513,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,PROTEIN,NA,56
7846,900513,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,FAT,NA,70
718,900513,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,CA_mg,8.635,1200
6658,900513,Patagonotothen ramsayi,Miscellaneous demersal fishes,1.078696332,44,3.5,0.00617,3.19,marine,Finfish,51.796253,-51.796253,NA,HG_mcg,NA,NA
3377,900514,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,DHA_g,NA,1
2189,900514,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,EPA_g,NA,1
5753,900514,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,ZN_mg,NA,11
4565,900514,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,FE_mg,NA,18
9317,900514,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,PROTEIN,19.27,56
8129,900514,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,FAT,NA,70
1001,900514,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,CA_mg,NA,1200
6941,900514,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,HG_mcg,NA,NA
3375,900515,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,DHA_g,NA,1
2187,900515,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,EPA_g,NA,1
5751,900515,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,ZN_mg,NA,11
4563,900515,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,FE_mg,NA,18
9315,900515,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,PROTEIN,18.45,56
8127,900515,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,FAT,NA,70
999,900515,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,CA_mg,NA,1200
6939,900515,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,HG_mcg,NA,NA
3378,900516,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,16.9,DHA_g,NA,1
2190,900516,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,16.9,EPA_g,NA,1
5754,900516,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,16.9,ZN_mg,NA,11
4566,900516,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,16.9,FE_mg,NA,18
9318,900516,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,16.9,PROTEIN,19.34,56
8130,900516,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,16.9,FAT,NA,70
1002,900516,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,16.9,CA_mg,NA,1200
6942,900516,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,16.9,HG_mcg,NA,NA
3374,900517,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.3,DHA_g,NA,1
2186,900517,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.3,EPA_g,NA,1
5750,900517,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.3,ZN_mg,NA,11
4562,900517,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.3,FE_mg,NA,18
9314,900517,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.3,PROTEIN,17.82,56
8126,900517,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.3,FAT,NA,70
998,900517,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.3,CA_mg,NA,1200
6938,900517,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.3,HG_mcg,NA,NA
3381,900518,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.6,DHA_g,NA,1
2193,900518,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.6,EPA_g,NA,1
5757,900518,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.6,ZN_mg,NA,11
4569,900518,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.6,FE_mg,NA,18
9321,900518,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.6,PROTEIN,22.44,56
8133,900518,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.6,FAT,NA,70
1005,900518,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.6,CA_mg,NA,1200
6945,900518,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.6,HG_mcg,NA,NA
3380,900519,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,DHA_g,NA,1
2192,900519,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,EPA_g,NA,1
5756,900519,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,ZN_mg,NA,11
4568,900519,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,FE_mg,NA,18
9320,900519,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,PROTEIN,21.13,56
8132,900519,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,FAT,NA,70
1004,900519,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,CA_mg,NA,1200
6944,900519,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,19.43,HG_mcg,NA,NA
3376,900520,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,16.1,DHA_g,NA,1
2188,900520,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,16.1,EPA_g,NA,1
5752,900520,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,16.1,ZN_mg,NA,11
4564,900520,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,16.1,FE_mg,NA,18
9316,900520,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,16.1,PROTEIN,19.09,56
8128,900520,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,16.1,FAT,NA,70
1000,900520,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,16.1,CA_mg,NA,1200
6940,900520,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,16.1,HG_mcg,NA,NA
3379,900521,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,14.1,DHA_g,NA,1
2191,900521,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,14.1,EPA_g,NA,1
5755,900521,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,14.1,ZN_mg,NA,11
4567,900521,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,14.1,FE_mg,NA,18
9319,900521,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,14.1,PROTEIN,20.14,56
8131,900521,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,14.1,FAT,NA,70
1003,900521,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,14.1,CA_mg,NA,1200
6943,900521,Siganus rivulatus,Miscellaneous coastal fishes,0.228919149,27,2,0.01202,2.99,marine,Finfish,33.917053,33.917053,14.1,HG_mcg,NA,NA
2677,900522,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,21.5,DHA_g,NA,1
1489,900522,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,21.5,EPA_g,NA,1
5053,900522,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,21.5,ZN_mg,NA,11
3865,900522,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,21.5,FE_mg,NA,18
8617,900522,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,21.5,PROTEIN,20.38,56
7429,900522,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,21.5,FAT,NA,70
301,900522,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,21.5,CA_mg,NA,1200
6241,900522,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,21.5,HG_mcg,NA,NA
2670,900523,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,21.4,DHA_g,NA,1
1482,900523,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,21.4,EPA_g,NA,1
5046,900523,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,21.4,ZN_mg,NA,11
3858,900523,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,21.4,FE_mg,NA,18
8610,900523,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,21.4,PROTEIN,18.11,56
7422,900523,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,21.4,FAT,NA,70
294,900523,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,21.4,CA_mg,NA,1200
6234,900523,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,21.4,HG_mcg,NA,NA
2672,900524,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,19.6,DHA_g,NA,1
1484,900524,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,19.6,EPA_g,NA,1
5048,900524,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,19.6,ZN_mg,NA,11
3860,900524,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,19.6,FE_mg,NA,18
8612,900524,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,19.6,PROTEIN,18.71,56
7424,900524,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,19.6,FAT,NA,70
296,900524,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,19.6,CA_mg,NA,1200
6236,900524,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,19.6,HG_mcg,NA,NA
2671,900525,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,20.8,DHA_g,NA,1
1483,900525,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,20.8,EPA_g,NA,1
5047,900525,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,20.8,ZN_mg,NA,11
3859,900525,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,20.8,FE_mg,NA,18
8611,900525,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,20.8,PROTEIN,18.59,56
7423,900525,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,20.8,FAT,NA,70
295,900525,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,20.8,CA_mg,NA,1200
6235,900525,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,20.8,HG_mcg,NA,NA
2674,900526,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,20.5,DHA_g,NA,1
1486,900526,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,20.5,EPA_g,NA,1
5050,900526,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,20.5,ZN_mg,NA,11
3862,900526,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,20.5,FE_mg,NA,18
8614,900526,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,20.5,PROTEIN,19.38,56
7426,900526,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,20.5,FAT,NA,70
298,900526,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,20.5,CA_mg,NA,1200
6238,900526,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,20.5,HG_mcg,NA,NA
2676,900527,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,19.6,DHA_g,NA,1
1488,900527,Diplodus sargus,Miscellaneous coastal fishes,1.641501912,45,3,0.0138,3.069999933,marine,Finfish,33.917053,33.917053,19.6,EPA_g,NA,1
